FI;PERSO;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_PC;ETP_PC_EXT;ETP_PC_PA_EXT;ETP_PA;ETP_PA_EXT;ETP_AUTRES;BOR;AN;RS;FI_EJ;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETPSAL_TOT_PUBLIC;ETP_PACT;EFFSAL;ETPSAL;EFFLIB;totetp1
010780195;M2080;;;;;;;;;;;Q20;2024;CLINIQUE CONVERT;010000156;0;0;0;0;1;2;1;0;0;0;;;0;0;4;0
010780195;M2100;;;;;;;;;;;Q20;2024;CLINIQUE CONVERT;010000156;0;0;0;0;1;0;1;0;0;0;;;0;0;2;0
010780195;M2120;;;;;;;;;;;Q20;2024;CLINIQUE CONVERT;010000156;0;0;0;0;3;0;0;0;0;0;;;0;0;3;0
010780195;M2130;;;;;;;;;;;Q20;2024;CLINIQUE CONVERT;010000156;0;0;0;0;0;0;1;0;0;0;;;0;0;1;0
010780195;M3050;;;;;;;;;;;Q20;2024;CLINIQUE CONVERT;010000156;2;0;0;0;0;0;0;0;2;0;;;2;2;0;2
010780195;M9999;;;;;;;;;;;Q20;2024;CLINIQUE CONVERT;010000156;3;1;2;2;39;9;32;7;4.4;1.91;;;8;6.31;87;6.31
010780203;M1010;;;;;;;;;;;Q20;2024;HOPITAL PRIVE D'AMBERIEU;010010718;2;;1;2;;;;;1.3;1.1;;;5;2.4;;2.4
010780203;M1030;;;;;;;;;;;Q20;2024;HOPITAL PRIVE D'AMBERIEU;010010718;;;;;3;1;;1;;;;;;;5;
010780203;M1040;;;;;;;;;;;Q20;2024;HOPITAL PRIVE D'AMBERIEU;010010718;;;;;;1;2;1;;;;;;;4;
010780203;M1070;;;;;;;;;;;Q20;2024;HOPITAL PRIVE D'AMBERIEU;010010718;;;;;;;1;;;;;;;;1;
010780203;M1140;;;;;;;;;;;Q20;2024;HOPITAL PRIVE D'AMBERIEU;010010718;;;1;3;1;;;;0.15;0.79;;;4;0.94;1;0.94
010780203;M1150;;;;;;;;;;;Q20;2024;HOPITAL PRIVE D'AMBERIEU;010010718;;;;;1;;;;;;;;;;1;
010780203;M1180;;;;;;;;;;;Q20;2024;HOPITAL PRIVE D'AMBERIEU;010010718;;;;;1;;;;;;;;;;1;
010780203;M1340;;;;;;;;;;;Q20;2024;HOPITAL PRIVE D'AMBERIEU;010010718;;;;;10;1;;;;;;;;;11;
010780203;M2020;;;;;;;;;;;Q20;2024;HOPITAL PRIVE D'AMBERIEU;010010718;;;;;;;2;1;;;;;;;3;
010780203;M2030;;;;;;;;;;;Q20;2024;HOPITAL PRIVE D'AMBERIEU;010010718;;;;;3;1;;;;;;;;;4;
010780203;M2040;;;;;;;;;;;Q20;2024;HOPITAL PRIVE D'AMBERIEU;010010718;;;;;;;2;;;;;;;;2;
010780203;M2050;;;;;;;;;;;Q20;2024;HOPITAL PRIVE D'AMBERIEU;010010718;1;1;;;1;;;;0.46;0.78;;;2;1.24;1;1.24
010780203;M2070;;;;;;;;;;;Q20;2024;HOPITAL PRIVE D'AMBERIEU;010010718;;;;;;;;2;;;;;;;2;
010780203;M2080;;;;;;;;;;;Q20;2024;HOPITAL PRIVE D'AMBERIEU;010010718;;;;;;;2;;;;;;;;2;
010780203;M2100;;;;;;;;;;;Q20;2024;HOPITAL PRIVE D'AMBERIEU;010010718;;;;;;;3;;;;;;;;3;
010780203;M2120;;;;;;;;;;;Q20;2024;HOPITAL PRIVE D'AMBERIEU;010010718;;;;;0;0;1;2;;;;;;;3;
010780203;M2130;;;;;;;;;;;Q20;2024;HOPITAL PRIVE D'AMBERIEU;010010718;;;;;;;2;;;;;;;;2;
010780203;M3050;;;;;;;;;;;Q20;2024;HOPITAL PRIVE D'AMBERIEU;010010718;;4;;;;;;;0.63;1.24;;;4;1.87;;1.87
010780203;M9999;;;;;;;;;;;Q20;2024;HOPITAL PRIVE D'AMBERIEU;010010718;3;5;2;5;20;4;15;7;2.54;3.91;;;15;6.45;46;6.45
010780278;M1010;;;;;;;;;;;Q20;2024;CENTRE DE REEDUCATION MANGINI;010783009;1;2;1;;;;;;2.28;2.75;;;4;5.03;;5.03
010780278;M1180;;;;;;;;;;;Q20;2024;CENTRE DE REEDUCATION MANGINI;010783009;;2;;;;;;;;1.42;;;2;1.42;;1.42
010780278;M3040;;;;;;;;;;;Q20;2024;CENTRE DE REEDUCATION MANGINI;010783009;;;;1;;;;;;0.23;;;1;0.23;;0.23
010780278;M3050;;;;;;;;;;;Q20;2024;CENTRE DE REEDUCATION MANGINI;010783009;;;;2;;;;;;0.73;;;2;0.73;;0.73
010780278;M9999;;;;;;;;;;;Q20;2024;CENTRE DE REEDUCATION MANGINI;010783009;1;4;1;3;;;;;2.28;5.13;;;9;7.41;;7.41
010780294;M1110;;;;;;;;;;;Q20;2024;NEPHROCARE CH BELLEY;690000278;;;;;1;;;;;;;;;;1;
010780294;M3040;;;;;;;;;;;Q20;2024;NEPHROCARE CH BELLEY;690000278;0;;;;;;;;0.08;;;;0;0.08;;0.08
010780294;M3050;;;;;;;;;;;Q20;2024;NEPHROCARE CH BELLEY;690000278;;0;;;;;;;;0.25;;;0;0.25;;0.25
010780294;M9999;;;;;;;;;;;Q20;2024;NEPHROCARE CH BELLEY;690000278;0;0;;;1;;;;0.08;0.25;;;0;0.33;1;0.33
010780476;M1010;;;;;;;;;;;Q20;2024;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;;;;;;;;;0.26;;;;;0.26;;0.26
010780476;M1140;;;;;;;;;;;Q20;2024;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;1;1;;;;;;;0.77;0.87;;;2;1.64;;1.64
010780476;M3020;;;;;;;;;;;Q20;2024;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;3;;;;;;;;2.46;0.41;;;3;2.87;;2.87
010780476;M9999;;;;;;;;;;;Q20;2024;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;4;1;;;;;;;3.49;1.28;;;5;4.77;;4.77
010780492;M1140;;;;;;;;;;;Q20;2024;CRF ROMANS-FERRARI;360000707;;;;1;;;;;;0.6;;;1;0.6;;0.6
010780492;M1180;;;;;;;;;;;Q20;2024;CRF ROMANS-FERRARI;360000707;1;2;;3;;;;;1;4.67;;;6;5.67;;5.67
010780492;M3020;;;;;;;;;;;Q20;2024;CRF ROMANS-FERRARI;360000707;;;;1;;;;;;0.2;;;1;0.2;;0.2
010780492;M3050;;;;;;;;;;;Q20;2024;CRF ROMANS-FERRARI;360000707;;;;1;;;;;;0.92;;;1;0.92;;0.92
010780492;M9999;;;;;;;;;;;Q20;2024;CRF ROMANS-FERRARI;360000707;1;2;;6;;;;;1;6.39;;;9;7.39;;7.39
010780799;M1010;;;;;;;;;;;Q20;2024;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;;1;;;;;;;;1;;;1;1;;1
010780799;M1180;;;;;;;;;;;Q20;2024;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;;;1;;;;;;0.15;;;;1;0.15;;0.15
010780799;M9999;;;;;;;;;;;Q20;2024;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;;1;1;;;;;;0.15;1;;;2;1.15;;1.15
010789006;M1110;;;;;;;;;;;Q20;2024;UNITE DE DIALYSE BOURG EN BRESSE;210012290;;;;;;;;;0.2;0.55;;;;0.75;;0.75
010789006;M3050;;;;;;;;;;;Q20;2024;UNITE DE DIALYSE BOURG EN BRESSE;210012290;;;;;;;;;0.05;0.04;;;;0.09;;0.09
010789006;M9999;;;;;;;;;;;Q20;2024;UNITE DE DIALYSE BOURG EN BRESSE;210012290;;;;;;;;;0.25;0.59;;;;0.84;;0.84
010789576;M1320;;;;;;;;;;;Q20;2024;USLD;010780096;0;0;0;1;;;;;0;0.98;;;1;0.98;;0.98
010789576;M9999;;0.98;;;;;;;;;Q20;2024;USLD;010780096;0;0;0;1;;;;;0;0.98;0.98;;1;0.98;;0.98
010789717;M1010;;;;;;;;;;;Q20;2024;USLD CH D'OYONNAX;010008407;1;0;0;0;0;0;0;0;0.9;0;;;1;0.9;0;0.9
010789717;M3050;;;;;;;;;;;Q20;2024;USLD CH D'OYONNAX;010008407;0;1;0;0;0;0;0;0;0;0.1;;;1;0.1;0;0.1
010789717;M9999;0;0.1;0;0;0.9;0;0;0;0;0;Q20;2024;USLD CH D'OYONNAX;010008407;1;1;0;0;0;0;0;0;0.9;0.1;1;0;2;1;0;1
020000089;M1010;;;;;;;;;;;Q20;2024;CH GUISE;020000022;;;6;;;;;;3.2;;;;6;3.2;;3.2
020000089;M1070;;;;;;;;;;;Q20;2024;CH GUISE;020000022;;;1;;;;;;0.6;;;;1;0.6;;0.6
020000089;M1090;;;;;;;;;;;Q20;2024;CH GUISE;020000022;;;1;;;;;;0.1;;;;1;0.1;;0.1
020000089;M1160;;;;;;;;;;;Q20;2024;CH GUISE;020000022;;;1;;;;;;0.1;;;;1;0.1;;0.1
020000089;M1190;;;;;;;;;;;Q20;2024;CH GUISE;020000022;;;1;;;;;;0.1;;;;1;0.1;;0.1
020000089;M1320;;;;;;;;;;;Q20;2024;CH GUISE;020000022;;;;1;;;;;;0.6;;;1;0.6;;0.6
020000089;M3050;;;;;;;;;;;Q20;2024;CH GUISE;020000022;1;;1;;;;;;1.6;;;;2;1.6;;1.6
020000089;M3060;;;;;;;;;;;Q20;2024;CH GUISE;020000022;;;1;;;;;;0.2;;;;1;0.2;;0.2
020000089;M9999;;1.6;;;4.9;;;;;;Q20;2024;CH GUISE;020000022;1;;12;1;;;;;5.9;0.6;6.5;;14;6.5;;6.5
020000097;M1010;;;;;;;;;;;Q20;2024;CH LA FÈRE;020000048;2;2;;;;;;;1.9;1.99;;;4;3.89;;3.89
020000097;M1320;;;;;;;;;;;Q20;2024;CH LA FÈRE;020000048;;;1;;;;;;0.05;;;;1;0.05;;0.05
020000097;M3020;;;;;;;;;;;Q20;2024;CH LA FÈRE;020000048;1;;;;;;;;1;;;;1;1;;1
020000097;M3040;;;;;;;;;;;Q20;2024;CH LA FÈRE;020000048;;;1;;;;;;0.4;;;;1;0.4;;0.4
020000097;M3050;;;;;;;;;;;Q20;2024;CH LA FÈRE;020000048;1;;;;;;;;1;;;;1;1;;1
020000097;M9999;;4.89;;;0.45;;;;1;;Q20;2024;CH LA FÈRE;020000048;4;2;2;;;;;;4.35;1.99;6.34;;8;6.34;;6.34
020000105;M1010;;;;;;;;;;;Q20;2024;CH LE NOUVION-EN-THIÉRACHE;020000055;;;3;;;;;;1.12;;;;3;1.12;;1.12
020000105;M1040;;;;;;;;;;;Q20;2024;CH LE NOUVION-EN-THIÉRACHE;020000055;;;1;;;;;;0.3;;;;1;0.3;;0.3
020000105;M1190;;;;;;;;;;;Q20;2024;CH LE NOUVION-EN-THIÉRACHE;020000055;;;2;;;;;;0.15;;;;2;0.15;;0.15
020000105;M2100;;;;;;;;;;;Q20;2024;CH LE NOUVION-EN-THIÉRACHE;020000055;;;;;;;1;;;;;;;;1;
020000105;M3040;;;;;;;;;;;Q20;2024;CH LE NOUVION-EN-THIÉRACHE;020000055;;;;;;;1;;;;;;;;1;
020000105;M3050;;;;;;;;;;;Q20;2024;CH LE NOUVION-EN-THIÉRACHE;020000055;;;;;;;;1;;;;;;;1;
020000105;M3060;;;;;;;;;;;Q20;2024;CH LE NOUVION-EN-THIÉRACHE;020000055;;;;;;;1;;;;;;;;1;
020000105;M3070;;;;;;;;;;;Q20;2024;CH LE NOUVION-EN-THIÉRACHE;020000055;;;1;;;;1;;0.02;;;;1;0.02;1;0.02
020000105;M9999;;;;;1.42;;;;0.17;;Q20;2024;CH LE NOUVION-EN-THIÉRACHE;020000055;;;7;;;;4;1;1.59;;1.59;;7;1.59;5;1.59
020000162;M1010;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;2;0;1;0;;;;;2.5;0;;;3;2.5;;2.5
020000162;M1020;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;0;2;0;0;;;;;0;2;;;2;2;;2
020000162;M1030;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;7;2;1;3;;;;;7.72;3.87;;;13;11.59;;11.59
020000162;M1031;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;5;1;2;0;;;;;6.4;1.67;;;8;8.07;;8.07
020000162;M1040;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;9;3;1;1;;;;;8.2;3.3;;;14;11.5;;11.5
020000162;M1050;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;1;2;0;1;;;;;1;2.19;;;4;3.19;;3.19
020000162;M1070;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;1;1;0;2;;;;;1;2.6;;;4;3.6;;3.6
020000162;M1090;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;2;2;0;0;;;;;1.33;2;;;4;3.33;;3.33
020000162;M1100;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;0;3;0;0;;;;;0;2.75;;;3;2.75;;2.75
020000162;M1110;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;7;3;0;0;;;;;6.75;2.75;;;10;9.5;;9.5
020000162;M1120;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;4;1;4;0;;;;;6.73;1;;;9;7.73;;7.73
020000162;M1130;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;0;1;0;3;;;;;0.23;0.95;;;4;1.18;;1.18
020000162;M1140;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;3;10;0;8;;;;;3.33;15.15;;;21;18.48;;18.48
020000162;M1150;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;3;3;3;0;;;;;3.57;3;;;9;6.57;;6.57
020000162;M1160;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;6;3;7;3;;;;;9.13;3.57;;;19;12.7;;12.7
020000162;M1170;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;1;2;0;0;;;;;1;1.75;;;3;2.75;;2.75
020000162;M1180;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;0;1;0;1;;;;;0;1.55;;;2;1.55;;1.55
020000162;M1190;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;0;1;1;1;;;;;0.2;1.8;;;3;2;;2
020000162;M1200;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;4;4;3;2;;;;;5.15;4.45;;;13;9.6;;9.6
020000162;M1320;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;9;8;0;0;;;;;7.33;7.5;;;17;14.83;;14.83
020000162;M1330;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;3;5;0;0;;;;;2.75;5;;;8;7.75;;7.75
020000162;M1340;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;7;7;3;1;;;;;8.47;7.8;;;18;16.27;;16.27
020000162;M2030;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;8;1;2;0;;;;;7.07;1;;;11;8.07;;8.07
020000162;M2040;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;0;2;0;0;;;;;0;2;;;2;2;;2
020000162;M2050;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;6;7;0;2;;;;;6;5.62;;;15;11.62;;11.62
020000162;M2070;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;1;1;1;0;;;;;1.37;1;;;3;2.37;;2.37
020000162;M2080;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;1;1;0;0;;;;;1;1;;;2;2;;2
020000162;M2100;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;2;0;1;0;;;;;2.87;0;;;3;2.87;;2.87
020000162;M2120;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;3;0;1;0;;;;;3.2;0;;;4;3.2;;3.2
020000162;M2130;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;2;1;2;0;;;;;2.7;1;;;5;3.7;;3.7
020000162;M3011;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;3;4;0;1;;;;;2;3.87;;;8;5.87;;5.87
020000162;M3040;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;0;1;1;1;;;;;0.5;1.2;;;3;1.7;;1.7
020000162;M3050;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;6;6;0;1;;;;;6;6.05;;;13;12.05;;12.05
020000162;M3060;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;0;0;1;0;;;;;0.5;0;;;1;0.5;;0.5
020000162;M3070;;;;;;;;;;;Q20;2024;CH SAINT-QUENTIN;020000063;0;0;0;1;;;;;0;0.8;;;1;0.8;;0.8
020000162;M9999;0;98.46;9.28;0;70.15;8.72;;;29.58;;Q20;2024;CH SAINT-QUENTIN;020000063;106;89;35;32;;;;;116;100.19;216.19;0;262;216.19;;216.19
020000246;M1010;;;;;;;;;;;Q20;2024;CH VERVINS;020000071;;;3;1;;;;;1.8;0.3;;;4;2.1;;2.1
020000246;M9999;;1.8;;;;;;;0.3;;Q20;2024;CH VERVINS;020000071;;;3;1;;;;;1.8;0.3;2.1;;4;2.1;;2.1
020000303;M1010;;;;;;;;;;;Q20;2024;HOPITAL VILLIERS SAINT DENIS;750814030;1;2;2;1;;;;;1.55;2.19;;;6;3.74;;3.74
020000303;M1070;;;;;;;;;;;Q20;2024;HOPITAL VILLIERS SAINT DENIS;750814030;1;;1;;;;;;1.7;;;;2;1.7;;1.7
020000303;M1150;;;;;;;;;;;Q20;2024;HOPITAL VILLIERS SAINT DENIS;750814030;1;;1;;;;;;1.27;;;;2;1.27;;1.27
020000303;M1160;;;;;;;;;;;Q20;2024;HOPITAL VILLIERS SAINT DENIS;750814030;;;1;;;;;;0.11;;;;1;0.11;;0.11
020000303;M1180;;;;;;;;;;;Q20;2024;HOPITAL VILLIERS SAINT DENIS;750814030;2;2;1;;;;;;2.6;1.99;;;5;4.59;;4.59
020000303;M1190;;;;;;;;;;;Q20;2024;HOPITAL VILLIERS SAINT DENIS;750814030;;;2;;;;;;1.03;;;;2;1.03;;1.03
020000303;M1320;;;;;;;;;;;Q20;2024;HOPITAL VILLIERS SAINT DENIS;750814030;1;1;1;;;;;;1.46;1.72;;;3;3.18;;3.18
020000303;M1330;;;;;;;;;;;Q20;2024;HOPITAL VILLIERS SAINT DENIS;750814030;1;;;;;;;;1;;;;1;1;;1
020000303;M2010;;;;;;;;;;;Q20;2024;HOPITAL VILLIERS SAINT DENIS;750814030;;;1;;;;;;0.05;;;;1;0.05;;0.05
020000303;M2070;;;;;;;;;;;Q20;2024;HOPITAL VILLIERS SAINT DENIS;750814030;;;1;;;;;;0.04;;;;1;0.04;;0.04
020000303;M2080;;;;;;;;;;;Q20;2024;HOPITAL VILLIERS SAINT DENIS;750814030;;;1;;;;;;0.11;;;;1;0.11;;0.11
020000303;M3020;;;;;;;;;;;Q20;2024;HOPITAL VILLIERS SAINT DENIS;750814030;;;;1;;;;;;0.23;;;1;0.23;;0.23
020000303;M3050;;;;;;;;;;;Q20;2024;HOPITAL VILLIERS SAINT DENIS;750814030;2;;;;;;;;2.04;0.12;;;2;2.16;;2.16
020000303;M9999;;;;;;;;;;;Q20;2024;HOPITAL VILLIERS SAINT DENIS;750814030;9;5;12;2;;;;;12.96;6.25;;;28;19.21;;19.21
020000360;M1030;;;;;;;;;;;Q20;2024;CLINIQUE COURLANCY SOISSONS;020014742;;;;;2;;1;;;;;;;;3;
020000360;M1090;;;;;;;;;;;Q20;2024;CLINIQUE COURLANCY SOISSONS;020014742;;;;;;;1;;;;;;;;1;
020000360;M1150;;;;;;;;;;;Q20;2024;CLINIQUE COURLANCY SOISSONS;020014742;;;;;;;1;;;;;;;;1;
020000360;M1160;;;;;;;;;;;Q20;2024;CLINIQUE COURLANCY SOISSONS;020014742;;;;;;;7;;;;;;;;7;
020000360;M2010;;;;;;;;;;;Q20;2024;CLINIQUE COURLANCY SOISSONS;020014742;;;;;;;;1;;;;;;;1;
020000360;M2020;;;;;;;;;;;Q20;2024;CLINIQUE COURLANCY SOISSONS;020014742;;;;;;;2;1;;;;;;;3;
020000360;M2030;;;;;;;;;;;Q20;2024;CLINIQUE COURLANCY SOISSONS;020014742;;;;;3;;;;;;;;;;3;
020000360;M2040;;;;;;;;;;;Q20;2024;CLINIQUE COURLANCY SOISSONS;020014742;;;;;;1;;;;;;;;;1;
020000360;M2070;;;;;;;;;;;Q20;2024;CLINIQUE COURLANCY SOISSONS;020014742;;;;;;;2;1;;;;;;;3;
020000360;M2080;;;;;;;;;;;Q20;2024;CLINIQUE COURLANCY SOISSONS;020014742;;;;;;;1;;;;;;;;1;
020000360;M2100;;;;;;;;;;;Q20;2024;CLINIQUE COURLANCY SOISSONS;020014742;;;;;2;;;;;;;;;;2;
020000360;M2120;;;;;;;;;;;Q20;2024;CLINIQUE COURLANCY SOISSONS;020014742;;;;;;;2;;;;;;;;2;
020000360;M2130;;;;;;;;;;;Q20;2024;CLINIQUE COURLANCY SOISSONS;020014742;;;;;;;1;;;;;;;;1;
020000360;M3050;;;;;;;;;;;Q20;2024;CLINIQUE COURLANCY SOISSONS;020014742;1;;;;;;;;1;;;;1;1;;1
020000360;M9999;;;;;;;;;;;Q20;2024;CLINIQUE COURLANCY SOISSONS;020014742;1;;;;7;1;18;3;1;;;;1;1;29;1
020000386;M1010;;;;;;;;;;;Q20;2024;CLINIQUE DE LA ROSERAIE;020000600;;;1;;;;;;0.43;;;;1;0.43;;0.43
020000386;M3020;;;;;;;;;;;Q20;2024;CLINIQUE DE LA ROSERAIE;020000600;;;;;;;3;2;;;;;;;5;
020000386;M9999;;;;;;;;;;;Q20;2024;CLINIQUE DE LA ROSERAIE;020000600;;;1;;;;3;2;0.43;;;;1;0.43;5;0.43
020000394;M1010;;;;;;;;;;;Q20;2024;CH LAON;020000253;9;9;2;1;;;;;10.68;7.29;;;21;17.97;;17.97
020000394;M1030;;;;;;;;;;;Q20;2024;CH LAON;020000253;7;4;1;1;;;;;6.76;4.05;;;13;10.81;;10.81
020000394;M1031;;;;;;;;;;;Q20;2024;CH LAON;020000253;3;1;;;;;;;3;0.33;;;4;3.33;;3.33
020000394;M1040;;;;;;;;;;;Q20;2024;CH LAON;020000253;2;1;1;2;;;;;2.05;2.7;;;6;4.75;;4.75
020000394;M1070;;;;;;;;;;;Q20;2024;CH LAON;020000253;1;;;;;;;;1;;;;1;1;;1
020000394;M1090;;;;;;;;;;;Q20;2024;CH LAON;020000253;3;2;;;;;;;3;1.32;;;5;4.32;;4.32
020000394;M1100;;;;;;;;;;;Q20;2024;CH LAON;020000253;1;;1;;;;;;1.12;;;;2;1.12;;1.12
020000394;M1110;;;;;;;;;;;Q20;2024;CH LAON;020000253;3;;1;;;;;;3.71;;;;4;3.71;;3.71
020000394;M1130;;;;;;;;;;;Q20;2024;CH LAON;020000253;;1;1;;;;;;0.7;0.24;;;2;0.94;;0.94
020000394;M1140;;;;;;;;;;;Q20;2024;CH LAON;020000253;4;7;;;;;;;4.38;4.2;;;11;8.58;;8.58
020000394;M1160;;;;;;;;;;;Q20;2024;CH LAON;020000253;3;4;2;;;;;;3.35;3;;;9;6.35;;6.35
020000394;M1190;;;;;;;;;;;Q20;2024;CH LAON;020000253;;;;2;;;;;;1.42;;;2;1.42;;1.42
020000394;M1320;;;;;;;;;;;Q20;2024;CH LAON;020000253;1;3;3;0;;;;;3.41;2.31;;;7;5.72;;5.72
020000394;M1340;;;;;;;;;;;Q20;2024;CH LAON;020000253;6;3;;1;;;;;6;3.38;;;10;9.38;;9.38
020000394;M2010;;;;;;;;;;;Q20;2024;CH LAON;020000253;2;;;;;;;;1.75;;;;2;1.75;;1.75
020000394;M2030;;;;;;;;;;;Q20;2024;CH LAON;020000253;4;;;;;;;;3.5;;;;4;3.5;;3.5
020000394;M2050;;;;;;;;;;;Q20;2024;CH LAON;020000253;4;5;2;;;;;;4.42;4.05;;;11;8.47;;8.47
020000394;M2070;;;;;;;;;;;Q20;2024;CH LAON;020000253;;1;1;1;;;;;0.8;1.5;;;3;2.3;;2.3
020000394;M2080;;;;;;;;;;;Q20;2024;CH LAON;020000253;2;;2;;;;;;3.1;;;;4;3.1;;3.1
020000394;M2100;;;;;;;;;;;Q20;2024;CH LAON;020000253;3;;;;;;;;4.12;;;;3;4.12;;4.12
020000394;M2120;;;;;;;;;;;Q20;2024;CH LAON;020000253;1;;;;;;;;1;;;;1;1;;1
020000394;M3011;;;;;;;;;;;Q20;2024;CH LAON;020000253;3;;;;;;;;3;;;;3;3;;3
020000394;M3030;;;;;;;;;;;Q20;2024;CH LAON;020000253;1;;;;;;;;1;;;;1;1;;1
020000394;M3050;;;;;;;;;;;Q20;2024;CH LAON;020000253;1;3;;2;;;;;1;4.6;;;6;5.6;;5.6
020000394;M3060;;;;;;;;;;;Q20;2024;CH LAON;020000253;;1;;;;;;;;1;;;1;1;;1
020000394;M9999;;51.67;;;22.39;;2.05;30.74;7.39;;Q20;2024;CH LAON;020000253;64;45;17;10;;;;;72.85;41.39;114.24;;136;114.24;;114.24
020000519;M1010;;;;;;;;;;;Q20;2024;CH SOISSONS;020000261;16;7;4;2;0;0;0;0;20.76;6.42;;;29;27.18;0;27.18
020000519;M1030;;;;;;;;;;;Q20;2024;CH SOISSONS;020000261;4;4;1;1;0;0;0;0;3.47;3.71;;;10;7.18;0;7.18
020000519;M1031;;;;;;;;;;;Q20;2024;CH SOISSONS;020000261;3;0;1;0;0;0;0;0;4.3;0.27;;;4;4.57;0;4.57
020000519;M1040;;;;;;;;;;;Q20;2024;CH SOISSONS;020000261;5;1;4;1;0;0;0;0;6.97;1.88;;;11;8.85;0;8.85
020000519;M1070;;;;;;;;;;;Q20;2024;CH SOISSONS;020000261;2;0;0;0;0;0;0;0;2;0;;;2;2;0;2
020000519;M1090;;;;;;;;;;;Q20;2024;CH SOISSONS;020000261;1;1;1;1;0;0;0;0;1.38;1.63;;;4;3.01;0;3.01
020000519;M1100;;;;;;;;;;;Q20;2024;CH SOISSONS;020000261;1;0;0;0;0;0;0;0;0.98;0.2;;;1;1.18;0;1.18
020000519;M1110;;;;;;;;;;;Q20;2024;CH SOISSONS;020000261;3;3;0;0;0;0;0;0;3.83;2.65;;;6;6.48;0;6.48
020000519;M1120;;;;;;;;;;;Q20;2024;CH SOISSONS;020000261;2;4;0;0;0;0;0;0;2.75;3.18;;;6;5.93;0;5.93
020000519;M1130;;;;;;;;;;;Q20;2024;CH SOISSONS;020000261;0;3;1;0;0;0;0;0;0.8;3;;;4;3.8;0;3.8
020000519;M1140;;;;;;;;;;;Q20;2024;CH SOISSONS;020000261;1;4;3;3;0;0;0;0;3.29;4.79;;;11;8.08;0;8.08
020000519;M1150;;;;;;;;;;;Q20;2024;CH SOISSONS;020000261;3;1;1;0;0;0;0;0;2.75;1.77;;;5;4.52;0;4.52
020000519;M1160;;;;;;;;;;;Q20;2024;CH SOISSONS;020000261;5;2;2;1;0;0;0;0;5.42;2.63;;;10;8.05;0;8.05
020000519;M1190;;;;;;;;;;;Q20;2024;CH SOISSONS;020000261;0;0;1;0;0;0;0;0;0.1;0;;;1;0.1;0;0.1
020000519;M1200;;;;;;;;;;;Q20;2024;CH SOISSONS;020000261;0;2;0;0;0;0;0;0;0.76;1.46;;;2;2.22;0;2.22
