BOR;AN;FI;RS;FI_EJ;SMUR;GEN;SAIS;PED;ANT;FIAUTOR;ANTSAIS;SAMU;AMBLCE;VEHLEG;MOYAER;MOYMAR;SORTER1;SORTER2;dtTIH;SORAER1;SORAER2;SORMAR;SORTIES;SORTNM;PATDC;PATLSP;PATTSP;PATTRANM;TRAN;TRAN18;TRAN80;TRANSIEG;TRANAUT;APP;APR15;APD;APMIN;DR;DRM;DRMSAS;DRMLIB;REF;REF_TERR;REF_PED;REF_PSY;REF_GER;REF_AUT;NRML;NBLIB;NBSAL;NBINFLIB;NBINFSAL;NBMED;NBINF;CAR;SAMUSDIS
SMURSAMU;2024;950000364;CH NOVO SITE RENE DUBOS;950110080;1;1;1;1;0;;0;1;4;3;0;0;3469;1544;0;2;22;0;5037;1765;84;6;75;653;1298;834;118;484;814;592257;65954;526303;446735;373121;276109;105924;;0;;;;;;0;0;;;;0;;2420;0
SMURSAMU;2024;970100392;CENTRE HOSPITALIER DE LA BASSE -TERRE;970100178;1;1;0;0;0;;0;0;1;0;0;0;526;141;0;0;0;0;667;73;42;31;0;0;453;42;81;370;83;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;970100442;C.H.U. DE POINTE-A-PITRE/ABYMES;970100228;1;1;0;0;0;;0;1;3;4;0;0;3266;667;24;256;356;1;4570;755;299;23;267;168;2821;338;226;2724;97;441862;118475;263989;205853;146519;74124;11169;11169;1;1;0;0;0;0;1;3;;;;3;;556;0
SMURSAMU;2024;970112470;CH L CONSTANT FLEMING-ANTENNE ST BARTH;970100186;1;1;0;0;0;;0;0;1;0;0;0;131;19;0;0;237;0;387;17;8;5;4;0;131;7;11;131;0;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;970112587;CHU - ANTENNE DE MARIE-GALANTE SMUR;970100228;1;0;0;0;1;970100228;0;0;;1;;;22;;;;;;22;9;7;;;;13;0;1;12;1;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;970211215;CHU DE MARTINIQUE SITE P.ZOBDA QUITMAN;970211207;1;1;0;0;0;;0;1;1;6;;;3855;313;67;271;162;10;4678;1902;281;21;281;1319;1529;199;200;1381;148;468388;112827;307154;249193;142712;113811;42886;23807;1;2;1;1;1;1;0;1;;;;1;;1741;0
SMURSAMU;2024;970211223;CHU DE MARTINIQUE SITE DE TRINITE;970211207;1;1;0;0;0;;0;0;1;1;;;304;116;82;14;1;;517;170;19;;19;132;112;9;17;48;64;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;970300026;CENTRE HOSPITALIER DE CAYENNE;970302022;1;1;0;0;0;;0;1;1;2;1;0;1028;458;67;200;548;0;2301;223;152;61;18;219;979;160;50;953;26;311449;70025;206713;189106;111595;38972;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;55;0
SMURSAMU;2024;970300083;CENTRE HOSPITALIER  FRANCK-JOLY;970302121;1;1;0;0;0;;0;0;1;1;;;359;3;;;;;362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;970305637;CENTRE HOSPITALIER INTERCOM DE KOUROU;970305629;1;1;0;0;0;;0;0;;1;;;148;7;0;;;;155;36;34;2;0;;136;18;12;127;9;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;970400024;CHU SITE FELIX GUYON (SAINT DENIS);970408589;1;1;0;0;0;;0;1;2;3;1;0;1792;318;409;397;437;1;3354;376;188;124;38;885;1219;138;81;1031;188;678741;145223;511142;478073;322111;173421;6177;112244;1;1;0;0;0;1;0;;;;;;;3135;1
SMURSAMU;2024;970400057;CHU SITE SUD (SAINT PIERRE);970408589;1;1;0;0;0;;0;0;1;3;;;2766;327;116;;;;3209;473;271;25;66;912;1383;144;121;1216;167;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;970400065;CH OUEST REUNION;970421038;1;1;0;0;0;;0;0;2;2;0;0;1254;353;507;;;;2114;543;133;4;75;331;713;91;49;529;184;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;970400073;GHER (SAINT-BENOIT);970403606;1;1;0;0;0;;0;0;1;1;;;1085;490;5;9;2;;1591;163;85;2;63;;875;146;83;561;314;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2024;980500011;CHM;980500003;1;1;0;0;0;;0;1;2;2;1;;722;424;120;242;602;2;2112;224;211;3;14;264;537;180;11;466;71;158569;14955;122420;105888;47229;45520;1145;56;;;;;;;0;0;;;;0;;65;0
