"FI";"FI_EJ";"RS_ET";"AN";"LIT_MED";"LIT_CHI";"LIT_OBS";"LIT_MCO";"SEJHC_MED";"SEJHC_CHI";"SEJHC_OBS";"SEJHC_MCO";"JOU_MED";"JOU_CHI";"JOU_OBS";"JOU_MCO";"PLA_MED";"PLA_CHI";"PLA_OBS";"PLA_MCO";"SEJHP_MED";"SEJHP_CHI";"SEJHP_OBS";"SEJHP_MCO";"SEANCES_MED";"SPED";"UGER";"UNV";"USURV";"CAP_HC_GEN";"CAP_HC_INF";"CAP_HC_PEN";"CAP_HC_TOT";"SEJ_HTP_GEN";"SEJ_HTP_INF";"SEJ_HTP_PEN";"SEJ_HTP_TOT";"CAP_HDJ_GEN";"CAP_HDJ_INF";"CAP_HDJ_PEN";"CAP_HDJ_TOT";"VEN_HDJ_GEN";"VEN_HDJ_INF";"VEN_HDJ_PEN";"VEN_HDJ_TOT";"CAP_HDN_GEN";"CAP_HDN_INF";"CAP_HDN_TOT";"VEN_HDN_GEN";"VEN_HDN_INF";"VEN_HDN_TOT";"NB_CATTP_GEN";"NB_CATTP_INF";"NB_CATTP_TOT";"ACT_CATTP_GEN";"ACT_CATTP_INF";"ACT_CATTP_TOT";"NB_CMP_CONSULT_GEN";"NB_CMP_CONSULT_INF";"NB_CMP_CONSULT_TOT";"ACT_CMP_CONSULT_GEN";"ACT_CMP_CONSULT_INF";"ACT_CMP_CONSULT_TOT";"FIL_AMB_GEN";"FIL_AMB_INF";"FIL_AMB_PEN";"FIL_AMB_TOT";"FIL_TOT_GEN";"FIL_TOT_INF";"FIL_TOT_PEN";"FIL_TOT_TOT";"NB_USMP_1";"ACT_PEN";"NB_UHSA";"NB_SMPR";"NB_USMP_2";"LIT_SSR";"SEJHC_SSR";"JOUHC_SSR";"PLA_SSR";"JOUHP_SSR";"LIT_USLD";"ENT";"JOU_USLD";"PLATOT_HAD";"SEJ_HAD";"JOU_HAD";"FIL_HAD";"AUTGEN";"PASSU_GEN";"AUTPED";"PASSU_PED";"GEN";"PED";"ANT";"SAMU";"REA";"SEJ_REASI";"SEJ_SURV";"CPPR";"TYPE1";"SEJACC";"TYPE2";"SEJ_NEO";"TYPE3";"SEJ_REA";"TRT_HEMO_CENTRE";"SEAN_HEMO_CENTRE";"TRT_INSUFF_REN";"SEM_TRT_INSUFF_REN";"CHIMIO";"SEAN_CHIMIO";"RTH";"SEAN_RADIO";"CHIRCAR";"CARDIO_INT";"NEUROCHIR";"NEURO_INT";"GREFFE";"AMP";"PRIS";"EFFSAL_SPEMED";"EFFSAL_DT_MEDGEN";"EFFSAL_DT_URG";"EFFSAL_DT_ANESTREA";"EFFSAL_SPECHI";"EFFSAL_DT_GYNOBS";"EFFSAL_PSY";"EFFSAL_ODON";"EFFSAL_PHARMA";"EFFSAL_AUT";"EFFSAL_TOT";"EFFLIB_SPEMED";"EFFLIB_DT_MEDGEN";"EFFLIB_DT_URG";"EFFLIB_DT_ANESTREA";"EFFLIB_SPECHI";"EFFLIB_DT_GYNOBS";"EFFLIB_PSY";"EFFLIB_ODON";"EFFLIB_PHARMA";"EFFLIB_AUT";"EFFLIB_TOT";"ETPSAL_SPEMED";"ETPSAL_DT_MEDGEN";"ETPSAL_DT_URG";"ETPSAL_DT_ANESTREA";"ETPSAL_SPECHI";"ETPSAL_DT_GYNOBS";"ETPSAL_PSY";"ETPSAL_ODON";"ETPSAL_PHARMA";"ETPSAL_AUT";"ETPSAL_TOT";"EFF_INT";"ETP_INT";"EFFPNM_SAG";"EFFPNM_CAD";"EFFPNM_INFAVECSPE";"EFFPNM_INFSANSSPE";"EFFPNM_AID";"EFFPNM_ASH";"EFFPNM_PSYCHO";"EFFPNM_REEDU";"EFFPNM_SOINS";"EFFPNM_DIR";"EFFPNM_DIRSOI";"EFFPNM_AUTADM";"EFFPNM_EDU";"EFFPNM_DTSOC";"EFFPNM_PERSPHARMA";"EFFPNM_PERSLABO";"EFFPNM_PERSRADIO";"EFFPNM_AUTMEDTEC";"EFFPNM_TEC";"EFFPNM_TOT_HORS_SOINS";"EFFPNM_TOT_PNM";"ETPPNM_SAG";"ETPPNM_CAD";"ETPPNM_INFAVECSPE";"ETPPNM_INFSANSSPE";"ETPPNM_AID";"ETPPNM_ASH";"ETPPNM_PSYCHO";"ETPPNM_REEDU";"ETPPNM_SOINS";"ETPPNM_DIR";"ETPPNM_DIRSOI";"ETPPNM_AUTADM";"ETPPNM_EDU";"ETPPNM_DTSOC";"ETPPNM_PERSPHARMA";"ETPPNM_PERSLABO";"ETPPNM_PERSRADIO";"ETPPNM_AUTMEDTEC";"ETPPNM_TEC";"ETPPNM_TOT_HORS_SOINS";"ETPPNM_TOT_PNM";"BIOGENSPE";"MICROBIO";"HEMATO";"IMMUNO";"GENE";"ASSISTMED";"ANOTO";"PHARMA_A7";"PHARMA_B7";"PHARMA_C7";"PHARMA_D7";"PHARMA_E7";"PHARMA_A11";"PHARMA_A20";"PHARMA_A26";"NB_SCAN";"NB_IRM";"NB_CAM";"NB_TOMO";"NB_MAMM";"NB_LITHO";"NB_RADIO";"NB_VASC";"ACT_SCAN";"ACT_IRM";"ACT_CAM";"ACT_TOMO";"ACT_MAMM";"ACT_LITHO";"ACT_RADIO";"ACT_VASC";"SAL_INTERV";"SALTOT24";"SALAMBU";"ACT_BLOCS";"SURV_TOT";"POST_REVEIL"
"2A0000212";"2A0000170";"HOPITAL LOCAL DE BONIFACIO";"2024";8;0;0;8;136;0;0;136;1059;0;0;1059;2;0;0;2;118;0;0;118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;18;194;5325;2;1177;30;27;9769;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;4;4;0;0;0;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;3,06;3,06;0;0;0;0;0;0;0,5;0;3,56;1;0,16;0;4;0;36;35;20;1;6;102;1;0;23;1;1;3;0;2;1;30;61;163;0;3,13;0;26,71;29,02;21,37;0,7;3,83;84,76;0,8;0;16,72;0,9;0,9;2,5;0;2,53;0,5;26,59;50,54;135,3;;;;;;;;8;0;18;30;86;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;
"2A0002614";"2A0002606";"CH DE SARTENE";"2024";5;;;5;209;0;0;209;1771;0;0;1771;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;75;1785;0;0;30;25;9882;25;223;6053;129;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;4;4;0;0;0;0;0;0;2;0;6;0;0;0;0;0;0;0;0;0;0;0;3,26;3,26;0;0;0;0;0;0;0,85;0;4,11;;;0;1;0;23;32;12;1;4;73;0;0;19;1;1;3;0;3;0;14;40;113;0;1;0;23,6;30,26;13,65;0,42;2,2;71,13;0;0;16,8;0,85;0,85;2,23;0;2,97;0;12,69;35,54;106,67;;;;;;;;5;;5;30;15;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;
"2B0000038";"2B0004246";"CH CORTE";"2024";20;;;20;739;0;0;739;5762;0;0;5762;8;;;8;6;0;0;6;1943;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;20;142;4532;20;321;10;1;1107;30;275;11585;128;;;;;;;;;0;;;;;;;;;;;;;;1;1943;0;0;0;0;0;0;0;;;25;15;6;0;0;0;0;0;5;1;31;0;0;0;0;0;0;0;0;0;0;0;9,51;4,84;2,7;0;0;0;0;0;2,34;0,3;12,15;2;0,27;0;4;0;61;49;12;1;8;135;3;0;22;2;1;5;0;5;1;25;63;198;0;3,5;0;40,13;33,55;8,83;1;4,16;91,17;2,5;0;14,84;0,45;0,25;5;0;4,33;1;20,07;48,19;139,36;;;;;;;;25;;20;10;;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;;;;;;
"2B0005359";"2B0005342";"CENTRE HOSPITALIER DE CALVI";"2024";12;;;12;2395;0;0;2395;5006;0;0;5006;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;20;19;6883;;;;;1;15146;0;;1;0;0;0;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;18;3;10;0;0;0;0;0;2;0;20;0;0;0;0;0;0;0;0;0;0;0;13,85;2,51;8,89;0;0;0;0;0;1;0;14,85;;0,16;0;3;0;30;38;10;0;2;83;0;0;12;0;0;2;0;7;0;5;26;109;0;3,08;0;28,24;35,75;9,89;0;1,39;78,35;0;0;10,86;0;0;1,93;0;6,52;0;5,07;24,38;102,73;;;;;;;;15;;;20;;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;
"300000056";"300780079";"CH PONT ST ESPRIT";"2024";10;;;10;227;0;0;227;5891;0;0;5891;0;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;56;632;17508;4;1029;;;;20;221;5460;85;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;11;9;0;0;0;0;0;0;3;1;15;0;0;0;0;0;0;0;0;0;0;0;6,46;6,26;0;0;0;0;0;0;2,45;0,12;9,13;4;2,28;0;5;0;43;62;32;3;13;158;3;1;28;5;2;6;0;0;0;44;87;245;0;3,26;0;33,97;41,33;23,12;1,52;11,41;114,61;2,79;1;23,01;3,33;2,13;5;0;0;0;37,18;72,31;186,92;;;;;;;;10;50;65;15;291;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"300000064";"300780087";"CH UZES";"2024";10;;;10;327;0;0;327;3838;0;0;3838;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;54;538;17298;0;0;30;22;9129;8;258;3023;201;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;8;8;0;0;0;0;0;0;2;1;11;0;0;0;0;0;0;0;0;0;0;0;6,39;6,39;0;0;0;0;0;0;2,19;0,05;8,63;3;2,48;0;6;0;50;65;39;5;12;177;4;1;36;6;0;10;0;0;0;79;136;313;0;5,9;0;42,59;60,12;24,11;2,51;10,73;145,96;4;1;32,17;3,87;0;8,97;0;0;0;73,57;123,58;269,54;;;;;;;;10;0;54;30;729;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"300000072";"300780095";"CH LE VIGAN";"2024";21;0;0;21;317;0;0;317;4590;0;0;4590;;0;0;0;0;0;0;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;14;252;5610;10;1914;30;16;10910;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;7;7;0;0;0;0;0;0;2;1;10;12;12;0;0;0;0;0;0;0;0;12;2,9;2,9;0;0;0;0;0;0;1,2;0,1;4,2;;;0;3;0;15;35;19;2;9;83;1;0;12;1;1;2;0;0;0;26;42;125;0;2,86;0;13,16;33,89;14,86;1,6;6,99;73,36;0,3;0;10,29;0,7;0,7;1,54;0;0;0;23,67;36,5;109,86;;;;;;;;21;0;14;30;44;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"300000478";"300781010";"CH LES CHATAIGNIERS";"2024";11;;;11;227;0;0;227;3152;0;0;3152;1;;;1;2;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;34;274;6472;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;5;3;0;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;3,23;2,08;0;0;0;0;0;0;0,8;0;4,03;;;0;2;1;19;33;3;1;4;63;0;0;8;3;0;2;0;1;0;20;34;97;0;1,61;1;14,74;22,87;2,87;0,1;1,74;44,93;0;0;7,71;2,36;0;1,89;0;0,86;0;17,79;30,61;75,54;;;;;;;;11;;23;;;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;;
"310780366";"310000153";"CLINIQUE MONIE";"2024";40;;;40;1089;0;0;1089;8289;0;0;8289;7;;;7;2253;0;0;2253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;130;1419;47934;11;6647;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;14;3;0;0;0;0;0;0;0;1;15;9;0;0;1;0;0;0;0;0;1;10;7,9;2,4;0;0;0;0;0;0;0;0,33;10,03;3;3;0;1;0;61;98;0;3;27;190;2;1;22;2;2;1;0;0;0;24;52;242;0;2,33;0;58,19;62,68;0;3,12;21,3;147,62;2,42;0,25;21,37;1,75;1,75;0,49;0;0;0;22,47;48,75;196,37;;;;;;;;;;;;;;;;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;;2045;1;3
"320000110";"320004310";"EPS LOMAGNE SITE DE FLEURANCE";"2024";28;;;28;444;0;0;444;8735;0;0;8735;0;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;24;295;7228;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;2;2;0;0;0;0;0;0;3;1;6;17;17;0;0;0;0;0;0;0;0;17;0,67;0,67;0;0;0;0;0;0;0,5;0,1;1,27;;;0;4;0;15;29;11;0;3;62;1;0;21;1;0;7;0;0;0;49;79;141;0;1,53;0;13,81;28,02;10,61;0,23;2,13;56,33;0,18;0;3,77;0,92;0;6,42;0;0;0;5,09;16,38;72,71;;;;;;;;28;;24;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"320000128";"320780158";"CH GIMONT";"2024";15;;;15;249;0;0;249;4420;0;0;4420;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;15;154;5270;0;0;30;14;10174;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;1;0;0;0;0;0;0;0;0;2;3;7;7;0;0;0;0;0;0;0;0;7;0,4;0;0;0;0;0;0;0;0;0,7;1,1;;;0;3;0;25;24;24;2;5;83;0;0;12;2;0;3;0;0;0;22;39;122;0;2,4;0;14,28;23,1;20,93;0,7;2,8;64,21;0;0;8,79;0,3;0;1,4;0;0;0;19,84;30,33;94,54;;;;;;;;15;;15;30;157;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"320000144";"320780174";"CHIC LOMBEZ SAMATAN";"2024";28;;;28;403;0;0;403;8391;0;0;8391;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;30;280;8817;0;0;30;26;9993;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;1;0;1;7;7;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;1;0;1;;0;0;5;0;22;40;22;1;5;95;3;0;12;2;2;2;0;0;1;36;56;151;0;5;0;21,6;42,19;19,5;1;4,4;93,69;2,88;0;11,29;1,8;1,8;2;0;0;0,7;36,65;55,32;149,01;;;;;;;;28;;30;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"320000151";"320780182";"CH DE MAUVEZIN";"2024";5;;;5;78;0;0;78;1521;0;0;1521;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;23;177;5173;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;1;0;0;0;0;0;0;0;1;0;2;4;4;0;0;0;0;0;0;0;0;4;0,1;0;0;0;0;0;0;0;0,5;0;0,6;;;0;1;0;6;9;7;1;3;27;1;0;7;1;1;1;0;0;0;14;24;51;0;0,8;0;4,75;8,58;6,37;0,06;1,94;22,5;0,4;0;5,83;0,4;0,4;0,51;0;0;0;6;13,14;35,64;;;;;;;;5;;23;;62;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"320000177";"320780208";"CH NOGARO";"2024";10;;;10;137;0;0;137;3040;0;0;3040;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;25;272;7814;0;0;30;17;10416;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;2;1;0;0;0;0;0;0;2;2;6;1;1;0;0;0;0;0;0;0;0;1;1,01;0,98;0;0;0;0;0;0;1,49;0,45;2,95;;;0;2;2;14;23;36;0;5;82;1;0;9;3;1;3;0;0;0;32;48;130;0;1,43;1,3;11,43;20,26;32,58;0,03;2,79;69,82;1;0;8,8;1,43;1;1,31;0;0;0;28,02;40,56;110,38;;;;;;;;10;;25;30;125;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"330000597";"330027509";"CH SUD GIRONDE - SITE LA REOLE";"2024";22;;;22;580;0;0;580;7559;0;0;7559;3;;0;3;25;0;6;31;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;39;464;12794;2;209;;;;;;;;;;;;;;;;0;;;1;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;13;11;0;0;0;0;0;0;1;0;14;0;0;0;0;0;0;0;0;0;0;0;7,85;7,45;0;0;0;0;0;0;0,8;0;8,65;;;2;2;0;34;45;6;7;4;100;0;0;8;1;1;0;0;1;1;27;38;138;0,72;1,86;0;26,81;41,19;3,53;4,36;2,62;81,09;0;0;6,74;0,86;0,86;0;0;0,3;0,25;19,93;28,08;109,17;;;;;;;;22;;39;;;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;;
"330804501";"330781212";"CH DE BAZAS";"2024";18;;;18;562;0;0;562;5352;0;0;5352;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;43;423;9390;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;5;5;0;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;3,72;3,72;0;0;0;0;0;0;1;0;4,72;;0,27;0;1;0;22;43;5;1;3;75;1;0;11;1;1;3;0;1;0;13;30;105;0;1,33;0;19,65;41,06;5,04;0,33;1,43;68,84;1;0;9,28;1;1;2,17;0;0,8;0;12,31;26,56;95,4;;;;;;;;18;;43;;130;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;;;;;;
"330000613";"330781261";"CH STE FOY LA GRANDE";"2024";20;0;0;20;1191;0;0;1191;6974;0;0;6974;;;;;0;0;0;0;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;60;551;18615;0;0;60;34;21488;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;8;4;0;0;0;0;0;0;1;0;9;4;0;0;0;0;0;0;1;0;0;5;7,53;3,53;0;0;0;0;0;0;1;0;8,53;;;0;9;0;50;161;84;3;6;313;2;1;43;10;3;4;0;8;0;26;94;407;0;7,7;0;49,01;161,85;81,97;3;4,12;307,65;1,62;0,2;43,19;9,81;2,9;3,96;0;6,54;0;26,65;91,97;399,62;;;;;;;;22;0;75;60;164;1;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;;
"340780444";"340009893";"CH BEDARIEUX";"2024";10;0;0;10;88;0;0;88;2281;0;0;2281;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;30;206;7507;0;0;30;16;10317;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;6;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;3,21;0;0;0;0;0;0;0;0;0;3,21;;;0;3;0;23;43;22;3;7;101;1;0;16;5;2;0;0;0;0;23;45;146;0;2,2;0;21,59;35,78;20,68;0,94;4,35;85,54;1;0;10,88;3,15;1,2;0;0;0;0;18,18;33,21;118,75;;;;;;;;10;;30;30;88;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"340000173";"340780451";"CH PEZENAS";"2024";25;;;25;267;0;0;267;3730;0;0;3730;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0,05;0,05;0;0;0;0;0;0;0;0;0,05;1;0,16;0;2;0;11;18;9;1;3;44;0;0;13;0;0;2;0;0;0;17;32;76;0;1,35;0;9,79;12,6;6,09;0,2;0,27;30,3;0;0;11,37;0;0;2;0;0;0;17,85;31,22;61,52;;;;;;;;25;;;;159;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"340000215";"340780519";"CH LODEVE";"2024";22;;;22;558;0;0;558;4570;0;0;4570;0;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;18;261;5870;0;0;30;32;9494;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;4;4;0;0;0;0;0;0;2;1;7;0;0;0;0;0;0;0;0;0;0;0;2,25;2,25;0;0;0;0;0;0;1,12;0,2;3,57;;;0;3;0;19;43;41;0;8;114;1;0;14;1;1;4;0;6;0;27;53;167;0;1,97;0;14,83;34,21;33,96;0;5,2;90,17;0,62;0;7,14;1;1;2,57;0;3,49;0;16,6;31,42;121,59;;;;;;;;22;0;18;30;128;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;
"340000231";"340780535";"CH POLE DE SANTÉ DE LUNEL";"2024";50;;;50;998;0;0;998;14726;0;0;14726;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;49;32;10531;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;4;4;0;0;0;0;0;0;2;0;6;3;3;0;0;0;0;0;0;0;0;3;3,34;3,34;0;0;0;0;0;0;1,93;0;5,27;3;;0;2;0;48;58;27;1;4;140;1;0;22;2;1;3;0;0;0;36;64;204;0;1,42;0;30,14;42,88;22,52;0,1;2,35;99,41;0,48;0;10,37;1,49;0,59;1,48;0;0;0;16,09;29,91;129,32;;;;;;;;50;;;49;106;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"340000249";"340780543";"CH CLERMONT L'HERAULT";"2024";13;;;13;180;0;0;180;2169;0;0;2169;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;17;279;6294;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;2;1;0;0;0;0;1;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1,1;0,3;0;0;0;0;0,1;0;1,18;0;2,38;;0,5;0;4;0;15;18;16;1;8;62;1;0;12;1;1;3;0;0;0;13;30;92;0;2,31;0;13,76;17,91;15,44;0,7;6,79;56,91;1;0;11,07;0,78;0,78;3,15;0;0;0;12,77;28,77;85,68;;;;;;;;13;;17;;120;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"350000212";"350000089";"CH LA GUERCHE DE BGNE";"2024";20;;;20;236;0;0;236;3411;0;0;3411;0;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;20;233;5815;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;8;8;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;;;0;1;0;11;15;5;1;7;40;0;0;12;5;1;4;0;0;0;41;62;102;0;0,87;0;11,23;14,48;5,5;0,35;4,75;37,18;0;0;10,3;4,26;0,4;3,06;0;0;0;38,4;56,02;93,2;;;;;;;;20;;20;;245;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"350000410";"350002291";"CH DE LA ROCHE AUX FÉES JANZE";"2024";15;0;0;15;221;0;0;221;4079;0;0;4079;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;25;279;8783;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;3;3;0;0;0;0;0;2;1;1;7;11;11;0;0;0;0;0;0;0;0;11;0,95;0,95;0;0;0;0;0;0,9;0,9;0,13;2,88;;;0;1;0;23;28;14;1;5;72;1;1;12;3;2;3;0;0;0;18;38;110;0;1;0;13,49;23,23;13,63;0,24;1,95;53,54;1;1;9,83;2,05;1,48;2,3;0;0;0;16,86;33,04;86,58;;;;;;;;15;;25;;149;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"350000204";"350023248";"CLINIQUE ST JOSEPH COMBOURG";"2024";22;;;22;550;0;0;550;7157;0;0;7157;3;;;3;385;0;0;385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;25;331;8994;2;1414;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;11;10;0;0;0;0;0;0;3;1;15;0;0;0;0;0;0;0;0;0;0;0;6,57;5,57;0;0;0;0;0;0;0,73;0,03;7,33;;;0;3;1;26;25;5;2;9;71;4;0;17;1;1;3;0;0;0;5;30;101;0;1,29;0,08;20,59;21,08;2,48;0,7;5,56;51,78;1,53;0;9,93;0,89;0,89;0,42;0;0;0;1,57;14,34;66,12;;;;;;;;22;;25;;180;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"350000444";"350048518";"CH DES MARCHES DE BRETAGNE - ANTRAIN";"2024";12;;;12;206;0;0;206;3198;0;0;3198;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;52;478;14916;10;2025;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;4;4;0;0;0;0;0;0;2;1;7;10;10;0;0;0;0;0;0;0;0;10;3,01;3,01;0;0;0;0;0;0;1,45;0,1;4,56;;0,33;0;3;0;23;38;9;2;14;89;1;0;26;3;2;4;0;0;0;37;71;160;0;2,68;0;22,27;31,43;8,29;1,27;9,88;75,82;1,41;0;24,22;1,88;1,02;3,18;0;0;0;34,74;65,43;141,25;;;;;;;;12;0;55;0;291;1;1;0;;;;;;;;;;;;;;;;;;;;;;
