BOR;AN;FI;RS;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;UNIT;ETPSAL_MED;EFFLIB_MED;ETPSAL_INFSP;EFFLIB_INFSP;ETPSAL_INFNS;EFFLIB_INFNS;ETPSAL_AID;EFFLIB_AID;ETPSAL_KINE;EFFLIB_KINE;ETPSAL_APNM;EFFLIB_APNM
REA;2024;130783327;CLINIQUE BOUCHARD;130001415;REAADU;9;3285;222;233;11;1839;34;37;64;;;7;0.5;;16.3;;4.3;;;2;3.5;
REA;2024;130784051;HOPITAL PRIVE CLAIRVAL;130037823;REAADU;15;5475;505;538;8;3313;12;35;58;;;4;;;19.18;;14.39;;;;1.44;
REA;2024;130784051;HOPITAL PRIVE CLAIRVAL;130037823;SIADU;38;13870;2526;;;7659;;;;;;11;;;30.98;;29.8;;;;5.31;
REA;2024;130784051;HOPITAL PRIVE CLAIRVAL;130037823;SITOT;38;13870;2526;;;7659;;;;;;;;;;;;;;;;
REA;2024;130784051;HOPITAL PRIVE CLAIRVAL;130037823;USICADU;14;5110;1184;;;3943;;;;;;;;;;;;;;;;
REA;2024;130784051;HOPITAL PRIVE CLAIRVAL;130037823;USINVADU;12;4380;1332;;;3626;;;;;;;;;;;;;;;;
REA;2024;130784051;HOPITAL PRIVE CLAIRVAL;130037823;USIPADU;12;4380;10;;;90;;;;;;;;;;;;;;;;
REA;2024;130784713;HP MARSEILLE BEAUREGARD VERT COTEAU;130038847;REAADU;8;2920;287;307;5;2876;22;42;79;;;7;;;18;;10;;;2;10;
REA;2024;130784713;HP MARSEILLE BEAUREGARD VERT COTEAU;130038847;SIADU;20;7300;1609;;;6560;;;;;;5;;;14;;6;;;2;10;
REA;2024;130784713;HP MARSEILLE BEAUREGARD VERT COTEAU;130038847;SITOT;20;7300;1609;;;6560;;;;;;;;;;;;;;;;
REA;2024;130784713;HP MARSEILLE BEAUREGARD VERT COTEAU;130038847;USICADU;20;7300;1609;;;6560;;;;;;;;;;;;;;;;
REA;2024;130785652;HOPITAL SAINT JOSEPH;130014228;REAADU;40;12471;2115;2271;62;10866;1;25;343;;0.7;;;;105.7;;32.95;;;;16.75;
REA;2024;130785652;HOPITAL SAINT JOSEPH;130014228;SIADU;20;7290;1844;;;5263;;;;;;;;;13;;4.37;;;;2.28;
REA;2024;130785652;HOPITAL SAINT JOSEPH;130014228;SITOT;20;7290;1844;;;5263;;;;;;;;;;;;;;;;
REA;2024;130785652;HOPITAL SAINT JOSEPH;130014228;USICADU;10;3630;1268;;;3061;;;;;;;;;;;;;;;;
REA;2024;130785652;HOPITAL SAINT JOSEPH;130014228;USIPADU;10;3660;576;;;2202;;;;;;;;;;;;;;;;
REA;2024;130785678;HP MARSEILLE VERT COTEAU BEAUREGARD;130002249;REAADU;10;3650;188;196;11;2658;70;36;57;;;8;;;25;;12;;;1;4;
REA;2024;130785678;HP MARSEILLE VERT COTEAU BEAUREGARD;130002249;SIADU;;;1;;;3;;;;;;;;;;;;;;;;
REA;2024;130785678;HP MARSEILLE VERT COTEAU BEAUREGARD;130002249;SITOT;;;1;;;3;;;;;;;;;;;;;;;;
REA;2024;130785678;HP MARSEILLE VERT COTEAU BEAUREGARD;130002249;USICADU;;;1;;;3;;;;;;;;;;;;;;;;
REA;2024;130786361;HOPITAL PRIVE DE PROVENCE;130002447;REAADU;9;3285;241;256;4;3004;7;49;60;;;4;1.96;;24.83;;17.67;;;;3;
REA;2024;130786742;HOPITAL INSTRUCTION DES ARMEES LAVERAN;750821092;REAADU;10;2652;432;453;19;2308;9;43;107;;4.7;;;;28.01;;15.6;;;;0.8;
REA;2024;130786742;HOPITAL INSTRUCTION DES ARMEES LAVERAN;750821092;SIADU;;;217;;;659;;;;;;;;;;;;;;;;
REA;2024;130786742;HOPITAL INSTRUCTION DES ARMEES LAVERAN;750821092;SITOT;;;217;;;659;;;;;;;;;;;;;;;;
REA;2024;130786742;HOPITAL INSTRUCTION DES ARMEES LAVERAN;750821092;USIPADU;;;217;;;659;;;;;;;;;;;;;;;;
REA;2024;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;AUTSIADU;7;2562;44;;;1700;;;;;;;;;;;;;;;;
REA;2024;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;REAENF;16;6027;1022;1108;107;4771;38;;;;0.5;;;;;;;;;;;
REA;2024;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;SIADU;7;2562;44;;;1700;;;;;;;;;;;;;;;;
REA;2024;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;SIPED;7;2555;60;;;911;;;;;0.62;;7.52;;7.79;;11.33;;;;1.19;
REA;2024;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;SITOT;14;5117;104;;;2611;;;;;;;;;;;;;;;;
REA;2024;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;USIHPED;7;2555;60;;;911;;;;;;;;;;;;;;;;
REA;2024;130810740;CLINIQUE AXIUM;130007362;REAADU;10;3660;166;166;10;2099;25;47;48;;;4;1;;19;;13;;;;;1
REA;2024;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;REAADU;8;2920;340;351;19;2172;11;39;56;;4.88;;0.5;;22.27;;13.33;;;;2.22;
REA;2024;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;SIADU;4;1464;611;;;2425;;;;;;;;;;;;;;;;
REA;2024;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;SITOT;4;1464;611;;;2425;;;;;;;;;;;;;;;;
REA;2024;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;USINVADU;4;1464;291;;;1267;;;;;;;;;;;;;;;;
REA;2024;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;USIPADU;;;320;;;1158;;;;;;;;;;;;;;;;
REA;2024;140000209;CHU CAEN;140000100;AUTSIADU;8;2928;502;;;2809;;;;;;;;;;;;;;;;
REA;2024;140000209;CHU CAEN;140000100;REAADU;60;21960;1905;1962;74;15743;16;39;84;;11.22;;2.15;;135.85;;84.21;;;;10.64;
REA;2024;140000209;CHU CAEN;140000100;REAENF;8;2928;282;286;10;1909;18;;;;5.77;;11.58;;4.48;;11.71;;;;2.53;
REA;2024;140000209;CHU CAEN;140000100;SIADU;56;20496;3680;;;18171;;;;;2.19;;;;53.93;;44.23;;0.65;;7.2;
REA;2024;140000209;CHU CAEN;140000100;SIPED;4;1464;69;;;195;;;;;;;4.9;;1.16;;2.86;;;;0.7;
REA;2024;140000209;CHU CAEN;140000100;SITOT;60;21960;3749;;;18366;;;;;;;;;;;;;;;;
REA;2024;140000209;CHU CAEN;140000100;USICADU;20;7320;1710;;;5862;;;;;;;;;;;;;;;;
REA;2024;140000209;CHU CAEN;140000100;USIHADU;14;5124;182;;;4570;;;;;;;;;;;;;;;;
REA;2024;140000209;CHU CAEN;140000100;USINVADU;10;3660;977;;;3647;;;;;;;;;;;;;;;;
REA;2024;140000209;CHU CAEN;140000100;USIPADU;4;1464;309;;;1283;;;;;;;;;;;;;;;;
REA;2024;140000209;CHU CAEN;140000100;USIPPED;4;1464;69;;;195;;;;;;;;;;;;;;;;
REA;2024;140000555;CLCC F BACLESSE;140000639;SIADU;7;896;107;;;329;;;;;0.47;;;;3.07;;1.41;;0.25;;0.3;
REA;2024;140000555;CLCC F BACLESSE;140000639;SITOT;7;896;107;;;329;;;;;;;;;;;;;;;;
REA;2024;140000555;CLCC F BACLESSE;140000639;USIPADU;7;896;107;;;329;;;;;;;;;;;;;;;;
REA;2024;140016759;POLYCLINIQUE DU PARC;140003146;AUTSIADU;2;732;199;;;685;;;;;;;;;;;;;;;;
REA;2024;140016759;POLYCLINIQUE DU PARC;140003146;SIADU;10;1740;459;;;1410;;;;;;19;;;11.21;;4.53;;;1;2.15;
REA;2024;140016759;POLYCLINIQUE DU PARC;140003146;SITOT;10;1740;459;;;1410;;;;;;;;;;;;;;;;
REA;2024;140016759;POLYCLINIQUE DU PARC;140003146;USIPADU;8;1008;260;;;725;;;;;;;;;;;;;;;;
REA;2024;140017237;HOPITAL PRIVE ST MARTIN;140003278;REAADU;18;6570;1016;1047;18;3278;10;25;113;;;16;0.67;;27.31;;9.3;;;;0.5;
REA;2024;140017237;HOPITAL PRIVE ST MARTIN;140003278;SIADU;12;3960;795;;;2404;;;;;;16;;;11.71;;9.85;;;;0.54;
REA;2024;140017237;HOPITAL PRIVE ST MARTIN;140003278;SITOT;12;3960;795;;;2404;;;;;;;;;;;;;;;;
REA;2024;140017237;HOPITAL PRIVE ST MARTIN;140003278;USICADU;12;3960;795;;;2404;;;;;;;;;;;;;;;;
REA;2024;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;REAADU;8;2928;302;302;3;1827;0;39;36;;4.37;;;;17.22;;11.57;;;;0.7;
REA;2024;150000040;CH HENRI MONDOR;150780096;REAADU;8;2928;365;382;22;1913;18;44;98;;5;;;;20.14;;11.39;;;;2.5;
REA;2024;150000040;CH HENRI MONDOR;150780096;SIADU;7;2562;651;;;1577;;;;;2;;;;5.62;;4;;;;0.55;
REA;2024;150000040;CH HENRI MONDOR;150780096;SITOT;7;2562;651;;;1577;;;;;;;;;;;;;;;;
REA;2024;150000040;CH HENRI MONDOR;150780096;USICADU;7;2562;651;;;1577;;;;;;;;;;;;;;;;
REA;2024;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;AUTSIADU;8;2920;79;;;519;;;;;;;;;;;;;;;;
REA;2024;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;REAADU;8;2920;148;152;2;2039;16;41;34;;;1;;;14.18;;6.53;;;1;2.1;
REA;2024;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;SIADU;8;2920;79;;;519;;;;;;;;;;;;;;;;
REA;2024;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;SITOT;8;2920;79;;;519;;;;;;;;;;;;;;;;
REA;2024;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;REAADU;12;4392;480;484;22;3169;22;43;26;;5.12;;;;33.49;;21.95;;;;2.44;
REA;2024;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;SIADU;24;7080;1724;;;6362;;;;;2.81;;;;24.23;;17.36;;;;4.23;
REA;2024;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;SITOT;24;7080;1724;;;6362;;;;;;;;;;;;;;;;
REA;2024;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;USICADU;14;5124;1182;;;4284;;;;;;;;;;;;;;;;
REA;2024;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;USINVADU;4;1464;455;;;1642;;;;;;;;;;;;;;;;
REA;2024;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;USIPADU;6;492;87;;;436;;;;;;;;;;;;;;;;
REA;2024;160015368;HOPITAUX DU GRAND COGNAC;160014411;SIADU;6;552;49;;;277;;;;;2.84;;;;7.68;;7.69;;;;1.15;
REA;2024;160015368;HOPITAUX DU GRAND COGNAC;160014411;SITOT;6;552;49;;;277;;;;;;;;;;;;;;;;
REA;2024;160015368;HOPITAUX DU GRAND COGNAC;160014411;USIPADU;6;552;49;;;277;;;;;;;;;;;;;;;;
REA;2024;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;REAADU;16;5856;612;627;22;4455;33;43;41;;7.58;;;;32.65;;23.6;;1;;5.84;
REA;2024;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;SIADU;20;7320;2082;;;5962;;;;;3.28;;0.22;;27.52;;20.84;;0.75;;2.7;
REA;2024;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;SITOT;20;7320;2082;;;5962;;;;;;;;;;;;;;;;
REA;2024;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;USICADU;12;4392;1329;;;3345;;;;;;;;;;;;;;;;
REA;2024;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;USINVADU;8;2928;753;;;2617;;;;;;;;;;;;;;;;
REA;2024;170000103;CH DE SAINTONGE - SAINTES;170780175;REAADU;10;3660;417;431;13;3265;39;50;39;;7.83;;0.56;;28.36;;19.18;;1.21;;3.11;
REA;2024;170000103;CH DE SAINTONGE - SAINTES;170780175;SIADU;16;5673;1458;;;4922;;;;;0.51;;;;24.32;;21.91;;0.58;;3.34;
REA;2024;170000103;CH DE SAINTONGE - SAINTES;170780175;SITOT;16;5673;1458;;;4922;;;;;;;;;;;;;;;;
REA;2024;170000103;CH DE SAINTONGE - SAINTES;170780175;USICADU;8;2928;956;;;2489;;;;;;;;;;;;;;;;
REA;2024;170000103;CH DE SAINTONGE - SAINTES;170780175;USINVADU;8;2745;502;;;2433;;;;;;;;;;;;;;;;
REA;2024;180000010;CH BOURGES - JACQUES COEUR;180000028;REAADU;12;4392;432;446;32;3139;22;41;67;;7.23;;0.01;;28.06;;12.58;;0;;1;
REA;2024;180000010;CH BOURGES - JACQUES COEUR;180000028;SIADU;16;4888;1471;;;5963;;;;;0;;0.8;;25.62;;16.91;;0;;0.7;
REA;2024;180000010;CH BOURGES - JACQUES COEUR;180000028;SITOT;16;4888;1471;;;5963;;;;;;;;;;;;;;;;
REA;2024;180000010;CH BOURGES - JACQUES COEUR;180000028;USICADU;12;4392;1198;;;4180;;;;;;;;;;;;;;;;
REA;2024;180000010;CH BOURGES - JACQUES COEUR;180000028;USINVADU;4;496;273;;;1783;;;;;;;;;;;;;;;;
REA;2024;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;REAADU;15;5490;506;523;34;3418;13;50;65;;5.8;;;;34.02;;21.19;;;;3.17;
REA;2024;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;SIADU;13;4756;1378;;;3780;;;;;0.5;;;;14.63;;11.75;;;;1.27;
REA;2024;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;SITOT;13;4756;1378;;;3780;;;;;;;;;;;;;;;;
REA;2024;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;USICADU;9;3292;1038;;;2453;;;;;;;;;;;;;;;;
REA;2024;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;USINVADU;4;1464;340;;;1327;;;;;;;;;;;;;;;;
REA;2024;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;AUTSIADU;6;2190;178;;;1319;;;;;;;;;;;;;;;;
REA;2024;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;SIADU;18;6570;808;;;4247;;;;;2.23;;;;14.66;;16.04;;;;1.97;
REA;2024;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;SITOT;18;6570;808;;;4247;;;;;;;;;;;;;;;;
REA;2024;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;USICADU;6;2190;451;;;1609;;;;;;;;;;;;;;;;
REA;2024;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;USIPADU;6;2190;179;;;1319;;;;;;;;;;;;;;;;
REA;2024;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;SIADU;8;2920;767;;;2380;;;;;;9;;;;;;;;;;
REA;2024;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;SITOT;8;2920;767;;;2380;;;;;;;;;;;;;;;;
REA;2024;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;USICADU;8;2920;767;;;2380;;;;;;;;;;;;;;;;
REA;2024;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;AUTSIADU;6;2196;778;;;1308;;;;;;;;;;;;;;;;
REA;2024;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;SIADU;6;2196;778;;;1308;;;;;;4;;;6.58;;3;;;;;
REA;2024;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;SITOT;6;2196;778;;;1308;;;;;;;;;;;;;;;;
REA;2024;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;AUTSIADU;26;9498;1131;;;8466;;;;;;;;;;;;;;;;
REA;2024;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;REAADU;63;22143;3370;3602;177;17116;26;41;279;;17.58;;;;156.24;;83.72;;;;32.36;
REA;2024;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;REAENF;6;2196;309;331;80;1795;28;;;;4.66;;8.93;;11.36;;5.93;;2.2;;0.44;
REA;2024;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;REAPEDREC;6;;;;;;;;;1;;;;;;;;;;;;
REA;2024;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;SIADU;76;22198;4384;;;24871;;;;;3.48;;;;45.47;;28.89;;;;12.03;
REA;2024;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;SITOT;76;22198;4384;;;24871;;;;;;;;;;;;;;;;
REA;2024;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;USICADU;18;6588;1783;;;5195;;;;;;;;;;;;;;;;
REA;2024;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;USIHADU;17;622;391;;;6337;;;;;;;;;;;;;;;;
REA;2024;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;USINVADU;15;5490;1079;;;4873;;;;;;;;;;;;;;;;
REA;2024;210987657;HOSPICES CIVILS DE BEAUNE;210012175;AUTSIADU;6;2181;370;;;1515;;;;;;;;;;;;;;;;
REA;2024;210987657;HOSPICES CIVILS DE BEAUNE;210012175;SIADU;6;2181;370;;;1515;;;;;1.94;;0.3;;12.84;;5.86;;;;2.71;
REA;2024;210987657;HOSPICES CIVILS DE BEAUNE;210012175;SITOT;6;2181;370;;;1515;;;;;;;;;;;;;;;;
REA;2024;210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;210780706;AUTSIADU;6;2196;313;;;947;;;;;;;;;;;;;;;;
REA;2024;210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;210780706;SIADU;12;4392;678;;;2403;;;;;7.17;;;;12.12;;12.12;;0.1;;3;
REA;2024;210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;210780706;SITOT;12;4392;678;;;2403;;;;;;;;;;;;;;;;
REA;2024;210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;210780706;USICADU;6;2196;365;;;1456;;;;;;;;;;;;;;;;
REA;2024;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;REAADU;14;5124;610;651;78;4336;20;43;22;;8.35;;;;39.91;;26.59;;1;;1.93;
REA;2024;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;SIADU;20;6786;1639;;;5668;;;;;5;;;;32.93;;27.85;;;;0.72;
REA;2024;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;SITOT;20;6786;1639;;;5668;;;;;;;;;;;;;;;;
REA;2024;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;USICADU;12;4392;1141;;;3740;;;;;;;;;;;;;;;;
REA;2024;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;USINVADU;8;2394;498;;;1928;;;;;;;;;;;;;;;;
REA;2024;230000820;CENTRE HOSPITALIER GUERET;230780041;REAADU;8;2928;256;260;10;2496;11;48;31;;5.67;;0;;19.72;;12.44;;0;;1.12;
REA;2024;230000820;CENTRE HOSPITALIER GUERET;230780041;SIADU;8;2928;495;;;2002;;;;;0.77;;0;;11.26;;9.57;;0;;0.5;
REA;2024;230000820;CENTRE HOSPITALIER GUERET;230780041;SITOT;8;2928;495;;;2002;;;;;;;;;;;;;;;;
REA;2024;230000820;CENTRE HOSPITALIER GUERET;230780041;USICADU;8;2928;495;;;2002;;;;;;;;;;;;;;;;
REA;2024;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;REAADU;19;6555;641;662;25;4918;5;38;54;;3.85;0;0;0;37.86;0;22.69;0;0.25;0;2.8;0
REA;2024;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;SIADU;22;8052;2091;;;6439;;;;;2.3;0;0;0;29.74;0;18.98;0;0.25;0;2.13;0
REA;2024;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;SIPED;;;157;;;505;;;;;;;;;;;;;;;;
REA;2024;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;SITOT;22;8052;2248;;;6944;;;;;;;;;;;;;;;;
REA;2024;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;USICADU;15;5490;1448;;;4726;;;;;;;;;;;;;;;;
REA;2024;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;USINVADU;7;2562;643;;;1713;;;;;;;;;;;;;;;;
REA;2024;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;USIPPED;;;157;;;505;;;;;;;;;;;;;;;;
REA;2024;250000270;CLINIQUE SAINT VINCENT BESANCON;250000643;SIADU;8;2928;1427;;;2121;;;;;;;;;;;;;;;;
REA;2024;250000270;CLINIQUE SAINT VINCENT BESANCON;250000643;SITOT;8;2928;1427;;;2121;;;;;;;;;;;;;;;;
REA;2024;250000270;CLINIQUE SAINT VINCENT BESANCON;250000643;USICADU;8;2928;1427;;;2121;;;;;;;;;;;;;;;;
REA;2024;250006954;CHU JEAN MINJOZ BESANCON;250000015;AUTSIADU;82;29840;3670;;;26003;;;;;;;;;;;;;;;;
REA;2024;250006954;CHU JEAN MINJOZ BESANCON;250000015;REAADU;38;13778;1651;1718;106;11076;29;39;78;;14.63;0;0;;101.27;;54.24;;3.85;;17.26;
REA;2024;250006954;CHU JEAN MINJOZ BESANCON;250000015;REAENF;3;1098;185;192;8;943;34;;;;1.3;0;4.58;;5.38;;5.07;;1.07;;2.82;
REA;2024;250006954;CHU JEAN MINJOZ BESANCON;250000015;SIADU;114;41532;6950;;;34913;;;;;10.64;9;0;;187.15;;147.81;;7.44;;31.82;
REA;2024;250006954;CHU JEAN MINJOZ BESANCON;250000015;SIPED;0;0;0;;;0;;;;;0.6;0;6.1;;1.42;;4.76;;0.09;;2.65;
REA;2024;250006954;CHU JEAN MINJOZ BESANCON;250000015;SITOT;114;41532;6950;;;34913;;;;;;;;;;;;;;;;
REA;2024;250006954;CHU JEAN MINJOZ BESANCON;250000015;USICADU;13;4738;2616;;;3930;;;;;;;;;;;;;;;;
REA;2024;250006954;CHU JEAN MINJOZ BESANCON;250000015;USIHADU;9;3294;156;;;1804;;;;;;;;;;;;;;;;
REA;2024;250006954;CHU JEAN MINJOZ BESANCON;250000015;USINVADU;10;3660;508;;;3176;;;;;;;;;;;;;;;;
REA;2024;260000013;CH DE VALENCE;260000021;REAADU;16;5856;609;622;29;4320;18;58;53;;8.29;;;;33.29;;18.37;;0.75;;4.49;
REA;2024;260000013;CH DE VALENCE;260000021;SIADU;24;8760;2185;;;7543;;;;;1.62;;0;;20.59;;11.42;;0;;2.36;
REA;2024;260000013;CH DE VALENCE;260000021;SITOT;24;8760;2185;;;7543;;;;;;;;;;;;;;;;
REA;2024;260000013;CH DE VALENCE;260000021;USICADU;16;5840;1380;;;5212;;;;;;;;;;;;;;;;
REA;2024;260000013;CH DE VALENCE;260000021;USINVADU;8;2920;805;;;2331;;;;;;;;;;;;;;;;
REA;2024;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;REAADU;12;4380;497;506;13;3820;5;32;58;;7.8;0;;;19.97;;11.49;;;;5.83;
REA;2024;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;SIADU;1;;20;;;63;;;;;0;0;;;;;;;;;;
REA;2024;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;SITOT;1;;20;;;63;;;;;;;;;;;;;;;;
REA;2024;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;USICADU;1;;20;;;63;;;;;;;;;;;;;;;;
REA;2024;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;REAADU;12;4380;472;485;19;3804;26;42;56;;4.28;;0;;31.39;;17.13;;0;;3.3;
REA;2024;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;SIADU;4;1460;192;;;1316;;;;;0.61;;;;2.05;;1.98;;;;0.4;
REA;2024;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;SITOT;4;1460;192;;;1316;;;;;;;;;;;;;;;;
REA;2024;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;USINVADU;4;1460;192;;;1316;;;;;;;;;;;;;;;;
REA;2024;270000359;CH EURE SEINE EVREUX;270023724;AUTSIADU;4;1464;231;;;1158;;;;;;;;;;;;;;;;
REA;2024;270000359;CH EURE SEINE EVREUX;270023724;REAADU;12;3274;444;453;26;2992;30;40;30;;6.78;;;;26.93;;19.09;;;;4.4;
REA;2024;270000359;CH EURE SEINE EVREUX;270023724;SIADU;18;5124;937;;;4448;;;;;0.07;;;;18.91;;17.92;;;;1.78;
REA;2024;270000359;CH EURE SEINE EVREUX;270023724;SITOT;18;5124;937;;;4448;;;;;;;;;;;;;;;;
REA;2024;270000359;CH EURE SEINE EVREUX;270023724;USICADU;8;2928;514;;;2750;;;;;;;;;;;;;;;;
REA;2024;270000359;CH EURE SEINE EVREUX;270023724;USIPADU;6;732;192;;;540;;;;;;;;;;;;;;;;
REA;2024;270000862;CLINIQUE BERGOUIGNAN;270000953;SIADU;6;2190;474;;;1495;;;;;4.47;1;9.78;;;;9.08;;;;4.84;
REA;2024;270000862;CLINIQUE BERGOUIGNAN;270000953;SITOT;6;2190;474;;;1495;;;;;;;;;;;;;;;;
REA;2024;270000862;CLINIQUE BERGOUIGNAN;270000953;USICADU;6;2190;474;;;1495;;;;;;;;;;;;;;;;
REA;2024;280000084;CH DREUX;280000183;REAADU;8;2928;356;359;14;2352;24;51;49;;3.42;0;1;;23.36;;13.17;;;;2.86;
REA;2024;280000084;CH DREUX;280000183;SIADU;10;3660;710;;;2498;;;;;0.59;;;;1;;2.5;;;;;
REA;2024;280000084;CH DREUX;280000183;SITOT;10;3660;710;;;2498;;;;;;;;;;;;;;;;
REA;2024;280000084;CH DREUX;280000183;USICADU;6;2196;463;;;1750;;;;;;;;;;;;;;;;
REA;2024;280000084;CH DREUX;280000183;USINVADU;4;1464;247;;;748;;;;;;;;;;;;;;;;
REA;2024;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;REAADU;12;4392;496;538;45;3194;7;42;77;;3.4;;0;;26.2;;17.72;;1;;6.47;
REA;2024;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;SIADU;12;4392;1046;;;3214;;;;;2.58;;0;;13.67;;16.24;;0;;4.45;
REA;2024;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;SITOT;12;4392;1046;;;3214;;;;;;;;;;;;;;;;
REA;2024;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;USICADU;8;2928;760;;;2180;;;;;;;;;;;;;;;;
REA;2024;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;USINVADU;4;1464;286;;;1034;;;;;;;;;;;;;;;;
REA;2024;290000025;CHIC QUIMPER;290020700;REAADU;12;4392;604;621;39;3769;14;38;43;;4.7;;0.57;;28.65;;18.75;;;;0.91;
REA;2024;290000025;CHIC QUIMPER;290020700;SIADU;14;5124;1461;;;4492;;;;;4.4;;;;16.44;;19.03;;;;2.01;
REA;2024;290000025;CHIC QUIMPER;290020700;SITOT;14;5124;1461;;;4492;;;;;;;;;;;;;;;;
REA;2024;290000025;CHIC QUIMPER;290020700;USICADU;8;2928;888;;;2429;;;;;;;;;;;;;;;;
REA;2024;290000025;CHIC QUIMPER;290020700;USINVADU;6;2196;573;;;2063;;;;;;;;;;;;;;;;
