BOR;AN;FI;RS;FI_EJ;DIM_A1;DIM_A2;DIM_A3;DIM_A4;DIM_A5;DIM_A6;DIM_A7;DIM_A8;DIM_A9;DIM_A10;DIM_A11;DIM_A12;DIM_A13;DIM_A14;DIM_A15;DIM_A16;DIM_A17;DIM_A26;DIM_A27;DIM_A18;DIM_A19;DIM_A20;DIM_A28;DIM_A29;DIM_A30;DIM_A21;DIM_A22;DIM_A23;DIM_A24;DIM_A31;DIM_A25;DIM_A32
INFOMED;2024;070000179;CH ARDECHE NORD;070780358;;1;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3.22;;1.2;
INFOMED;2024;070000187;CH DE LAMASTRE;070780366;;;0;;;;;;0;;;;0;0;0;1;1;1;0;0;;;;;;0;1;690780077;0.56;0.34;;
INFOMED;2024;070000195;CH DE TOURNON SUR RHONE;070780374;0;0;1;;;;0;0;1;;;;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;260000013;0.6;0.6;0.1;0.1
INFOMED;2024;070000203;CH DE SAINT FELICIEN;070780382;;1;;;;;;1;;;;;0;0;0;0;0;1;1;0;;;;;;0;1;070000179;0.2;;0.05;
INFOMED;2024;070000609;CH ARDECHE MERIDIONALE - AUBENAS;070005566;;;1;;;1;;;1;;;1;1;1;0;1;1;0;0;1;0;1;1;0;0;0;0;;3.84;;0;
INFOMED;2024;070780226;SSR FILIERIS DES VANS;750050759;;;;;;;1;;;;;;0;0;1;1;1;;;0;0;0;0;0;0;0;0;;;;;
INFOMED;2024;070780234;CENTRE SSR LE CHATEAU;750721300;;;;;;;;1;;;;;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;;0.05;;0.05;
INFOMED;2024;070780242;CLINIQUE LA CONDAMINE;310025010;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.6;;0.1;
INFOMED;2024;070780317;CHS SAINTE-MARIE PRIVAS;630786754;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;;3;;0.3;
INFOMED;2024;070780390;CH DE SERRIERES;070000211;0;0;0;;;;;1;;;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;070780358;0.1;;0.1;
INFOMED;2024;070780424;CLINIQUE PASTEUR;070000245;0;1;0;;;;;;;;;;0;0;0;0;0;0;1;1;1;1;0;1;0;1;0;;2.9;2.9;;
INFOMED;2024;070784897;CENTRE DE POST-CURE CROIX BLEUE VIRAC;750820680;;;;;;;;;1;;;;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;;;;;
INFOMED;2024;080000110;CENTRE HOSPITALIER DE SEDAN;080011174;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;;3;;0.8;
INFOMED;2024;080000136;CLINIQUE DE LA POINTE;920030269;;;;;;;;1;;;;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;;1;;;1;;;1;;;;;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;;2;2;0.5;0.5
INFOMED;2024;080000250;CRF POUR ADULTES;540019726;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;;;;;;0;1;540009701;0.73;0.4;0.1;0
INFOMED;2024;080000268;SOINS DE SUITE SAINT JULIEN;540019726;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;;;;;;;1;540009701;0.61;0.3;0.1;0
INFOMED;2024;080000300;CENTRE HOSPITALIER DE NOUZONVILLE;080011174;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;;0;;0.2;
INFOMED;2024;080000318;CH BELAIR;080000086;;;;;;;;;;1;;;0;0;0;0;0;0;0;0;;;;;;1;0;;0.5;;0.7;
INFOMED;2024;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;0;0;1;;;;0;0;1;;;;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;;9.5;;1;
INFOMED;2024;080002140;CRF POUR ENFANTS DE WARNECOURT;540019726;;;;;;;;1;;;;;;;;;;;;0;;;;;;;1;540009701;0.61;;0.1;
INFOMED;2024;080010473;GCS TERRIT ARDEN NORD SITE CH CHARLEVI;080010242;1;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;0;;;2;;0.2;
INFOMED;2024;080010523;CLINIQUE DU PARC;920030269;;;;;;;;1;;;;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;080011265;GCS ES HAD ARDENNES SITE CHARLEVILLE;080011224;;;;0;0;1;;;;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;;1;
INFOMED;2024;090000019;CH SAINT LOUIS AX LES THERMES;090180019;;;;;;;0;1;0;;;;0;0;1;1;1;0;0;0;;;;;;;1;090781774;0.25;;0.05;
INFOMED;2024;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;;;1;;;1;;;1;;;;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;;5.01;5.01;0.5;0.5
INFOMED;2024;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;0;0;1;;;;0;1;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;;5.34;3;0.6;0.6
INFOMED;2024;100000082;CLINIQUE DU PAYS DE SEINE;100001148;1;;;;;;;;;;;;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;0.5;;0.4;
INFOMED;2024;100000090;CENTRE HOSPITALIER DE TROYES;100000017;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;10.42;9.63;2.04;2
INFOMED;2024;100000108;EPSMA;100000033;;;;;;;;;;;1;;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;;2;;;
INFOMED;2024;100000116;CENTRE HOSPITALIER DE BAR SUR AUBE;100000041;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;100000090;;;;
INFOMED;2024;100000124;POLYCLINIQUE MONTIER LA CELLE;100009075;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1.5;1.5;0.64;0.64
INFOMED;2024;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;;;1;;1;;;1;;;;;0;0;0;0;0;;;1;0;0;;;;0;0;;1;;0;
INFOMED;2024;100010362;GCS PATCS CRRF COS PASTEUR 1;100010347;0;0;;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;0;0;0;0;;0.5;0.5;0.1;
INFOMED;2024;100010545;CLINIQUE KORIAN;310025010;;;;;;;;;1;;;;0;0;0;0;0;;;0;0;0;;;;;0;;0;;0;
INFOMED;2024;100010578;GCS PATCS HAD;100010347;;;;0;1;1;;;;;;;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;;;;0.2;
INFOMED;2024;100010818;GCS HOPITAL PRIVE DE L'AUBE SITE CLQ;100010792;;;1;;;;;;;;;;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0;;1.69;;0.22;
INFOMED;2024;100011477;GCS PATCS CRRF COS PASTEUR 2;100010347;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;0;0;0;0;;0.5;0.5;0.1;
INFOMED;2024;100013010;GCS PAYS DE SEINE - ET EXPLOITANT;100012996;1;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.5;;0.2;
INFOMED;2024;110000023;CH CARCASSONNE;110780061;0;1;0;;;;;;;;;;0;0;0;0;0;;;1;1;0;;;;;;;9.95;8;2.98;2.98
INFOMED;2024;110000049;CH JP CASSABEL CASTELNAUDARY;110780087;;;1;;;;;;1;;;;0;0;0;1;1;0;0;0;;;;;;1;0;;1;;;
INFOMED;2024;110000056;CH NARBONNE;110780137;;1;;;;;;1;;;1;;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;;6.33;;1;
INFOMED;2024;110000189;CH LIMOUX QUILLAN SITE DE LIMOUX;110780707;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;110786324;1.6;;0.1;
INFOMED;2024;110000247;CH LEZIGNAN CORBIERES;110780772;;;1;;;1;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;1;;0.2;
INFOMED;2024;110000262;CH FRANCIS VALS PORT LA NOUVELLE;110781010;;;;;;;;;1;;;;0;0;1;1;1;0;0;0;;;;;;1;1;110780137;0.1;0.1;;
INFOMED;2024;110003118;CL DU SUD CARCASSONNE;110007341;;;;;;;0;0;1;;;;1;0;1;1;1;0;0;1;0;0;1;0;0;1;0;;0.5;;0.2;
INFOMED;2024;110004942;LES QUATRE FONTAINES KORIAN NARBONNE;310021324;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;1;1;1;1;0;1;0;0;0;0;;0.2;0.2;0;
INFOMED;2024;110005394;HAD KORIAN PAYS DES QUATRE VENTS CARCA;310025010;;;;;;1;;;;;;;0;0;0;0;0;;;1;0;0;;;;1;;;;;;
INFOMED;2024;110007630;SSR CTRE LORDAT CASTELNAUDARY;110008810;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;110785383;0.5;;0.05;
INFOMED;2024;110780152;CLINIQUE DE MIREMONT BADENS;110000064;;;;;;;;;;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;0;1;340780154;0.2;;0.3;
INFOMED;2024;110780194;CL CHRISTINA CHALABRE;330050899;;;;;;;0;0;1;;;;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;;0.5;;0.05;
INFOMED;2024;110780202;CL KORIAN LA VERNEDE;310021316;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;;;;
INFOMED;2024;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;0;0;1;;;;0;0;1;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;2.4;1.4;0.6;0.6
INFOMED;2024;110780236;CH LIMOUX QUILLAN SITE DE QUILLAN;110780707;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;1;0;1;;;;1;1;110786324;0.4;;0.1;
INFOMED;2024;110780483;POLYCL MONTREAL CARCASSONNE;110000155;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;110780228;2.5;0;0.2;0
INFOMED;2024;110786324;USSAP;110786324;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;;1.8;1.6;0.6;0.6
INFOMED;2024;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;;;1;;;;;;1;;1;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;3.42;3.42;0.65;
INFOMED;2024;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;;;;;;1;0;;3.06;;;
INFOMED;2024;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;;1;;;;;;1;;;;;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;120780044;1.3;;0.2;
INFOMED;2024;120000088;CH ETIENNE RIVIE ST GENIEZ D'OLT;120780093;;1;;;;;;1;;;;;0;0;0;0;0;;;0;;;;;;;1;;;;;
INFOMED;2024;120000096;CHI ESPALION ST LAURENT D'OLT;120780101;;1;;;;;;1;;;;;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;120000039;0.65;0.65;;
INFOMED;2024;120000153;CH MAURICE FENAILLE SEVERAC LE CHATEAU;120780291;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0.15;;0.1;
INFOMED;2024;120000237;CHI VALLON SALLES LA SOURCE;120780481;;;;;;;;;1;;;;0;0;0;0;0;;;1;1;0;;;;0;0;;0.5;;;
INFOMED;2024;120004569;CH MILLAU;120004528;;1;;;;;;1;;;1;;0;0;0;0;0;;;1;0;1;;;;1;1;340780477;2.86;;1.3;
INFOMED;2024;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;;;1;;;;;1;;;;;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;340780477;1.3;;0.2;
INFOMED;2024;120780135;CTRE SSR LA CLAUZE ST JEAN DELNOUS;120000104;;;;;;;0;1;0;;;;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;;0.4;;0.1;
INFOMED;2024;120780143;CTRE SSR LES TILLEULS CEIGNAC;120000112;;;;;;;;1;;;;;1;1;1;1;1;0;0;0;;;;;;1;0;;0.88;0.88;;
INFOMED;2024;120780283;CHS STE MARIE RODEZ;630786754;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;630786754;1.95;;0.27;
INFOMED;2024;120783618;HAD RODEZ;120784616;0;0;0;0;0;1;0;;0;;;;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;;0.2;0.2;0.18;0.18
INFOMED;2024;130000235;CHS EDOUARD TOULOUSE;130780554;;;;;;;;;;1;;;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;;3;;0.8;
INFOMED;2024;130000409;CHI SITE D'AIX EN PROVENCE;130041916;0;1;0;1;0;0;1;0;0;;;;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;;12.81;;2.41;
INFOMED;2024;130000433;CHS MONTPERRIN;130781131;;;;;;;;;;1;;;0;0;0;0;0;;;0;0;0;0;;;0;0;;2.17;;0.5;
INFOMED;2024;130000516;CH LOUIS BRUNET D'ALLAUCH;130781339;;;1;;;;;;1;;;;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;;2.34;;0.1;
INFOMED;2024;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;;1;;;1;;;1;;;;;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;;3.98;;1;
INFOMED;2024;130001225;HOPITAL DU PAYS SALONAIS;130782634;0;1;0;;;;;1;;;;;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;;5.06;;0.91;
INFOMED;2024;130001258;HOPITAUX PORTES DE CAMARGUE TARASCON;130028228;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;;0.5;;0.05;
INFOMED;2024;130001647;INSTITUT PAOLI CALMETTES;130784127;;;1;;;1;;;;;;;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;;7.59;7.59;2.5;1
INFOMED;2024;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;;1;;1;;;;;;;;;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;;1.8;0.9;0.4;
INFOMED;2024;130002496;CHS VALVERT MARSEILLE;130786494;;;;;;;;;;1;;;0;0;0;0;0;;;1;1;1;0;1;0;0;0;;3;;0.5;
INFOMED;2024;130002827;CH JOSEPH IMBERT D'ARLES;130789274;;1;;;;;;1;;1;;;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;;4.23;4.23;1;
INFOMED;2024;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;;5.34;;1.6;
INFOMED;2024;130008048;CLINIQUE SAINT MARTIN SUD MARSEILLE;130043169;;;;;;;1;;;;;;0;0;0;1;1;;;1;1;1;1;;;;;;0.5;;0.05;
INFOMED;2024;130008238;CLINIQUE LA PHOCEANNE SUD;130044118;;;;;;;;1;;;;;1;1;1;0;0;1;1;0;0;0;;;;0;0;;;;0.3;0.3
INFOMED;2024;130008253;CLINIQUE DE VITROLLES;130001084;0;0;1;;;;;;;;;;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;;0.9;;;
INFOMED;2024;130010648;CLINIQUE SAINT MICHEL;130010648;;;;;;;;;;;1;;0;0;0;1;1;;;1;1;1;;;;;0;;0.15;;0.15;
INFOMED;2024;130021488;HAD BOUCHES DU RHONE EST SITE POLYSIAN;130021439;;;;0;0;1;;;;;;;0;0;0;0;0;0;0;0;;;;;;;0;;;;0.2;0.2
INFOMED;2024;130021819;HAD CLARA SCHUMANN;130021769;;;;;;1;;;;;;;1;1;1;0;0;0;0;0;;;;;;0;1;750047367;;;;
INFOMED;2024;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.1;0.1;0.3;0.3
INFOMED;2024;130024268;NEPHROCARE SALON CENTRE D'HEMODIALYSE;130050545;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;690780499;;;0.02;
INFOMED;2024;130035793;CLINIQUE GLANUM;130013139;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.3;;0.15;
INFOMED;2024;130041767;EUROMED CARDIO;130041262;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;130043664;;;0.23;
INFOMED;2024;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;;;1;;;;;;;;;;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;0.25;;;
INFOMED;2024;130042526;CLINIQUE LES TROIS TOURS;310021399;;;;;;;;1;;;;;0;0;0;0;0;;;1;1;1;1;0;0;0;0;;1.54;;;
INFOMED;2024;130043664;HOPITAL EUROPEEN;130002157;;;1;;;;;;;;;;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;130041767;9.68;;0.77;
INFOMED;2024;130043854;CSSR VALMANTE SITE HOPITAL EUROPEEN;130037815;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0.5;0;0;0
INFOMED;2024;130044662;UNITE MED NUTRITION SITE CCV VALMANTE;920030269;;;;;;;;1;;;;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;130044753;CLINIQUE MONTICELLI VELODROME;130810336;0;1;0;;;;;;;;;;0;0;1;0;1;0;0;1;0;1;1;0;0;0;0;;1;;0.05;
INFOMED;2024;130046097;CLINIQUE PROVENCE VELODROME;130000557;;;;;;;0;1;0;;;;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;;0.26;;0.1;
INFOMED;2024;130048341;HJ ST MARTIN SPORT MARSEILLE;130001852;0;0;0;0;0;0;0;0;1;;;;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0.2;0.2;0.1;0.1
INFOMED;2024;130050917;GCS CLINIQUE JEANNE D'ARC;130050891;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;;1.14;0;0.19;0
INFOMED;2024;130780083;CLINIQUE MADELEINE REMUZAT;920039534;;;;;;;;1;;;;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;130780521;APHM HOPITAL NORD;130786049;0;1;0;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;1;0;1;0;0;;9.03;;2.11;
INFOMED;2024;130781065;CLINIQUE PSYCHIATRIQUE LA JAUBERTE;130000417;;;;;;;;;;1;0;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;;0.1;0;0.1;
INFOMED;2024;130781255;HOSPITALITE SAINT THOMAS DE VILLENEUVE;220020739;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;0;0;;0.2;;0.1;
INFOMED;2024;130781370;CLINIQUE JEANNE D'ARC;130000532;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;;0.06;0;0.19;0
INFOMED;2024;130781438;CLINIQUE DE PROVENCE BOURBONNE;130000557;;;;;;;0;1;0;;;;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;;1.65;;0.2;
INFOMED;2024;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;0;1;0;;;;0;1;0;;;;0;0;0;1;1;1;0;1;1;1;1;0;0;0;0;;3;3;0.3;0.3
INFOMED;2024;130781768;CLINIQUE DES DEUX LIONS;130000763;;;;;;;0;1;0;;;;0;0;0;0;0;1;1;0;;;;;;0;0;;0.2;0.2;0.4;0
INFOMED;2024;130781834;CRF NOTRE DAME DU BON VOYAGE;130000805;;;;;;;;;1;;;;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;;0.5;;0.24;
INFOMED;2024;130781867;CLINIQUE DE LA CIOTAT;130000813;1;0;0;;;;;;;;;;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;830100434;3;3;0.25;0.25
INFOMED;2024;130781917;CLINIQUE PROVENCE AZUR;130000847;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;0.5;;0.13;
INFOMED;2024;130781925;CENTRE CARDIO VASCULAIRE D'EYGUIERES;920030269;;;;;;;;1;;;;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;1;;;;;1;;1;;;;;1;;;;;0;0;0;;;;;;;0;;0.2;0.2;0;0
INFOMED;2024;130782097;CENTRE DE SIBOURG;130000938;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;;0.5;1;0.05;1
INFOMED;2024;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;0;1;0;;;;;;;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.23;0.23;0.2;0.2
INFOMED;2024;130782162;CLINIQUE CHIRURGICALE DE MARTIGUES;130000987;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;2;2;0.2;0
INFOMED;2024;130782303;CLINIQUE VALDONNE;310025010;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.25;;0.1;
INFOMED;2024;130782444;CLINIQUE DU CHATEAU DE FLORANS;130001100;;;;;;;;;1;;;;;;;1;;0;0;0;;;;;;;0;;0.5;;0;
INFOMED;2024;130782451;LE MEDITERRANEE CLINIQUE CASTELLAS;130001118;;;;;;;;;1;;;;0;0;0;;0;0;0;0;;;;;;;0;;1;1;0.1;0.1
INFOMED;2024;130782493;SSR CLINIQUE SAINT LAURENT;330050899;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;;0.5;0.5;0.5;0.5
INFOMED;2024;130782675;CLINIQUE VIGNOLI;130001233;0;0;1;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;0;0;;1;;;
INFOMED;2024;130783152;CLINIQUE SAINTE ELISABETH;130001365;;1;;;;;;1;;;;;0;0;0;1;1;0;0;1;0;1;0;1;0;0;0;;0.94;;0.05;
INFOMED;2024;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;0;1;0;0;1;0;;;;1;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;0;0;;21.62;;5.81;
INFOMED;2024;130783293;APHM HOPITAL LA TIMONE;130786049;0;1;0;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;1;0;1;0;0;;15.56;;6.94;
INFOMED;2024;130783327;CLINIQUE BOUCHARD;130001415;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;;2;2;1;0.2
INFOMED;2024;130783475;CLINIQUE L'ANGELUS;690793195;;;;;;;0;1;0;;;;0;0;1;1;1;0;1;0;;;;;;;0;;0.5;;0.1;
INFOMED;2024;130783665;CLINIQUE DE BONNEVEINE;130043722;;;1;;;;;;1;;;1;0;0;0;1;0;;;1;1;1;;;;1;0;;1.8;;0.1;
INFOMED;2024;130783723;CLINIQUE JUGE;130001456;1;;;;;;;;;;;;0;0;0;0;0;;;0;0;0;;;;0;0;;;;;
INFOMED;2024;130783764;CLINIQUE MON REPOS;920030269;;;;;;;;;;;1;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;130784051;HOPITAL PRIVE CLAIRVAL;130037823;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;2.42;;0.27;
INFOMED;2024;130784085;CLINIQUE L'EMERAUDE;920030921;;;;;;;;;;;1;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;0;1;0;;;;1;0;0;;;;0;0;0;0;0;1;1;1;0;0;1;0;1;0;0;;2.34;;0.54;
INFOMED;2024;130784291;CLINIQUE DES TROIS CYPRES;130001696;;;;;;;;;;;1;;0;0;0;0;0;0;0;1;1;1;0;1;0;1;0;;0.3;;0.15;
INFOMED;2024;130784580;CLINIQUE LA PROVENCALE;920030269;;;;;;;;1;;;;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;130784598;CLINIQUE SAINT MARTIN MARSEILLE;130001852;;;;;;;;;1;;;;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;;1.8;1.8;0.1;0.1
INFOMED;2024;130784606;CLINIQUE SAINT ROCH MONTFLEURI;130001860;;;;;;;;;;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;;0.1;0;0;0
INFOMED;2024;130784697;CLINIQUE DES QUATRE SAISONS;130001902;;;;;;;;;;;1;;0;0;0;1;1;;;1;1;1;;;;;0;;0.15;;0.15;
INFOMED;2024;130784713;HP MARSEILLE BEAUREGARD VERT COTEAU;130038847;0;1;0;;;;;;;;;;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;830100434;7;5;1;1
INFOMED;2024;130784812;CLINIQUE SAINT BARNABE;130001985;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0.25;;0.05;
INFOMED;2024;130784903;CLINIQUE LA PHOCEANNE;130002041;1;0;0;;;;1;0;0;;;;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;;0.3;0.3;0.1;0.1
INFOMED;2024;130784911;CLINIQUE DE LA SALETTE;920030855;;;;;;;;1;;;;;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;920030269;0.3;;0.1;
INFOMED;2024;130785389;CLINIQUE CHANTECLER;130002173;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;1;0;0.2;0
INFOMED;2024;130785462;CLINIQUE LA CHENAIE;130002207;;;;;;;;;1;;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;1;;;
INFOMED;2024;130785652;HOPITAL SAINT JOSEPH;130014228;;;1;;;1;;;1;;;;0;0;0;1;1;1;1;1;1;0;1;0;1;1;0;;9.27;;1;
INFOMED;2024;130785678;HP MARSEILLE VERT COTEAU BEAUREGARD;130002249;0;1;0;;;;;;;;;;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;830100434;2.75;2;0.5;0.5
INFOMED;2024;130785975;CLINIQUE LES OLIVIERS;310021340;;;;;;;0;0;1;;;;0;0;0;0;0;1;1;0;;;;;;0;0;;0.5;0.5;0.1;0.1
INFOMED;2024;130785983;CLINIQUE SAINT CHRISTOPHE;130002306;;;;;;;;;1;;;;1;1;0;1;0;0;0;1;0;1;1;1;0;1;0;;1.89;;0.05;
