BOR;AN;FI;RS;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;EFFLIB_PKT;ETPSAL_PKT;EFFLIB_MED;ETPSAL_MED;GAR_SEN;AST_SEN;EFFLIB_PNM;ETPSAL_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_REE;ETP_EDU
PSY;2024;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;INF;;1;;;5;;;;;1830;28;;;279;1716;;;;;5996;;;1;1;3;9492;429;2566;;;;;;;;4.04;;;;;;52.27;14.31;6.75;4.14;3.26;19.89
PSY;2024;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;TOT;1;;2;0;5;;;;;1830;28;;;279;1716;;;;;5996;;;1;1;3;9492;429;2566;;;;;;;;4.04;;;;;;52.27;14.31;6.75;4.14;3.26;19.89
PSY;2024;120004569;CH MILLAU;120004528;GEN;;1;;;22;;;;;8030;21;0;1;388;7026;;;;;4512;0;534;2;3;1;10852;1627;2194;4581;323;458;;1042;785;;1.76;;0.1;;1;;66.25;40.45;0.16;4;2;9.25
PSY;2024;120004569;CH MILLAU;120004528;INF;;1;;;0;;;;;;6;;;55;137;;;;;901;;;1;2;1;4079;2133;215;133;88;6;126;662;609;;2.14;;;;;;24;5.8;;4.1;3.19;9.53
PSY;2024;120004569;CH MILLAU;120004528;TOT;1;;0;0;22;;;;;8030;27;0;1;443;7163;;;;;5413;0;534;3;5;2;14931;3760;2409;4714;411;464;126;1704;1394;;3.9;;0.1;;;;90.25;46.25;0.16;8.1;5.19;18.78
PSY;2024;120780283;CHS STE MARIE RODEZ;630786754;GEN;;4;;;204;40;5;;4;73247;115;1;;2668;66064;10636;935;;1054;15989;0;;8;8;9;37506;20556;8009;18856;7586;3815;37;9395;7365;;19.91;1;5.99;1;1;;501.66;285.59;88.8;14.94;6.61;14.3
PSY;2024;120780283;CHS STE MARIE RODEZ;630786754;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1278;;;;337;337;;0.1;;;;;;0.75;0.45;;0.3;;
PSY;2024;120780283;CHS STE MARIE RODEZ;630786754;TOT;1;;3;1;204;40;5;;4;73247;115;1;;2668;66064;10636;935;;1054;15989;0;;8;8;9;37506;20556;8009;20134;7586;3815;37;9675;7645;;20.01;1;5.99;;;;502.41;286.04;88.8;15.24;6.61;14.3
PSY;2024;130000235;CHS EDOUARD TOULOUSE;130780554;GEN;;6;;;150;20;;;7;54900;147;10;1;1435;51027;5402;;;2032;17280;0;613;7;5;7;60105;18285;40609;11903;1902;10502;7;8615;7033;0;29.91;0;4.26;;;0;528.82;275.83;77.63;39.82;15.98;40.54
PSY;2024;130000235;CHS EDOUARD TOULOUSE;130780554;INF;;2;;;;;;;0;;52;;;;;;;;0;3423;;;7;4;3;26129;9555;1;752;50;2724;45;3332;3144;0;13.63;0;0;;;0;111.81;40.02;0;24.98;9.76;27.77
PSY;2024;130000235;CHS EDOUARD TOULOUSE;130780554;TOT;1;;8;1;150;20;;;7;54900;199;10;1;1435;51027;5402;;;2032;20703;0;613;14;9;10;86234;27840;40610;12655;1952;13226;52;11736;10033;0;43.54;0;4.26;;;0;640.63;315.85;77.63;64.8;25.74;68.31
PSY;2024;130000433;CHS MONTPERRIN;130781131;GEN;;6;;;193;6;21;;11;82748;112;9;;1925;70318;512;4754;;2118;20331;14;;10;27;9;66218;14565;27974;8456;159;17179;53;16599;14281;;46.63;;11.72;1;1;3;675.03;409.04;120.4;31.55;6.53;32.81
PSY;2024;130000433;CHS MONTPERRIN;130781131;INF;;3;;;;1;;;;;57;;;;;54;;;;3615;;;11;9;6;36105;10613;2869;1326;101;1129;36;3935;3734;;12.54;;1.49;1;1;0;161.02;42.64;2.95;43.95;21.34;42.98
PSY;2024;130000433;CHS MONTPERRIN;130781131;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37434;;;;2905;2845;;4.51;;0.08;;;0;29.83;14.77;0;11.84;0.8;1.41
PSY;2024;130000433;CHS MONTPERRIN;130781131;TOT;1;;5;1;193;7;21;;11;82748;169;9;;1925;70318;566;4754;;2118;23946;14;;21;36;15;102323;25178;30843;47216;260;18308;89;20173;17714;;63.68;;13.29;;;3;865.88;466.45;123.35;87.34;28.67;77.2
PSY;2024;130002496;CHS VALVERT MARSEILLE;130786494;GEN;;4;;;141;;;;8;47998;126;;;1612;39227;;;;1660;21479;;;6;8;5;36098;7603;22244;1397;403;9128;;6707;5435;;25.48;;1.4;1;1;;302.48;212.79;5.32;17.92;2.3;14.52
PSY;2024;130002496;CHS VALVERT MARSEILLE;130786494;INF;;2;;;;;;;;;36;;;;;;;;;3211;;;5;3;3;26205;17091;7846;672;119;1117;360;3476;3295;;14.18;;;0;0;;111.12;36.42;0.87;29.48;15.72;19.28
PSY;2024;130002496;CHS VALVERT MARSEILLE;130786494;TOT;1;;3;0;141;;;;8;47998;162;;;1612;39227;;;;1660;24690;;;11;11;8;62303;24694;30090;2069;522;10245;360;9944;8544;;39.66;;1.4;;;;413.6;249.21;6.19;47.4;18.02;33.8
PSY;2024;130002827;CH JOSEPH IMBERT D'ARLES;130789274;GEN;;1;;;24;;;;;8728;10;;;474;7343;;;;;1652;;;4;;2;17575;;14939;;;1599;;2490;2147;;5.92;;;;1;;50.99;31.73;5.95;1.99;;1.36
PSY;2024;130002827;CH JOSEPH IMBERT D'ARLES;130789274;INF;;1;;;;;;;;;10;;;;;;;;;627;;;4;;3;12147;;1065;;;;;532;500;;3.91;;;;;;47.03;10.64;;10.41;4.66;9.2
PSY;2024;130002827;CH JOSEPH IMBERT D'ARLES;130789274;TOT;1;;;0;24;;;;;8728;20;;;474;7343;;;;;2279;;;8;;5;29722;;16004;;;1599;;2988;2619;;9.83;;;;;;98.02;42.37;5.95;12.4;4.66;10.56
PSY;2024;130010648;CLINIQUE SAINT MICHEL;130010648;GEN;;;;;84;;;;;30660;10;9;;224;24360;;;;;3621;1570;;;;;;;;;;;;445;;3;1;2;0.5;;;;42.54;15.65;4.34;1.6;1;1.2
PSY;2024;130010648;CLINIQUE SAINT MICHEL;130010648;TOT;0;;;0;84;;;;;30660;10;9;;224;24360;;;;;3621;1570;;;;;;;;;;;;445;;3;1;2;0.5;;;;42.54;15.65;4.34;1.6;1;1.2
PSY;2024;130780273;CLINIQUE SAINTE MARTHE SAINT JOSEPH;130000151;GEN;;;;;75;;;;;27450;12;4;1;309;23652;;;;;1721;328;4360;;;;;;;;;;;420;;5;;;0.57;0;1;;15.46;15.22;8.61;2.17;0.45;2.51
PSY;2024;130780273;CLINIQUE SAINTE MARTHE SAINT JOSEPH;130000151;TOT;0;;;0;75;;;;;27450;12;4;1;309;23652;;;;;1721;328;4360;;;;;;;;;;;420;;5;;;0.57;;;;15.46;15.22;8.61;2.17;0.45;2.51
PSY;2024;130780521;APHM HOPITAL NORD;130786049;GEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.29;;0.27;;;;64.26;39.09;20.34;1.65;2;1.18
PSY;2024;130780521;APHM HOPITAL NORD;130786049;PEN;;;;;40;;;;;14129;;;;192;10862;;;;;0;;0;;;;;;;0;;;;169;0;;;;;;;;;;;;;
PSY;2024;130780521;APHM HOPITAL NORD;130786049;TOT;0;;;0;40;;;;;14129;;;;192;10862;;;;;0;;0;;;;;;;0;;;;169;0;;3.29;;0.27;;;;64.26;39.09;20.34;1.65;2;1.18
PSY;2024;130781065;CLINIQUE PSYCHIATRIQUE LA JAUBERTE;130000417;GEN;;;;;75;0;0;0;0;26743;15;0;0;628;26743;0;0;0;0;2687;0;0;0;0;0;0;0;0;0;0;0;0;624;0;3;0.2;1;2.11;0;0;1;40.34;17.7;16.76;1.6;3.46;0.82
PSY;2024;130781065;CLINIQUE PSYCHIATRIQUE LA JAUBERTE;130000417;TOT;0;;;0;75;0;0;0;0;26743;15;0;0;628;26743;0;0;0;0;2687;0;0;0;0;0;0;0;0;0;0;0;0;624;0;3;0.2;1;2.11;;;1;40.34;17.7;16.76;1.6;3.46;0.82
PSY;2024;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;GEN;;3;;;97;;;;;33191;60;3;1;1063;25963;0;0;0;0;6603;0;830;3;11;1;14376;20907;8674;713;2274;20772;0;9057;7882;;24.59;;0.66;;;;193.91;162.25;;16.57;2.13;3.09
PSY;2024;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;TOT;1;;1;0;97;;;;;33191;60;3;1;1063;25963;0;0;0;0;6603;0;830;3;11;1;14376;20907;8674;713;2274;20772;0;9057;7882;;24.59;;0.66;;;;193.91;162.25;;16.57;2.13;3.09
PSY;2024;130783764;CLINIQUE MON REPOS;920030269;GEN;;;;;275;;;;;100650;15;;;1604;95808;;;;;3263;;;;;;;;;;;;;1387;;13;1.91;;3.29;0;0;;148.17;66.02;28.83;5.53;7.09;1.48
PSY;2024;130783764;CLINIQUE MON REPOS;920030269;TOT;0;;;0;275;;;;;100650;15;;;1604;95808;;;;;3263;;;;;;;;;;;;;1387;;13;1.91;;3.29;;;;148.17;66.02;28.83;5.53;7.09;1.48
PSY;2024;130784085;CLINIQUE L'EMERAUDE;920030921;GEN;;;;;192;;;;;70272;30;13;;1031;68908;;;;;6596;895;;;;;;;;;;;;1016;;9;2.12;1;21.4;0;0;;120.14;56.48;23.41;6.38;4.97;4.97
PSY;2024;130784085;CLINIQUE L'EMERAUDE;920030921;INF;;;;;14;;;;;5124;15;1;;230;4746;;;;;2556;;;;;;;;;;;;;223;;;2.3;;;0;0;;14.84;7;2.9;0.8;0.6;0.6
PSY;2024;130784085;CLINIQUE L'EMERAUDE;920030921;TOT;0;;;0;206;;;;;75396;45;14;;1261;73654;;;;;9152;895;;;;;;;;;;;;1231;;9;4.42;1;21.4;;;;134.98;63.48;26.31;7.18;5.57;5.57
PSY;2024;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;GEN;;3;;;73;0;0;0;0;22919;39;3;0;645;20766;0;0;0;0;3759;0;0;3;11;1;6831;27365;3;3501;3;2970;0;6663;5600;;22.3;;1.88;;;;164.18;122.52;3.42;24.25;4.7;9.21
PSY;2024;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;INF;;2;;;24;;;;;5249;36;0;0;389;4183;0;;;0;7802;0;0;2;6;0;6948;13995;0;576;1927;2089;0;3155;2525;;16.64;;0.69;;;;73.33;35.69;3;16.49;3.54;9.64
PSY;2024;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;PEN;;;;;;;;;;;39;;;;;;;;;8053;;0;;;;;;;34276;;;;2183;2035;;;;;;;;;;;;;
PSY;2024;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;TOT;1;;1;0;97;0;0;0;0;28168;114;3;0;1034;24949;0;0;0;0;19614;0;0;5;17;1;13779;41360;3;38353;1930;5059;0;12001;10160;;38.94;;2.57;;;;237.51;158.21;6.42;40.74;8.24;18.85
PSY;2024;130784291;CLINIQUE DES TROIS CYPRES;130001696;GEN;;;;;94;;;;;34310;10;6;;464;34323;;;;;2662;1161;;;;;;;;;;;;414;93;7;;;0.8;0;;;38.11;23.76;9.01;3.36;0.35;1.63
PSY;2024;130784291;CLINIQUE DES TROIS CYPRES;130001696;INF;;;;;18;;;;;6570;12;6;;126;6232;;;;;2058;381;;;1;;;7027;;;;;;224;137;4;;;;0;0;;31.34;15.67;8.21;2.81;0.2;4.45
PSY;2024;130784291;CLINIQUE DES TROIS CYPRES;130001696;TOT;0;;;0;112;;;;;40880;22;12;;590;40555;;;;;4720;1542;;;1;;;7027;;;;;;638;230;11;;;0.8;;;;69.45;39.43;17.22;6.17;0.55;6.08
PSY;2024;130784606;CLINIQUE SAINT ROCH MONTFLEURI;130001860;GEN;;;;;209;0;0;0;0;76494;12;6;0;810;68610;;;;;2162;1897;;;;;;;;;;;;1121;;12;0.77;4;1.13;0;1;0;75.86;45.33;23.47;3.27;2.79;1
PSY;2024;130784606;CLINIQUE SAINT ROCH MONTFLEURI;130001860;TOT;0;;;0;209;0;0;0;0;76494;12;6;0;810;68610;;;;;2162;1897;;;;;;;;;;;;1067;;12;0.77;4;1.13;;;0;75.86;45.33;23.47;3.27;2.79;1
PSY;2024;130784697;CLINIQUE DES QUATRE SAISONS;130001902;GEN;;;;;100;;;;;36500;12;10;;490;30530;;;;;5794;3657;;;;;;;;;;;;347;;4;1.04;1;0.94;;;;55.34;23.03;5.85;3.25;1.69;2.95
PSY;2024;130784697;CLINIQUE DES QUATRE SAISONS;130001902;TOT;0;;;0;100;;;;;36500;12;10;;490;30530;;;;;5794;3657;;;;;;;;;;;;347;;4;1.04;1;0.94;;;;55.34;23.03;5.85;3.25;1.69;2.95
PSY;2024;130786015;CLINIQUE VALFLEUR;130002322;GEN;;;;;80;;;;;27009;;;;219;27009;;;;;;;;;;;;;;;;;;219;;1;2.23;1;5.39;;;1;42.17;19.94;1.03;1.02;0.16;2
PSY;2024;130786015;CLINIQUE VALFLEUR;130002322;TOT;0;;;0;80;;;;;27009;;;;219;27009;;;;;;;;;;;;;;;;;;219;;1;2.23;1;5.39;;;1;42.17;19.94;1.03;1.02;0.16;2
PSY;2024;130786742;HOPITAL INSTRUCTION DES ARMEES LAVERAN;750821092;GEN;;;;;10;;;;;6682;1;;;240;4734;;;;;543;;;;1;;;5046;;;;840;;1966;1797;;3.4;;0.2;;;;21.1;8.8;10;2.4;;
PSY;2024;130786742;HOPITAL INSTRUCTION DES ARMEES LAVERAN;750821092;TOT;0;;;0;10;;;;;6682;1;;;240;4734;;;;;543;;;;1;;;5046;;;;840;;1966;1797;;3.4;;0.2;;;;21.1;8.8;10;2.4;;
PSY;2024;130786890;HJ LE RELAIS SERENA;130001688;INF;;;;;8;;;;;2928;25;;;320;2044;;;;;1945;;;;1;;;81;;;;;;63;;;1.41;;0.1;0;1;;20.9;11.5;2.35;1.25;1.5;4.3
PSY;2024;130786890;HJ LE RELAIS SERENA;130001688;TOT;0;;;0;8;;;;;2928;25;;;320;2044;;;;;1945;;;;1;;;81;;;;;;63;;;1.41;;0.1;;;;20.9;11.5;2.35;1.25;1.5;4.3
PSY;2024;130786973;CLINIQUE PSYCHIATRIQUE MEDIAZUR;130002702;GEN;;;;;75;;;;;27375;;;;304;25781;;;;;;;;;;;;;;;;;;304;;;1.3;;1.06;0;1;;42.75;12.74;8.67;2.14;1;1
PSY;2024;130786973;CLINIQUE PSYCHIATRIQUE MEDIAZUR;130002702;TOT;0;;;0;75;;;;;27375;;;;304;25781;;;;;;;;;;;;;;;;;;304;;;1.3;;1.06;;;;42.75;12.74;8.67;2.14;1;1
PSY;2024;130790157;CH DE MARTIGUES HOPITAL DU VALLON;130789316;GEN;;3;;;50;2;;;5;22179;45;3;;809;18281;16;;;674;10739;;;7;2;4;22560;6839;6829;4649;568;424;0;5806;5802;;15.86;;;1;0;;175.82;111.48;9.01;15.69;2;10.48
PSY;2024;130790157;CH DE MARTIGUES HOPITAL DU VALLON;130789316;INF;;1;;;0;;;;;;10;;;;;;;;;1587;;;5;1;2;9781;1315;1492;172;11;2617;60;1463;1445;;4.67;;;1;0;;46.51;6.83;0;13.46;7.26;13.93
PSY;2024;130790157;CH DE MARTIGUES HOPITAL DU VALLON;130789316;TOT;1;;1;0;50;2;;;5;22179;55;3;;809;18281;16;;;674;12326;;;12;3;6;32341;8154;8321;4821;579;3041;60;7269;7250;;20.53;;;;;;222.33;118.31;9.01;29.15;9.26;24.41
PSY;2024;130798002;CLINIQUE LA LAURANNE;130004807;GEN;;;;;200;;;;;72859;;;;831;72859;;;;;;;;;;;;;;;;;;831;;9;2;1;3.72;0;0;;72.43;26;37;1.6;;2.5
PSY;2024;130798002;CLINIQUE LA LAURANNE;130004807;TOT;0;;;0;200;;;;;72859;;;;831;72859;;;;;;;;;;;;;;;;;;831;;9;2;1;3.72;;;;72.43;26;37;1.6;;2.5
PSY;2024;130804032;ASSOCIATION REGIONALE POUR INTEGRATION;130804032;INF;;;;;;;;;;;27;;;;;;;;;1823;;;;;;;;;;;;;44;;;0.7;;;0;0;;17.65;5;;1.4;1.6;5.3
PSY;2024;130804032;ASSOCIATION REGIONALE POUR INTEGRATION;130804032;TOT;0;;;0;;;;;;;27;;;;;;;;;1823;;;;;;;;;;;;;44;;;0.7;;;;;;17.65;5;;1.4;1.6;5.3
PSY;2024;130806011;CLINIQUE SAINT PAUL DE MAUSOLE;750720534;GEN;;;;;67;0;0;0;0;24455;;;;411;23758;0;0;0;0;;;;0;0;0;0;0;0;;;;;341;0;3;0.07;0;0.5;1;1;0;31.84;24.78;5.13;1.93;0;0
PSY;2024;130806011;CLINIQUE SAINT PAUL DE MAUSOLE;750720534;TOT;0;;;0;67;0;0;0;0;24455;;;;411;23758;0;0;0;0;;;;0;0;0;0;0;0;;;;;341;0;3;0.07;0;0.5;;;0;31.84;24.78;5.13;1.93;0;0
PSY;2024;140000209;CHU CAEN;140000100;GEN;;1;;;41;;;;13;15006;20;;;1038;16670;;;;658;299;;;3;1;1;12322;14306;1005;723;36;769;5;4448;3928;;13.03;;;0;1;;144.14;64.61;36.23;13.41;0.69;3.49
PSY;2024;140000209;CHU CAEN;140000100;INF;;;;;11;;;;1;4026;6;;;102;3320;;;;24;1716;;;;6;;;12621;;1103;83;2951;88;1873;1714;;;;;;1;;;;;;;
PSY;2024;140000209;CHU CAEN;140000100;TOT;1;;;0;52;;;;14;19032;26;;;1140;19990;;;;682;2015;;;3;7;1;12322;26927;1005;1826;119;3720;93;6321;5642;;13.03;;;;;;144.14;64.61;36.23;13.41;0.69;3.49
PSY;2024;140000456;ETS PUBLIC DE SANTE MENTALE;140000316;GEN;;6;;;235;;;;;85775;213;0;11;1832;86493;;;;;19474;0;829;14;10;4;48576;15087;6109;7921;2000;3165;;11228;10051;;43.26;;;0;0;0;636.3;376.07;196.18;25.46;15.39;23.2
PSY;2024;140000456;ETS PUBLIC DE SANTE MENTALE;140000316;INF;;1;;;;;;;;;50;;;;;;;;;5588;;;10;2;4;32775;1065;5215;64;13;309;25;3372;3233;;10.62;;;0;0;0;105.41;46.29;8.53;18.67;15.57;16.39
PSY;2024;140000456;ETS PUBLIC DE SANTE MENTALE;140000316;PEN;;;;;;;;;;;6;;;;;;;;;1125;;;;;;;;;18522;;;;1616;1599;;2.99;;;;;0;20.21;10.77;0;8.44;0;1
PSY;2024;140000456;ETS PUBLIC DE SANTE MENTALE;140000316;TOT;1;;8;1;235;;;;;85775;269;0;11;1832;86493;;;;;26187;0;829;24;12;8;81351;16152;11324;26507;2013;3474;25;16042;14663;;56.87;;;;;0;761.92;433.13;204.71;52.57;30.96;40.59
PSY;2024;140004136;UNITE PSYCHIATRIQUE - CH BAYEUX;140000092;GEN;;1;;;30;;;;;10980;15;;1;309;9685;;;;;2277;;329;3;3;1;14828;352;999;9511;110;1069;1;2854;2557;;5.89;;0.72;0;1;;82.37;52.8;20.62;3.18;1;2.05
PSY;2024;140004136;UNITE PSYCHIATRIQUE - CH BAYEUX;140000092;INF;;1;;;8;;;;;2928;40;;;170;1730;;;;;3586;;;3;3;;10957;2226;;5;100;;1;1293;1194;;5.65;;;0;1;;92.79;19.26;20.39;12.92;10.87;22.25
PSY;2024;140004136;UNITE PSYCHIATRIQUE - CH BAYEUX;140000092;TOT;1;;;0;38;;;;;13908;55;;1;479;11415;;;;;5863;;329;6;6;1;25785;2578;999;9516;210;1069;2;4129;3733;;11.54;;0.72;;;;175.16;72.06;41.01;16.1;11.87;24.3
PSY;2024;150000040;CH HENRI MONDOR;150780096;GEN;;2;;;91;;;;;36783;37;1;;1008;28342;;;;;5666;35;;;;;;;;;;;;694;;;3.04;;;;;;178.77;116.41;18.27;7.17;3.95;5.84
PSY;2024;150000040;CH HENRI MONDOR;150780096;INF;;1;;;;4;;;;;16;;;;;0;;;;0;;;;;;;;;;;;;;;;0.26;;;;;;21.87;3.41;0;2.85;2.39;9.28
PSY;2024;150000040;CH HENRI MONDOR;150780096;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;482;;;;;143;;;;;;;;;;;;;
PSY;2024;150000040;CH HENRI MONDOR;150780096;TOT;1;;6;1;91;4;;;;36783;53;1;;1008;28342;0;;;;5666;35;;;;;;;;482;;;;694;143;;3.3;;;;;;200.64;119.82;18.27;10.02;6.34;15.12
PSY;2024;150780773;SERVICE DE PSYCHIATRIE - CH ST FLOUR;150780088;GEN;;1;;;12;7;0;0;0;4380;20;0;0;176;3205;0;0;0;0;2093;0;0;1;0;1;2235;0;1387;562;103;142;;562;313;;2.39;;;0;1;0;42.9;25.82;7.1;2.44;0;0.5
PSY;2024;150780773;SERVICE DE PSYCHIATRIE - CH ST FLOUR;150780088;TOT;1;;0;0;12;7;0;0;0;4380;20;0;0;176;3205;0;0;0;0;2093;0;0;1;0;1;2235;0;1387;562;103;142;;562;313;;2.39;;;;;0;42.9;25.82;7.1;2.44;0;0.5
PSY;2024;150780823;CH ANNEXE CUEILHES;150780096;GEN;;;;;;;;;;;;;;;;;;;;;;;3;2;1;10473;6305;1669;5094;2550;138;1;2967;2962;;0.3;;;0;1;;;;;;;
PSY;2024;150780823;CH ANNEXE CUEILHES;150780096;INF;;1;;;10;;;;;2060;6;;;375;1339;;;;;2043;0;;4;1;;553;28;0;16;14;86;6;700;593;;;;;;;;29.21;11.56;2.1;0.91;0.78;11.49
PSY;2024;150780823;CH ANNEXE CUEILHES;150780096;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;641;;;;;;;;;;;;;;;;;;
PSY;2024;150780823;CH ANNEXE CUEILHES;150780096;TOT;1;;;1;10;;;;;2060;6;;;375;1339;;;;;2043;0;;7;3;1;11026;6333;1669;5751;2564;224;7;3717;3610;;0.3;;;;;;29.21;11.56;2.1;0.91;0.78;11.49
PSY;2024;150782944;CENTRE DE READAPTATION DE MAURS;150002566;GEN;;;;;30;;;;;10950;;;;66;6785;;;;;;;;;;;;;;;;;;45;;2;;;;0;1;;22.74;6.5;;0.5;;12
PSY;2024;150782944;CENTRE DE READAPTATION DE MAURS;150002566;TOT;0;;;0;30;;;;;10950;;;;66;6785;;;;;;;;;;;;;;;;;;45;;2;;;;;;;22.74;6.5;;0.5;;12
PSY;2024;160000345;CH CAMILLE CLAUDEL;160000501;GEN;;4;;;147;0;7;0;0;53655;69;0;7;1625;44660;0;0;0;0;4255;0;0;6;3;7;35624;12440;5554;22087;1252;9123;7;11078;9872;;15.57;;3.1;;;;405.86;241.04;81.62;18.54;6.93;9.73
PSY;2024;160000345;CH CAMILLE CLAUDEL;160000501;INF;;2;;;10;1;;;0;2920;79;0;6;185;2040;181;;;0;6560;0;0;8;1;6;16315;1269;759;1333;30;33;154;2050;1547;;5.93;;;;;;122.37;51.67;8.89;13.66;9.73;22.76
PSY;2024;160000345;CH CAMILLE CLAUDEL;160000501;PEN;;;;;0;;;;;0;0;;0;0;0;;;;;0;;0;;;;;;;1445;;;;288;276;;;;;;;;;;;;;
PSY;2024;160000345;CH CAMILLE CLAUDEL;160000501;TOT;1;;1;1;157;1;7;0;0;56575;148;0;13;1810;46700;181;0;0;0;10815;0;0;14;4;13;51939;13709;6313;24865;1282;9156;161;12817;11252;;21.5;;3.1;;;;528.23;292.71;90.51;32.2;16.66;32.49
PSY;2024;160008231;CLINIQUE VILLA BLEUE;160001038;GEN;;;;;39;;;;;14235;;;;440;11974;;;;;;;;;;;;;;;;;;404;;2;;;1.43;;;2;23.36;11.47;6.2;0.54;;
PSY;2024;160008231;CLINIQUE VILLA BLEUE;160001038;TOT;0;;;0;39;;;;;14235;;;;440;11974;;;;;;;;;;;;;;;;;;404;;2;;;1.43;;;2;23.36;11.47;6.2;0.54;;
PSY;2024;170020994;CATTP - HOPITAL JOUR PSY ADULT - S5;170780175;GEN;;2;;;32;0;;;;14096;20;;1;338;9176;;;;;2467;;754;2;0;2;13621;;1628;2405;357;1347;;2459;2324;;4.91;;;0;1;;94.27;64.05;0.05;6.25;0.6;4.53
PSY;2024;170020994;CATTP - HOPITAL JOUR PSY ADULT - S5;170780175;INF;;1;;;0;4;;;;;35;;;;;72;;;;5499;;;5;1;;13130;1705;;181;13;436;1498;1573;1424;;4.6;;;0;0;;69.41;26.31;;11.48;4.6;15.64
PSY;2024;170020994;CATTP - HOPITAL JOUR PSY ADULT - S5;170780175;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121;121;;;;;;;;;;;;;
PSY;2024;170020994;CATTP - HOPITAL JOUR PSY ADULT - S5;170780175;TOT;1;;;1;32;4;;;;14096;55;;1;338;9176;72;;;;7966;;754;7;1;2;26751;1705;1628;2586;370;1783;1498;4096;3815;;9.51;;;;;;163.68;90.36;0.05;17.73;5.2;20.17
PSY;2024;170780282;CLINIQUE HIPPOCRATE - SAUJON;170000186;GEN;;;;;65;;;;;23790;;;;496;20120;;;;;;;;;;;;;;;;;;447;;9;;;1.44;0;0;;19.17;11.19;6.88;0.6;0.5;
PSY;2024;170780282;CLINIQUE HIPPOCRATE - SAUJON;170000186;TOT;0;;;0;65;;;;;23790;;;;496;20120;;;;;;;;;;;;;;;;;;447;;9;;;1.44;;;;19.17;11.19;6.88;0.6;0.5;
PSY;2024;170780290;VILLA DU PARC - SAUJON;170000194;GEN;;;;;90;;;;;32940;;;;819;29804;;;;;;;;;;;;;;;;;;809;;9;;;;0;0;;27.09;17;7.59;2;0.5;
PSY;2024;170780290;VILLA DU PARC - SAUJON;170000194;TOT;0;;;0;90;;;;;32940;;;;819;29804;;;;;;;;;;;;;;;;;;809;;9;;;;;;;27.09;17;7.59;2;0.5;
PSY;2024;170782981;HOPITAL MARIUS LACROIX;170024194;GEN;;3;;;208;;11;;6;82125;84;;;1921;65613;0;3096;0;1448;10103;0;0;11;2;7;42380;11880;435;9443;2407;4629;25;10199;8614;;20.4;;5;0;1;;448.91;276.78;57.78;16.09;8.27;16.84
PSY;2024;170782981;HOPITAL MARIUS LACROIX;170024194;INF;;2;;;16;;;;;5840;67;7;;296;11100;0;;;0;8026;220;0;7;1;7;18739;364;3381;132;3;151;114;2668;2282;;7.9;;;0;1;;131.51;65;3.8;12.33;7.22;15.58
PSY;2024;170782981;HOPITAL MARIUS LACROIX;170024194;PEN;;;;;;;;;;;;;;0;0;;;;;0;;0;;;;;;;2029;;;;241;239;;1;;;;;;11.55;7.61;0;1.45;0;0
PSY;2024;170782981;HOPITAL MARIUS LACROIX;170024194;TOT;1;;11;1;224;;11;;6;87965;151;7;;2217;76713;0;3096;0;1448;18129;220;0;18;3;14;61119;12244;3816;11604;2410;4780;139;12928;11001;;29.3;;5;;;;591.97;349.39;61.58;29.87;15.49;32.42
PSY;2024;170783146;SERVICES PSYCHIATRIQUES JONZAC;170780050;GEN;;2;;;38;;;;;11400;40;2;;864;7292;0;0;0;0;284;46;0;9;11;5;33489;6945;6047;18710;644;2521;340;4973;4026;5;3.68;;;0;1;;102.61;68.23;1.8;12.78;12.29;7.5
PSY;2024;170783146;SERVICES PSYCHIATRIQUES JONZAC;170780050;INF;;1;;;;5;;;;;15;;;0;0;0;;;0;2260;0;0;3;3;5;15959;62;2229;330;59;2;115;1339;1196;2;2.7;;;0;0;;43.8;14.9;;13;4.9;11
