BOR;AN;FI;RS;FI_EJ;PSY_A45;PSY_A46;PSY_B45;PSY_B46;PSY_C45;PSY_C46;PSY_D45;PSY_D46;PSY_E45;PSY_E46;PSY_C22;PSY_C23;PSY_C24;PSY_C25;PSY_C26;PSY_C27;PSY_C28;PSY_D22;PSY_D23;PSY_D24;PSY_D25;PSY_D26;PSY_D27;PSY_D28;PSY_E22;PSY_E23;PSY_E24;PSY_E25;PSY_E26;PSY_E27;PSY_E28;PSY_A38;PSY_B38;PSY_A41;PSY_B41;PSY_A42;PSY_B42;PSY_A43;PSY_A44;PSY_A47;PSY_B47;PSY_A48;PSY_B48;PSY_A49;PSY_B49
PSY2;2024;850000175;CH LVO - SITE DE CHALLANS;850009010;;;;;;;;;;;5831;421;0;0;0;1581;94;2417;6;0;0;0;120;9;34029;86;0;1;0;1517;59;1;0.5;0;;0;;0;0;1;2;1;1;1;1659
PSY2;2024;850000258;CENTRE HOSPITALIER G. MAZURELLE;850000092;;;;;;;;;;;52352;4771;1557;;141;16650;6249;27293;461;117;;;645;540;121859;615;82;;;2739;1530;0;;0;;0;;0;0;;;;;1;0
PSY2;2024;860000017;CH HENRI LABORIT;860780048;3;3;964;852;1;1;328;289;1122;501;87263;1263;1487;9;297;19278;7753;33362;121;249;;29;3042;1015;138299;324;385;;6;983;1206;1;46;0;;1;21.85;0;0;1;5;1;10;1;13053
PSY2;2024;870000221;CLINIQUE SAINT MAURICE;870000973;;;;;;;;;;;11760;;;;;;;2393;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;870006137;CENTRE HOSPITALIER ESQUIROL;870002466;6;4;1196;1086;2;2;331;506;2432;1101;63913;3588;2094;33;186;11795;4808;22548;185;0;0;0;436;297;139404;538;527;0;0;1175;781;1;1.42;0;;0;;0;0;1;5;1;9;1;
PSY2;2024;880000088;CENTRE HOSPITALIER DE RAVENEL;880780119;;;;;;;;;230;15;54565;4305;777;13;0;8334;6069;11212;54;91;0;0;144;30;119758;688;375;5;17;333;440;1;10.94;0;;0;;0;0;1;5;1;7;0;
PSY2;2024;890002298;CLINIQUE DE REGENNES;890000672;;;;;;;;;;;36262;;;;;;;1988;;;;;;;;;;;;;;0;;0;;0;;0;0;;;;;0;
PSY2;2024;890002371;CLINIQUE KER YONNEC;890000722;;;;;;;;;;;48848;;;;;;;7865;;;;;;;;;;;;;;0;;0;;0;;0;0;;;;;0;
PSY2;2024;890975519;CTRE HOSPITALIER SPECIALISE AUXERRE;890000052;;;;;;;;;1894;359;40777;2571;873;58;107;8165;4609;12736;140;;;;;113;94560;261;33;60;572;303;321;1;0.3;0;;0;;0;0;1;;1;;1;1314
PSY2;2024;900002429;CHS ST REMY ET NFC CENTRE PIERRE ENGEL;700004096;;;;;;;;;;;22866;;;;;5;73;5749;;;;;;;33298;205;;;1;12;58;1;0.62;0;;0;;0;0;1;1;1;2;1;723
PSY2;2024;910000330;CHS BARTHELEMY DURAND;910140029;;;;;8;8;117;97;2271;2357;66099;11968;2913;;361;17034;11128;11568;104;;;;24;60;167622;2737;7;;2;6323;2712;1;3.23;0;;0;;0;0;;;;;1;449
PSY2;2024;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;;;;;;;;;;;13950;28466;1884;2;13;3379;5294;1163;4154;39;;;;170;58024;1799;0;0;0;199;20;0;;0;;1;33.3;0;0;1;1;1;10;0;
PSY2;2024;910110071;CH D'ORSAY DOMAINE DU GRAND MESNIL;910110055;;;;;;;;;;;12744;2257;361;;;8741;1830;11495;17;;;;471;;56021;658;35;;;1142;2723;1;6;0;;0;;0;0;0;;1;8;0;
PSY2;2024;910140037;HOPITAL PSYCHIATRIQUE L'EAU VIVE;750720914;;;;;;;;;;;16580;7217;654;;;7685;3797;;;;;;;;;;;;;;;0;;0;;0;;0;0;1;1;1;3;0;
PSY2;2024;910150010;CH FREDERIC HENRI MANHES;910014919;;;;;;;;;;;7474;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;910310028;CLINIQUE DU CHATEAU DE VILLEBOUZIN;920030269;;;;;;;;;;;140578;55;366;;;366;229;6591;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;920000577;CH DE NANTERRE;920110020;;;;;;;;;;;7374;942;1123;;106;2591;1347;371;28;7;;15;108;57;25447;282;33;;43;1243;74;1;2.05;0;;0;;0;0;0;;1;1;0;
PSY2;2024;920000650;HOPITAL FOCH;920150059;;;;;;;;;;;2233;;;;;;;;;;;;;;;;;;;;;1;1;0;;0;;0;0;0;;0;;0;
PSY2;2024;920001096;SAS MAISON DE SANTE BELLEVUE;920001096;;;;;;;;;;;28714;;;;;;;6343;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;920002177;CHS PUBLIC DE SANTE ERASME;920804465;0;0;0;0;6;6;385;291;754;753;25323;4197;848;258;0;5845;6698;12211;412;0;0;0;235;299;115238;1087;69;69;0;1132;740;1;2.14;0;;0;;0;0;1;1;1;8;1;719
PSY2;2024;920007408;CHS ROGER PREVOT DE NANTERRE;950140012;;;;;;;;;;;;;;;;;;17025;164;;;;271;50;64811;1268;44;;;944;391;0;;0;;0;;0;0;0;;1;1;1;101
PSY2;2024;920007549;MAISON DE SANTE DE ROCHEBRUNE;920007499;;;;;;;;;;;21425;;;;;;;2380;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;920027711;CHS PAUL GUIRAUD SITE CLAMART;940140049;;;;;;;;;;;20459;3108;3055;0;159;7101;12288;4680;39;0;0;0;214;69;62730;485;224;0;0;1615;1846;1;2;0;;0;;0;0;;;;;1;4
PSY2;2024;920039674;SAS CLINIQUE DU DAUPHINE;920039674;;;;;;;;;;;;;;;;;;1781;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;920100039;GHU APHP NUP SITE BEAUJON;750712184;;;;;;;;;;;;;;;;;;;;;;;;;3016;5;;;;9;2;1;0.5;0;;0;;0;0;;;;;0;
PSY2;2024;920100047;GHU APHP NUP SITE LOUIS MOURIER;750712184;;;;;;;;;;;8368;1677;;;;4746;698;1805;69;47;;;381;8;26156;1388;25;;;2072;239;1;2;0;;0;;0;0;;;;;1;
PSY2;2024;920100062;GHU APHP CUP SITE CELTON;750712184;;;;;;;;;;;12811;180;154;;;1451;863;2101;10;7;;;83;25;21812;49;15;;;872;785;0;;0;;0;;0;0;;;;;1;
PSY2;2024;920140019;CTRE DE SANTE MENTALE DE RUEIL MGEN;750005068;;;;;;;;;;;7600;1901;;;;3723;3157;4774;565;;;;331;197;14918;502;79;;;997;580;0;;0;;0;;0;0;;;;;0;
PSY2;2024;920140027;CLINIQUE FSEF SCEAUX;750720575;;;;;;;;;;;21426;;;;;;;6759;;;;;;;10356;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;920170081;HDJ ATELIER THERAP ELAN RETROUVE;750721391;;;;;;;;;;;;;;;;;;15729;;;;;;;893;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;920170115;CENTRE DU PARC DE SAINT CLOUD AVRAY;920718053;;;;;;;;;;;;;;;;;;7977;;;;;;;2214;;;;;;;0;;0;;0;;0;0;;;;;0;
PSY2;2024;920310026;CLINIQUE NEUROPSY LES PERVENCHES;920001070;;;;;;;;;;;20715;;;;;;;2474;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;920310034;CLINIQUE DU CHATEAU DE GARCHES;920001088;;;;;;;;;;;8851;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;920310059;CLINIQUE MEDICALE DE VILLE D AVRAY;920001104;;;;;;;;;;;14713;;;;;;;6123;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;920690278;HDJ LES LIERRES;920718186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6177;0;0;0;0;0;0;110;0;0;0;0;0;0;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;920811635;CAS POUR ADOLESCENTS DE SURESNES;780140059;;;;;6;6;567;553;851;555;2493;;;0;;0;;7375;;;0;;0;;33020;;;64;;5;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;930000336;CHI ROBERT BALLANGER;930110069;;;;;;;;;;;53918;2661;213;0;;8093;2578;7399;211;1;;;177;30;21924;274;31;;;649;124;;;0;;0;;0;1;0;;1;7;0;
PSY2;2024;930000344;CHS DE VILLE EVRARD;930140025;0;0;0;0;3;3;384;57;1212;167;85446;18525;3509;0;1;25152;26663;34535;376;101;0;0;144;15;359524;3405;336;5;0;1818;1410;1;7.53;0;;0;;0;0;1;1;1;30;1;1433
PSY2;2024;930001433;CMP DE SAINT DENIS;930110051;;;;;3;;366;;6692;;;;;;;;;1798;;;;;;;42406;;;;;;;1;0.63;0;;0;;0;0;0;;0;;0;
PSY2;2024;930004288;HDJ VALNEUVE;750720922;;;;;;;;;;;;;;;;;;6099;;;;;;;;;;;;;;0;;0;;0;;0;0;1;1;0;;0;
PSY2;2024;930020920;CLINIQUE PSY DE L ALLIANCE;920030269;;;;;;;;;;;35801;;;;;124;134;6662;;;;;;;;;;;;;;0;;0;;0;;0;0;1;1;1;3;0;
PSY2;2024;930026661;CENTRE AMBULATOIRE LIVRY GARGAN INICEA;690051594;;;;;;;;;;;;;;;;;;2482;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;930100037;GHU APHP HU PSSD SITE AVICENNE;750712184;;;;;;;;;;;;;;;;;;779;;;;;39;;11867;;;;;4;;1;;0;;0;;0;0;;;;;0;
PSY2;2024;930100045;GHU APHP HU PSSD SITE JEAN VERDIER;750712184;;;;;;;;;;;;;;;;;;;;;;;;;40;;;;;;;;;0;;0;;0;0;;;;;;
PSY2;2024;930310016;MAISON DE SANTE D EPINAY LE NOBLE AGE;440052041;;;;;;;;;;;64893;1406;;;;8601;3647;10354;;;;;;;;;;;;;;0;;0;;0;;0;0;1;9;1;6;0;
PSY2;2024;930817465;HDJ CENTRE JEAN MACE;930712716;;;;;;;;;;;;;;;;;;5957;;;;;;;73;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;940000573;CHI DE CRETEIL;940110018;;;;;;8;;1500;;;;;;;;;;5884;;;;;;;69501;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;940000599;CHI LUCIE ET RAYMOND AUBRAC;940110042;0;0;;;;;;;;;3909;1046;;;;431;200;2504;;;;;;;13844;413;31;;;25;;1;2;0;;0;;0;0;0;;1;2;0;
PSY2;2024;940000607;CHS FONDATION VALLEE;940140015;0;0;0;0;0;0;0;0;0;0;11676;0;0;0;0;0;0;9684;0;0;0;0;0;0;17906;0;0;0;0;0;0;1;1.5;0;;0;;0;0;1;2;0;0;0;
PSY2;2024;940000631;CH PAUL GUIRAUD;940140049;0;0;;;;;;;;;42145;22800;7916;1;15585;12430;20719;32104;300;12;;48;149;484;160651;1619;117;;76;2883;3437;1;2.5;1;145.32;1;40.2;1;0;1;5;1;10;1;144
PSY2;2024;940016868;LES HOPITAUX DE SAINT MAURICE;940016819;;;;;;;;;;;55665;5770;751;1;;11437;9167;;;;;;;;204910;2050;93;0;;3273;2271;0;;0;;0;;0;0;1;3;1;8;1;1258
PSY2;2024;940100027;GHU APHP HM SITE HENRI MONDOR;750712184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;20;0;;0;;0;;;;;;0;
PSY2;2024;940100035;GHU APHP SUN SITE CHARLES FOIX;750712184;;;;;;;;;;;6579;;;;;;;688;;;;;;;401;;;;;;;0;;0;;0;;0;0;0;;0;;;
PSY2;2024;940100043;GHU APHP UPS SITE KREMLIN BICETRE APHP;750712184;6;6;;;;;;;;;8778;;;;;;;1962;;;;;;;13874;9;;;;37;93;1;1;0;;0;;0;0;0;;0;;0;
PSY2;2024;940100068;GHU APHP UPS SITE PAUL BROUSSE;750712184;;;;;;;;;;;5201;529;279;;;2203;3543;947;1;;;;;321;18831;615;1;;;1583;2597;1;0.25;0;;0;;0;0;;;;;1;
PSY2;2024;940120017;HOPITAL INSTRUCTION DES ARMEES BEGIN;750821092;;;;;;;;;;;7803;;;;;;;243;;;;;;;10909;;;;;;;1;2;0;;0;;0;0;1;2;1;14;;
PSY2;2024;940170012;HDJ LIONEL VIDART FONDATION L BELLAN;750720609;;;;;;;;;;;;;;;;;;7117;;;;;;;672;;;;;;;0;;0;;0;;0;0;;;;;0;
PSY2;2024;940170137;HDJ DE CHEVILLY LARUE;750721391;;;;;;;;;;;;;;;;;;7427;;;;;;;296;;;;;;;;;0;;0;;0;0;;;;;;
PSY2;2024;940310014;MAISON DE SANTE NOGENT SUR MARNE;940000979;;;;;;;;;;;46365;;;;;;;3942;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;940310022;CLINIQUE JEANNE D ARC ST MANDE INICEA;940022163;;;;;;;;;;;35106;;;;;;;2767;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;940715170;APSI;940715170;;;;;;;;;;;;;;;;;;;;;;;;;6834;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;940721400;UDSM REG EST PARIS;940721400;;;;;;;;;;;7597;;;;;;;3062;;;;;;;46006;;;;;;;0;;0;;0;;0;0;;;;;0;
PSY2;2024;940807654;ASS CERPP BONNEUIL SUR MARNE;940807654;;;;;;;;;;;1112;;;;;;;2733;;;;;;;;;;;;;;0;;0;;0;;0;0;;;;;0;
PSY2;2024;950000307;CH VICTOR DUPOUY;950110015;;;;;;;;;;;3465;2413;508;;225;5055;519;12025;;;;;;;51167;144;;;;17;;1;0.75;0;;0;;0;0;1;3;1;2;0;
PSY2;2024;950000323;GHEM SIMONE VEIL SITE EAUBONNE;950013870;;;;;;;;;882;559;28480;1192;;;;5529;1615;7226;558;;;;431;0;45927;136;;43;;127;24;1;1.85;0;;0;;0;0;0;;1;9;1;872
PSY2;2024;950000331;CH GENERAL DE GONESSE;950110049;0;0;0;0;0;0;0;0;0;0;20806;2792;69;0;0;6971;945;8396;10;67;0;0;208;0;52040;319;20;0;0;274;12;1;1.4;0;;0;;0;0;0;;1;4;1;131
PSY2;2024;950000364;CH NOVO SITE RENE DUBOS;950110080;0;0;0;0;0;0;0;0;799;1210;5652;3334;330;;37;10175;2388;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;1;3;0;
PSY2;2024;950000398;CHS ROGER PREVOT DE MOISSELLES;950140012;;;;;;;;;;;40871;1625;869;;;2156;2599;;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;1;4;0;
PSY2;2024;950002568;CLINIQUE D ORGEMONT;920030269;;;;;;;;;;;103184;;;;;;;11293;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;950150052;CLINIQUE FSEF BOUFFEMONT;750720575;0;0;0;0;0;0;0;0;0;0;13829;0;0;0;0;0;0;1241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;1;1;0;;0;
PSY2;2024;950300301;CLINIQUE MEDICALE DU PARC ST OUEN;950000562;;;;;;;;;;;11876;;;;;;;2222;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;950310029;CENTRE PSYCHOTHERAPIE D OSNY - INICEA;950008938;;;;;;;;;;;25306;;;;;;;3467;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;950787135;CENTRE PSYCHOTHERAPIQUE LES OLIVIERS;950110080;0;0;0;0;0;0;0;0;;749;6317;4333;1403;;;4134;1158;;;;;;;;;;;;;;;;;0;;0;;0;0;0;;1;2;0;
PSY2;2024;950805671;APPARTEMENT THERAPEUTIQUE GONESSE;950803387;;;;;;;;;;;2196;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;970100111;LES NOUVELLES EAUX VIVES;970100343;;;;;;;;;;;1355;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;0;;;;;0;
PSY2;2024;970100251;CLINIQUE DE L'ESPÉRANCE;970100467;;;;;;;;;;;12122;;;;;;;1814;;;;;;;;;;;;;;0;;0;;0;;0;0;0;;0;;0;
PSY2;2024;970100400;C.H. LOUIS CONSTANT FLEMING;970100186;0;0;0;0;0;0;0;0;0;0;1803;371;356;124;0;1166;34;0;0;0;0;0;0;0;4766;453;0;0;0;0;0;1;1;0;;0;;0;0;0;;1;3;0;0
PSY2;2024;970100475;EPSM DE LA GUADELOUPE;970100277;;;;;;;;;;;41564;6484;2065;;633;19156;11524;15236;62;;;20;18;23;97265;581;65;;159;1979;1123;1;0.73;0;;1;18.69;0;0;0;;1;27;0;
PSY2;2024;970200069;CENTRE HOSPITALIER MAURICE DESPINOY;970202180;;;;;;;;;;;54480;6475;1774;112;1154;18373;2335;7342;14;0;0;0;7;10;108358;154;;;;602;7;0;;1;38;0;;0;0;0;1;1;5;1;1403
PSY2;2024;970209714;CLINIQUE DE L'ANSE COLAS;970210225;;;;;;;;;;;16179;;;;;;;6632;;;;;;;;;;;;;;0;;0;;0;;0;0;1;1;0;;0;
PSY2;2024;970211215;CHU DE MARTINIQUE SITE P.ZOBDA QUITMAN;970211207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;23.79;;1;;;;;0;
PSY2;2024;970300026;CENTRE HOSPITALIER DE CAYENNE;970302022;1;1;;;0;;;;264;332;19838;1577;803;;232;4020;;2488;227;;;;;;4148;1;18;;1058;;;1;5.82;0;;0;;0;0;1;2;1;6;0;
PSY2;2024;970300083;CENTRE HOSPITALIER  FRANCK-JOLY;970302121;;;;;;;;;;;2224;30;;;;;;;;;;;;;;;;;;;;1;6;0;;0;;0;0;;;;;0;
PSY2;2024;970400016;EPSMR-GRAND POURPIER (ST PAUL);970411005;;;;;;;;;4874;4527;36030;2774;1376;15;1270;19242;9504;12090;19;138;0;9;20;43;138871;135;52;0;34;720;337;1;10.63;1;42.81;1;35.07;0;0;1;4;1;17;1;
PSY2;2024;970400057;CHU SITE SUD (SAINT PIERRE);970408589;;;;;;;;;;;14420;1251;808;7;22;9192;1394;10646;97;87;5;;785;47;81876;1085;236;52;18;3269;449;;;0;;0;;0;0;;;;;;
PSY2;2024;970408753;CLINIQUE LES FLAMBOYANTS SUD;970408746;;;;;;;;;;;33008;;;;;;;11492;;;;;;;;;;;;;;0;;0;;0;;0;0;1;4;0;;0;
PSY2;2024;970411054;CLINIQUE LES FLAMBOYANTS EST;970411047;;;;;;;;;;;15130;;;;;;;3122;;;;;;;;;;;;;;0;;0;;0;;0;0;1;3;0;;0;
PSY2;2024;970467155;CLINIQUE LES FLAMBOYANTS OUEST;970467148;;;;;;;;;;;40033;;;;;;;14144;;;;;;;;;;;;;;0;;0;;0;;0;0;1;3;0;;0;
PSY2;2024;980500011;CHM;980500003;;;;;;;;;;;948;67;;;;1170;669;;;;;;;;12019;118;;;;799;97;0;;0;;0;;0;0;0;;1;2;0;
