BOR;AN;FI;RS;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT;DIALYSE_AA100;DIALYSE_AA101
DIALYSE;2024;090784679;AAIR UAD UDM ST LIZIER;310000633;1130X;;;;6;11;1274;;;;;;;
DIALYSE;2024;090784679;AAIR UAD UDM ST LIZIER;310000633;1140X;;;;6;11;1804;;;;;;;
DIALYSE;2024;090784679;AAIR UAD UDM ST LIZIER;310000633;TOT;0;;;;;;;2;;;;0;0
DIALYSE;2024;100000090;CENTRE HOSPITALIER DE TROYES;100000017;112AX;;;;1;;12;;;;;;;
DIALYSE;2024;100000090;CENTRE HOSPITALIER DE TROYES;100000017;112BA;;;;24;;12556;;;;;;;
DIALYSE;2024;100000090;CENTRE HOSPITALIER DE TROYES;100000017;1210;;;;;;;;;1;;;;
DIALYSE;2024;100000090;CENTRE HOSPITALIER DE TROYES;100000017;121CX;;;;1;;;;;1;;;;
DIALYSE;2024;100000090;CENTRE HOSPITALIER DE TROYES;100000017;122AX;;;;1;1;;;;24;;;;
DIALYSE;2024;100000090;CENTRE HOSPITALIER DE TROYES;100000017;122BX;;;;1;2;;;;;;;;
DIALYSE;2024;100000090;CENTRE HOSPITALIER DE TROYES;100000017;TOT;0;;;;;;1419;0;;34;8;1;1
DIALYSE;2024;100005958;UNITE D'AUTO-DIALYSE DE ROMILLY;510000953;112AX;;;;1;;1;;;;;;;
DIALYSE;2024;100005958;UNITE D'AUTO-DIALYSE DE ROMILLY;510000953;1140X;;;;13;15;2569;;;;;;;
DIALYSE;2024;100005958;UNITE D'AUTO-DIALYSE DE ROMILLY;510000953;TOT;0;;;;;;0;1;;1;0;0;0
DIALYSE;2024;100006550;UNITE DE DIALYSE DE ROSIERES PRES TROY;510000953;112AX;;;;3;0;173;;;;;;;
DIALYSE;2024;100006550;UNITE DE DIALYSE DE ROSIERES PRES TROY;510000953;1130X;;;;7;48;6785;;;;;;;
DIALYSE;2024;100006550;UNITE DE DIALYSE DE ROSIERES PRES TROY;510000953;1140X;;;;24;43;5929;;;;;;;
DIALYSE;2024;100006550;UNITE DE DIALYSE DE ROSIERES PRES TROY;510000953;1150A;;;;2;2;670;;;;;;;
DIALYSE;2024;100006550;UNITE DE DIALYSE DE ROSIERES PRES TROY;510000953;1210;;;;;29;;;;4793;;;;
DIALYSE;2024;100006550;UNITE DE DIALYSE DE ROSIERES PRES TROY;510000953;121AX;;;;;21;;;;3430;;;;
DIALYSE;2024;100006550;UNITE DE DIALYSE DE ROSIERES PRES TROY;510000953;121CX;;;;9;8;;;;1363;;;;
DIALYSE;2024;100006550;UNITE DE DIALYSE DE ROSIERES PRES TROY;510000953;TOT;0;;;;;;0;1;;38;9;0;1
DIALYSE;2024;110000023;CH CARCASSONNE;110780061;112BA;;;;27;101;12825;;;;;;;
DIALYSE;2024;110000023;CH CARCASSONNE;110780061;122AX;;;;1;1;;;;85;;;;
DIALYSE;2024;110000023;CH CARCASSONNE;110780061;122BX;;;;1;3;;;;40;;;;
DIALYSE;2024;110000023;CH CARCASSONNE;110780061;TOT;0;;;;;;1255;;;90;11;1;1
DIALYSE;2024;110004413;AIDER SANTE UAD NARBONNE;340000264;1140X;;;;11;35;4812;;;;;;;
DIALYSE;2024;110004413;AIDER SANTE UAD NARBONNE;340000264;TOT;0;;;;;;0;;;2;0;0;0
DIALYSE;2024;110004421;AIDER SANTE UAD CH LIMOUX QUILLAN;340000264;1140X;;;;6;14;2142;;;;;;;
DIALYSE;2024;110004439;AIDER SANTE UAD TREBES;340000264;1140X;;;;10;16;2680;;;;;;;
DIALYSE;2024;110005311;AIDER SANTE UDM CH CARCASSONNE;340000264;112AX;;;;2;2;957;;;;;;;
DIALYSE;2024;110005311;AIDER SANTE UDM CH CARCASSONNE;340000264;1130X;;;;10;44;5710;;;;;;;
DIALYSE;2024;110010535;AIDER SANTE DIALYSE DOMICILE NARBONNE;340000264;1150A;;;;7;7;735;;;;;;;
DIALYSE;2024;110010535;AIDER SANTE DIALYSE DOMICILE NARBONNE;340000264;1210;;;;;25;;;;405;;;;
DIALYSE;2024;110010535;AIDER SANTE DIALYSE DOMICILE NARBONNE;340000264;121AX;;;;;17;;;;266;;;;
DIALYSE;2024;110010535;AIDER SANTE DIALYSE DOMICILE NARBONNE;340000264;121CX;;;;8;8;;;;139;;;;
DIALYSE;2024;110010535;AIDER SANTE DIALYSE DOMICILE NARBONNE;340000264;TOT;0;;;;;;;;;0;0;0;1
DIALYSE;2024;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;112AX;;;;2;7;307;;;;;;;
DIALYSE;2024;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;112BA;;;;20;79;11807;;;;;;;
DIALYSE;2024;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;1130X;;;;8;31;4822;;;;;;;
DIALYSE;2024;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;1210;;;;;;;;;22;;;;
DIALYSE;2024;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;121AX;;;;;;;;;19;;;;
DIALYSE;2024;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;121CX;;;;1;;;;;3;;;;
DIALYSE;2024;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;122AX;;;;1;;;;;52;;;;
DIALYSE;2024;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;122BX;;;;1;11;;;;67;;;;
DIALYSE;2024;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;TOT;0;;;;;;763;2;;71;8;1;1
DIALYSE;2024;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;VACAN;;;;;;127;;;;;;;
DIALYSE;2024;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;112AX;;;;;;41;;;;;;;
DIALYSE;2024;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;112BA;;;;16;75;8898;;;;;;;
DIALYSE;2024;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;112BE;;;;;;1;;;;;;;
DIALYSE;2024;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;1210;;;;;;;;;552;;;;
DIALYSE;2024;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;121AX;;;;;;;;;240;;;;
DIALYSE;2024;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;121CX;;;;;;;;;312;;;;
DIALYSE;2024;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;122AX;;;;;;;;;54;;;;
DIALYSE;2024;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;122BX;;;;;;;;;124;;;;
DIALYSE;2024;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;TOT;0;;;;;;878;1;;63;9;1;1
DIALYSE;2024;120001748;AIDER SANTE UAD UDM MILLAU;340000264;112AX;;;;3;8;1546;;;;;;;
DIALYSE;2024;120001748;AIDER SANTE UAD UDM MILLAU;340000264;1130X;;;;12;28;4640;;;;;;;
DIALYSE;2024;120001748;AIDER SANTE UAD UDM MILLAU;340000264;1140X;;;;1;1;149;;;;;;;
DIALYSE;2024;120001748;AIDER SANTE UAD UDM MILLAU;340000264;TOT;0;;;;;;0;1;;10;0;0;0
DIALYSE;2024;120005228;AAIR UAD UDM RODEZ;310000633;1130X;;;;4;7;1141;;;;;;;
DIALYSE;2024;120005228;AAIR UAD UDM RODEZ;310000633;1140X;;;;8;27;4053;;;;;;;
DIALYSE;2024;120005228;AAIR UAD UDM RODEZ;310000633;TOT;0;;;;;;;2;;;;0;0
DIALYSE;2024;120007786;AAIR UAD UDM DD ST REMY;310000633;1130X;;;;4;8;1103;;;;;;;
DIALYSE;2024;120007786;AAIR UAD UDM DD ST REMY;310000633;1140X;;;;8;11;1322;;;;;;;
DIALYSE;2024;120007786;AAIR UAD UDM DD ST REMY;310000633;TOT;0;;;;;;;2;;;;0;0
DIALYSE;2024;120009782;AIDER SANTE DIALYSE DOMICILE MILLAU;340000264;1210;;;;;0;;;;4;;;;
DIALYSE;2024;120009782;AIDER SANTE DIALYSE DOMICILE MILLAU;340000264;121CX;;;;2;0;;;;4;;;;
DIALYSE;2024;120009782;AIDER SANTE DIALYSE DOMICILE MILLAU;340000264;122AX;;;;1;;;;;1;;;;
DIALYSE;2024;120009782;AIDER SANTE DIALYSE DOMICILE MILLAU;340000264;TOT;0;;;;;;;;;0;0;0;1
DIALYSE;2024;130000409;CHI SITE D'AIX EN PROVENCE;130041916;112BA;;;;20;220;11073;;;;;;;
DIALYSE;2024;130000409;CHI SITE D'AIX EN PROVENCE;130041916;1210;;;;;2;;;;81;;;;
DIALYSE;2024;130000409;CHI SITE D'AIX EN PROVENCE;130041916;121AX;;;;;1;;;;5;;;;
DIALYSE;2024;130000409;CHI SITE D'AIX EN PROVENCE;130041916;121CX;;;;1;1;;;;76;;;;
DIALYSE;2024;130000409;CHI SITE D'AIX EN PROVENCE;130041916;122AX;;;;1;0;;;;8;;;;
DIALYSE;2024;130000409;CHI SITE D'AIX EN PROVENCE;130041916;122BX;;;;2;0;;;;10;;;;
DIALYSE;2024;130000409;CHI SITE D'AIX EN PROVENCE;130041916;TOT;0;;;;;;1024;2;;39;1;1;1
DIALYSE;2024;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;112AX;;;;1;15;474;;;;;;;
DIALYSE;2024;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;112BA;;;;16;73;10507;;;;;;;
DIALYSE;2024;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;1130X;;;;12;49;6898;;;;;;;
DIALYSE;2024;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;122BX;;;;1;1;;;;21;;;;
DIALYSE;2024;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;TOT;0;;;;;;683;1;;46;5;1;1
DIALYSE;2024;130008287;ADPC UNITE D'AUTODIALYSE MARSEILLE 02;130006810;1140X;;;;18;28;5006;;;;;;;
DIALYSE;2024;130024268;NEPHROCARE SALON CENTRE D'HEMODIALYSE;130050545;112AX;;;;1;2;287;;;;;;;
DIALYSE;2024;130024268;NEPHROCARE SALON CENTRE D'HEMODIALYSE;130050545;112BA;;;;8;28;4157;;;;;;;
DIALYSE;2024;130024268;NEPHROCARE SALON CENTRE D'HEMODIALYSE;130050545;1130X;;;;8;29;4219;;;;;;;
DIALYSE;2024;130024268;NEPHROCARE SALON CENTRE D'HEMODIALYSE;130050545;1150A;;;;3;3;1028;;;;;;;
DIALYSE;2024;130024268;NEPHROCARE SALON CENTRE D'HEMODIALYSE;130050545;TOT;0;;;;;;;1;;16;;1;0
DIALYSE;2024;130034002;DIAVERUM PROVENCE SALON;690049895;1130X;;;;21;66;9847;;;;;;;
DIALYSE;2024;130034002;DIAVERUM PROVENCE SALON;690049895;1140X;;;;3;8;1034;;;;;;;
DIALYSE;2024;130034002;DIAVERUM PROVENCE SALON;690049895;TOT;0;;;;;;0;;;23;0;0;0
DIALYSE;2024;130034044;DIAVERUM PROVENCE MARIGNANE SITE CLIN;690049895;1130X;;;;10;44;6276;;;;;;;
DIALYSE;2024;130034044;DIAVERUM PROVENCE MARIGNANE SITE CLIN;690049895;1140X;;;;2;11;1734;;;;;;;
DIALYSE;2024;130034044;DIAVERUM PROVENCE MARIGNANE SITE CLIN;690049895;TOT;0;;;;;;0;;;13;;0;0
DIALYSE;2024;130034093;DIAVERUM PROVENCE HE MARSEILLE 3E;690049895;1130X;;;;12;48;7145;;;;;;;
DIALYSE;2024;130034093;DIAVERUM PROVENCE HE MARSEILLE 3E;690049895;1140X;;;;2;6;751;;;;;;;
DIALYSE;2024;130034093;DIAVERUM PROVENCE HE MARSEILLE 3E;690049895;1150A;;;;4;3;721;;;;;;;
DIALYSE;2024;130034093;DIAVERUM PROVENCE HE MARSEILLE 3E;690049895;TOT;0;;;;;;0;;;17;0;0;0
DIALYSE;2024;130034531;DIAVERUM PROVENCE ARLES SITE CH;690049895;112BA;;;;24;77;14525;;;;;;;
DIALYSE;2024;130034531;DIAVERUM PROVENCE ARLES SITE CH;690049895;1130X;;;;4;51;7682;;;;;;;
DIALYSE;2024;130034531;DIAVERUM PROVENCE ARLES SITE CH;690049895;TOT;0;;;;;;0;;;42;;1;0
DIALYSE;2024;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;130006810;1140X;;;;14;33;5431;;;;;;;
DIALYSE;2024;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;130006810;1150A;;;;12;12;4166;;;;;;;
DIALYSE;2024;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;130006810;1210;;;;;25;;;;1443;;;;
DIALYSE;2024;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;130006810;121AX;;;;;6;;;;258;;;;
DIALYSE;2024;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;130006810;121CX;;;;10;19;;;;1185;;;;
DIALYSE;2024;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;130006810;122AX;;;;0;0;;;;20;;;;
DIALYSE;2024;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;130006810;TOT;0;;;;;;;;;;16;0;1
DIALYSE;2024;130035223;BOUCHARD AUTODIALYSE ACTIPOLE 12 MRS;130001415;1140X;;;;3;5;464;;;;;;;
DIALYSE;2024;130035959;ADPC UDM MARSEILLE SITE HOP CONCEPT;130006810;112AX;;;;2;4;525;;;;;;;
DIALYSE;2024;130035959;ADPC UDM MARSEILLE SITE HOP CONCEPT;130006810;1130X;;;;14;35;5257;;;;;;;
DIALYSE;2024;130036650;ATUP AUTODIALYSE VITROLLES;130016058;1140X;;;;18;29;4709;;;;;;;
DIALYSE;2024;130036650;ATUP AUTODIALYSE VITROLLES;130016058;TOT;0;;;;;;;0;;7;;0;0
DIALYSE;2024;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;130029218;112AX;;;;1;1;108;;;;;;;
DIALYSE;2024;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;130029218;112BA;;;;25;112;17868;;;;;;;
DIALYSE;2024;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;130029218;1130X;;;;16;38;5379;;;;;;;
DIALYSE;2024;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;130029218;1140X;;;;5;3;398;;;;;;;
DIALYSE;2024;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;130029218;1150A;;;;3;3;765;;;;;;;
DIALYSE;2024;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;130029218;1210;;;;;12;;;;435;;;;
DIALYSE;2024;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;130029218;121AX;;;;;9;;;;282;;;;
DIALYSE;2024;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;130029218;121CX;;;;10;3;;;;153;;;;
DIALYSE;2024;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;130029218;122AX;;;;3;1;;;;210;;;;
DIALYSE;2024;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;130029218;TOT;0;;;;;;0;;;42;0;1;1
DIALYSE;2024;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;130029218;VACAN;;;;2;48;480;;;;;;;
DIALYSE;2024;130044845;ATUP AUTO DIALYSE MARSEILLE 13;130016058;1140X;;;;12;43;6571;;;;;;;
DIALYSE;2024;130044845;ATUP AUTO DIALYSE MARSEILLE 13;130016058;TOT;0;;;;;;;;;6;;0;0
DIALYSE;2024;130050396;ADPC MARTIGUES SITE CH;130006810;1140X;;;;1;6;832;;;;;;;
DIALYSE;2024;130050404;ADPC MARSEILLE NORD SITE CH;130006810;112AX;;;;1;1;6;;;;;;;
DIALYSE;2024;130050404;ADPC MARSEILLE NORD SITE CH;130006810;1130X;;;;7;5;298;;;;;;;
DIALYSE;2024;130050412;DIAVERUM PROVENCE HPC TARASCON;690049895;1130X;;;;6;11;1240;;;;;;;
DIALYSE;2024;130050412;DIAVERUM PROVENCE HPC TARASCON;690049895;TOT;0;;;;;;;;;11;;0;0
DIALYSE;2024;130051741;ADPC AUTODIALYSE ALLAUCH;130006810;1140X;;;;4;2;199;;;;;;;
DIALYSE;2024;130780521;APHM HOPITAL NORD;130786049;TOT;0;;;;;;389;;;;;0;0
DIALYSE;2024;130781867;CLINIQUE DE LA CIOTAT;130000813;1130X;;;;20;32;4769;;;;;;;
DIALYSE;2024;130781867;CLINIQUE DE LA CIOTAT;130000813;TOT;0;;;;;;0;;;5;;0;0
DIALYSE;2024;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;112BA;;;;64;;29268;;;;;;;
DIALYSE;2024;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;122AX;;;;1;;;;;633;;;;
DIALYSE;2024;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;TOT;0;;;;;;2051;;;;;1;1
DIALYSE;2024;130783293;APHM HOPITAL LA TIMONE;130786049;TOT;0;;;;;;804;;;;;0;0
DIALYSE;2024;130783327;CLINIQUE BOUCHARD;130001415;112BA;;;;40;155;20064;;;;;;;
DIALYSE;2024;130783327;CLINIQUE BOUCHARD;130001415;1130X;;;;8;7;895;;;;;;;
DIALYSE;2024;130783327;CLINIQUE BOUCHARD;130001415;1140X;;;;3;3;461;;;;;;;
DIALYSE;2024;130783327;CLINIQUE BOUCHARD;130001415;1210;;;;;25;;;;1448;;;;
DIALYSE;2024;130783327;CLINIQUE BOUCHARD;130001415;121AX;;;;;19;;;;1208;;;;
DIALYSE;2024;130783327;CLINIQUE BOUCHARD;130001415;121CX;;;;1;6;;;;240;;;;
DIALYSE;2024;130783327;CLINIQUE BOUCHARD;130001415;122AX;;;;1;4;;;;259;;;;
DIALYSE;2024;130783327;CLINIQUE BOUCHARD;130001415;122BX;;;;1;1;;;;79;;;;
DIALYSE;2024;130783327;CLINIQUE BOUCHARD;130001415;TOT;0;;;;;;135;;;62;16;1;1
DIALYSE;2024;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;TOT;0;;;;;;45;;;;;0;0
DIALYSE;2024;130784481;DIAVERUM PROVENCE MARSEILLE 8E;690049895;112AX;;;;1;;10;;;;;;;
DIALYSE;2024;130784481;DIAVERUM PROVENCE MARSEILLE 8E;690049895;112BA;;;;71;273;43174;;;;;;;
DIALYSE;2024;130784481;DIAVERUM PROVENCE MARSEILLE 8E;690049895;1130X;;;;4;42;5569;;;;;;;
DIALYSE;2024;130784481;DIAVERUM PROVENCE MARSEILLE 8E;690049895;1210;;;;;5;;;;1674;;;;
DIALYSE;2024;130784481;DIAVERUM PROVENCE MARSEILLE 8E;690049895;121AX;;;;;5;;;;1674;;;;
DIALYSE;2024;130784481;DIAVERUM PROVENCE MARSEILLE 8E;690049895;122AX;;;;1;;;;;77;;;;
DIALYSE;2024;130784481;DIAVERUM PROVENCE MARSEILLE 8E;690049895;TOT;1;3;156;;;;0;;;121;7;1;1
DIALYSE;2024;130785652;HOPITAL SAINT JOSEPH;130014228;TOT;0;;;;;;316;;;;;0;0
DIALYSE;2024;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;112BE;;;;3;2;457;;;;;;;
DIALYSE;2024;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;1210;;;;;2;;;;;;;;
DIALYSE;2024;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;121CX;;;;;2;;;;;;;;
DIALYSE;2024;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;122AX;;;;2;1;;;;0;;;;
DIALYSE;2024;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;122BX;;;;2;1;;;;1308;;;;
DIALYSE;2024;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;TOT;0;;;;;;104;;;5;3;1;1
DIALYSE;2024;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;VACAN;;;;4;;;;;;;;;
DIALYSE;2024;130806029;ADPC UDM AUTO PERIT DOM AIX;130006810;112AX;;;;1;1;498;;;;;;;
DIALYSE;2024;130806029;ADPC UDM AUTO PERIT DOM AIX;130006810;1130X;;;;16;49;7473;;;;;;;
DIALYSE;2024;130806029;ADPC UDM AUTO PERIT DOM AIX;130006810;1140X;;;;2;5;843;;;;;;;
DIALYSE;2024;130806029;ADPC UDM AUTO PERIT DOM AIX;130006810;1150A;;;;3;3;1028;;;;;;;
DIALYSE;2024;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;130016058;112AX;;;;2;2;232;;;;;;;
DIALYSE;2024;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;130016058;1130X;;;;23;75;12553;;;;;;;
DIALYSE;2024;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;130016058;1140X;;;;1;4;414;;;;;;;
DIALYSE;2024;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;130016058;1150A;;;;12;12;2771;;;;;;;
DIALYSE;2024;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;130016058;1210;;;;;9;;;;406;;;;
DIALYSE;2024;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;130016058;121AX;;;;;5;;;;215;;;;
DIALYSE;2024;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;130016058;121CX;;;;1;4;;;;191;;;;
DIALYSE;2024;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;130016058;122AX;;;;1;1;;;;102;;;;
DIALYSE;2024;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;130016058;TOT;0;;;;;;;;;17;2;0;1
DIALYSE;2024;130806417;ADPC UNITE D'AUTODIALYSE AUBAGNE;130006810;1140X;;;;7;3;514;;;;;;;
DIALYSE;2024;130809809;CTRE D'HEMODIALYSE DE PROVENCE AUBAGNE;130007156;112AX;;;;2;0;77;;;;;;;
DIALYSE;2024;130809809;CTRE D'HEMODIALYSE DE PROVENCE AUBAGNE;130007156;112BA;;;;24;312;15766;;;;;;;
DIALYSE;2024;130809809;CTRE D'HEMODIALYSE DE PROVENCE AUBAGNE;130007156;1130X;;;;12;136;7840;;;;;;;
DIALYSE;2024;130809809;CTRE D'HEMODIALYSE DE PROVENCE AUBAGNE;130007156;1140X;;;;6;12;747;;;;;;;
DIALYSE;2024;130809809;CTRE D'HEMODIALYSE DE PROVENCE AUBAGNE;130007156;1150A;;;;1;1;178;;;;;;;
DIALYSE;2024;130809809;CTRE D'HEMODIALYSE DE PROVENCE AUBAGNE;130007156;TOT;0;;;;;;0;24;;44;0;1;0
DIALYSE;2024;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;112AX;;;;1;;15;;;;;;;
DIALYSE;2024;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;112BA;;;;20;;10007;;;;;;;
DIALYSE;2024;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;1130X;;;;1;;613;;;;;;;
DIALYSE;2024;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;122AX;;;;1;;;;;30;;;;
DIALYSE;2024;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;122BX;;;;1;;;;;;;;;
DIALYSE;2024;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;TOT;0;;;;;;547;;;;;1;1
DIALYSE;2024;140000209;CHU CAEN;140000100;112AX;;;;2;10;593;;;;;;;
DIALYSE;2024;140000209;CHU CAEN;140000100;112BA;;;;28;110;16796;;;;;;;
DIALYSE;2024;140000209;CHU CAEN;140000100;112BE;;;;1;1;225;;;;;;;
DIALYSE;2024;140000209;CHU CAEN;140000100;1130X;;;;8;17;854;;;;;;;
DIALYSE;2024;140000209;CHU CAEN;140000100;122AX;;;;2;1;;;;1;;;;
DIALYSE;2024;140000209;CHU CAEN;140000100;122BX;;;;1;8;;;;78;;;;
DIALYSE;2024;140000209;CHU CAEN;140000100;TOT;0;;;;;;2080;4;;58;11;1;1
DIALYSE;2024;140002254;ANIDER HEROUVILLE SAINT CLAIR;140000852;1130X;;;;14;39;6086;;;;;;;
DIALYSE;2024;140002254;ANIDER HEROUVILLE SAINT CLAIR;140000852;1140X;;;;10;43;6721;;;;;;;
DIALYSE;2024;140002254;ANIDER HEROUVILLE SAINT CLAIR;140000852;1150A;;;;28;28;8733;;;;;;;
DIALYSE;2024;140002254;ANIDER HEROUVILLE SAINT CLAIR;140000852;1210;;;;;47;;;;2457;;;;
DIALYSE;2024;140002254;ANIDER HEROUVILLE SAINT CLAIR;140000852;121AX;;;;;31;;;;1606;;;;
DIALYSE;2024;140002254;ANIDER HEROUVILLE SAINT CLAIR;140000852;121CX;;;;16;16;;;;851;;;;
DIALYSE;2024;140002254;ANIDER HEROUVILLE SAINT CLAIR;140000852;TOT;0;;;;;;;;;;;0;1
DIALYSE;2024;140017237;HOPITAL PRIVE ST MARTIN;140003278;112AX;;;;1;0;224;;;;;;;
DIALYSE;2024;140017237;HOPITAL PRIVE ST MARTIN;140003278;112BA;;;;24;260;12279;;;;;;;
DIALYSE;2024;140017237;HOPITAL PRIVE ST MARTIN;140003278;1130X;;;;4;49;1787;;;;;;;
DIALYSE;2024;140017237;HOPITAL PRIVE ST MARTIN;140003278;122AX;;;;3;2;;;;59;;;;
DIALYSE;2024;140017237;HOPITAL PRIVE ST MARTIN;140003278;122BX;;;;3;6;;;;37;;;;
DIALYSE;2024;140017237;HOPITAL PRIVE ST MARTIN;140003278;TOT;0;;;;;;599;;;41;7;1;1
DIALYSE;2024;140017237;HOPITAL PRIVE ST MARTIN;140003278;VACAN;;;;3;81;;;;;;;;
DIALYSE;2024;140027434;ANIDER - HONFLEUR;140000852;1140X;;;;10;27;4154;;;;;;;
DIALYSE;2024;140027434;ANIDER - HONFLEUR;140000852;1150A;;;;2;2;401;;;;;;;
DIALYSE;2024;140027434;ANIDER - HONFLEUR;140000852;1210;;;;;7;;;;385;;;;
DIALYSE;2024;140027434;ANIDER - HONFLEUR;140000852;121AX;;;;;3;;;;160;;;;
DIALYSE;2024;140027434;ANIDER - HONFLEUR;140000852;121CX;;;;4;4;;;;225;;;;
DIALYSE;2024;140027434;ANIDER - HONFLEUR;140000852;TOT;0;;;;;;;;;;;0;1
DIALYSE;2024;140028895;ANIDER - BAYEUX;140000852;1140X;;;;12;22;3497;;;;;;;
DIALYSE;2024;150001758;AURA SANTE SAINT FLOUR;630000990;112AX;;;;1;1;126;;;;;;;
DIALYSE;2024;150001758;AURA SANTE SAINT FLOUR;630000990;1130X;;;;7;27;4850;;;;;;;
DIALYSE;2024;150001758;AURA SANTE SAINT FLOUR;630000990;1140X;;;;2;2;528;;;;;;;
DIALYSE;2024;150001758;AURA SANTE SAINT FLOUR;630000990;TOT;0;;;;;;;;;4;;0;0
DIALYSE;2024;150003416;UNITE DE DIALYSE - CH DE MAURIAC;150000271;1130X;;;;7;12;1914;;;;;;;
DIALYSE;2024;150003416;UNITE DE DIALYSE - CH DE MAURIAC;150000271;1140X;;;;1;2;312;;;;;;;
DIALYSE;2024;150003416;UNITE DE DIALYSE - CH DE MAURIAC;150000271;TOT;1;1;14;;;;0;;;;;0;0
DIALYSE;2024;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;112AX;;;;1;;58;;;;;;;
DIALYSE;2024;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;112BA;;;;19;71;11521;;;;;;;
DIALYSE;2024;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;1140X;;;;4;10;1204;;;;;;;
DIALYSE;2024;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;TOT;1;1;7;;;;0;;;22;0;1;0
