BOR;AN;FI;RS;FI_EJ;ORG_A1;ORG_B1;ORG_C1;ORG_A2;ORG_B2;ORG_C2;ORG_A24;ORG_B24;ORG_C24;ORG_A3;ORG_B3;ORG_C3;ORG_A6;ORG_B6;ORG_C6;ORG_A7;ORG_B7;ORG_C7;ORG_A8;ORG_B8;ORG_C8;ORG_A10;ORG_B10;ORG_C10;ORG_A11;ORG_B11;ORG_C11;ORG_A25;ORG_A26;ORG_A27;ORG_A17;ORG_A18;ORG_A19;ORG_A20;ORG_A21;ORG_A22;ORG_A23
ORG;2024;070780424;CLINIQUE PASTEUR;070000245;;;;;;;;;;;;;;;;;;;;;;67;;;;;;0;1;2;0;;;;;;
ORG;2024;070783824;MAISON DE CURE DU MONTOULON;070002878;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;1;1;0;;;;;;
ORG;2024;070784897;CENTRE DE POST-CURE CROIX BLEUE VIRAC;750820680;;;;1;A;B;;;;;;;;;;1;A;;;;;26;D;C;;;;1;0;;1;1;DRÔME-ARDÈCHE-VERCORS;;;;
ORG;2024;070786231;AURAL UNITE DIALYSE CH AUBENAS;690796552;;;;;;;;;;;;;;;;;;;;;;5;C;D;;;;0;0;;0;;;;;;
ORG;2024;070786249;AURAL UNITE DIALYSE CH ANNONAY;690796552;;;;;;;;;;;;;;;;;;;;;;3;C;A;;;;0;0;;0;;;;;;
ORG;2024;080000136;CLINIQUE DE LA POINTE;920030269;;;;;;;;;;;;;;;;;;;;;;24;C;D;;;;0;1;1;0;;;;;;
ORG;2024;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;;;;1;D;;;;;;;;1;A;D;;;;;;;73;A;C;;;;0;0;;;;;;;;
ORG;2024;080000250;CRF POUR ADULTES;540019726;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;NORD ARDENNES;;;;
ORG;2024;080000268;SOINS DE SUITE SAINT JULIEN;540019726;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;1;1;NORD ARDENNES;;;;
ORG;2024;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;;;;2;D;A;;;;;;;1;A;;;;;;;;73;A;C;;;;1;0;;;;;;;;
ORG;2024;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;1;C;;1;A;;1;C;D;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;
ORG;2024;080002140;CRF POUR ENFANTS DE WARNECOURT;540019726;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;1;1;NORD ARDENNES;;;;
ORG;2024;080005846;UNITE D AUTODIALYSE DE BAZEILLES;510000953;;;;;;;;;;;;;;;;;;;;;;1;;;;;;0;0;;0;;;;;;
ORG;2024;080010465;GCS TERRIT ARDEN NORD SITE CH SEDAN;080010242;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;1;1;NORD ARDENNES;;;;
ORG;2024;080010473;GCS TERRIT ARDEN NORD SITE CH CHARLEVI;080010242;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;1;1;NORD ARDENNES;;;;
ORG;2024;080010523;CLINIQUE DU PARC;920030269;1;C;;;;;;;;;;;;;;;;;;;;30;C;D;;;;0;;;0;;;;;;
ORG;2024;080011182;UAD ET UDM ARPDD;510000953;;;;;;;;;;;;;;;;;;;;;;1;;;;;;0;0;;0;;;;;;
ORG;2024;090000019;CH SAINT LOUIS AX LES THERMES;090180019;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;1;PYRÉNÉES ARIÉGEOISES;;;;
ORG;2024;090000175;CHIVA SITE ST JEAN DE VERGES;090781774;;;;1;D;;;;;;;;;;;1;D;;;;;447;D;;;;;0;1;2;1;1;PYRÉNÉES ARIÉGEOISES;;;;
ORG;2024;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;;;;1;C;;;;;;;;1;A;;;;;1;B;;27;;;;;;1;1;2;;;;;;;
ORG;2024;090002833;AAIR UAD UDM DD PAMIERS;310000633;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;0;;0;;;;;;
ORG;2024;090003823;USLD ST LIZIER CH ARIEGE COUSERANS;090781816;;;;1;C;;;;;;;;1;B;;;;;;;;3;;;;;;1;1;2;;;;;;;
ORG;2024;100000082;CLINIQUE DU PAYS DE SEINE;100001148;;;;;;;;;;;;;;;;1;D;;;;;1;C;;;;;0;1;2;0;;;;;;
ORG;2024;100000090;CENTRE HOSPITALIER DE TROYES;100000017;;;;2;D;;;;;;;;1;A;;1;D;;;;;200;A;C;;;;1;1;2;;;;;;;
ORG;2024;100000108;EPSMA;100000033;;;;;;;;;;;;;1;A;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2024;100000116;CENTRE HOSPITALIER DE BAR SUR AUBE;100000041;;;;1;B;;;;;;;;1;A;;;;;;;;8;A;B;;;;1;0;;0;;;;;;
ORG;2024;100000140;CH DE PROXIMITE CHRISTIAN BRAUN;100000058;;;;;;;;;;;;;1;A;;;;;;;;1;D;;;;;1;1;2;;;;;;;
ORG;2024;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;;;;;;;;;;;;;;;;2;D;;;;;;;;;;;0;1;2;;;;;;;
ORG;2024;100000801;HOPITAL LOCAL DE NOGENT-SUR-SEINE;100006279;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;0;;;;;;
ORG;2024;100005958;UNITE D'AUTO-DIALYSE DE ROMILLY;510000953;;;;;;;;;;;;;;;;;;;;;;1;;;;;;0;0;;0;;;;;;
ORG;2024;100007285;INSTITUT ASCLEPIADE;100011287;;;;;;;;;;;;;;;;;;;;;;14;;;;;;0;1;2;0;;;;;;
ORG;2024;100007699;HAD GHAM;100006279;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;;;
ORG;2024;100010362;GCS PATCS CRRF COS PASTEUR 1;100010347;;;;;;;;;;;;;1;A;;;;;;;;2;C;;;;;1;1;2;1;1;AUBE ET SÉZANNAIS;;;;
ORG;2024;100010545;CLINIQUE KORIAN;310025010;;;;;;;;;;;;;;;;;;;;;;6;A;;2;D;;1;1;2;0;;;;;;
ORG;2024;100010578;GCS PATCS HAD;100010347;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;1;1;AUBE ET SÉZANNAIS;;;;
ORG;2024;100010818;GCS HOPITAL PRIVE DE L'AUBE SITE CLQ;100010792;1;C;D;;;;;;;;;;;;;;;;;;;10;C;D;;;;1;1;2;1;1;AUBE ET SÉZANNAIS;;;;
ORG;2024;100011477;GCS PATCS CRRF COS PASTEUR 2;100010347;;;;;;;;;;;;;1;A;;;;;;;;;;;;;;1;1;2;1;1;AUBE ET SÉZANNAIS;;;;
ORG;2024;100013010;GCS PAYS DE SEINE - ET EXPLOITANT;100012996;;;;;;;;;;;;;;;;1;D;;;;;1;C;;;;;;1;2;0;;;;;;
ORG;2024;110000023;CH CARCASSONNE;110780061;;;;4;A;C;;;;;;;4;A;B;1;D;;;;;86;C;A;13;C;A;1;1;1;;;;;;;
ORG;2024;110000049;CH JP CASSABEL CASTELNAUDARY;110780087;1;A;C;3;A;F;1;C;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;;;
ORG;2024;110000056;CH NARBONNE;110780137;;;;3;A;B;;;;;;;;;;;;;2;C;;151;A;C;32;C;D;0;0;;0;;;;;;
ORG;2024;110000189;CH LIMOUX QUILLAN SITE DE LIMOUX;110780707;;;;1;C;;;;;;;;;;;;;;;;;11;C;D;;;;;;;;;;;;;
ORG;2024;110000247;CH LEZIGNAN CORBIERES;110780772;;;;1;D;;;;;;;;;;;;;;;;;27;D;;;;;1;1;2;1;1;GHT DES CH DE PERPIGNAN-NARBONNE-LEZIGNAN-CORBIERES-PORT-LA-NOUVELLE-PRADES;;;;
ORG;2024;110000262;CH FRANCIS VALS PORT LA NOUVELLE;110781010;;;;1;D;;;;;;;;;;;;;;;;;20;C;A;;;;0;1;2;0;;;;;;
ORG;2024;110003118;CL DU SUD CARCASSONNE;110007341;;;;;;;;;;;;;;;;;;;;;;42;C;D;;;;1;1;2;0;;;;;;
ORG;2024;110004413;AIDER SANTE UAD NARBONNE;340000264;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;1;0;;0;;;;;;
ORG;2024;110004421;AIDER SANTE UAD CH LIMOUX QUILLAN;340000264;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;0;;0;;;;;;
ORG;2024;110004439;AIDER SANTE UAD TREBES;340000264;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;;;;0;;;;;;
ORG;2024;110004942;LES QUATRE FONTAINES KORIAN NARBONNE;310021324;0;;;1;A;A;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;1;2;0;;;;;;
ORG;2024;110005048;HAD HOPITAL PRIVE DU GRAND NARBONNE;110000114;;;;;;;;;;;;;;;;;;;;;;25;C;;;;;0;1;2;1;1;GHT DES CH DE PERPIGNAN-NARBONNE-LEZIGNAN-CORBIERES-PORT-LA-NOUVELLE-PRADES;;;;
ORG;2024;110005311;AIDER SANTE UDM CH CARCASSONNE;340000264;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;;;;0;;;;;;
ORG;2024;110005394;HAD KORIAN PAYS DES QUATRE VENTS CARCA;310025010;;;;;;;;;;;;;;;;;;;;;;31;C;;;;;1;0;;0;;;;;;
ORG;2024;110007630;SSR CTRE LORDAT CASTELNAUDARY;110008810;;;;2;F;A;;;;;;;1;B;;;;;;;;21;C;D;;;;1;1;2;0;;;;;;
ORG;2024;110010535;AIDER SANTE DIALYSE DOMICILE NARBONNE;340000264;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;;;;0;;;;;;
ORG;2024;110780152;CLINIQUE DE MIREMONT BADENS;110000064;;;;;;;;;;;;;;;;;;;;;;12;C;;;;;1;1;2;0;;;;;;
ORG;2024;110780194;CL CHRISTINA CHALABRE;330050899;;;;;;;;;;;;;;;;;;;;;;5;C;D;;;;0;1;2;0;;;;;;
ORG;2024;110780202;CL KORIAN LA VERNEDE;310021316;3;;;;;;;;;;;;;;;;;;;;;10;;;;;;1;1;2;0;;;;;;
ORG;2024;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;;;;;;;;;;;;;;;;;;;;;;68;C;D;;;;1;1;2;0;;;;;;
ORG;2024;110780236;CH LIMOUX QUILLAN SITE DE QUILLAN;110780707;;;;1;C;;;;;;;;;;;;;;;;;11;C;;;;;;;;;;;;;;
ORG;2024;110780483;POLYCL MONTREAL CARCASSONNE;110000155;3;C;C;1;C;C;;;;;;;;;;2;A;;;;;;;;;;;1;1;1;0;;;;;;
ORG;2024;110786324;USSAP;110786324;;;;3;A;C;;;;;;;;;;;;;;;;27;C;D;;;;1;1;1;0;;;;;;
ORG;2024;110786746;SSR LIMOUX ARAGOU LES TILLEULS USSAP;110786324;;;;;;;;;;;;;;;;;;;;;;37;C;;;;;1;0;;0;;;;;;
ORG;2024;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;;;;1;A;;;;;4;C;;;;;;;;;;;10;C;;;;;0;1;2;;;;;;;
ORG;2024;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;;;;;;;;;;;;;;;;;;;;;;57;C;D;;;;;;;;;;;;;
ORG;2024;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;;;;;;;
ORG;2024;120000088;CH ETIENNE RIVIE ST GENIEZ D'OLT;120780093;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;1;1;ROUERGUE;;;;
ORG;2024;120000096;CHI ESPALION ST LAURENT D'OLT;120780101;;;;1;A;;;;;;;;2;E;;;;;;;;;;;;;;1;1;2;1;1;ROUERGUE;;;;
ORG;2024;120000153;CH MAURICE FENAILLE SEVERAC LE CHATEAU;120780291;0;;;1;A;;0;;;0;;;0;;;0;;;0;;;10;B;C;0;;;0;0;;;;;;;;
ORG;2024;120001748;AIDER SANTE UAD UDM MILLAU;340000264;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;1;0;;0;;;;;;
ORG;2024;120004569;CH MILLAU;120004528;;;;5;A;C;;;;;;;2;B;;;;;;;;102;C;A;6;C;A;0;1;2;1;1;EST HÉRAULT ET SUD AVEYRON;;;;
ORG;2024;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;;;;4;A;C;;;;;;;4;A;B;;;;;;;33;C;A;8;C;A;0;1;2;1;1;EST HÉRAULT ET SUD AVEYRON;;;;
ORG;2024;120005228;AAIR UAD UDM RODEZ;310000633;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;0;;0;;;;;;
ORG;2024;120009782;AIDER SANTE DIALYSE DOMICILE MILLAU;340000264;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;0;;0;;;;;;
ORG;2024;120780135;CTRE SSR LA CLAUZE ST JEAN DELNOUS;120000104;;;;;;;;;;;;;;;;;;;;;;37;A;C;;;;0;1;2;1;1;ROUERGUE;;;;
ORG;2024;120780143;CTRE SSR LES TILLEULS CEIGNAC;120000112;;;;;;;;;;;;;;;;;;;;;;32;C;D;;;;0;1;2;1;1;ROUERGUE;;;;
ORG;2024;120780283;CHS STE MARIE RODEZ;630786754;;;;;;;;;;;;;3;B;E;;;;;;;115;C;D;;;;1;1;2;0;;;;;;
ORG;2024;120783618;HAD RODEZ;120784616;;;;;;;;;;;;;;;;;;;;;;375;C;D;;;;1;1;2;1;2;ROUERGUE;EST HÉRAULT ET SUD AVEYRON;;;
ORG;2024;130000235;CHS EDOUARD TOULOUSE;130780554;1;E;;3;A;E;;;;;;;4;B;A;;;;;;;1;A;;;;;1;0;;;;;;;;
ORG;2024;130000409;CHI SITE D'AIX EN PROVENCE;130041916;2;A;E;;;;;;;;;;;;;2;D;;1;C;D;532;A;C;;;;1;1;1;1;1;BOUCHES-DU-RHÔNE;;;;
ORG;2024;130000433;CHS MONTPERRIN;130781131;;;;2;A;E;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;
ORG;2024;130000516;CH LOUIS BRUNET D'ALLAUCH;130781339;;;;;;;;;;;;;1;;;;;;;;;117;C;D;;;;1;;;;;;;;;
ORG;2024;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;;;;;;;;;;;;;;;;;;;3;C;D;908;A;C;;;;1;1;2;;;;;;;
ORG;2024;130001225;HOPITAL DU PAYS SALONAIS;130782634;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;;;;;;
ORG;2024;130001258;HOPITAUX PORTES DE CAMARGUE TARASCON;130028228;;;;;;;;;;;;;;;;;;;;;;8;C;D;;;;1;1;2;;;;;;;
ORG;2024;130001647;INSTITUT PAOLI CALMETTES;130784127;9;C;;2;E;;;;;;;;1;E;;;;;;;;25;C;D;;;;0;0;;0;;;;;;
ORG;2024;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;1;;;1;D;;;;;;;;;;;;;;;;;90;;;;;;1;0;;;;;;;;
ORG;2024;130002496;CHS VALVERT MARSEILLE;130786494;1;C;;;;;;;;;;;4;B;E;;;;;;;30;C;;1;C;;1;1;1;0;;;;;;
ORG;2024;130002827;CH JOSEPH IMBERT D'ARLES;130789274;1;C;;3;C;D;0;;;0;;;1;B;;0;;;0;;;146;C;A;0;;;1;1;2;;;;;;;
ORG;2024;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;;;;2;C;G;;;;;;;1;A;;;;;;;;7;C;;;;;;1;2;;;;;;;
ORG;2024;130008048;CLINIQUE SAINT MARTIN SUD MARSEILLE;130043169;;;;1;A;D;;;;;;;;;;;;;;;;3;C;D;;;;;;;0;;;;;;
ORG;2024;130008238;CLINIQUE LA PHOCEANNE SUD;130044118;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;;;;;
ORG;2024;130008253;CLINIQUE DE VITROLLES;130001084;;;;1;E;;;;;;;;;;;;;;;;;19;C;D;;;;1;1;2;0;;;;;;
ORG;2024;130008287;ADPC UNITE D'AUTODIALYSE MARSEILLE 02;130006810;;;;;;;;;;;;;;;;;;;;;;2;D;;;;;0;0;;0;;;;;;
ORG;2024;130009079;CTRE RADIOTHERAPIE BEAUREGARD SITE HP;130008980;;;;;;;;;;;;;;;;;;;;;;4;C;D;;;;;0;;0;;;;;;
ORG;2024;130010648;CLINIQUE SAINT MICHEL;130010648;;;;;;;;;;;;;;;;1;A;;;;;20;C;D;;;;1;1;1;0;;;;;;
ORG;2024;130021819;HAD CLARA SCHUMANN;130021769;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;0;;1;1;ALPES-DE-HAUTE-PROVENCE;;;;
ORG;2024;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;;;;;;;;;;;;;;;;;;;;;;15;C;D;;;;;;;1;1;BOUCHES-DU-RHÔNE;;;;
ORG;2024;130024268;NEPHROCARE SALON CENTRE D'HEMODIALYSE;130050545;;;;;;;;;;;;;;;;;;;;;;3;C;;;;;0;1;2;0;;;;;;
ORG;2024;130032758;CLINIQUE DE LA POINTE ROUGE USLD;130001514;;;;;;;;;;;;;;;;;;;;;;11;C;E;;;;0;0;;0;;;;;;
ORG;2024;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;130006810;;;;;;;;;;;;;;;;;;;;;;9;D;C;;;;0;0;;0;;;;;;
ORG;2024;130035793;CLINIQUE GLANUM;130013139;5;C;;;;;;;;;;;;;;;;;;;;5;C;;;;;0;1;2;0;;;;;;
ORG;2024;130035959;ADPC UDM MARSEILLE SITE HOP CONCEPT;130006810;;;;;;;;;;;;;;;;;;;;;;3;D;C;;;;0;0;;0;;;;;;
ORG;2024;130041767;EUROMED CARDIO;130041262;1;C;;0;;;1;D;;0;;;0;;;1;A;;0;;;10;C;D;0;;;1;1;1;0;;;;;;
ORG;2024;130042526;CLINIQUE LES TROIS TOURS;310021399;;;;;;;;;;;;;;;;;;;;;;33;C;;;;;1;1;1;0;;;;;;
ORG;2024;130043318;SSR PEDIATRIQUE VAL PRE VERT;130043300;5;;;;;;;;;;;;;;;;;;;;;7;;;;;;0;1;2;0;;;;;;
ORG;2024;130043508;UNITE PEDIATRIQUE POMPONIANA MARSEILLE;250002284;;;;;;;;;;;;;;;;;;;;;;13;A;C;;;;0;0;;0;;;;;;
ORG;2024;130043664;HOPITAL EUROPEEN;130002157;1;;;0;;;1;D;;0;;;0;;;1;A;;0;;;95;C;;0;;;1;1;1;0;;;;;;
ORG;2024;130043854;CSSR VALMANTE SITE HOPITAL EUROPEEN;130037815;0;;;0;;;0;;;;;;0;;;1;A;;0;;;0;;;0;;;0;1;2;0;;;;;;
ORG;2024;130044753;CLINIQUE MONTICELLI VELODROME;130810336;;;;;;;;;;;;;;;;1;A;;;;;2;C;;;;;1;1;2;0;;;;;;
ORG;2024;130046097;CLINIQUE PROVENCE VELODROME;130000557;;;;;;;;;;;;;;;;1;A;;;;;2;D;;;;;1;1;2;0;;;;;;
ORG;2024;130048176;IRIDIS MARSEILLE SITE HP CLAIRVAL;130037856;;;;;;;;;;;;;;;;;;;;;;5;C;D;;;;;0;;0;;;;;;
ORG;2024;130050396;ADPC MARTIGUES SITE CH;130006810;;;;;;;;;;;;;;;;;;;;;;4;D;C;;;;0;0;;0;;;;;;
ORG;2024;130050404;ADPC MARSEILLE NORD SITE CH;130006810;;;;;;;;;;;;;;;;;;;;;;2;D;;;;;0;0;;0;;;;;;
ORG;2024;130050917;GCS CLINIQUE JEANNE D'ARC;130050891;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;0;;;;;;
ORG;2024;130051741;ADPC AUTODIALYSE ALLAUCH;130006810;;;;;;;;;;;;;;;;;;;;;;2;D;;;;;0;0;;0;;;;;;
ORG;2024;130780083;CLINIQUE MADELEINE REMUZAT;920039534;;;;;;;;;;;;;;;;;;;;;;45;C;D;;;;1;1;2;1;1;BOUCHES-DU-RHÔNE;;;;
ORG;2024;130781065;CLINIQUE PSYCHIATRIQUE LA JAUBERTE;130000417;;;;;;;;;;;;;;;;;;;;;;16;C;D;;;;1;1;2;1;1;BOUCHES-DU-RHÔNE;;;;
ORG;2024;130781255;HOSPITALITE SAINT THOMAS DE VILLENEUVE;220020739;3;C;E;;;;;;;;;;;;;;;;;;;15;E;;;;;1;1;2;0;;;;;;
ORG;2024;130781370;CLINIQUE JEANNE D'ARC;130000532;2;D;C;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;;;;;
ORG;2024;130781438;CLINIQUE DE PROVENCE BOURBONNE;130000557;;;;;;;;;;;;;;;;1;A;;;;;2;D;E;;;;1;1;2;0;;;;;;
ORG;2024;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;;;;;;;0;;;;;;;;;1;A;;;;;;;;;;;1;1;2;0;;;;;;
ORG;2024;130781768;CLINIQUE DES DEUX LIONS;130000763;;;;;;;;;;;;;;;;;;;;;;10;C;D;;;;1;1;1;1;1;BOUCHES-DU-RHÔNE;;;;
ORG;2024;130781834;CRF NOTRE DAME DU BON VOYAGE;130000805;;;;;;;;;;;;;;;;;;;;;;28;C;;;;;0;0;;0;;;;;;
ORG;2024;130781867;CLINIQUE DE LA CIOTAT;130000813;;;;1;D;;;;;;;;;;;2;A;;;;;;;;;;;1;1;1;0;;;;;;
ORG;2024;130781917;CLINIQUE PROVENCE AZUR;130000847;;;;;;;;;;;;;;;;;;;;;;10;C;;5;D;;0;1;1;0;;;;;;
ORG;2024;130781925;CENTRE CARDIO VASCULAIRE D'EYGUIERES;920030269;;;;;;;;;;;;;;;;;;;;;;14;C;;;;;0;;;0;;;;;;
ORG;2024;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;;;;;;;;;;;;;;;;1;A;B;;;;28;C;D;;;;1;1;2;0;;;;;;
ORG;2024;130782097;CENTRE DE SIBOURG;130000938;;;;1;;;;;;;;;;;;;;;;;;14;C;D;;;;0;1;2;0;;;;;;
ORG;2024;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;0;;;0;;;0;;;0;;;0;;;0;;;0;;;27;;;0;;;1;1;1;0;;;;;;
ORG;2024;130782162;CLINIQUE CHIRURGICALE DE MARTIGUES;130000987;;;;;;;;;;;;;;;;1;A;B;;;;;;;;;;1;1;2;0;;;;;;
ORG;2024;130782303;CLINIQUE VALDONNE;310025010;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;0;;;;;;
ORG;2024;130782444;CLINIQUE DU CHATEAU DE FLORANS;130001100;;;;;;;;;;;;;;;;;;;;;;40;C;;;;;0;1;2;0;;;;;;
ORG;2024;130782451;LE MEDITERRANEE CLINIQUE CASTELLAS;130001118;;;;;;;;;;;;;;;;;;;;;;12;C;D;;;;0;1;1;0;;;;;;
ORG;2024;130782493;SSR CLINIQUE SAINT LAURENT;330050899;;;;;;;;;;;;;;;;;;;;;;2;D;D;;;;1;1;2;0;;;;;;
ORG;2024;130782675;CLINIQUE VIGNOLI;130001233;;;;;;;;;;;;;;;;1;A;B;;;;;;;;;;0;1;1;0;;;;;;
ORG;2024;130783327;CLINIQUE BOUCHARD;130001415;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;0;;;;;;
ORG;2024;130783475;CLINIQUE L'ANGELUS;690793195;;;;;;;;;;;;;;;;;;;;;;56;C;D;;;;1;1;1;0;;;;;;
ORG;2024;130783665;CLINIQUE DE BONNEVEINE;130043722;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;0;;0;;;;;;
ORG;2024;130783723;CLINIQUE JUGE;130001456;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;0;;;;;;
ORG;2024;130783764;CLINIQUE MON REPOS;920030269;;;;;;;;;;;;;;;;;;;;;;31;C;D;;;;0;;;0;;;;;;
ORG;2024;130784051;HOPITAL PRIVE CLAIRVAL;130037823;;;;;;;;;;;;;1;A;B;;;;;;;;;;;;;0;1;2;0;;;;;;
ORG;2024;130784085;CLINIQUE L'EMERAUDE;920030921;;;;;;;;;;;;;;;;;;;;;;14;C;D;;;;0;1;2;0;;;;;;
ORG;2024;130784291;CLINIQUE DES TROIS CYPRES;130001696;;;;;;;;;;;;;;;;4;A;B;;;;;;;;;;0;1;2;0;;;;;;
ORG;2024;130784481;DIAVERUM PROVENCE MARSEILLE 8E;690049895;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;0;;0;;;;;;
ORG;2024;130784580;CLINIQUE LA PROVENCALE;920030269;;;;;;;;;;;;;;;;;;;;;;26;C;D;;;;1;;;0;;;;;;
ORG;2024;130784598;CLINIQUE SAINT MARTIN MARSEILLE;130001852;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;;;;;;
ORG;2024;130784606;CLINIQUE SAINT ROCH MONTFLEURI;130001860;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;0;;;;;;
ORG;2024;130784697;CLINIQUE DES QUATRE SAISONS;130001902;;;;;;;;;;;;;;;;1;A;;;;;20;C;;;;;1;1;1;0;;;;;;
ORG;2024;130784713;HP MARSEILLE BEAUREGARD VERT COTEAU;130038847;;;;;;;;;;;;;;;;2;A;;;;;;;;;;;1;1;1;0;;;;;;
ORG;2024;130784812;CLINIQUE SAINT BARNABE;130001985;;;;;;;;;;;;;;;;;;;;;;30;C;E;;;;1;1;2;0;;;;;;
ORG;2024;130784903;CLINIQUE LA PHOCEANNE;130002041;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;1;2;0;;;;;;
ORG;2024;130784911;CLINIQUE DE LA SALETTE;920030855;;;;;;;;;;;;;;;;;;;;;;26;;;;;;0;;;0;;;;;;
ORG;2024;130785389;CLINIQUE CHANTECLER;130002173;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;A;D;0;;;1;1;1;0;;;;;;
ORG;2024;130785462;CLINIQUE LA CHENAIE;130002207;0;;;0;;;0;;;0;;;0;;;0;;;0;;;14;C;;0;;;1;1;1;0;;;;;;
ORG;2024;130785652;HOPITAL SAINT JOSEPH;130014228;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;0;;;;;;
ORG;2024;130785678;HP MARSEILLE VERT COTEAU BEAUREGARD;130002249;;;;;;;;;;;;;;;;2;A;;;;;;;;;;;1;1;1;0;;;;;;
ORG;2024;130785975;CLINIQUE LES OLIVIERS;310021340;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;;;;;;
ORG;2024;130785983;CLINIQUE SAINT CHRISTOPHE;130002306;;;;;;;;;;;;;;;;;;;;;;30;C;;;;;1;1;2;0;;;;;;
ORG;2024;130786015;CLINIQUE VALFLEUR;130002322;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;0;;;;;;
ORG;2024;130786023;CLINIQUE CAP FERRIERES;130002330;;;;;;;;;;;;;;;;;;;;;;5;C;;;;;0;0;;0;;;;;;
ORG;2024;130786296;CLIN SOINS DE SUITE READAPT LA PAGERIE;130002421;0;;;0;;;0;;;0;;;1;B;;0;;;0;;;33;C;D;;;;1;0;;0;;;;;;
ORG;2024;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;;;;;;;;;;;;;2;A;;;;;;;;5;C;;;;;1;1;2;0;;;;;;
ORG;2024;130786742;HOPITAL INSTRUCTION DES ARMEES LAVERAN;750821092;;;;1;A;;;;;;;;;;;;;;;;;107;C;D;;;;0;1;1;;;;;;;
ORG;2024;130786890;HJ LE RELAIS SERENA;130001688;;;;;;;;;;;;;;;;;;;;;;2;C;D;;;;;1;2;0;;;;;;
ORG;2024;130786924;INST UNIV DE READAP VALMANTE SUD;130037815;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;;;;0;;;;;;
