"GHT_LIBC";"GHT_CODE";"GHT_LIB";"LIT_MED";"LIT_CHI";"LIT_OBS";"LIT_MCO";"SEJHC_MED";"SEJHC_CHI";"SEJHC_OBS";"SEJHC_MCO";"JOU_MED";"JOU_CHI";"JOU_OBS";"JOU_MCO";"PLA_MED";"PLA_CHI";"PLA_OBS";"PLA_MCO";"SEJHP_MED";"SEJHP_CHI";"SEJHP_OBS";"SEJHP_MCO";"SEANCES_MED";"SPED";"UGER";"UNV";"USURV";"CAP_HC_GEN";"CAP_HC_INF";"CAP_HC_PEN";"CAP_HC_TOT";"SEJ_HTP_GEN";"SEJ_HTP_INF";"SEJ_HTP_PEN";"SEJ_HTP_TOT";"CAP_HDJ_GEN";"CAP_HDJ_INF";"CAP_HDJ_PEN";"CAP_HDJ_TOT";"VEN_HDJ_GEN";"VEN_HDJ_INF";"VEN_HDJ_PEN";"VEN_HDJ_TOT";"CAP_HDN_GEN";"CAP_HDN_INF";"CAP_HDN_TOT";"VEN_HDN_GEN";"VEN_HDN_INF";"VEN_HDN_TOT";"NB_CATTP_GEN";"NB_CATTP_INF";"NB_CATTP_TOT";"ACT_CATTP_GEN";"ACT_CATTP_INF";"ACT_CATTP_TOT";"NB_CMP_CONSULT_GEN";"NB_CMP_CONSULT_INF";"NB_CMP_CONSULT_TOT";"ACT_CMP_CONSULT_GEN";"ACT_CMP_CONSULT_INF";"ACT_CMP_CONSULT_TOT";"FIL_AMB_GEN";"FIL_AMB_INF";"FIL_AMB_PEN";"FIL_AMB_TOT";"FIL_TOT_GEN";"FIL_TOT_INF";"FIL_TOT_PEN";"FIL_TOT_TOT";"NB_USMP_1";"ACT_PEN";"NB_UHSA";"NB_SMPR";"NB_USMP_2";"LIT_SSR";"SEJHC_SSR";"JOUHC_SSR";"PLA_SSR";"JOUHP_SSR";"LIT_USLD";"ENT";"JOU_USLD";"PLATOT_HAD";"SEJ_HAD";"JOU_HAD";"FIL_HAD";"AUTGEN";"PASSU_GEN";"AUTPED";"PASSU_PED";"GEN";"PED";"ANT";"SAMU";"REA";"SEJ_REASI";"SEJ_SURV";"CPPR";"TYPE1";"SEJACC";"TYPE2";"SEJ_NEO";"TYPE3";"SEJ_REA";"TRT_HEMO_CENTRE";"SEAN_HEMO_CENTRE";"TRT_INSUFF_REN";"SEM_TRT_INSUFF_REN";"CHIMIO";"SEAN_CHIMIO";"RTH";"SEAN_RADIO";"CHIRCAR";"CARDIO_INT";"NEUROCHIR";"NEURO_INT";"GREFFE";"AMP";"PRIS";"EFFSAL_SPEMED";"EFFSAL_DT_MEDGEN";"EFFSAL_DT_URG";"EFFSAL_DT_ANESTREA";"EFFSAL_SPECHI";"EFFSAL_DT_GYNOBS";"EFFSAL_PSY";"EFFSAL_ODON";"EFFSAL_PHARMA";"EFFSAL_AUT";"EFFSAL_TOT";"EFFLIB_SPEMED";"EFFLIB_DT_MEDGEN";"EFFLIB_DT_URG";"EFFLIB_DT_ANESTREA";"EFFLIB_SPECHI";"EFFLIB_DT_GYNOBS";"EFFLIB_PSY";"EFFLIB_ODON";"EFFLIB_PHARMA";"EFFLIB_AUT";"EFFLIB_TOT";"ETPSAL_SPEMED";"ETPSAL_DT_MEDGEN";"ETPSAL_DT_URG";"ETPSAL_DT_ANESTREA";"ETPSAL_SPECHI";"ETPSAL_DT_GYNOBS";"ETPSAL_PSY";"ETPSAL_ODON";"ETPSAL_PHARMA";"ETPSAL_AUT";"ETPSAL_TOT";"EFF_INT";"ETP_INT";"EFFPNM_SAG";"EFFPNM_CAD";"EFFPNM_INFAVECSPE";"EFFPNM_INFSANSSPE";"EFFPNM_AID";"EFFPNM_ASH";"EFFPNM_PSYCHO";"EFFPNM_REEDU";"EFFPNM_SOINS";"EFFPNM_DIR";"EFFPNM_DIRSOI";"EFFPNM_AUTADM";"EFFPNM_EDU";"EFFPNM_DTSOC";"EFFPNM_PERSPHARMA";"EFFPNM_PERSLABO";"EFFPNM_PERSRADIO";"EFFPNM_AUTMEDTEC";"EFFPNM_TEC";"EFFPNM_TOT_HORS_SOINS";"EFFPNM_TOT_PNM";"ETPPNM_SAG";"ETPPNM_CAD";"ETPPNM_INFAVECSPE";"ETPPNM_INFSANSSPE";"ETPPNM_AID";"ETPPNM_ASH";"ETPPNM_PSYCHO";"ETPPNM_REEDU";"ETPPNM_SOINS";"ETPPNM_DIR";"ETPPNM_DIRSOI";"ETPPNM_AUTADM";"ETPPNM_EDU";"ETPPNM_DTSOC";"ETPPNM_PERSPHARMA";"ETPPNM_PERSLABO";"ETPPNM_PERSRADIO";"ETPPNM_AUTMEDTEC";"ETPPNM_TEC";"ETPPNM_TOT_HORS_SOINS";"ETPPNM_TOT_PNM";"PHARMA_A7";"PHARMA_B7";"PHARMA_C7";"PHARMA_D7";"PHARMA_E7";"PHARMA_A11";"PHARMA_A20";"PHARMA_A26";"NB_SCAN";"NB_IRM";"NB_CAM";"NB_TOMO";"NB_MAMM";"NB_LITHO";"NB_RADIO";"NB_VASC";"ACT_SCAN";"ACT_IRM";"ACT_CAM";"ACT_TOMO";"ACT_MAMM";"ACT_LITHO";"ACT_RADIO";"ACT_VASC";"SAL_INTERV";"SALTOT24";"SALAMBU";"ACT_BLOCS";"SURV_TOT";"POST_REVEIL";"NB_ET";"NB_CH";"NB_CHU";"NB_CHS";"NB_AUT"
"NA-01";"75101";"Charente";476;70;40;586;28255;4402;2429;35086;133541;21046;9136;163723;62;19;0;81;5007;4291;113;9411;24348;1;3;1;5;154;11;0;165;1625;185;0;1810;69;79;0;148;4255;6560;0;10815;0;0;0;0;0;0;7;6;13;5554;759;6313;9;9;18;48064;17584;65648;9872;1547;276;11252;11078;2050;288;12817;1;286;0;0;0;297;2522;78453;30;9262;281;213;93554;0;0;0;0;5;104647;0;0;5;0;0;1;2;2253;1952;1;1;1863;1;448;0;0;1;14248;1;211;2;8875;0;0;0;1;0;0;0;0;2;284;74;46;30;45;18;27;2;33;8;399;0;0;0;0;0;0;0;0;0;0;0;221,41;65,33;35,42;19,34;32,91;11,13;21,84;2,65;28,96;6,88;324,77;132;111,39;55;81;75;1151;1041;386;72;126;2987;26;5;550;75;24;63;47;88;11;508;1373;4360;53,04;78,19;66,49;1083,05;1001,99;376,05;52,74;104,48;2816,03;25,09;5;510,73;64,6;20,73;55,49;46,09;84,95;9,62;492,33;1293,9;4109,93;502;157;276;193;1176;7;7;1;6;3;2;1;5;1;13;2;2;0;0;0;0;0;2;1;18;3;0;15881;4;17;10;8;;2;
"NA-02";"75102";"Atlantique 17";620;144;65;829;26891;9586;4755;41232;184256;44270;17879;246405;69;41;2;112;8739;13161;943;22843;38885;2;3;1;2;225;16;0;241;1921;296;0;2217;84;67;0;151;10103;8026;0;18129;0;7;7;0;220;220;7;7;14;435;3381;3816;13;8;21;54260;19103;73363;8614;2282;239;11001;10199;2668;241;12928;2;761;0;0;0;245;1975;74681;5;2137;142;45;49719;110;1049;28698;577;2;86285;0;0;2;0;1;1;1;2694;1191;0;0;3027;2;726;0;0;1;17001;1;417;2;21771;0;0;0;1;0;0;0;0;2;340;66;65;41;64;17;37;4;34;9;488;7;7;0;0;0;0;0;0;0;0;7;273,36;51,21;52,63;38,32;56,61;13,91;32,85;1,9;29,66;5,77;405,02;154;146,17;85;109;144;1362;1113;437;88;124;3462;20;3;618;91;55;64;78;67;15;458;1414;4876;78;104;136,91;1279,32;1042,78;411,16;58,33;98,23;3208,73;10,49;2,68;570,43;71,66;43,3;54,3;71,66;67,02;13,41;430,28;1291,93;4500,66;934;435;249;142;881;4;4;1;5;5;0;0;2;0;10;4;1;0;0;0;0;0;1;1;33;6;0;35236;3;28;9;9;;;
"NA-03";"75103";"Saintonge";409;84;23;516;20624;5345;1605;27574;141010;24090;5948;171048;23;29;0;52;2441;9842;0;12283;48542;1;3;1;3;70;9;0;79;1202;0;0;1202;60;50;0;110;2751;7759;0;10510;2;0;2;46;0;46;7;5;12;7675;2229;9904;22;12;34;54055;30856;84911;6350;2620;367;9929;7432;2912;367;10593;2;267;0;0;0;262;2511;80161;34;7593;95;39;32490;98;1404;31090;693;6;89632;0;0;4;0;0;0;1;1875;954;1;0;1176;1;357;0;0;1;12958;1;822;3;14708;1;20540;1;1;0;0;0;0;3;260;50;40;28;41;14;18;1;27;5;352;18;0;0;0;1;0;0;0;0;0;19;195,85;37,95;34,38;22,68;34,69;11,38;15,16;0,4;23,17;4,16;283,59;71;66,85;46;71;95;1014;832;339;85;127;2609;18;5;495;75;36;51;57;74;6;555;1336;3945;40,97;61,8;88,47;936,56;780,19;303,67;68,29;93,03;2372,98;14,64;4,27;449,73;66,5;31,54;43,78;54,48;68,81;5,96;534,72;1242,89;3615,87;591;160;280;95;747;5;5;1;5;4;0;0;4;0;12;1;2;0;0;0;0;0;1;1;24;6;1;22358;4;31;12;8;;;4
"NA-04";"75104";"Limousin";1406;476;164;2046;72708;22980;8477;104165;459196;104961;31901;596058;110;89;15;214;26289;24466;3324;54079;104822;4;7;2;7;452;40;4;496;4852;473;26;5351;422;85;0;507;34509;4795;0;39304;3;0;3;20;0;20;16;0;16;17019;0;17019;55;15;70;124725;25942;150667;24279;3592;325;27626;28885;4181;356;32779;5;2250;0;0;0;846;8021;237499;79;19993;865;624;281843;154;2337;46127;1147;8;184032;1;26805;4;0;3;3;5;8270;7801;0;3;4895;3;955;1;154;2;28210;2;2120;8;33019;4;42891;1;2;1;1;1;1;6;936;213;105;112;192;52;105;18;115;83;1449;4;0;0;0;6;0;0;2;0;0;12;698,33;151,75;74,11;93,68;152,36;36,82;83,7;12,02;107,18;67,89;1139,77;753;720,08;160;252;398;3559;3181;1128;168;299;9145;56;8;1727;241;130;151;276;256;29;1874;4618;13763;145,51;231,87;368,06;3429;2987,63;1051,63;136,76;250,58;8601,04;51,13;9,12;1602,77;213,59;114;138,34;264,55;236,58;27,95;1797,91;4341,94;12942,98;2067;448;852;1199;2572;16;17;4;11;9;3;1;8;0;37;5;0;0;0;0;0;0;1;1;85;20;3;86814;15;89;35;23;5;2;5
"NA-05";"75105";"Dordogne";568;96;66;730;31694;5364;3702;40760;177731;28534;11094;217359;69;37;2;108;7721;7541;362;15624;9961;2;3;1;3;293;6;0;299;2706;103;0;2809;107;51;0;158;17234;6841;0;24075;4;0;4;0;0;0;8;8;16;16281;5042;21323;24;21;45;77909;30075;107984;10793;3205;1102;15910;12929;3457;1121;18283;2;401;0;0;0;400;3290;107210;29;7106;219;170;71181;79;1378;21775;796;3;77812;0;0;3;0;0;1;1;2889;1642;0;2;2040;1;426;0;0;0;0;0;0;3;9961;0;0;1;1;0;0;0;0;3;276;82;33;24;55;22;33;3;37;14;418;30;5;8;3;19;5;0;0;0;1;50;223,77;68,52;26,24;23,89;45,67;17,47;29,58;2,6;28;12,4;347,22;139;125,44;76;93;113;1326;1301;495;120;117;3641;28;4;603;97;32;52;52;74;10;746;1666;5307;66,69;87,77;103,69;1235,66;1237,13;467,26;94,43;93,69;3386,32;23,82;4;545,39;90,26;30,13;42,18;48,21;66,17;9,37;683,32;1512,72;4899,04;298;262;379;329;1261;11;11;2;4;4;0;0;2;0;7;2;1;0;0;0;0;0;1;0;22;8;0;24830;3;35;12;11;;1;
"NA-06";"75106";"Alliance de Gironde";1984;925;231;3140;124126;31414;14703;170243;626241;155824;61175;843240;344;101;32;477;67107;29354;7360;103821;123214;5;6;3;7;861;85;40;986;7140;660;266;8066;332;243;0;575;39215;18496;0;57711;0;0;0;0;0;0;13;7;20;18185;6030;24215;95;47;142;203075;90134;293209;29979;10697;1831;42383;36965;12792;2049;51066;1;0;1;1;0;399;2978;104183;60;13585;250;122;76308;40;564;9137;263;7;201821;1;42689;5;1;1;1;6;16510;11264;1;2;8884;2;1429;1;1124;2;29092;2;0;6;47384;2;40247;1;2;1;1;2;2;6;1478;231;91;234;317;80;252;59;122;173;2401;37;3;0;0;8;1;0;2;0;0;47;1022,02;162,98;62,61;214,25;227,34;62,3;206,58;37,62;107,68;130,46;1790,66;953;1439,34;281;395;868;5400;4399;1687;383;485;13898;70;13;2248;358;213;283;467;436;60;2863;6798;20696;256,61;358,75;826,89;5221,26;4283,2;1622,19;294,41;412,91;13276,22;59,52;11,24;2141,07;309,28;182,1;138,03;454,55;416,29;56,2;2751,49;6337,67;19613,89;3166;941;417;250;1173;11;10;5;15;13;5;3;4;0;52;6;5;0;0;0;0;0;5;3;112;13;3;127131;14;134;17;9;5;2;1
"NA-07";"75107";"Landes";439;134;47;620;26355;9839;3131;39325;143338;44309;10429;198076;51;53;5;109;10551;10427;706;21684;48550;2;4;2;2;150;12;0;162;1680;119;0;1799;63;50;0;113;8943;9093;0;18036;3;0;3;0;0;0;6;8;14;4308;10702;15010;31;15;46;67153;36546;103699;11244;3930;546;14942;12207;4123;546;16047;1;2131;0;0;0;277;2370;78755;74;13442;187;193;60499;45;334;11321;257;2;80620;0;0;2;0;5;1;2;2384;1401;0;0;1811;2;816;0;0;1;9179;0;0;2;20330;1;17309;0;1;0;0;0;0;2;359;34;75;54;61;17;46;3;24;24;517;27;0;0;0;2;0;0;0;0;0;29;287,54;29,01;62,37;45,26;55,19;15,55;29,44;2,4;23,85;19,67;426,89;125;115,86;66;44;151;1204;1039;377;105;140;3126;23;5;526;105;45;48;70;88;58;651;1574;4700;57,02;36,55;139,78;1129,52;988,06;349,02;82,38;110,07;2892,4;19,59;3,88;497,26;89,25;36,93;45,02;62,86;86,94;52,72;626,35;1483,87;4376,27;679;160;277;235;678;3;3;0;4;3;2;1;1;0;8;1;2;0;0;0;0;0;3;1;24;5;0;37647;2;20;14;12;;;2
"NA-08";"75108";"Moyenne Garonne";474;66;73;613;26627;4124;3546;34297;152014;17536;14481;184031;97;28;2;127;6948;6606;518;14072;25171;3;2;1;2;196;14;0;210;2040;490;0;2530;56;69;0;125;13484;9489;0;22973;0;0;0;0;0;0;3;6;9;2042;4288;6330;14;10;24;45483;33478;78961;7067;2674;0;9741;8612;3020;0;11632;2;574;0;0;0;228;2865;72878;26;2720;134;85;47421;0;0;0;0;3;86650;0;0;3;0;1;1;1;985;1288;0;2;2597;1;366;0;0;1;12918;1;0;3;9761;0;0;0;0;0;0;0;0;3;296;50;63;35;56;23;32;7;24;17;432;8;0;0;0;0;0;0;0;0;0;8;224,43;38,4;49,09;28,13;46,2;18,55;29,5;3,99;21,28;14,83;346,38;129;106,76;76;102;124;1132;1052;335;99;97;3017;22;4;542;104;48;54;67;93;13;464;1363;4380;68,48;97,65;110,31;1085,56;1005,48;317,66;84,39;81,16;2850,69;19,62;4,69;510,77;92,51;41,26;49,41;65,5;86,2;10,45;450,66;1289,81;4140,5;732;206;228;134;1068;6;5;2;4;5;3;1;1;0;14;0;1;0;0;0;0;0;0;0;16;4;0;19618;2;26;12;9;;1;2
"NA-09";"75109";"Navarre-Côte Basque";352;127;42;521;25970;8307;2866;37143;122010;39185;13709;174904;50;29;1;80;10096;9151;31;19278;30303;1;2;1;2;115;8;0;123;1001;190;0;1191;40;32;0;72;3100;3181;0;6281;0;0;0;0;0;0;5;3;8;5103;3822;8925;18;8;26;39079;12341;51420;4781;1333;395;6063;6035;1533;395;7507;1;694;0;0;0;85;870;28406;15;3517;150;59;44708;6;148;2886;127;2;70887;0;0;1;1;0;1;1;1814;1895;1;1;2382;0;481;1;188;1;9049;0;0;2;21189;0;0;0;0;1;1;0;0;2;313;64;31;46;64;23;35;2;17;14;445;10;0;0;0;7;0;1;0;0;0;18;252,39;52,99;25,48;40,59;43,53;15,78;32,48;0,79;15,87;13,91;367,89;105;102,3;78;66;181;1023;833;333;68;88;2670;15;1;379;63;36;31;51;86;7;411;1044;3714;72,45;61,85;164,09;978,44;777,82;316,8;52,83;72,06;2496,34;14,45;1;353,79;58,41;33,48;27;50,83;84,65;6,11;397,55;993,79;3490,13;529;123;85;150;267;3;2;1;3;4;4;1;2;0;7;1;1;1;0;0;0;0;0;1;20;5;0;28745;3;30;4;4;;;
"NA-10";"75110";"Béarn-Soule";438;135;40;613;30354;7445;3096;40895;148654;33501;12313;194468;84;52;7;143;8125;10631;714;19470;13387;1;3;1;2;253;30;0;283;1800;220;0;2020;182;56;0;238;16002;5409;0;21411;30;2;32;3718;0;3718;21;3;24;16685;3718;20403;45;18;63;58775;35426;94201;8692;2937;614;11904;10845;3435;652;14390;1;1963;0;0;0;199;1633;60336;22;3446;246;184;82531;119;1785;30902;1100;3;89914;0;0;3;1;0;1;2;2659;925;2;0;1817;0;219;1;176;0;0;0;0;3;13387;0;0;0;1;0;0;0;0;3;343;34;84;39;53;14;52;2;25;21;496;7;0;0;1;6;0;0;0;0;1;14;267,48;25,12;61,53;39,64;43,88;10,52;43,26;1,7;22,99;18,62;409,23;151;125,57;60;105;190;1441;1011;437;80;130;3454;26;6;588;101;63;63;65;99;8;525;1481;4935;49,82;98,62;165,99;1367,58;977,16;428,19;63,63;108,23;3259,22;23,23;4,73;548,45;91,2;52,37;52,74;64,34;91,43;8,68;511,41;1396,21;4655,43;160;280;68;166;367;6;6;2;5;3;3;2;1;0;11;5;1;0;0;0;0;0;0;1;39;7;6;32223;5;53;6;4;;1;1
"NA-11";"75111";"Deux Sèvres";491;134;63;688;30992;6737;3243;40972;163153;35333;12480;210966;60;35;4;99;5627;6358;731;12716;45509;1;4;1;2;176;12;0;188;1362;227;0;1589;122;53;0;175;12839;3931;0;16770;0;0;0;0;0;0;4;1;5;8112;1338;9450;38;12;50;64212;24370;88582;10397;2825;0;13059;12441;3274;0;15333;1;434;0;0;0;290;2347;89577;12;3362;186;93;49898;100;1133;37685;587;2;89855;0;0;2;0;0;1;1;2481;375;0;0;2262;2;597;0;0;1;12370;1;211;3;15069;1;17949;0;1;0;0;0;0;2;322;89;38;31;58;16;32;2;35;9;458;11;1;0;0;0;0;0;0;0;0;11;247,47;66,65;29,33;23,67;51,86;13,35;24,78;2;29,71;7,58;365,41;157;129,92;65;108;113;1252;1098;359;101;106;3202;15;2;601;103;51;59;72;91;36;512;1491;4693;57,71;102,37;106,18;1164,67;1046,9;349,31;80,41;85,23;2992,78;14,98;2;576,78;92,17;44,27;54,74;67,67;88,41;35,24;483,23;1415,22;4408;675;195;309;203;744;3;3;2;5;4;0;0;2;0;9;2;1;1;0;0;0;0;1;1;21;5;3;24051;5;32;10;10;;;
"NA-12";"75112";"Vienne";788;293;78;1159;44603;14045;4269;62917;271606;76530;18792;366928;96;54;9;159;20151;12136;1216;33503;75989;1;2;1;3;336;46;0;382;3237;700;0;3937;103;110;20;233;10873;8956;5815;25644;8;0;8;30;0;30;4;0;4;198;0;198;34;14;48;68812;28485;97297;13870;2798;1097;17480;16659;3626;1209;21049;1;0;0;1;0;260;3774;89156;12;3569;200;142;69593;80;2393;20311;941;3;74141;1;17352;4;1;0;1;1;5573;3248;2;1;3104;0;400;1;337;1;16059;1;0;3;30307;1;28650;1;1;1;1;1;1;3;503;39;70;65;105;22;77;18;78;53;834;5;2;0;0;1;0;1;2;0;0;9;393,51;30,9;55,93;52,54;75,42;17,12;70,74;9,9;64,39;38,69;664,09;513;712,25;103;132;183;2206;1871;531;127;130;5283;28;3;954;147;63;75;190;205;28;1108;2738;8021;90,64;127,6;162,32;2065,06;1753,53;482,08;104,16;112,49;4897,88;21,33;2,99;873,02;125,23;57,76;72,68;182,39;191,7;30,19;1033,96;2533,49;7431,37;1198;310;276;207;597;4;4;2;8;7;3;2;5;2;16;3;1;1;0;0;0;0;0;1;51;6;1;48089;5;45;6;;5;1;
"NOR-01";"28101";"Les Collines de Normandie";251;43;23;317;16173;2487;1800;20460;77973;11533;5379;94885;13;12;0;25;3472;3229;0;6701;7013;1;1;0;1;20;0;0;20;299;0;0;299;20;0;0;20;1557;0;0;1557;0;0;0;0;0;0;1;0;1;907;0;907;5;0;5;21215;0;21215;1992;0;0;1992;2481;0;0;2481;0;0;0;0;0;95;1333;31532;0;0;30;42;9485;55;608;16108;475;3;55398;0;0;3;0;1;0;1;336;135;2;0;729;1;187;0;0;1;4255;1;0;4;2758;0;0;0;0;0;0;0;0;2;130;39;26;11;21;9;10;4;13;10;188;4;0;0;0;2;1;0;0;0;0;6;99,95;28,71;22,64;9,5;16,88;7,86;8,8;2,3;10,58;7,4;147,91;60;55,17;22;26;46;476;478;138;19;33;1238;4;2;231;23;18;30;26;23;3;221;563;1801;20,46;20,05;42,84;408,3;430,68;121,78;13,15;23,26;1080,52;2,07;2;205,7;18,12;16,05;27,11;23,01;20,14;3;209,09;510,24;1590,76;363;34;191;30;771;3;3;1;1;1;0;0;0;0;9;0;0;0;0;0;0;0;0;0;9;1;0;8543;1;12;9;9;;;
"NOR-02";"28102";"Orne-Perche-Saosnois";306;54;36;396;16162;3330;1790;21282;100052;14085;5730;119867;16;23;0;39;5301;2586;495;8382;9130;1;2;1;2;131;7;0;138;1059;59;0;1118;60;5;0;65;5455;263;0;5718;0;0;0;0;0;0;8;13;21;5934;5513;11447;9;10;19;57143;27621;84764;7164;2729;775;10632;7876;2829;785;11493;1;169;0;0;0;159;1424;42870;2;479;169;76;51419;0;0;0;0;4;66200;0;0;3;0;1;1;1;1309;485;0;1;1038;1;156;0;0;1;7723;1;29;1;1377;0;0;0;1;0;0;0;0;2;199;72;24;19;41;9;22;0;17;19;298;10;8;0;0;0;0;0;0;0;0;10;150,63;53,42;21,81;14,54;35,3;8,54;19,52;0;11,37;11,65;228,47;111;94,71;32;60;52;838;845;305;74;65;2271;13;3;384;76;33;31;30;42;3;427;1009;3280;27,45;51,62;51,19;712,54;703,22;264,87;60,33;54,16;1925,38;15,28;2,25;350,67;66,07;28,84;27,84;28,6;36,2;1,99;405,64;934,54;2859,92;436;116;166;167;990;4;5;1;2;1;0;0;2;0;12;0;0;0;0;0;0;0;1;1;13;0;0;12062;3;16;9;7;;1;1
"NOR-03";"28103";"Cotentin";333;41;41;415;24743;2674;2795;30212;106040;12557;10437;129034;31;12;1;44;2674;3825;139;6638;30158;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;100;0;0;0;90;751;32038;0;0;0;0;0;30;927;8983;330;1;50201;0;0;2;0;0;0;1;2677;687;1;0;1533;0;418;1;181;1;8749;1;24;1;7442;1;9831;0;1;0;0;0;0;1;203;69;9;20;35;11;0;6;10;10;264;0;0;0;0;0;0;0;0;0;0;0;154,96;54,55;5,56;14,55;30,41;11,66;0;3,42;8,55;8,89;209,56;94;85,12;52;33;87;555;563;105;22;36;1453;8;0;279;17;13;20;53;56;0;275;708;2161;46,47;30,49;80,48;510,86;533,56;98,81;16,46;32,06;1349,19;6,49;0;256,25;14,09;11,4;18,62;50,35;50,13;0;264,83;660,76;2009,95;504;0;90;347;40;1;1;1;3;2;0;0;2;0;6;1;1;0;0;0;0;0;1;1;7;3;0;14326;3;13;2;2;;;
"NOR-04";"28104";"Caux Maritime";216;45;25;286;11706;3137;1539;16382;72102;12357;5414;89873;37;8;0;45;4012;3463;0;7475;14051;1;1;0;1;73;13;0;86;1288;170;0;1458;22;18;0;40;4905;3904;0;8809;0;0;0;0;0;0;1;0;1;6258;0;6258;2;2;4;22520;8086;30606;4670;1226;0;5727;5522;1372;0;6719;0;0;0;0;0;116;1189;38990;10;2842;116;63;37122;0;0;0;0;2;62705;0;0;1;0;1;0;1;1139;170;0;0;889;1;228;0;0;1;8947;1;393;1;3957;0;0;0;0;0;0;0;0;1;169;21;35;18;25;4;20;0;10;15;239;3;0;0;0;0;0;0;0;0;8;11;101,65;4,35;22,51;14,09;18,15;2,83;16,86;0;7,9;8,03;158,09;85;86,99;26;32;49;529;479;159;38;29;1341;5;2;208;44;17;23;25;32;3;173;515;1856;24,07;31,15;45,63;516,31;476,23;160,25;33,59;22,97;1310,2;5,21;1,75;187,66;38,72;15,35;19,13;23,91;30,9;3;146,96;457,24;1767,44;216;73;116;130;492;1;2;1;2;2;0;0;0;0;3;1;1;0;0;0;0;0;1;0;7;1;0;10927;1;13;5;5;;;
"NOR-05";"28105";"Centre Manche";243;58;29;330;14203;3303;2117;19623;76692;16019;8109;100820;15;12;0;27;2208;2537;317;5062;13854;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;438;0;0;0;95;761;31198;0;0;95;53;33333;45;625;13175;470;2;55874;0;0;2;0;0;1;1;1285;142;0;0;1390;1;238;0;0;1;7147;1;0;1;3175;0;0;0;1;0;0;0;0;1;130;13;30;13;20;9;0;2;12;14;178;5;0;0;1;0;0;0;0;0;0;5;108,42;9,84;29,87;11,88;18,31;7,79;0;0,36;9,3;9,48;145,87;79;66,59;36;27;55;468;527;138;21;26;1298;10;1;232;21;12;30;30;33;3;215;575;1873;32,11;25,63;51,03;436,12;506,91;121,62;13,93;22,52;1209,87;7,73;1;215,11;18,04;10,27;25;29,32;33,28;3,92;197,94;531,34;1741,21;421;0;65;95;269;2;2;0;2;1;0;0;1;0;6;1;0;0;0;0;0;0;0;0;9;9;0;9355;1;12;3;3;;;
"NOR-06";"28106";"Normandie Centre";1305;371;144;1820;72740;23070;8389;104199;392467;107572;34651;534690;156;101;4;261;25773;22976;495;49244;51343;5;5;2;5;319;20;0;339;3179;272;0;3451;248;96;6;350;22050;10890;1125;34065;0;0;0;0;0;0;6;4;10;8113;5215;13328;34;24;58;105471;59644;165115;16536;6141;1599;24038;18530;6538;1616;26492;2;495;0;1;0;428;4005;122267;39;9683;260;185;80492;100;1407;29585;1051;6;161834;1;26183;6;1;0;1;3;7189;4191;3;2;5233;1;1180;1;314;2;27028;2;78;5;22240;0;0;1;1;1;1;1;1;6;788;91;73;102;199;52;102;24;100;70;1283;22;0;0;0;6;0;0;0;0;1;29;568,38;68,71;55,9;90,38;144,51;35,21;85,48;10,06;87,67;51,6;973,31;712;692,57;159;188;454;2807;2473;805;212;238;7336;37;5;1207;192;94;100;257;173;23;1248;3242;10578;136,96;184,65;406,88;2650,93;2337,87;771,83;161,57;199,4;6850,09;35,53;4,71;1156,55;165,73;81,47;90,81;242,2;161,1;21,86;1226,91;3105,4;9955,49;1600;328;359;120;1418;9;9;5;8;8;3;1;2;0;23;3;1;0;0;0;0;0;1;1;67;8;3;68668;16;91;18;11;2;1;4
"NOR-07";"28107";"Rouen Cour de Seine";900;462;128;1490;58683;19723;8375;86781;291896;112692;30064;434652;100;79;6;185;37688;17696;1980;57364;28139;1;3;1;2;511;85;7;603;4751;196;231;5178;208;92;7;307;28801;12945;352;42098;0;0;0;0;0;0;6;13;19;1729;12159;13888;64;38;102;129742;67244;196986;17265;8582;2260;27394;20990;8902;2395;31547;1;0;0;1;0;485;4075;154193;16;2253;344;117;120175;0;0;0;0;2;101310;1;38510;1;0;0;1;1;9174;8921;0;0;5175;1;1755;1;171;2;13712;2;113;3;14411;0;0;1;1;1;1;2;0;2;713;152;35;101;182;27;123;1;99;33;1151;2;0;0;0;0;0;0;0;0;0;2;468,32;106,67;24,56;75,54;112,04;18,27;103,71;0,3;76,49;23,22;806,48;964;960,43;148;251;325;2732;2325;788;241;325;7135;39;4;1116;217;86;105;266;145;25;1571;3488;10623;128,24;238,01;299,49;2550,15;2172,41;728,97;182,64;220,69;6520,6;32,01;4,19;988,23;184,69;75,93;79,4;251,26;140,52;23,04;1412,34;3115,68;9636,28;93;498;224;39;999;7;8;1;5;4;0;0;2;0;16;3;1;0;0;0;0;0;1;1;66;9;6;51481;11;78;13;7;4;1;1
