BOR;AN;FI;RS;FI_EJ;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtHAD;dtHAD80;dtHAD18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM
URGENCES2;2022;850000225;CHD - SITE DE MONTAIGU;850000019;GEN;99;210;1;IAO;8737;1491;1867;1507;669;24;15;2;0;;;;85;14;5;;0;;836;821;16;1;1
URGENCES2;2022;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;GEN;504;784;1;IAO;30656;5329;5074;11093;3652;660;7;0;0;0;0;0;1848;610;110;;11;4015;7115;3756;3541;0;0
URGENCES2;2022;850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE;850000035;GEN;168;301;1;IAOMAO;21520;2456;5200;6043;1643;669;;;;;;;;;;;4;1460;2025;2025;0;;
URGENCES2;2022;860000025;CHU DE POITIERS - SITE CHATELLERAULT;860014208;GEN;336;592;1;IAO;21961;3046;4043;3940;1607;61;;;;;;;;;;;6;2190;2044;410;1909;1;0
URGENCES2;2022;860000058;CHU DE POITIERS - SITE DE MONTMORILLON;860014208;GEN;168;365;0;;7397;1353;1271;1331;644;22;;;;;;;;;;;1;365;256;67;194;1;0
URGENCES2;2022;860000223;CHU LA MILETRIE;860014208;GEN;586;1221;1;IAOMAO;45106;7318;2203;16720;5261;403;0;0;0;0;0;0;650;0;0;;2;730;12874;7097;6207;1;1
URGENCES2;2022;860000223;CHU LA MILETRIE;860014208;PED;218;393;1;IAO;16858;;;;;;;;;;;;;;;3661;4;1460;3090;1401;1765;;
URGENCES2;2022;860010321;POLYCLINIQUE DE POITIERS;860010313;GEN;168;350;1;IAO;15163;1397;2271;1931;352;75;;;;;;;;;;;4;1460;863;277;704;0;1
URGENCES2;2022;870000064;C H U DUPUYTREN LIMOGES;870000015;GEN;506;1260;1;IAO;44197;6901;1035;9792;2921;111;206;124;0;1;1;0;1482;325;4;;11;4015;6628;1345;7213;1;1
URGENCES2;2022;870000098;CENTRE HOSPITALIER SAINT JUNIEN;870000023;GEN;168;284;1;IAO;14149;2197;2313;3249;1206;74;;1;;;;;;;;;3;1095;2050;562;1774;1;1
URGENCES2;2022;870000270;CTRE HOSPITALIER J BOUTARD ST YRIEIX;870000031;GEN;168;168;1;IAO;9558;1630;1603;1433;805;37;10;851;0;0;0;0;319;51;35;;1;365;581;51;590;1;0
URGENCES2;2022;870000288;CLINIQUE FRANCOIS CHENIEUX;870017415;GEN;252;870;1;IAO;27444;3240;1993;5781;1698;48;;;;;;;;;;;6;2190;718;304;458;1;1
URGENCES2;2022;870014859;HOPITAL DE LA MERE ET DE L'ENFANT;870000015;PED;210;489;1;IAO;26865;;;;;;;;;;;;;;;2540;6;2169;1494;486;1037;;
URGENCES2;2022;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;880007059;GEN;646;1095;1;IAOMAO;40170;4285;13721;6059;1768;1243;;;;;;;;;;;12;4380;8286;2001;7576;1;1
URGENCES2;2022;880000047;CHI HMV - SITE SAINT DIE DES VOSGES;880009147;GEN;336;840;1;IAO;27851;3699;6381;6355;1983;743;;;;;;;498;62;44;;6;1882;2512;430;2462;1;
URGENCES2;2022;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;880007299;GEN;336;416;1;IAO;15080;2337;2632;5000;1669;392;;;;;;;192;25;20;;4;;1871;721;1292;1;1
URGENCES2;2022;880000062;CENTRE HOSPITALIER DE REMIREMONT;880780093;GEN;393;574;1;IAO;22988;3140;5396;4992;1605;708;;;;;;;;;;;4;1372;1567;418;1222;0;1
URGENCES2;2022;880000070;CHI DE L'OUEST VOSGIEN SITE DE VITTEL;880007299;GEN;168;259;0;;7750;891;1295;1354;471;39;;;;;;;48;;6;;2;;543;301;249;1;1
URGENCES2;2022;890975527;CH AUXERRE;890000037;GEN;854;812;1;IAO;42461;;;8365;;;2;;;;;;658;;;;11;4015;2196;253;2999;1;1
URGENCES2;2022;890975527;CH AUXERRE;890000037;PED;168;373;1;;17875;;;;;;;;;;;;;;;1607;3;1095;552;358;198;;
URGENCES2;2022;890975535;CH AVALLON;890000409;GEN;168;235;0;;13046;1492;2564;1520;628;2;19;12;;;;;240;58;6;;2;730;438;255;203;1;0
URGENCES2;2022;890975543;CH JOIGNY;890000417;GEN;168;168;1;IAO;20770;3233;3929;2221;;;;;;;;;136;;;;3;1095;874;452;437;1;0
URGENCES2;2022;890975550;CH SENS;890970569;GEN;406;900;1;IAO;34660;4991;198;3338;1249;5;;;;;;;143;30;;;6;2190;3261;980;2582;1;1
URGENCES2;2022;890975550;CH SENS;890970569;PED;200;252;1;IAO;16709;;;;;;;;;;;;;;;1207;;;0;0;0;;
URGENCES2;2022;890975568;CENTRE HOSPITALIER DU TONNERROIS;890000433;GEN;105;252;1;IAO;11642;1336;2118;1082;581;3;;;;;;;295;;;;2;730;322;116;248;1;1
URGENCES2;2022;900003039;HNFC SITE TREVENANS;900000365;GEN;952;1148;1;IAOMAO;107438;12452;24570;24637;6657;2499;;;;;;;;;;;10;3650;4582;1470;3589;1;1
URGENCES2;2022;910000272;CH D ARPAJON;910110014;GEN;479;774;1;IAO;33139;1587;3259;4844;1585;3259;2;2;;;;;;;;;6;1961;2256;1174;1179;0;1
URGENCES2;2022;910000272;CH D ARPAJON;910110014;PED;168;228;1;IAO;14702;;;;;;;;;;;;;;;1508;1;365;644;391;262;;
URGENCES2;2022;910000280;CH DOURDAN ETAMPES SITE DOURDAN;910019447;GEN;275;424;0;;25542;1478;11406;2275;636;705;;;;;;;;;;;4;;1172;269;1086;;
URGENCES2;2022;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;GEN;557;924;;IAO;42427;4554;1094;7404;2438;110;;;;;;;;;;;14;5103;4449;791;4428;1;1
URGENCES2;2022;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;PED;202;588;1;IAO;36134;;;;;;;;;;;;;;;1970;4;1460;814;241;676;;
URGENCES2;2022;910000306;CH D ORSAY;910110055;GEN;448;588;1;IAO;28114;3396;1004;4058;1405;54;;;;;;;;;;;6;2190;2424;298;2625;1;1
URGENCES2;2022;910000306;CH D ORSAY;910110055;PED;37;218;1;IAO;4975;;;;;;;;;;;;;;;106;1;0;93;93;0;;
URGENCES2;2022;910001973;CH DOURDAN ETAMPES SITE ETAMPES;910019447;GEN;231;420;0;;26412;2360;4482;3552;1132;90;;;;;;;;;;;5;;1617;370;1429;1;1
URGENCES2;2022;910018423;CH DES DEUX VALLEES SITE JUVISY;910110055;GEN;258;840;1;IAO;23576;2121;3652;2201;949;23;;;;;;;;;;;6;2190;2147;348;2005;1;1
URGENCES2;2022;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;GEN;955;2352;1;IAO;81452;5220;7283;18725;2926;197;;;;;;;;;;;24;8760;7516;999;9990;1;1
URGENCES2;2022;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;PED;348;1008;1;IAO;28813;;;;;;;;;;;;;;;2939;4;1460;1432;518;1170;;
URGENCES2;2022;910300144;CMCO D EVRY;910000447;GEN;168;315;1;IAO;22138;940;3152;917;;;;;;;;;;;;;5;1825;494;195;311;1;1
URGENCES2;2022;910300219;HOPITAL PRIVE JACQUES CARTIER;910003888;GEN;326;504;1;IAO;26549;2976;2036;1870;459;27;;;;;;;;;;;6;2190;1919;193;2131;1;0
URGENCES2;2022;910300300;HOPITAL PRIVE DU VAL D YERRES;910000538;GEN;168;252;1;IAO;18288;3078;1659;1302;2110;;;;;;;;;;;;4;1460;1398;615;847;1;1
URGENCES2;2022;910803543;HOPITAL PRIVE CLAUDE GALIEN;910017615;GEN;228;564;1;IAO;29510;2293;5828;3365;506;100;;;;;;;;;;;5;1825;622;169;575;1;0
URGENCES2;2022;920000577;CH DE NANTERRE;920110020;GEN;330;609;1;IAO;24784;1083;900;2945;482;16;281;3;7;;;;;;;;4;1460;1080;176;1157;1;1
URGENCES2;2022;920000585;CH RIVES DE SEINE SITE NEUILLY S/SEINE;920026374;GEN;420;756;1;IAO;38087;3101;6131;7298;;;;;;;;;;;;;5;1825;2399;268;2576;1;1
URGENCES2;2022;920000585;CH RIVES DE SEINE SITE NEUILLY S/SEINE;920026374;PED;323;420;1;IAO;27164;;;;;;;;;;;;;;;;3;1095;1178;454;755;;
URGENCES2;2022;920000619;CH DES QUATRE VILLES SITE ST CLOUD;920009909;GEN;240;336;1;IAO;22242;1623;1543;3074;1514;54;;;;;;;141;;;;4;1460;1275;235;1223;1;1
URGENCES2;2022;920000643;INSTITUT FRANCO BRITANNIQUE KLEBER;750720468;GEN;358;672;1;IAO;29286;3379;3362;6051;1765;87;;;;;;;;;;;7;2555;2714;338;2818;0;
URGENCES2;2022;920000650;HOPITAL FOCH;920150059;GEN;480;1172;1;IAO;38189;4967;1075;6430;2606;17;53;;;;;;;;;;5;;1210;158;1176;;
URGENCES2;2022;920100013;HU OUEST SITE AMBROISE PARE APHP;750712184;GEN;462;1024;1;IAO;41946;6674;1584;8626;3490;136;;;;;;;;;;;18;6570;6795;1997;5248;1;1
URGENCES2;2022;920100013;HU OUEST SITE AMBROISE PARE APHP;750712184;PED;264;1436;1;IAO;24264;;;;;;;;;;;;;;;1767;4;1460;625;382;252;;
URGENCES2;2022;920100021;HU PARIS SUD SITE ANTOINE BECLERE APHP;750712184;GEN;516;1260;1;IAO;33920;4547;1878;8792;2313;229;;;;;;;;;;;11;4015;6558;1867;6113;1;1
URGENCES2;2022;920100021;HU PARIS SUD SITE ANTOINE BECLERE APHP;750712184;PED;382;2176;1;IAO;34518;;;;;;;;;;;;;;;3427;6;2190;2916;1697;1268;;
URGENCES2;2022;920100039;HU PARIS NORD SITE BEAUJON APHP;750712184;GEN;448;1008;1;IAO;34975;3350;1322;2172;616;6;0;0;0;0;0;0;1891;521;26;;10;3650;4563;580;6104;1;1
URGENCES2;2022;920100047;HU PARIS NORD SITE LOUIS MOURIER APHP;750712184;GEN;406;1120;1;IAOMAO;38355;2779;1535;819;109;29;11;0;1;0;0;0;311;36;13;;10;3610;3942;495;3793;1;1
URGENCES2;2022;920100047;HU PARIS NORD SITE LOUIS MOURIER APHP;750712184;PED;588;756;1;IAOMAO;41363;;;;;;;;;;;;;;;2948;8;3040;2742;914;2029;;
URGENCES2;2022;920120011;HIA PERCY;750821092;GEN;336;252;1;IAO;16753;2452;257;3891;1188;15;121;;;;;;577;337;1;;5;1825;1905;248;1871;1;1
URGENCES2;2022;920300043;HOPITAL PRIVE D ANTONY;920001526;GEN;444;924;1;IAO;71299;6802;10901;3822;1272;33;;;;;;;169;74;0;;11;4015;2480;150;2893;;
URGENCES2;2022;920300597;CLINIQUE DE MEUDON LA FORET;920000940;GEN;168;175;1;IAO;17852;2037;2847;845;342;22;10;5;0;;;;;;;;4;1460;633;603;30;1;1
URGENCES2;2022;930000286;GHI LE RAINCY MONTFERMEIL;930021480;GEN;581;790;1;IAOMAO;41872;4235;6453;5480;2072;70;1;1;0;0;0;0;434;45;40;;15;5475;614;176;740;1;0
URGENCES2;2022;930000286;GHI LE RAINCY MONTFERMEIL;930021480;PED;505;170;1;IAO;9516;;;;;;;;;;;;;;;774;0;0;0;0;0;;
URGENCES2;2022;930000302;CHI ANDRE GREGOIRE;930110036;GEN;450;840;1;IAO;51043;4282;4670;4892;1730;6;0;0;0;0;0;0;1091;468;9;;9;3285;2799;184;3157;1;1
URGENCES2;2022;930000302;CHI ANDRE GREGOIRE;930110036;PED;504;1008;1;IAO;25685;;;;;;;;;;;;;;;1517;3;1095;134;25;138;;
URGENCES2;2022;930000328;CH GENERAL DELAFONTAINE;930110051;GEN;44;36;1;IAO;61069;2902;2078;5461;1179;95;1;0;;;;;;;;;8;2920;547;96;722;1;
URGENCES2;2022;930000328;CH GENERAL DELAFONTAINE;930110051;PED;44;36;1;IAO;36817;;;;;;;;;;;;;;;3497;7;2555;2266;908;1428;;
URGENCES2;2022;930000336;CHI ROBERT BALLANGER;930110069;GEN;;515;1;IAO;78403;3349;33426;9466;1832;2828;619;4;13;;;;;;;;11;;4546;468;8077;;
URGENCES2;2022;930000336;CHI ROBERT BALLANGER;930110069;PED;340;215;0;IAO;33426;;;;;;;;;;;;;;;;;;0;0;0;;
URGENCES2;2022;930100037;HU PARIS SITE AVICENNE APHP;750712184;GEN;732;1008;1;IAOMAO;45418;3741;988;7458;;;;;;;;;867;;;;12;4380;5498;1046;6780;1;1
URGENCES2;2022;930100045;HU PARIS SITE JEAN VERDIER APHP;750712184;GEN;405;672;1;IAO;30342;1242;1137;2339;;;;;;;;;709;;;;10;3650;2119;231;3234;1;1
URGENCES2;2022;930100045;HU PARIS SITE JEAN VERDIER APHP;750712184;PED;405;756;1;IAO;35658;;;;;;;;;;;;;;;2321;7;2555;1469;225;1930;;
URGENCES2;2022;930300025;HOPITAL EUROPEEN LA ROSERAIE;930000393;GEN;252;420;1;IAO;29717;1114;2435;1343;;;;;;;;;3;;;;6;2190;1932;1208;741;1;1
URGENCES2;2022;930300066;HOPITAL PRIVE DE L EST PARISIEN;930000401;GEN;252;420;1;IAO;24951;1928;2125;;;;;;;;;;;;;;4;1460;14;0;20;1;
URGENCES2;2022;930300082;CENTRE MEDICO CHIRURGICAL FLOREAL;930000419;GEN;228;210;1;IAO;22000;761;2600;;;;;;;;;;;;;;;;0;0;0;1;1
URGENCES2;2022;930300116;HOPITAL PRIVE DE LA SEINE SAINT DENIS;930000427;GEN;224;420;1;IAO;29566;1179;2544;1254;265;10;;;;;;;210;19;5;;3;1095;53;7;99;1;1
URGENCES2;2022;930300553;CLINIQUE DE L ESTREE;930000633;GEN;252;494;1;IAO;45996;1393;10899;3232;555;135;2;;;;;;235;20;20;;7;2255;490;246;251;1;1
URGENCES2;2022;930300595;HOPITAL PRIVE DU VERT GALANT;930000658;GEN;270;284;1;IAO;39140;1394;9111;1962;309;176;0;0;0;0;0;0;379;0;0;;4;1460;227;56;181;1;1
URGENCES2;2022;940000573;CHI DE CRETEIL;940110018;GEN;632;1840;;;39884;5770;1225;8353;3031;153;;;;;;;;;;;12;4380;5637;1067;5653;0;1
URGENCES2;2022;940000573;CHI DE CRETEIL;940110018;PED;583;455;;;44242;;;;;;;;;;;;;;;5507;4;1460;2184;1017;1251;;
URGENCES2;2022;940000599;CHI LUCIE ET RAYMOND AUBRAC;940110042;GEN;877;1957;1;IAO;54152;6758;379;12801;3309;28;75;0;0;0;0;0;574;63;0;;11;4015;4746;605;5410;1;1
URGENCES2;2022;940000599;CHI LUCIE ET RAYMOND AUBRAC;940110042;PED;154;357;1;IAO;36277;;;;;;;;;;;;;;;3526;7;2555;1623;416;1365;;
URGENCES2;2022;940000649;HOPITAL SAINT CAMILLE;940150014;GEN;728;1092;1;IAO;51397;5844;1773;11388;3427;175;;;;;;;;;;;12;4380;11331;3476;9496;1;1
URGENCES2;2022;940000649;HOPITAL SAINT CAMILLE;940150014;PED;299;588;1;IAO;44018;;;;;;;;;;;;;;;2883;6;2190;2790;1770;1038;;
URGENCES2;2022;940100027;HU HENRI MONDOR SITE HENRI MONDOR APHP;750712184;GEN;756;1710;1;IAOMAO;60238;7073;1075;14591;4795;99;330;6;9;;;;1566;322;21;;16;5840;12805;3207;11241;1;1
URGENCES2;2022;940100043;HU PARIS SUD SITE KREMLIN BICETRE APHP;750712184;GEN;1056;1344;1;IAO;59217;6278;1660;11343;3281;133;4;;;;;;429;34;11;;21;7665;8794;756;13823;1;1
URGENCES2;2022;940100043;HU PARIS SUD SITE KREMLIN BICETRE APHP;750712184;PED;530;1476;1;IAO;38264;;;;;;;;;;;;;;;3337;10;3650;2647;493;2581;;
URGENCES2;2022;940120017;HIA BEGIN;750821092;GEN;369;984;1;IAO;23819;3067;394;5037;1516;50;;;;;;;;;;;9;3103;3054;768;2437;1;1
URGENCES2;2022;940300031;HOPITAL PRIVE PAUL D EGINE;940000706;GEN;266;733;1;IAO;23284;;;;;;;;;;;;;;;;7;2555;469;55;543;1;1
URGENCES2;2022;940300270;HOPITAL PRIVE ARMAND BRILLARD;940000771;GEN;228;392;1;IAO;21679;2270;2766;;;;;;;;;;;;;;4;1460;386;61;352;1;1
URGENCES2;2022;940300445;CLINIQUE DU SUD;940000854;GEN;168;223;1;IAO;24239;768;4739;989;;;13;;;;;;;;;;3;1095;112;53;65;0;1
URGENCES2;2022;940300569;HOPITAL PRIVE DE VITRY SITE PASTEUR;940000912;GEN;231;588;0;;25586;721;1620;;;;;;;;;;;;;;4;1460;1519;1186;375;1;1
URGENCES2;2022;950000307;CH VICTOR DUPOUY;950110015;GEN;1176;2184;1;IAO;72055;6718;0;8129;2956;0;209;29;0;0;0;0;382;54;0;;14;5110;5512;2721;3458;1;1
URGENCES2;2022;950000307;CH VICTOR DUPOUY;950110015;PED;230;186;1;IAO;37343;;;;;;;;;;;;;;;1631;2;730;934;638;305;;
URGENCES2;2022;950000315;GH CARNELLE PORTES OISE SITE BEAUMONT;950001370;GEN;408;672;1;IAO;37599;2838;13295;4415;1518;852;308;0;3;0;0;0;0;0;0;;6;2190;2011;353;1960;1;1
URGENCES2;2022;950000323;GHEM SIMONE VEIL SITE EAUBONNE;950013870;GEN;930;1800;1;IAOMAO;56116;6942;6737;6573;2598;82;287;38;7;29;21;;444;108;10;;18;6405;5489;1199;6460;1;1
URGENCES2;2022;950000323;GHEM SIMONE VEIL SITE EAUBONNE;950013870;PED;337;670;1;IAO;27786;;;;;;;;;;;;;;;4398;2;730;2916;1467;1493;;
URGENCES2;2022;950000331;CH GENERAL DE GONESSE;950110049;GEN;896;840;1;IAO;66201;6225;8468;6396;1954;67;570;11;1;0;0;0;690;138;15;;10;3650;2466;127;2635;1;1
URGENCES2;2022;950000331;CH GENERAL DE GONESSE;950110049;PED;156;672;1;IAO;38647;;;;;;;;;;;;;;;4418;6;2190;2212;930;1331;;
URGENCES2;2022;950000349;GHI DU VEXIN SITE MAGNY;950015289;GEN;208;168;0;;13145;594;4750;643;285;0;;;;;;;;;;;2;730;340;213;145;0;0
URGENCES2;2022;950000364;CH RENE DUBOS;950110080;GEN;783;1176;1;IAO;59172;5866;7091;9320;2606;230;14;0;0;;;;;;;;17;6205;2725;366;3863;0;1
URGENCES2;2022;950000364;CH RENE DUBOS;950110080;PED;164;504;1;IAO;32294;;;;;;;;;;;;;;;4067;5;1825;787;495;300;;
URGENCES2;2022;950300244;CHP SAINTE MARIE OSNY;950045468;GEN;228;472;;IAO;42268;2241;9461;1836;;;;;;;;;;;;;4;1460;138;66;72;0;1
URGENCES2;2022;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;GEN;182;318;1;IAO;17758;494;2046;803;;;;;;;;;50;;;;8;2920;492;354;188;1;1
URGENCES2;2022;950807982;CLINIQUE CLAUDE BERNARD;950001636;GEN;288;504;1;IAO;30350;1994;4930;1217;280;36;;;;;;;156;28;4;;4;1460;164;108;60;1;1
URGENCES2;2022;970100392;CENTRE HOSPITALIER DE LA BASSE -TERRE;970100178;GEN;420;616;1;IAOMAO;25035;2231;5855;;;;;;;;;;;;;;9;3285;1480;66;1952;1;1
URGENCES2;2022;970100400;C.H. LOUIS CONSTANT FLEMING;970100186;GEN;252;4284;1;IAO;15727;324;3865;2419;;;;;;;;;;;;;2;730;620;122;746;1;1
URGENCES2;2022;970100426;C.H. STE MARIE;970100202;GEN;336;504;1;IAO;5577;742;1412;1073;;;;;;;;;250;;;;4;1460;710;401;374;0;1
URGENCES2;2022;970100442;C.H.U. DE POINTE-A-PITRE/ABYMES;970100228;GEN;574;1225;1;IAO;47757;3379;1511;13445;1173;119;;;;;;;;;;;10;3650;6203;1079;6388;1;1
URGENCES2;2022;970100442;C.H.U. DE POINTE-A-PITRE/ABYMES;970100228;PED;168;504;1;IAO;24579;;;;;;;;;;;;;;;1866;4;1460;1066;37;1170;;
URGENCES2;2022;970107249;CLINIQUE  LES EAUX CLAIRES;970100731;GEN;210;294;1;IAO;26651;1271;1635;4070;318;141;0;0;;0;0;;0;0;;;10;3650;2763;2209;616;1;1
URGENCES2;2022;970112470;CH L CONSTANT FLEMING-ANTENNE ST BARTH;970100186;GEN;168;168;0;;7044;;;;;;;;;;;;;;;;;;0;0;0;0;0
URGENCES2;2022;970211215;CHU DE MARTINIQUE SITE P.ZOBDA QUITMAN;970211207;GEN;924;1502;1;IAO;44905;6231;1049;17033;;;;;;;;;36;;;;19;6935;5299;1970;3831;;
URGENCES2;2022;970211223;CHU DE MARTINIQUE SITE DE TRINITE;970211207;GEN;480;658;1;IAO;16501;2649;1043;3452;;;;;;;;;;;;;5;1825;1082;410;703;0;1
URGENCES2;2022;970211256;CHU DE MARTINIQUE SITE MERE ENFANT;970211207;PED;273;997;;IAO;24644;;;;;;;;;;;;;;;2575;3;1095;1068;619;453;;
URGENCES2;2022;970300026;CENTRE HOSPITALIER DE CAYENNE;970302022;GEN;644;1344;1;IAO;51314;1370;19400;5395;462;1578;314;0;49;;;;63;8;3;;6;2190;950;62;2058;1;1
URGENCES2;2022;970300083;CENTRE HOSPITALIER  FRANCK-JOLY;970302121;GEN;476;756;1;IAO;40460;232;10492;10974;173;2740;;7;19;;;;;7;85;;6;278;86;4;278;0;1
URGENCES2;2022;970305637;CENTRE HOSPITALIER INTERCOM DE KOUROU;970305629;GEN;420;420;1;IAO;18735;355;5866;2816;169;707;0;;;0;;;114;2;27;;5;1825;1330;413;1080;1;1
URGENCES2;2022;970400024;CHU SITE FELIX GUYON (SAINT DENIS);970408589;GEN;446;975;1;IAOMAO;36008;5404;2220;;;;;;;;;;;;;;13;4745;4891;696;4898;1;1
URGENCES2;2022;970400024;CHU SITE FELIX GUYON (SAINT DENIS);970408589;PED;189;336;1;IAO;13059;;;;;;;;;;;;;;;2930;6;2190;1929;556;1546;;
URGENCES2;2022;970400057;CHU SITE SUD (SAINT PIERRE);970408589;GEN;485;1176;1;IAO;48574;8980;2590;;;;;;;;;;;;;;23;8395;7276;1957;6228;1;
URGENCES2;2022;970400057;CHU SITE SUD (SAINT PIERRE);970408589;PED;216;35;1;IAO;18143;;;;;;;;;;;;;;;4234;4;1460;1543;485;1147;;
URGENCES2;2022;970400065;CH OUEST REUNION;970421038;GEN;450;903;1;IAOMAO;35983;3498;2;11904;2284;0;;;;;;;;;;;14;5110;6115;1024;5916;1;1
URGENCES2;2022;970400065;CH OUEST REUNION;970421038;PED;54;336;;IAO;14081;;;;;;;;;;;;;;;3899;4;1460;2978;1789;1203;;
URGENCES2;2022;970400073;GHER (SAINT-BENOIT);970403606;GEN;168;33;1;IAO;31213;1990;7388;6376;;;0;;;0;;;918;;;;8;2920;3220;714;2728;0;1
URGENCES2;2022;980500011;CHM;980500003;GEN;927;1382;1;IAO;49595;;;;;;0;0;0;0;0;0;0;0;0;;18;6570;5713;870;9105;1;
