BOR;AN;FI;RS;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;JOU_ST;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL_PA;NB_CMP_SEUL_PL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;EFFLIB_PKT;ETPSAL_PKT;EFFLIB_MED;ETPSAL_MED;GAR_SEN;AST_SEN;EFFLIB_PNM;ETPSAL_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_REE;ETP_EDU;HPLEFFLIB_PKT;HPLETPSAL_PKT;HPLEFFLIB_MED;HPLETPSAL_MED;HPLEFFLIB_PNM;HPLETPSAL_PNM;HPLETP_INF;HPLETP_AID;HPLETP_PSY;HPLETP_REE;HPLETP_EDU
PSY;2022;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;PEN;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;2555;;;;285;277;;0.1;;;;;;1.7;1.5;;0.2;;;;;;;;;;;;;
PSY;2022;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;TOT;1;;1;1;94;19;;;;;34310;50;5;;1014;30361;2569;0;0;0;0;15;4687;0;0;0;7;2;3;51940;917;2259;3894;64;4705;71;6312;5534;;15.8;;1;;;;229.8;133.7;31.1;19.5;10.48;4.59;;4.7;;;;119.4;73.6;26.9;1.8;2.2;2.1
PSY;2022;100000108;EPSMA;100000033;GEN;;4;;;120;2;;19;0;;43800;66;;;1507;42123;917;;5727;;;;9750;;;;6;;6;19142;58;25466;4116;501;2280;1;6063;3443;;16.23;;2.5;1;;;335.56;171.87;93.12;17.23;2.15;5.45;;6.77;;2.16;;233.04;95.16;92.12;3.53;1;2.45
PSY;2022;100000108;EPSMA;100000033;INF;;2;;;10;;;;;;3650;36;;;149;2387;;;;;;6;6074;;;;7;;7;14621;33;13818;655;25;13;45;2799;1847;;6.78;;;0;0;;108.24;54.23;2.17;19.26;7.4;19.79;;0.67;;;;28.18;17.8;2;1.56;;4.83
PSY;2022;100000108;EPSMA;100000033;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;2430;;;;532;532;;0.27;;;;;;5.13;0.29;;4.84;;;;;;;;;;;;;
PSY;2022;100000108;EPSMA;100000033;TOT;1;;;1;130;2;;19;0;;47450;102;;;1656;44510;917;;5727;;;6;15824;;;0;13;;13;33763;91;39284;7201;526;2293;46;8721;5160;;23.28;;2.5;;;;448.93;226.39;95.29;41.33;9.55;25.24;;7.44;;2.16;;261.22;112.96;94.12;5.09;1;7.28
PSY;2022;110002953;HJ PSY GEN PSYCHOTIQUE CH NARBONNE;110780137;GEN;;1;;;49;1;5;0;0;0;20075;20;0;0;544;11208;365;1083;0;0;0;0;2961;0;0;2;1;0;0;10032;0;0;744;0;1066;0;2108;1718;0;7.38;0;0.5;0;1;0;67.07;41.99;5.43;3.62;2.37;0.2;0;6.48;0;0;;49.81;30.81;5.43;1;0.51;0
PSY;2022;110002953;HJ PSY GEN PSYCHOTIQUE CH NARBONNE;110780137;INF;;1;;;0;0;;;0;0;0;18;0;0;0;0;0;;;0;0;0;3383;0;0;2;1;0;;9391;0;0;45;4;2898;124;1045;977;;3.6;;;0;;0;36.78;12.11;0;8.45;4.1;5.32;0;0;0;0;0;0;0;0;0;0;0
PSY;2022;110002953;HJ PSY GEN PSYCHOTIQUE CH NARBONNE;110780137;TOT;1;;2;0;49;1;5;0;0;0;20075;38;0;0;544;11208;365;1083;0;0;0;0;6344;0;0;4;2;0;0;19423;0;0;789;4;3964;124;3153;2657;;10.98;;0.5;;;0;103.85;54.1;5.43;12.07;6.47;5.52;;6.48;;0;;49.81;30.81;5.43;1;0.51;0
PSY;2022;110780152;CLINIQUE DE MIREMONT BADENS;110000064;GEN;;;;;74;;;;;;27010;;;;512;25691;;;;;;;;;;;;;;;;;;;;;354;;3;;1;;;;1;41.81;12.47;8.59;1.17;;;3;;1;;1;41.81;12.47;8.59;1.17;;
PSY;2022;110780152;CLINIQUE DE MIREMONT BADENS;110000064;TOT;0;;;0;74;;;;;;27010;;;;512;25691;;;;;;;;;;;;;;;;;;;;;354;;3;;1;;;;1;41.81;12.47;8.59;1.17;;;3;;1;;1;41.81;12.47;8.59;1.17;;
PSY;2022;110786324;USSAP;110786324;GEN;;4;;;200;;;;;;63875;52;;;1614;48665;;;;;;;8793;;;1;6;;8;42099;;5369;12574;272;9625;6;6607;5267;;18.08;;2.87;0;1;;304.16;188.93;33.8;14.98;1.88;18.68;;7.63;;2.57;;194.71;103.48;33.8;6.06;;10.06
PSY;2022;110786324;USSAP;110786324;INF;;1;;;10;;;;;;3650;20;;;98;2803;;;;;;;2393;;;1;3;;4;14275;;187;674;79;22;321;1208;1058;;2.92;;0.14;0;1;;68.38;35;4.61;9.21;3.12;9.33;;0.91;;0.1;;24.8;12.12;4.61;0.66;;3.81
PSY;2022;110786324;USSAP;110786324;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;243;;;;172;164;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2022;110786324;USSAP;110786324;TOT;1;;1;1;210;;;;;;67525;72;;;1712;51468;;;;;;;11186;;;2;9;;12;56374;;5556;13491;351;9647;327;7851;6408;;21;;3.01;;;;372.54;223.93;38.41;24.19;5;28.01;;8.54;;2.67;;219.51;115.6;38.41;6.72;;13.87
PSY;2022;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;GEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.82;13.67;7;3.75;3.39;18.41;;;;;;;;;;;
PSY;2022;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;INF;;1;;;5;;;;;;1825;28;;;312;1736;;;;;;;1199;;;2;4;;3;;;;;;;;;;;3.42;;;0;1;;;;;;;;;;;;;;;;;;
PSY;2022;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.82;13.67;7;3.75;3.39;18.41;;;;;;;;;;;
PSY;2022;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;TOT;1;;2;0;5;;;;;;1825;28;;;312;1736;;;;;;;1199;;;2;4;;3;;;;;;;;;;;3.42;;;;;;99.64;27.34;14;7.5;6.78;36.82;;;;;;;;;;;
PSY;2022;120004569;CH MILLAU;120004528;GEN;;1;;;22;;;;;;8030;21;2;1;490;7366;;;;;;78;4071;1;714;;2;1;1;15847;151;1558;2314;;73;;1373;1017;;2.36;;;;;;73.47;41.57;;3.94;1.36;9.59;;0.94;;;;29.88;19.28;;0.2;0.5;0.85
PSY;2022;120004569;CH MILLAU;120004528;INF;;1;;;;;;;;;;6;;;;;;;;;;;1085;;;;3;;1;4435;0;239;;;;;441;397;;1.5;;;;;;23.19;3.84;;3.31;2.54;9.1;;;;;;;;;;;
PSY;2022;120004569;CH MILLAU;120004528;TOT;1;;0;0;22;;;;;;8030;27;2;1;490;7366;;;;;;78;5156;1;714;;5;1;2;20282;151;1797;2314;;73;;1814;1414;;3.86;;;;;;96.66;45.41;;7.25;3.9;18.69;;0.94;;;;29.88;19.28;;0.2;0.5;0.85
PSY;2022;120780283;CHS STE MARIE RODEZ;630786754;GEN;;4;;;204;40;5;;4;;74460;115;1;;2529;64776;11543;967;;1086;;;10704;0;;2;6;8;9;44328;3642;39349;18154;5005;477;9;9155;7253;;18.29;1;6.97;1;1;;505.97;294.86;82.93;14.69;6.04;14.11;;10.23;1;4.22;;305.17;170.45;77.01;4.38;1.89;6.65
PSY;2022;120780283;CHS STE MARIE RODEZ;630786754;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1262;;;;294;294;;0.2;;;;;;0.81;0.51;;0.3;;;;;;;;;;;;;
PSY;2022;120780283;CHS STE MARIE RODEZ;630786754;TOT;1;;1;1;204;40;5;;4;;74460;115;1;;2529;64776;11543;967;;1086;;;10704;0;;2;6;8;9;44328;3642;39349;19416;5005;477;9;9403;7501;;18.49;1;6.97;;;;506.78;295.37;82.93;14.99;6.04;14.11;;10.23;1;4.22;;305.17;170.45;77.01;4.38;1.89;6.65
PSY;2022;130000235;CHS EDOUARD TOULOUSE;130780554;GEN;;6;;;197;20;;;8;;71905;148;14;2;1636;62524;5349;;;1817;;120;16541;0;946;;7;5;7;67509;25438;55390;5072;1156;6762;;8426;6814;0;27.41;0;2.72;;;0;514.33;285.84;62.18;33.28;12.56;34.23;0;0;0;0;0;0;0;0;0;0;0
PSY;2022;130000235;CHS EDOUARD TOULOUSE;130780554;INF;;2;;;;;;;4;;;52;;;;;;;;438;;20;3522;;;;8;4;3;19271;7196;35;1306;46;1301;111;2661;2463;0;12.34;0;;;;0;117.58;45.8;2.37;24.91;8.32;26.94;0;0;0;0;0;0;0;0;0;0;0
PSY;2022;130000235;CHS EDOUARD TOULOUSE;130780554;TOT;1;;8;1;197;20;;;12;;71905;200;14;2;1636;62524;5349;;;2255;;140;20063;0;946;;15;9;10;86780;32634;55425;6378;1202;8063;111;10886;9156;0;39.75;0;2.72;;;0;631.91;331.64;64.55;58.19;20.88;61.17;0;0;0;0;0;0;0;0;0;0;0
PSY;2022;130000433;CHS MONTPERRIN;130781131;GEN;;6;;;259;1;19;;11;;90601;111;12;;2289;78669;50;3546;;1873;;;16990;195;;;10;24;9;65962;12457;27307;8120;86;16119;72;16155;12487;;48.64;;9.45;1;1;3;684.85;425.71;114.72;29.76;5.29;29.9;;21.3;;2.1;3;328.84;183.84;68.61;5.85;2.89;10.28
PSY;2022;130000433;CHS MONTPERRIN;130781131;INF;;3;;;0;0;;;;;590;53;;;10;152;0;;;;;18;3137;;;1;10;4;5;34886;7079;3063;1827;466;1157;214;3684;3489;;11.77;;1.29;1;1;0;149.92;39.85;2.68;43.13;19.33;39.99;;0.23;;0;0;4.77;4.09;0;0.08;0.09;0.51
PSY;2022;130000433;CHS MONTPERRIN;130781131;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;4279;32116;;;;2715;2652;;5.68;;0.08;;;0;26.18;13.29;0;10.53;0.86;1.5;0;0;0;0;0;0;0;0;0;0;0
PSY;2022;130000433;CHS MONTPERRIN;130781131;TOT;1;;5;1;259;1;19;;11;;91191;164;12;;2299;78821;50;3546;;1873;;18;20127;195;;1;20;28;17;100848;19536;34649;42063;552;17276;286;19521;16906;;66.09;;10.82;;;3;860.95;478.85;117.4;83.42;25.48;71.39;;21.53;;2.1;3;333.61;187.93;68.61;5.93;2.98;10.79
PSY;2022;130002496;CHS VALVERT MARSEILLE;130786494;GEN;;4;;;141;6;4;;8;;49412;126;;;1691;36385;0;0;;2568;;85;19684;;;;5;8;6;36447;9260;24509;1273;790;11353;;6499;4959;;24.77;;;1;1;;294.88;210.3;3.8;15.76;1.99;14.74;;8.06;;;;190.5;137.36;3.8;3.32;;6.16
PSY;2022;130002496;CHS VALVERT MARSEILLE;130786494;INF;;2;;;;;;;;;;29;;;;;;;;;;;2351;;;1;6;3;3;33406;24322;15831;1315;279;4477;438;3489;3333;;14.38;;0.49;0;0;;100.46;35.34;1.05;23.41;11.98;19.11;;;;;;;;;;;
PSY;2022;130002496;CHS VALVERT MARSEILLE;130786494;TOT;1;;4;0;141;6;4;;8;;49412;155;;;1691;36385;0;0;;2568;;85;22035;;;1;11;11;9;69853;33582;40340;2588;1069;15830;438;9716;8135;;39.15;;0.49;;;;395.34;245.64;4.85;39.17;13.97;33.85;;8.06;;;;190.5;137.36;3.8;3.32;;6.16
PSY;2022;130002827;CH JOSEPH IMBERT D'ARLES;130789274;GEN;;1;;;33;4;;;;;12045;10;;;492;9440;0;;;;;;1677;;;;3;;2;15411;7;11843;922;203;1319;;2025;1659;;6.81;;1;;;45;69.83;45.41;12.62;4.8;;4.49;;2.52;;1;22;38.11;22.01;12.2;0.64;;1.75
PSY;2022;130002827;CH JOSEPH IMBERT D'ARLES;130789274;INF;;1;;;;;;;;;;10;;;;;;;;;;;909;;;;4;;3;11001;353;662;252;15;25;343;811;750;;3.98;;;;;14;43.18;13.69;;11.07;5.24;11.34;;;;;2;7.86;2.47;;1.5;0.74;2.15
PSY;2022;130002827;CH JOSEPH IMBERT D'ARLES;130789274;TOT;1;;;0;33;4;;;;;12045;20;;;492;9440;0;;;;;;2586;;;;7;;5;26412;360;12505;1174;218;1344;343;2787;2382;;10.79;;1;;;59;113.01;59.1;12.62;15.87;5.24;15.83;;2.52;;1;24;45.97;24.48;12.2;2.14;0.74;3.9
PSY;2022;130010648;CLINIQUE SAINT MICHEL;130010648;GEN;;;;;84;;;;;;28825;10;9;;210;28825;;;;;;;3651;5934;;;;;;;;;;;;;446;;2;4;;1.5;0;0;;;15.5;4.5;1.4;1;0.67;;4;;1.5;;;12.65;4.5;1.31;0.86;0.58
PSY;2022;130010648;CLINIQUE SAINT MICHEL;130010648;TOT;0;;;0;84;;;;;;28825;10;9;;210;28825;;;;;;;3651;5934;;;;;;;;;;;;;446;;2;4;;1.5;;;;;15.5;4.5;1.4;1;0.67;;4;;1.5;;;12.65;4.5;1.31;0.86;0.58
PSY;2022;130780273;CLINIQUE SAINTE MARTHE SAINT JOSEPH;130000151;GEN;;;;;75;;;;;;27375;12;4;1;308;23157;;;;;;;1313;131;3888;;;;;;;;;;;;365;;0;5;0;0;;;0;28.56;15.46;9.08;3.02;0;1;;;;;;;;;;;
PSY;2022;130780273;CLINIQUE SAINTE MARTHE SAINT JOSEPH;130000151;TOT;0;;;0;75;;;;;;27375;12;4;1;308;23157;;;;;;;1313;131;3888;;;;;;;;;;;;365;;;5;;0;;;;28.56;15.46;9.08;3.02;0;1;;;;;;;;;;;
PSY;2022;130780521;APHM HOPITAL NORD;130786049;GEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;68.35;41.82;19.61;2.26;1.06;3.58;;;;;;;;;;;
PSY;2022;130780521;APHM HOPITAL NORD;130786049;INF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.12;0.08;;0.75;0.09;0.21;;;;;;;;;;;
PSY;2022;130780521;APHM HOPITAL NORD;130786049;PEN;;;;;40;;;;;;13138;;;;220;9048;;;;;;;0;;0;;;;;;;;0;;;;170;0;;4;;0.43;;;;;;;;;;0;4;0;0.43;;;;;;;
PSY;2022;130780521;APHM HOPITAL NORD;130786049;TOT;0;;;0;40;;;;;;13138;;;;220;9048;;;;;;;0;;0;;;;;;;;0;;;;170;;;4;;0.43;;;;69.47;41.9;19.61;3.01;1.15;3.79;;4;;0.43;;;;;;;
PSY;2022;130781065;CLINIQUE PSYCHIATRIQUE LA JAUBERTE;130000417;GEN;;;;;75;0;0;0;0;0;25793;15;0;0;567;25793;0;0;0;0;0;0;2203;0;0;0;0;0;0;0;0;0;0;0;0;0;538;0;4;0.3;0;0;0;0;1;33.27;16.19;11.08;1.74;3.46;0.8;4;0;0;0;1;29.26;14.19;11.08;1.24;2.05;0.7
PSY;2022;130781065;CLINIQUE PSYCHIATRIQUE LA JAUBERTE;130000417;TOT;0;;;0;75;0;0;0;0;0;25793;15;0;0;567;25793;0;0;0;0;0;0;2203;0;0;0;0;0;0;0;0;0;0;0;0;0;538;0;4;0.3;;0;;;1;33.27;16.19;11.08;1.74;3.46;0.8;4;0;0;0;1;29.26;14.19;11.08;1.24;2.05;0.7
PSY;2022;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;GEN;;3;;;117;0;0;0;0;0;40836;60;3;1;1256;29915;;;;;;;6213;;907;0;3;10;1;16239;22703;7722;506;0;23019;0;9947;8128;;26.12;;0.34;1;1;;193.12;156.15;;19.68;3.13;3.77;;;;;;;;;;;
PSY;2022;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;INF;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.82;0.06;;0.55;0.06;0.15;;;;;;;;;;;
PSY;2022;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;TOT;1;;1;0;117;0;0;0;0;0;40836;60;3;1;1256;29915;;;;;;;6213;;907;0;3;10;1;16239;22703;7722;506;0;23019;0;9947;8128;;26.12;;0.34;;;;193.94;156.21;;20.23;3.19;3.92;;;;;;;;;;;
PSY;2022;130783293;APHM HOPITAL LA TIMONE;130786049;GEN;;6;;;10;0;0;0;0;0;3540;0;0;0;1951;2843;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6750;0;0;0;0;0;8538;6845;;4.32;;;1;1;;47.76;40.04;;2.76;;2.38;;;;;;;;;;;
PSY;2022;130783293;APHM HOPITAL LA TIMONE;130786049;INF;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;1.68;0.11;;1.13;0.13;0.31;;;;;;;;;;;
PSY;2022;130783293;APHM HOPITAL LA TIMONE;130786049;TOT;1;;2;0;10;0;0;0;0;0;3540;0;0;0;1951;2843;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6750;0;0;0;0;0;8538;6845;;4.32;;;;;;49.44;40.15;;3.89;0.13;2.69;;;;;;;;;;;
PSY;2022;130783764;CLINIQUE MON REPOS;920030269;GEN;;;;;275;;;;;;100375;15;;;1455;97841;;;;;;;3040;;;;;;;;;;;;;;1282;;17;2.13;2;3.95;0;0;;149.54;57.54;29.25;4.81;8.06;3.49;;;;;;;;;;;
PSY;2022;130783764;CLINIQUE MON REPOS;920030269;TOT;0;;;0;275;;;;;;100375;15;;;1455;97841;;;;;;;3040;;;;;;;;;;;;;;1282;;17;2.13;2;3.95;;;;149.54;57.54;29.25;4.81;8.06;3.49;;;;;;;;;;;
PSY;2022;130784085;CLINIQUE L'EMERAUDE;920030921;GEN;;;;;192;;;;;;70080;30;13;;1014;67720;;;;;;;7165;30;;;;;;;;;;;;;1034;;11;2.52;;7.07;0;0;;115;51.71;24.93;5.49;4.6;5.68;;;;;;;;;;;
PSY;2022;130784085;CLINIQUE L'EMERAUDE;920030921;INF;;;;;14;;;;;;5110;15;1;;283;5402;;;;;;;2941;38;;;;;;;;;;;;;249;;;0.32;;0.9;0;0;;14.65;6.58;3.17;0.69;0.58;0.72;;;;;;;;;;;
PSY;2022;130784085;CLINIQUE L'EMERAUDE;920030921;TOT;0;;;0;206;;;;;;75190;45;14;;1297;73122;;;;;;;10106;68;;;;;;;;;;;;;1272;;11;2.84;;7.97;;;;129.65;58.29;28.1;6.18;5.18;6.4;;;;;;;;;;;
PSY;2022;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;GEN;;3;;;95;0;0;0;0;0;20065;53;3;0;690;19938;0;0;0;0;0;;5668;0;0;;4;8;;2599;34240;4;1643;0;2301;0;7286;5764;;22.42;;1.2;1;1;;147.39;103.71;16.14;19.45;1.67;6.44;;;;;;;;;;;
PSY;2022;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;INF;;2;;;14;0;;;0;0;4678;49;0;0;315;3561;0;;;0;;;8435;0;0;;2;6;;8683;15516;0;0;0;1604;0;2981;2423;;14.37;;1.29;0;0;;64.1;30.02;2.99;15.67;3.38;8.04;;;;;;;;;;;
PSY;2022;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;TOT;1;;1;0;109;0;0;0;0;0;24743;102;3;0;1005;23499;0;0;0;0;0;;14103;0;0;;6;14;;11282;49756;4;1643;0;3905;0;10267;8187;;36.79;;2.49;;;;211.49;133.73;19.13;35.12;5.05;14.48;;;;;;;;;;;
PSY;2022;130784291;CLINIQUE DES TROIS CYPRES;130001696;GEN;;;;;94;;;;;;34891;10;6;;492;34891;;;;;;;1581;587;;;;;;;;;;;;;492;;7;;7;0.75;;;;29.63;16.25;6.64;3.84;0.51;2.39;6;;7;0.75;;26.47;13.73;6.64;2.69;0.51;2.39
PSY;2022;130784291;CLINIQUE DES TROIS CYPRES;130001696;INF;;;;;22;;;;;;7482;12;6;;186;7482;;;;;;;2359;0;;;;;;;;;;;;;186;;4;;;;;;;24.23;10.83;6.14;2.85;0.71;3.7;2;;;;;17.61;8.22;6.14;1.56;0.51;1.18
PSY;2022;130784291;CLINIQUE DES TROIS CYPRES;130001696;TOT;0;;;0;116;;;;;;42373;22;12;;678;42373;;;;;;;3940;587;;;;;;;;;;;;;678;;11;;7;0.75;;;;53.86;27.08;12.78;6.69;1.22;6.09;8;;7;0.75;;44.08;21.95;12.78;4.25;1.02;3.57
PSY;2022;130784606;CLINIQUE SAINT ROCH MONTFLEURI;130001860;GEN;;;;;209;;;;;;76285;12;6;;862;75641;;;;;;;2959;2400;;;;;;;;;;;;;970;;;1.64;;;;;;;43.77;22;3.59;2.41;1.91;;;;;;;39.63;22;;1.06;1.91
PSY;2022;130784606;CLINIQUE SAINT ROCH MONTFLEURI;130001860;TOT;0;;;0;209;;;;;;76285;12;6;;862;75641;;;;;;;2959;2400;;;;;;;;;;;;;970;;;1.64;;;;;;;43.77;22;3.59;2.41;1.91;;;;;;;39.63;22;;1.06;1.91
PSY;2022;130784697;CLINIQUE DES QUATRE SAISONS;130001902;GEN;;;;;100;;;;;;36500;12;10;;337;32102;;;;;;;5679;3253;;;;;;;;;;;;;339;;5;0.91;1;0.58;0;1;;34.56;21.93;5.41;3.16;;4.06;;;;;;;;;;;
PSY;2022;130784697;CLINIQUE DES QUATRE SAISONS;130001902;TOT;0;;;0;100;;;;;;36500;12;10;;337;32102;;;;;;;5679;3253;;;;;;;;;;;;;339;;5;0.91;1;0.58;;;;34.56;21.93;5.41;3.16;;4.06;;;;;;;;;;;
PSY;2022;130786015;CLINIQUE VALFLEUR;130002322;GEN;;;;;80;;;;;;29200;;;;218;28776;;;;;;;;;;;;;;;;;;;;;192;;;1.68;1;2.96;0;1;;39.62;19;1;1;0.1;1.08;;;;;;;;;;;
PSY;2022;130786015;CLINIQUE VALFLEUR;130002322;TOT;0;;;0;80;;;;;;29200;;;;218;28776;;;;;;;;;;;;;;;;;;;;;192;;;1.68;1;2.96;;;;39.62;19;1;1;0.1;1.08;;;;;;;;;;;
PSY;2022;130786742;HIA LAVERAN;750821092;GEN;;1;;;22;;;;;;8030;1;0;;263;6632;;;;;;;497;79;;;;1;;;4909;;;;898;;1962;1783;0;5;0;0.4;0;1;0;22.6;10;10;2.6;0;0;;5;;0;0;22.6;10;10;2.6;0;0
PSY;2022;130786742;HIA LAVERAN;750821092;TOT;1;;0;0;22;;;;;;8030;1;0;;263;6632;;;;;;;497;79;;;;1;;;4909;;;;898;;1962;1783;;5;;0.4;;;;22.6;10;10;2.6;0;0;;5;;0;;22.6;10;10;2.6;0;0
PSY;2022;130786890;HJ LE RELAIS SERENA;130001688;INF;;;;;8;;;;;;2920;25;;;270;2056;;;;;;;1962;;;;;1;;;123;;;150;;;65;30;;2.35;1;0.1;;1;;;15.5;8.64;1;2.2;4;;1.35;1;0.1;;;13.5;8.64;0.5;0.8;2.5
PSY;2022;130786890;HJ LE RELAIS SERENA;130001688;TOT;0;;;0;8;;;;;;2920;25;;;270;2056;;;;;;;1962;;;;;1;;;123;;;150;;;65;30;;2.35;1;0.1;;;;;15.5;8.64;1;2.2;4;;1.35;1;0.1;;;13.5;8.64;0.5;0.8;2.5
PSY;2022;130786973;CLINIQUE PSYCHIATRIQUE MEDIAZUR;130002702;GEN;;;;;75;;;;;;27278;;;;186;27278;;;;;;;;;;;;;;;;;;;;;186;;;1.2;;1.01;0;0;;42.25;12.18;9.34;2.14;1;1;;;;;;;;;;;
PSY;2022;130786973;CLINIQUE PSYCHIATRIQUE MEDIAZUR;130002702;TOT;0;;;0;75;;;;;;27278;;;;186;27278;;;;;;;;;;;;;;;;;;;;;186;;;1.2;;1.01;;;;42.25;12.18;9.34;2.14;1;1;;;;;;;;;;;
PSY;2022;130790157;CH DE MARTIGUES HOPITAL DU VALLON;130789316;GEN;;3;;;75;2;;;;;27375;45;;;978;25252;0;;;;;8;10589;;;2;4;1;3;30102;11143;6973;3993;1157;13411;0;5947;5343;;19.38;;;1;0;;162.26;103.42;9.6;13.78;1;1.02;;14.79;;;;86.14;50.86;9.6;6.78;0;3.88
PSY;2022;130790157;CH DE MARTIGUES HOPITAL DU VALLON;130789316;INF;;1;;;;;;;;;;10;;;;;;;;;;12;1814;;;1;4;1;1;9917;2231;35;483;798;1284;51;1538;1515;;3.2;;;1;0;;49.35;7.79;0.08;13.64;7.38;14.1;;;;;;;;;;;
PSY;2022;130790157;CH DE MARTIGUES HOPITAL DU VALLON;130789316;TOT;1;;1;0;75;2;;;;;27375;55;;;978;25252;0;;;;;20;12403;;;3;8;2;4;40019;13374;7008;4476;1955;14695;51;7338;6711;;22.58;;;;;;211.61;111.21;9.68;27.42;8.38;15.12;;14.79;;;;86.14;50.86;9.6;6.78;0;3.88
PSY;2022;130798002;CLINIQUE LA LAURANNE;130004807;GEN;;4;;;200;;;;;;75500;;;;877;75410;;;;;;;;;;;;;;;;;;;;;877;;10;2;;3.8;0;0;;71.15;29;38;1;0.4;2.75;10;1;;3.8;;71.15;29;38;1;0.4;2.75
PSY;2022;130798002;CLINIQUE LA LAURANNE;130004807;TOT;1;;0;0;200;;;;;;75500;;;;877;75410;;;;;;;;;;;;;;;;;;;;;877;;10;2;;3.8;;;;71.15;29;38;1;0.4;2.75;10;1;;3.8;;71.15;29;38;1;0.4;2.75
PSY;2022;130804032;ASSOCIATION REGIONALE POUR INTEGRATION;130804032;INF;;;;;;;;;;;;27;;;;;;;;;;;1651;;;;;;;;;;;;;;48;0;;1.45;;;0;0;;16.82;5;;1.5;1.6;5.8;;;;;;;;;;;
PSY;2022;130804032;ASSOCIATION REGIONALE POUR INTEGRATION;130804032;TOT;0;;;0;;;;;;;;27;;;;;;;;;;;1651;;;;;;;;;;;;;;48;0;;1.45;;;;;;16.82;5;;1.5;1.6;5.8;;;;;;;;;;;
PSY;2022;130806011;CLINIQUE SAINT PAUL DE MAUSOLE;750720534;GEN;;;;;67;;;;;;24455;;;;458;23690;;;;;;;;;;;;;;;;;;;;;363;;3;0.5;;0.5;1;1;;39.61;24.01;3.86;1.66;1;9.08;;;;;;;;;;;
PSY;2022;130806011;CLINIQUE SAINT PAUL DE MAUSOLE;750720534;TOT;0;;;0;67;;;;;;24455;;;;458;23690;;;;;;;;;;;;;;;;;;;;;363;;3;0.5;;0.5;;;;39.61;24.01;3.86;1.66;1;9.08;;;;;;;;;;;
PSY;2022;140000209;CHU COTE DE NACRE - CAEN;140000100;GEN;;1;;;45;;;;14;;16425;20;;;1017;15745;;;;1240;;;471;;;3;;1;1;13057;13786;1561;671;19;596;;3494;2866;;12.78;;;0;1;;125.52;56.62;30.7;11.04;0.43;4.49;;12.78;;;;87.38;40.27;27.04;1.87;0.33;1.69
PSY;2022;140000209;CHU COTE DE NACRE - CAEN;140000100;INF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4;;0.6;0;1;;12.19;0.25;1;2.69;0.12;2.36;;;;;;;;;;;
PSY;2022;140000209;CHU COTE DE NACRE - CAEN;140000100;TOT;1;;;0;45;;;;14;;16425;20;;;1017;15745;;;;1240;;;471;;;3;;1;1;13057;13786;1561;671;19;596;;3494;2866;;14.18;;0.6;;;;137.71;56.87;31.7;13.73;0.55;6.85;;12.78;;;;87.38;40.27;27.04;1.87;0.33;1.69
