BOR;AN;FI;RS;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_B4;CANCERO_A5;CANCERO_A6;CANCERO_B6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_C9;CANCERO_A10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_A18;CANCERO_B17;CANCERO_D19;CANCERO_D20;CANCERO_D21;CANCERO_D22;CANCERO_D23;CANCERO_E19;CANCERO_E20;CANCERO_E21;CANCERO_E22;CANCERO_E23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_D28;CANCERO_D29;CANCERO_D30;CANCERO_D31;CANCERO_D32;CANCERO_D33;CANCERO_D34;CANCERO_E24;CANCERO_E26;CANCERO_E28;CANCERO_E29;CANCERO_E30;CANCERO_E31;CANCERO_E32;CANCERO_E33;CANCERO_E34
CANCERO;2022;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;1;1;0;7311;120;5645;11816;643;1;;;;5871;120;200;5457;593;24;1;0;;;;0;0;13;0;0;12;0;0;0;;;;29.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;130783293;APHM HOPITAL LA TIMONE;130786049;1;1;1;33341;0;29659;22753;0;1;;;;14474;0;1427;11024;1972;0;0;0;3;1;9;871;16085;1222;15;687;1592;605;20;0;;;;;;;;;;48;28;;;2702;11120;0;0;0;1;0;0;12663;0;5.4;14.71;67.16;39.01;4;;40.23;0;0;;;;;;;
CANCERO;2022;130783327;CLINIQUE BOUCHARD;130001415;0;0;0;262;0;105;933;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;130783665;CLINIQUE DE BONNEVEINE;130043722;1;0;1;440;0;419;166;0;0;130043664;130784713;;307;0;0;306;39;0;0;0;;;;;;;;;;;;;;;;;;;;;;;5;;;0;306;0;0;0;0;0;0;0;0;0.5;;;;;;;0;0;;;;;;;
CANCERO;2022;130783723;CLINIQUE JUGE;130001456;0;0;0;354;0;336;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;130784051;HOPITAL PRIVE CLAIRVAL;130037823;1;0;1;7004;0;6225;7263;0;1;;;;6147;0;79;6015;741;0;0;0;;;;;;;;;;;;;;;;;;;;;;30;22;0;0;593;6025;0;0;0;0;0;0;6492;0;;;12.73;8.9;;;9.33;0;0;7;2;;;;;
CANCERO;2022;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;1;0;0;9;0;5;23;0;1;;;;7;0;1;5;3;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;130784713;HP MARSEILLE BEAUREGARD VERT COTEAU;130038847;1;1;1;7082;0;6305;6556;0;1;;;;6255;0;9;6115;569;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;22;;;0;6121;0;0;0;0;0;0;0;0;3;1;10;2;1;1;6;0;0;2;;;;;;
CANCERO;2022;130785389;CLINIQUE CHANTECLER;130002173;0;0;0;234;0;142;372;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;130785652;HOPITAL SAINT JOSEPH;130014228;1;0;1;11527;73;9924;9572;263;1;;;;9907;73;429;9392;1011;10;1;0;;;;;;;;;;;;;;;;;;;;;;1;28;;;208;9299;0;0;0;0;0;0;1732;0;4;5.59;16.1;;;;13.03;0;0;;;;;;;
CANCERO;2022;130785678;HP MARSEILLE VERT COTEAU BEAUREGARD;130002249;1;0;1;1633;0;1456;2927;0;1;;;;1475;0;0;1417;161;0;0;0;;;;;;;;;;;;;;;;;;;;;;;12;;;0;1419;0;0;0;0;0;0;0;0;1.5;;4;1;0.5;0.5;3;0;0;2;;;;;;
CANCERO;2022;130786361;POLYCLIN PARC RAMBOT HOP PRIV PROVENCE;130002447;1;0;1;12888;0;11432;8770;0;1;;;;11038;0;96;10797;1198;0;0;0;;;;;;;;;;;;;;;;;;;;;;25;25;;;864;10524;0;0;0;0;0;0;7308;0;;;6.74;;1.13;;;0;0;5;22;;;;;
CANCERO;2022;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;0;0;0;174;0;132;92;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;130786742;HIA LAVERAN;750821092;1;0;0;127;0;40;858;0;0;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;1;1;0;3882;0;3108;7514;0;0;130783293;;;3310;0;488;2514;13;0;225;0;;;;0;0;24;0;0;0;0;22;6.72;;;;6.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;130810740;CLINIQUE AXIUM;130007362;0;0;0;796;0;429;2039;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;1;0;0;807;14;741;1093;69;1;;;;754;14;0;743;109;4;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;140000209;CHU COTE DE NACRE - CAEN;140000100;1;0;1;18436;0;14870;29268;0;1;;;;16071;0;982;14336;1869;0;77;0;;;;;;;;;;;;;;;;;;;;;;7;4;;;240;2160;0;0;235;1985;0;0;925;0;;3;8.35;2.66;0.5;1;3.63;900;0;;;;;;;
CANCERO;2022;140000290;CLINIQUE NOTRE DAME - VIRE;140000449;0;0;0;159;0;72;309;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;140000373;CENTRE HOSPITALIER DE VIRE;140000159;1;0;0;236;3;235;1;7;0;610780165;;;236;3;0;235;32;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;1;1;1;76520;0;73542;21467;0;1;;;;24014;0;814;22590;3027;0;0;0;7;0;8;3144;46058;906;355;314;2845;412;22;15.66;12.8;54.34;10.01;10.26;;;;;;99;54;27;10;3572;24873;2064;3379;1;1;1;0;30645;6050;31.46;;164;79.81;3.06;3.47;77.96;3;1;;;;;;;
CANCERO;2022;140016759;POLYCLINIQUE DU PARC - CAEN;140003146;1;0;1;7688;0;6407;7391;0;1;;;;6720;0;431;6201;815;0;0;0;;;;;;;;;;;;;;;;;;;;;;;15;;;0;6030;0;0;0;0;0;0;0;0;;;11.12;8.11;1;0.7;0.6;0;0;2;5;;;;;
CANCERO;2022;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;0;0;0;1071;0;376;3075;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;140018730;POLYCLINIQUE DE LISIEUX;140000423;1;0;0;623;0;358;1152;0;0;140000027;;;7;0;0;3;6;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;1;0;1;1507;1;1418;1418;31;1;;;;1397;1;5;1363;179;1;0;0;;;;;;;;;;;;;;;;;;;;;;;6;;;0;1435;0;0;0;0;0;0;0;0;1.5;;3.65;;0.08;0.5;1.58;0;0;;;;;;;
CANCERO;2022;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;1;0;0;306;10;231;360;10;0;140000027;;;0;10;0;0;0;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;140027731;CENTRE MAURICE TUBIANA;720020171;0;1;0;18147;;17485;0;;;;;;;;;;;;;;2;0;;662;17485;;;;630;;0;;2.6;7.9;1.6;4.26;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;140030891;UNITE RADIOTHERAPIE EXTERNE CFB;140000639;0;1;0;4497;0;4497;0;0;;;;;;;;;;;;;1;;;0;4497;0;0;0;163;0;25;1.94;3.14;4.37;1;1.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;150000032;CH DE SAINT-FLOUR;150780088;1;0;0;514;0;468;774;0;0;150780096;630780989;630000479;474;0;0;464;57;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;150000040;CH HENRI MONDOR;150780096;1;0;1;4952;387;4284;6508;763;1;;;;4581;387;195;4237;550;66;0;0;;;;;;;;;;;;;;;;;;;;;;;7;;;0;3260;0;0;0;0;0;0;0;0;1;;4.86;4.48;0.22;0.13;3.43;0;0;;;;;;;
CANCERO;2022;150003713;SELARL U2R - SITE CMC DE TRONQUIERES;630011831;0;1;0;10921;;10350;0;;;;;;;;;;;;;;1;0;0;571;10350;;0;;516;0;;;1.72;5.4;0;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;1;0;1;2649;0;2356;3136;0;1;;;;1980;0;33;1906;289;0;0;0;;;;;;;;;;;;;;;;;;;;;;18;6;;;249;1922;0;0;0;0;0;0;3278;0;;;6.06;6.5;;0.3;2.26;0;0;1;2;;;1;;
CANCERO;2022;160000170;CLINIQUE SAINT JOSEPH ANGOULEME;160000204;0;0;0;138;0;97;257;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;1;0;1;8072;0;7529;4683;0;1;;;;7466;0;18;7363;710;0;10;0;;;;;;;;;;;;;;;;;;;;;;23;15;;;352;7589;0;0;0;0;0;0;3206;0;0.81;2.53;16.88;8.44;0.83;;7.24;0;0;;;;;;;
CANCERO;2022;160000279;CLINIQUE DE COGNAC;160000212;0;0;0;161;0;83;428;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;160013207;CENTRE CLINICAL SA;160001632;1;0;1;6501;0;5781;3602;0;1;;;;5252;0;75;5126;646;0;0;0;;;;;;;;;;;;;;;;;;;;;;;22;;;0;5103;0;0;0;0;0;0;0;0;;0.5;5;;0.2;0.2;1;0;0;4;;;;;;
CANCERO;2022;160015368;HOPITAUX DU GRAND COGNAC;160014411;1;0;1;1642;0;1570;1017;0;1;;;;1631;0;3;1551;183;0;0;0;;;;;;;;;;;;;;;;;;;;;;;10;;;0;2604;0;0;0;1;0;0;0;0;2.25;;1.7;2.3;0.21;0.02;1.4;0;0;;;;;;;
CANCERO;2022;170000038;CENTRE HOSPITALIER JONZAC;170780050;1;0;0;679;0;603;1105;0;0;170000103;;;611;0;0;584;80;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;1;0;1;19226;148;17659;12017;1171;1;;;;18057;148;414;17097;1938;20;1;1;;;;;;;;;;;;;;;;;;;;;;30;31;;;1199;16786;0;0;0;0;0;0;9745;0;5.5;3;41.38;17.23;1.26;0.75;13.29;0;0;;;;;;;
CANCERO;2022;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;1;1;1;33727;532;32962;8088;2211;1;;;;9913;532;1;9659;1099;82;6;0;2;;;1562;21435;0;0;0;996;0;0;4.29;;13.54;;3.82;;;;;;20;14;;;1011;9979;0;0;0;0;0;0;10510;0;1.29;0.1;6.91;2.11;0.31;;0.8;0;0;;;;;;;
CANCERO;2022;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;1;0;0;3544;0;3488;929;0;0;170000103;;;3541;0;11;3478;339;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;1;0;0;3459;0;2988;2989;0;1;;;;3202;0;222;2922;382;0;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;170780563;ETAB. DE SOINS PASTEUR - ROYAN;170000251;1;0;0;932;0;487;2358;0;0;170780563;;;357;0;0;356;50;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;170780621;POLYCLINIQUE SAINT GEORGES;170000285;0;0;0;205;0;176;162;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;1;0;0;1770;0;1096;2260;0;0;170023279;;;126;0;0;124;20;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;170783138;CENTRE D'ONCOLOGIE ET RADIOTHERAPIE;170000723;0;1;0;34759;;33084;0;;;;;;;;;;;;;;3;;0;1675;33084;0;0;0;1675;0;0;5;3;12.75;3;11;5;3;14;3;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;180000010;CH BOURGES - JACQUES COEUR;180000028;1;0;0;4874;126;4342;5142;270;1;;;;4544;126;165;4270;472;12;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;180000200;CH DE VIERZON;180000051;1;0;0;1640;0;1564;810;0;0;180004145;;;1596;0;10;1545;140;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;180000358;CLINIQUE DES GRAINETIERES;180000739;1;0;1;53;0;19;90;0;0;180004145;;;15;0;0;14;3;0;0;0;;;;;;;;;;;;;;;;;;;;;;;0;;;0;13;0;0;0;0;0;0;0;0;0.01;;;;;;;0;0;;;;;;;
CANCERO;2022;180004145;HOPITAL PRIVE GUILLAUME DE VARYE;180000887;1;0;1;9392;0;8742;4604;0;1;;;;8587;0;29;8428;899;0;0;0;;;;;;;;;;;;;;;;;;;;;;;19;;;0;8568;0;0;0;0;0;0;0;0;;;8.8;;;;1;0;0;3;2;;;;;
CANCERO;2022;180009490;CTRE ONCO ST JEAN (RADIOTHE) SITE HPGV;180006496;0;1;0;25482;;24119;0;;;;;;;;;;;;;;3;0;0;1363;24119;;0;;1293;0;;0;4;18;4.7;16;5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;1;1;1;35020;0;33667;8199;0;1;;;;12136;0;669;11245;1603;0;0;0;3;0;;1101;21103;267;0;0;1092;0;0;2;3.56;18.36;2;0.93;;;;;;30;18;;;1378;11470;0;0;0;0;0;0;9132;0;11.1;;22.24;15.19;1;0.6;4.5;0;0;;;;;;;
CANCERO;2022;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;1;0;0;490;0;285;1498;0;0;190000042;;;256;0;0;255;38;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;190000091;CENTRE HOSPITALIER D'USSEL;190000075;1;0;0;494;0;455;502;0;0;190000042;;;458;0;1;451;51;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;190000224;CLINIQUE LES CEDRES BRIVE;190000901;0;0;0;602;0;265;2306;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;190010629;HAD RELAIS SANTE ONCORESE;190010579;1;0;0;0;745;0;0;1980;0;190000018;;;0;745;0;0;0;112;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;190013482;CH BRIVE - SAINT GERMAIN;190000042;0;0;0;240;0;105;727;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;210003059;SERVICE D'HOSPITALISATION A DOMICILE;210987400;1;0;0;0;9;0;0;208;0;210001111;;;0;9;0;0;0;7;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;210005559;INSTITUT DE CANCEROLOGIE DE BOURGOGNE;210013645;0;1;0;24682;;23501;0;;;;;;;;;;;;;;2;0;1;1181;23419;0;82;47;1082;52;0;;3;11.6;2;10.89;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;210011847;POLYCLINIQUE DU PARC DREVON;210011839;1;0;1;5715;0;5454;1552;0;1;;;;5406;0;129;5230;559;0;0;0;;;;;;;;;;;;;;;;;;;;;;;18;;;0;5386;0;0;0;0;0;0;0;0;;;5.36;1.14;0.2;0.2;0.2;0;0;3;2;;;;;
CANCERO;2022;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;0;0;0;727;0;215;1969;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;1;0;1;3489;8;2886;2808;436;1;;;;2766;8;3;2733;315;5;0;0;;;;;;;;;;;;;;;;;;;;;;;18;;;0;2721;0;0;0;0;0;0;0;0;;;3.99;0.02;;;;0;0;3;;;;;;
CANCERO;2022;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;1;0;1;25212;0;21982;31208;0;1;;;;22895;0;672;19864;2347;0;76;0;;;;;;;;;;;;;;;;;;;;;;8;58;;;85;25662;0;0;84;1340;0;0;317;0;5.14;1.9;35.72;14.06;2.5;1;17.03;313;0;;;;;;;
CANCERO;2022;210987657;HOSPICES CIVILS DE BEAUNE;210012175;1;0;0;1384;0;1231;1067;0;1;;;;1212;0;11;1182;121;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;210780706;1;0;0;499;0;448;290;0;0;210780581;210780417;;286;0;0;281;46;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;210987731;CLCC GEORGES-FRANCOIS LECLERC;210780417;1;1;1;53439;217;46404;21198;538;1;;;;22397;217;5162;16682;2545;50;1;0;5;1;2;2555;27754;637;138;184;1921;169;8;13.5;8.85;16.6;4;19.95;;;;;;101;36;24;8;7401;16650;1880;2265;5;8;1;0;25694;5300;22.23;10.6;120.85;14.6;3.6;4;84.4;17;1;;;;;;;
CANCERO;2022;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;1;0;0;11579;0;10322;10799;0;1;;;;10700;0;441;9962;1179;0;24;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;220000095;CTRE HOSPITALIER DINAN;220000046;1;0;0;2737;0;2660;1555;0;0;350000022;;;2714;0;4;2646;299;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;220000111;POLYCLINIQUE DU TREGOR;220000376;1;0;1;2756;0;2612;764;0;0;220000269;;;1994;0;0;1986;217;0;0;0;;;;;;;;;;;;;;;;;;;;;;;14;;;0;1878;0;0;0;0;0;0;0;0;;;3;;0;;0.4;0;0;5;;;;1;;3
CANCERO;2022;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;1;0;1;845;0;784;517;0;0;220000020;;;760;0;0;755;53;0;0;0;;;;;;;;;;;;;;;;;;;;;;;8;;;0;753;0;0;0;0;0;0;0;0;0.6;;;;;;;0;0;;;;;;;
CANCERO;2022;220000368;CENTRE HOSPITALIER LANNION;220000103;1;0;1;3804;27;3737;763;1202;1;;;;3767;27;12;3710;303;24;0;0;;;;;;;;;;;;;;;;;;;;;;;15;;;0;3741;0;0;0;0;0;0;0;0;0.2;0.7;4.97;2;;;0.8;0;0;;;;;;;
CANCERO;2022;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;1;0;0;768;0;765;27;0;0;220000012;;;765;0;0;765;59;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;220005599;POLYCLINIQUE DU PAYS DE RANCE;220017842;1;0;0;804;0;495;1307;0;0;350002812;220020697;;85;0;0;85;14;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;220020697;CARIO;220020895;0;1;0;35130;;35130;0;;;;;;;;;;;;;;4;0;1;0;35048;0;82;0;1553;30;0;5;4;21;5;12;5;4;22;5;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;220022800;HOPITAL PRIVÉ DES COTES D'ARMOR;220000673;1;1;1;13848;0;12523;7893;0;1;;;;12118;0;236;11754;1297;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;34;20;;;767;11545;0;0;0;0;0;0;5249;0;0;0;20.1;12.98;0.6;0.5;0;0;0;0;0;0;0;0;0;0
CANCERO;2022;230000820;CENTRE HOSPITALIER GUERET;230780041;1;1;1;5425;0;5241;1426;0;0;230780082;;;913;0;2;902;111;0;0;0;1;0;0;263;4038;4;0;0;194;0;0;1.25;1.94;4.67;;2.03;;;;;;9;5;;;13;902;0;0;0;0;0;0;204;0;;1.88;;;;;0.68;0;0;;;;;;;
CANCERO;2022;230780082;CENTRE MEDICAL NATIONAL SAINTE FEYRE;750005068;1;0;1;2614;0;2554;644;0;1;;;;2611;0;5;2554;286;0;0;0;;;;;;;;;;;;;;;;;;;;;;;4;;;0;2554;0;0;0;0;0;0;0;0;1.5;;;;;;;0;0;;;;;;;
CANCERO;2022;230780157;CLINIQUE DE LA MARCHE GUERET;230000861;0;0;0;33;0;19;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;240000190;POLYCLINIQUE FRANCHEVILLE;240000596;1;0;1;7838;0;7140;3834;0;1;;;;6892;0;32;6782;792;0;0;0;;;;;;;;;;;;;;;;;;;;;;;21;;;0;6801;0;0;0;0;0;0;0;0;1.5;;;;0.56;0.5;0.4;0;0;2;3;;;;;
CANCERO;2022;240000208;CLINIQUE PASTEUR;240000612;0;0;0;209;0;52;925;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;240000372;C.H DE BERGERAC;240000059;1;0;1;662;0;610;504;0;0;240000117;;;595;0;0;590;67;0;1;0;;;;;;;;;;;;;;;;;;;;;;;5;;;0;585;0;0;0;0;0;0;0;0;;0.25;0.6;;0.37;;;0;0;;;;;;;
CANCERO;2022;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;1;0;1;8379;415;7621;7054;2068;1;;;;7540;415;84;7238;864;69;5;0;;;;;;;;;;;;;;;;;;;;;;0;20;0;0;0;8144;0;0;0;0;0;0;0;0;3.77;;8.82;3.25;0.6;0;4.03;0;0;;;;;;;
CANCERO;2022;240017061;IMAGERIE MED - SITE FRANCHEVILLE;240009837;0;1;0;23466;;22397;;;;;;;;;;;;;;;3;0;0;1069;22397;;0;;1069;0;0;3;3;12;1;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;250000270;CAPIO CLINIQUE SAINT VINCENT BESANCON;250000643;0;0;0;762;0;365;1821;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2022;250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;250000452;1;0;1;2384;0;2225;1299;0;1;;;;2204;0;4;2150;210;0;0;0;;;;;;;;;;;;;;;;;;;;;;;9;;;0;842;0;0;0;0;0;0;0;0;1;;2.1;;0.48;;2.56;0;0;;;;;;;
CANCERO;2022;250004009;LE MITTAN ANNEXE DU HNFC;900000365;1;1;1;36751;0;36122;3175;0;1;;;;10745;0;498;10180;1328;0;0;0;3;0;1;1434;24029;176;0;13;1321;11;0;2.66;5;12.5;4;8;0;;;;;24;25;;;881;10587;0;0;0;0;0;0;6173;0;2.67;1.5;9.86;8.13;1;0;0;0;0;0;0;;;;;
CANCERO;2022;250006954;CHRU JEAN MINJOZ;250000015;1;1;1;61216;0;58501;25565;0;1;;;;27437;0;554;26452;3077;0;66;0;4;0;4;1247;30000;26;103;170;1466;179;0;4.86;5;24.56;3.34;18.35;4;0;0;0;0;18;53;0;0;1124;28940;0;0;301;146;0;0;3721;0;4.6;1.75;40.23;21.34;2.09;1.25;68.18;1173;0;0;0;0;0;0;0;0
CANCERO;2022;250011848;POLYCLINIQUE DE FRANCHE COMTE;690046347;1;0;1;1912;0;1503;1746;0;0;250000015;;;1291;0;3;1288;150;0;0;0;;;;;;;;;;;;;;;;;;;;;;1;6;3;1;3;1289;406;215;0;0;0;0;9;1218;0.6;0;1;0.5;0.1;0;1;0;0;0;0;0;0;0;0;0
CANCERO;2022;260000013;CH DE VALENCE;260000021;1;0;1;10301;0;9043;10243;0;1;;;;9164;0;317;8629;1130;0;4;0;;;;;;;;;;;;;;;;;;;;;;25;21;;;6;8658;0;0;0;0;0;0;23;0;1.18;0.94;6.3;1.85;;;6.26;0;0;;;;;;;
CANCERO;2022;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;1;0;1;3892;0;3486;2078;0;1;;;;3570;0;131;3339;389;0;0;0;;;;;;;;;;;;;;;;;;;;;;1;20;;;13;3824;0;0;0;0;0;0;50;0;1.4;0.83;9.9;3.2;0.8;;4.28;0;0;;;;;;;
CANCERO;2022;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;1;1;1;22144;39;21519;5195;255;1;;;;6261;39;222;5887;692;6;2;0;2;1;;655;14871;56;0;0;658;0;0;4.5;2.5;8.64;2.04;0;3;0;0;0;0;20;12;;;663;5960;0;0;0;9;0;0;6267;0;4.43;5.43;19.68;15.14;0.5;0;0.48;0;0;0;0;0;0;0;0;0
