BOR;AN;FI;RS;FI_EJ;PERSO;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_AT;ETP_AU;EFFSAL;ETPSAL;EFFLIB
Q20;2022;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;M1010;;;;;;;;;0.34;;;;;;;;;0.34;
Q20;2022;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;M1140;;1;;;;;;;0.03;1.01;;;;;;;1;1.04;
Q20;2022;010780476;CENTRE SSR READAPT ADOLESCENTS CHANAY;750005068;M3020;2;1;;;;;;;2.56;0.16;;;;;;;3;2.72;
Q20;2022;010780476;;750005068;M9999;2;2;;;;;;;2.93;1.17;;;;;;;4;4.1;
Q20;2022;010780492;CRF ROMANS-FERRARI;360000707;M1140;;;;1;;;;;;0.6;;;;;;;1;0.6;
Q20;2022;010780492;CRF ROMANS-FERRARI;360000707;M1180;1;3;;3;;;;;1;4.58;;;;;;;7;5.58;
Q20;2022;010780492;CRF ROMANS-FERRARI;360000707;M3020;;;;1;;;;;;0.2;;;;;;;1;0.2;
Q20;2022;010780492;CRF ROMANS-FERRARI;360000707;M3050;;;;1;;;;;;0.93;;;;;;;1;0.93;
Q20;2022;010780492;;360000707;M9999;1;3;;6;;;;;1;6.31;;;;;;;10;7.31;
Q20;2022;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;M1010;;1;;;;;;;;1;;;;;;;1;1;
Q20;2022;010780799;CTRE DE MPR CHATEAU D'ANGEVILLE;010783009;M3050;;;;1;;;;;;0.25;;;;;;;1;0.25;
Q20;2022;010780799;;010783009;M9999;;1;;1;;;;;;1.25;;;;;;;2;1.25;
Q20;2022;010789576;USLD;010780096;M1320;;;;1;;;;;;0.88;;0.88;;;;;1;0.88;
Q20;2022;010789576;USLD;010780096;M3050;;;;1;;;;;;0.16;;0.16;;;;;1;0.16;
Q20;2022;010789576;;010780096;M9999;;;;2;;;;;;1.04;;1.04;;;;;2;1.04;
Q20;2022;020000089;CH GUISE;020000022;M1010;;;5;;;;;;3.1;;;;;;3.1;;5;3.1;
Q20;2022;020000089;CH GUISE;020000022;M1050;;;1;;;;;;0.4;;;;;;0.4;;1;0.4;
Q20;2022;020000089;CH GUISE;020000022;M1090;;;1;;;;;;0.1;;;;;;0.1;;1;0.1;
Q20;2022;020000089;CH GUISE;020000022;M1160;;;1;;;;;;0.2;;;;;;0.2;;1;0.2;
Q20;2022;020000089;CH GUISE;020000022;M1320;;;;1;;;;;;0.6;;;;;0.6;;1;0.6;
Q20;2022;020000089;CH GUISE;020000022;M3012;2;;;;;;;;2;;;2;;;;;2;2;
Q20;2022;020000089;CH GUISE;020000022;M3040;;;1;;;;;;0.1;;;;;;0.1;;1;0.1;
Q20;2022;020000089;CH GUISE;020000022;M3060;;;1;;;;;;0.2;;;;;;0.2;;1;0.2;
Q20;2022;020000089;;020000022;M9999;2;;10;1;;;;;6.1;0.6;;2;;;4.7;;13;6.7;
Q20;2022;020000097;CH LA FÈRE;020000048;M1010;1;2;;;;;;;1;2.49;;2.49;;;1;;3;3.49;
Q20;2022;020000097;CH LA FÈRE;020000048;M1320;2;;;;;;;;2;;;1.42;;;0.58;;2;2;
Q20;2022;020000097;CH LA FÈRE;020000048;M3020;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2022;020000097;CH LA FÈRE;020000048;M3040;1;;;;;;;;0.33;;;;;;0.33;;1;0.33;
Q20;2022;020000097;CH LA FÈRE;020000048;M3050;1;;;;;;;;1.07;0.03;;1;;;0.1;;1;1.1;
Q20;2022;020000097;;020000048;M9999;6;2;;;;;;;5.4;2.52;;5.91;;;2.01;;8;7.92;
Q20;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;M1010;1;;1;;;;;;1.6;;;;;;1.6;;2;1.6;
Q20;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;M1040;;;1;;;;;;0.18;;;;;;0.18;;1;0.18;
Q20;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;M1110;;;;;;;1;;;;;;;;;;;;1
Q20;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;M1190;;;2;;;;;;0.15;;;;;;0.15;;2;0.15;
Q20;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;M2100;;;;;;;1;;;;;;;;;;;;1
Q20;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;M3040;;;;;;;1;;;;;;;;;;;;1
Q20;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;M3050;;;;;;;;2;;;;;;;;;;;2
Q20;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;M3060;;;;;;;1;;;;;;;;;;;;1
Q20;2022;020000105;CH LE NOUVION-EN-THIÉRACHE;020000055;M3070;;;2;;;;1;;0.12;;;;;;0.12;;2;0.12;1
Q20;2022;020000105;;020000055;M9999;1;;6;;;;5;2;2.05;;;;;;2.05;;7;2.05;7
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M1010;2;0;;;;;;;2;0.67;;1;;;1.67;;2;2.67;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M1020;1;2;;;;;;;0.22;2.12;;2.12;0.17;;0.05;;3;2.34;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M1030;4;2;;3;;;;;4.4;4.17;;3.17;;;2;3.4;9;8.57;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M1031;3;1;1;;;;;;3.1;1;;3;;;;1.1;5;4.1;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M1040;8;2;2;;;;;;8.86;2;;8.93;;;1.93;;12;10.86;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M1050;1;1;;2;;;;;1;1.92;;0.65;0.83;;0.44;1;4;2.92;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M1070;2;2;;1;;;;;2.83;2.2;;2;0.17;;2.03;0.83;5;5.03;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M1090;1;2;;;;;;;1;2;;1;;;1.33;0.67;3;3;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M1100;1;1;;;;;;;1;1;;;;;1;1;2;2;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M1110;6;2;;;;;;;6;1.17;;5;;;1.17;1;8;7.17;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M1120;4;1;4;;;;;;5.2;1;;1.6;;;1.4;3.2;9;6.2;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M1130;1;6;;;;;;;1.1;4.17;;0.17;;;3.27;1.83;7;5.27;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M1140;2;10;1;6;;;;;3.02;13.67;;9.17;1.83;;2.15;3.54;19;16.69;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M1150;2;3;3;;;;;;3.4;3;;4;;;0.2;2.2;8;6.4;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M1160;6;1;6;3;;;;;6.98;2.58;;2.6;;;4.31;2.65;16;9.56;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M1170;1;1;1;;;;;;1.93;1;;;;;;2.93;3;2.93;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M1180;;2;;1;;;;;;2.4;;;;;1;1.4;3;2.4;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M1190;;1;;1;;;;;;1.95;;1.37;;;;0.58;2;1.95;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M1200;2;4;2;3;;;;;2.83;4.1;;5.42;;;0.55;0.96;11;6.93;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M1320;6;5;;2;;;;;6;6.47;;4.22;;;4.58;3.67;13;12.47;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M1330;2;1;;2;;;;;2;2.6;;3;;;1.6;;5;4.6;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M1340;7;6;3;;;;;;6.73;5.08;;4;;;1.48;6.33;16;11.81;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M2030;6;1;3;;;;;;6.46;1.42;;6.31;0.42;;1;0.15;10;7.88;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M2040;;2;1;;;;;;0.6;1.17;;0.42;0.17;;;1.18;3;1.77;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M2050;7;3;;2;;;;;6.08;3.58;;6.08;2;;1;0.58;12;9.66;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M2070;2;;1;1;;;;;2.87;0.8;;1;0.83;;1.56;0.28;4;3.67;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M2080;1;1;1;;;;;;1.2;1;;1;;;0.08;1.12;3;2.2;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M2100;2;;;;;;;;2.08;;;1;;;1.08;;2;2.08;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M2120;4;;1;;;;;;3.37;;;3;;;0.37;;5;3.37;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M2130;3;1;1;;;;;;3.4;1;;1.33;1.84;;;1.23;5;4.4;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M3011;;3;1;;;;;;0.92;3;;2.92;;;0.92;0.08;4;3.92;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M3020;1;4;1;;;;;;1.8;4;;5.8;;;;;6;5.8;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M3040;1;1;1;1;;;;;0.64;2.03;;;;;0.67;2;4;2.67;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M3050;6;6;;1;;;;;5.17;5.17;;8;2;;;0.34;13;10.34;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M3060;;;;1;;;;;;0.8;;;;;;0.8;1;0.8;
Q20;2022;020000162;CH SAINT-QUENTIN;020000063;M3070;;;;1;;;;;;0.8;;;;;;0.8;1;0.8;
Q20;2022;020000162;;020000063;M9999;95;78;34;31;;;;;104.19;91.04;;99.28;10.26;;38.84;46.85;238;195.23;
Q20;2022;020000246;CH VERVINS;020000071;M1010;;;3;1;;;;;1.8;0.3;;1.8;;;0.3;;4;2.1;
Q20;2022;020000246;;020000071;M9999;;;3;1;;;;;1.8;0.3;;1.8;;;0.3;;4;2.1;
Q20;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M1010;1;3;2;2;;;;;1.94;3.69;;;;;;;8;5.63;
Q20;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M1070;1;;1;;;;;;1.72;;;;;;;;2;1.72;
Q20;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M1150;1;;1;;;;;;1.4;;;;;;;;2;1.4;
Q20;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M1160;;;1;;;;;;0.11;;;;;;;;1;0.11;
Q20;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M1180;2;2;1;;;;;;2.92;2.03;;;;;;;5;4.95;
Q20;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M1190;;;2;;;;;;1.13;;;;;;;;2;1.13;
Q20;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M1320;1;1;1;;;;;;1.67;1.06;;;;;;;3;2.73;
Q20;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M2010;;;1;;;;;;0.05;;;;;;;;1;0.05;
Q20;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M2070;;;1;;;;;;0.05;;;;;;;;1;0.05;
Q20;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M2080;;;1;;;;;;0.11;;;;;;;;1;0.11;
Q20;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M3020;;;1;2;;;;;0.07;0.23;;;;;;;3;0.3;
Q20;2022;020000303;HOPITAL VILLIERS SAINT DENIS;750814030;M3050;2;;;;;;;;2;0.13;;;;;;;2;2.13;
Q20;2022;020000303;;750814030;M9999;8;6;13;4;;;;;13.17;7.14;;;;;;;31;20.31;
Q20;2022;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M1030;;;;;3;;;;;;;;;;;;;;3
Q20;2022;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M1090;;;;;;;2;;;;;;;;;;;;2
Q20;2022;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M1150;;;;;;;1;;;;;;;;;;;;1
Q20;2022;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M1160;;;;;;;7;;;;;;;;;;;;7
Q20;2022;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M2010;;;;;;;;1;;;;;;;;;;;1
Q20;2022;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M2020;;;;;;;4;;;;;;;;;;;;4
Q20;2022;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M2030;;;;;3;;;;;;;;;;;;;;3
Q20;2022;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M2040;;;;;;;;1;;;;;;;;;;;1
Q20;2022;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M2070;;;;;;;3;1;;;;;;;;;;;4
Q20;2022;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M2080;;;;;1;;1;;;;;;;;;;;;2
Q20;2022;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M2100;;;;;1;;;;;;;;;;;;;;1
Q20;2022;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M2120;;;;;;;2;;;;;;;;;;;;2
Q20;2022;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M2130;;;;;;;1;;;;;;;;;;;;1
Q20;2022;020000360;CLINIQUE COURLANCY SOISSONS;020014742;M3050;1;;;;;;;;1.25;;;;;;;;1;1.25;
Q20;2022;020000360;;020014742;M9999;1;;;;8;;21;3;1.25;;;;;;;;1;1.25;32
Q20;2022;020000386;CLINIQUE DE LA ROSERAIE;020000600;M1010;0;0;1;0;0;0;0;0;0.42;;;;;;;;1;0.42;0
Q20;2022;020000386;CLINIQUE DE LA ROSERAIE;020000600;M3020;0;0;0;0;0;0;3;2;;;;;;;;;0;;5
Q20;2022;020000386;;020000600;M9999;0;0;1;0;0;0;3;2;0.42;;;;;;;;1;0.42;5
Q20;2022;020000394;CH LAON;020000253;M1010;7;7;3;1;;;;;7.39;4.91;;4.2;;;8.1;;18;12.3;
Q20;2022;020000394;CH LAON;020000253;M1030;7;3;0;0;;;;;4.95;2.55;;3.75;;;2.92;0.83;10;7.5;
Q20;2022;020000394;CH LAON;020000253;M1031;4;1;0;0;;;;;3.98;1;;1;;;3.98;;5;4.98;
Q20;2022;020000394;CH LAON;020000253;M1040;3;1;1;3;;;;;2.8;2.04;;2.44;;;2.4;;8;4.84;
Q20;2022;020000394;CH LAON;020000253;M1070;1;0;0;0;;;;;1;;;1;;;;;1;1;
Q20;2022;020000394;CH LAON;020000253;M1090;4;0;0;0;;;;;2.72;;;2;;;0.72;;4;2.72;
Q20;2022;020000394;CH LAON;020000253;M1100;1;0;2;0;;;;;1.87;;;1.8;;;0.04;0.03;3;1.87;
Q20;2022;020000394;CH LAON;020000253;M1110;4;0;0;0;;;;;3.67;;;1.42;;;2.17;0.08;4;3.67;
Q20;2022;020000394;CH LAON;020000253;M1140;3;5;0;2;;;;;3.42;3.8;;1;;;5.22;1;10;7.22;
Q20;2022;020000394;CH LAON;020000253;M1160;2;2;2;0;;;;;3.2;0.54;;1;;;2.74;;6;3.74;
Q20;2022;020000394;CH LAON;020000253;M1190;0;1;0;1;;;;;;1.5;;1.5;;;;;2;1.5;
Q20;2022;020000394;CH LAON;020000253;M1320;4;3;0;0;;;;;2.95;1.75;;1.8;;;2.75;0.15;7;4.7;
Q20;2022;020000394;CH LAON;020000253;M1340;8;1;0;3;;;;;7.75;3.1;;8.8;;;1.45;0.6;12;10.85;
Q20;2022;020000394;CH LAON;020000253;M2010;2;;;;;;;;2;;;2;;;;;2;2;
Q20;2022;020000394;CH LAON;020000253;M2030;4;;;;;;;;4;;;3;;;1;;4;4;
Q20;2022;020000394;CH LAON;020000253;M2050;3;2;2;1;;;;;2.6;3.04;;3.04;;;1.43;1.17;8;5.64;
Q20;2022;020000394;CH LAON;020000253;M2070;;2;1;1;;;;;0.6;2.29;;1.52;;;1.04;0.33;4;2.89;
Q20;2022;020000394;CH LAON;020000253;M2080;2;;2;;;;;;2.26;;;0.6;;;1.41;0.25;4;2.26;
Q20;2022;020000394;CH LAON;020000253;M2100;4;;;;;;;;2.99;;;2;;;0.67;0.32;4;2.99;
Q20;2022;020000394;CH LAON;020000253;M2120;;;1;;;;;;0.8;;;;;;0.8;;1;0.8;
Q20;2022;020000394;CH LAON;020000253;M3011;3;;;;;;;;3;;;2;;;0.83;0.17;3;3;
Q20;2022;020000394;CH LAON;020000253;M3030;1;;;;;;;;1;;;;;;1;;1;1;
Q20;2022;020000394;CH LAON;020000253;M3040;;;;;;;;;0.11;;;;;;0.11;;;0.11;
Q20;2022;020000394;CH LAON;020000253;M3050;1;1;;2;;;;;1;2.8;;3.8;;;;;4;3.8;
Q20;2022;020000394;CH LAON;020000253;M3060;;;;1;;;;;0.38;1.17;;1.18;;;0.37;;1;1.55;
Q20;2022;020000394;;020000253;M9999;68;29;14;15;;;;;66.44;30.49;;50.85;;;41.15;4.93;126;96.93;
Q20;2022;020000519;CH SOISSONS;020000261;M1010;19;7;7;;;;;;21.73;7;;12.53;;;10.76;5.44;33;28.73;
Q20;2022;020000519;CH SOISSONS;020000261;M1030;4;5;2;1;;;;;5.34;3.88;;4.43;;;2.86;1.93;12;9.22;
Q20;2022;020000519;CH SOISSONS;020000261;M1031;3;1;1;;;;;;3.42;1;;1.42;;;2.1;0.9;5;4.42;
Q20;2022;020000519;CH SOISSONS;020000261;M1040;4;2;3;;;;;;5.08;2.66;;6.91;0.17;;0.66;;9;7.74;
Q20;2022;020000519;CH SOISSONS;020000261;M1070;2;;;;;;;;2;;;1;;;1;;2;2;
Q20;2022;020000519;CH SOISSONS;020000261;M1090;3;2;1;;;;;;5.15;2;;2.9;;;3.2;1.05;6;7.15;
Q20;2022;020000519;CH SOISSONS;020000261;M1100;1;;;;;;;;1.1;;;0.6;;;;0.5;1;1.1;
Q20;2022;020000519;CH SOISSONS;020000261;M1110;3;2;2;;;;;;5.13;1.53;;0.7;;;1.92;4.04;7;6.66;
Q20;2022;020000519;CH SOISSONS;020000261;M1120;3;2;;;;;;;2.16;2;;3;;;1;0.16;5;4.16;
Q20;2022;020000519;CH SOISSONS;020000261;M1130;;4;2;;;;;;0.77;4.35;;1.1;0.4;;3.53;0.09;6;5.12;
Q20;2022;020000519;CH SOISSONS;020000261;M1140;2;4;2;2;;;;;3.16;2.77;;4.5;;;0.98;0.45;10;5.93;
Q20;2022;020000519;CH SOISSONS;020000261;M1150;2;2;1;1;;;;;0.73;2.48;;1.9;;;1.02;0.29;6;3.21;
Q20;2022;020000519;CH SOISSONS;020000261;M1160;4;2;3;;;;;;5.34;2;;2.91;0.93;;2.02;1.48;9;7.34;
Q20;2022;020000519;CH SOISSONS;020000261;M1190;;;1;;;;;;0.1;;;;;;0.1;;1;0.1;
Q20;2022;020000519;CH SOISSONS;020000261;M1200;2;1;;;;;;;1.83;1;;1.66;;;0.08;1.09;3;2.83;
Q20;2022;020000519;CH SOISSONS;020000261;M1320;2;4;;;;;;;1.7;3.66;;1.7;;;3.45;0.21;6;5.36;
Q20;2022;020000519;CH SOISSONS;020000261;M1330;;1;;;;;;;;1;;1;;;;;1;1;
Q20;2022;020000519;CH SOISSONS;020000261;M2010;1;;;;;;;;0.01;;;;;;;0.01;1;0.01;
Q20;2022;020000519;CH SOISSONS;020000261;M2020;;1;;;;;;;;0.42;;;;;0.42;;1;0.42;
Q20;2022;020000519;CH SOISSONS;020000261;M2030;6;;1;;;;;;5.5;;;3.1;;;1.65;0.75;7;5.5;
Q20;2022;020000519;CH SOISSONS;020000261;M2050;4;3;;2;;;;;4;4.35;;3.95;0.6;;2.69;1.11;9;8.35;
Q20;2022;020000519;CH SOISSONS;020000261;M2060;3;;2;;;;;;3.23;;;;;;0.03;3.2;5;3.23;
Q20;2022;020000519;CH SOISSONS;020000261;M2070;1;;1;1;;;;;1.3;0.2;;;;;1.2;0.3;3;1.5;
Q20;2022;020000519;CH SOISSONS;020000261;M2080;2;1;;;;;;;1.84;0.06;;0.84;;;1.06;;3;1.9;
Q20;2022;020000519;CH SOISSONS;020000261;M2100;1;;;;;;;;1;;;;;;;1;1;1;
Q20;2022;020000519;CH SOISSONS;020000261;M2120;4;1;1;;;;;;5.13;1;;4.13;;;2;;6;6.13;
Q20;2022;020000519;CH SOISSONS;020000261;M2130;1;;;;;;;;0.87;;;;;;;0.87;1;0.87;
Q20;2022;020000519;CH SOISSONS;020000261;M3011;;4;;;;;;;;3.42;;3.41;;;0.01;;4;3.42;
Q20;2022;020000519;CH SOISSONS;020000261;M3040;1;2;;;;;;;1;1.92;;2;;;;0.92;3;2.92;
Q20;2022;020000519;CH SOISSONS;020000261;M3050;;3;;1;;;;;0.83;3.72;;4.55;;;;;4;4.55;
Q20;2022;020000519;CH SOISSONS;020000261;M3060;;;1;;;;;;0.5;;;0.5;;;;;1;0.5;
Q20;2022;020000519;;020000261;M9999;78;54;31;8;;;;;89.95;52.42;;70.74;2.1;;43.74;25.79;171;142.37;
Q20;2022;020000535;CH CHAUNY;020000287;M1010;4;5;1;;;;;;4.96;4.74;;;;;9.63;0.07;10;9.7;
Q20;2022;020000535;CH CHAUNY;020000287;M1030;;;2;;;;;;1.53;;;1;;;0.4;0.13;2;1.53;
Q20;2022;020000535;CH CHAUNY;020000287;M1040;6;2;;;;;;;5.72;1.33;;2.97;;;4.08;;8;7.05;
Q20;2022;020000535;CH CHAUNY;020000287;M1050;;;;;;;1;;;;;;;;;;;;1
Q20;2022;020000535;CH CHAUNY;020000287;M1090;2;2;;;;;1;;1.93;1.6;;0.89;;;1.81;0.83;4;3.53;1
Q20;2022;020000535;CH CHAUNY;020000287;M1100;;1;;;;;;;;1;;1;;;;;1;1;
Q20;2022;020000535;CH CHAUNY;020000287;M1130;2;;;;;;;;1.5;0.1;;1.6;;;;;2;1.6;
Q20;2022;020000535;CH CHAUNY;020000287;M1140;;;;1;;;;;0.74;0.6;;0.6;;;0.67;0.07;1;1.34;
Q20;2022;020000535;CH CHAUNY;020000287;M1150;4;1;;;;;;;3.25;0.3;;1.5;;;2.05;;5;3.55;
Q20;2022;020000535;CH CHAUNY;020000287;M1160;;;;;;;4;;;;;;;;;;;;4
Q20;2022;020000535;CH CHAUNY;020000287;M1200;;;;1;;;;;;0.5;;;;;0.13;0.37;1;0.5;
Q20;2022;020000535;CH CHAUNY;020000287;M1320;;1;;;;;;;;0.63;;0.63;;;;;1;0.63;
Q20;2022;020000535;CH CHAUNY;020000287;M1340;4;1;1;1;;;;;4.13;1.6;;0.6;;;4.05;1.08;7;5.73;
Q20;2022;020000535;CH CHAUNY;020000287;M2010;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2022;020000535;CH CHAUNY;020000287;M2030;1;;;;;;1;;1;;;1;;;;;1;1;1
Q20;2022;020000535;CH CHAUNY;020000287;M2050;4;1;;;;;;;3.42;1;;1.99;;;2.43;;5;4.42;
Q20;2022;020000535;CH CHAUNY;020000287;M2070;1;;;;;;1;;0.1;;;;;;0.07;0.03;1;0.1;1
Q20;2022;020000535;CH CHAUNY;020000287;M2080;;;;;;;1;;;;;;;;;;;;1
Q20;2022;020000535;CH CHAUNY;020000287;M2120;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2022;020000535;CH CHAUNY;020000287;M3050;1;1;;1;;;;;1;1.62;;2;;;0.54;0.08;3;2.62;
Q20;2022;020000535;;020000287;M9999;31;15;4;4;;;9;;31.28;15.02;;17.78;;;25.86;2.66;54;46.3;9
Q20;2022;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;M1010;1;2;1;5;;;;;1.5;2.2;;2;;;1.7;;9;3.7;
Q20;2022;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;M1160;1;;;;;;;;0.2;;;;;;0.2;;1;0.2;
Q20;2022;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;M3020;24;16;5;3;;;;;22.4;16.1;;22.6;;;15.9;;48;38.5;
Q20;2022;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;M3040;1;;;;;;;;0.1;;;;;;0.1;;1;0.1;
Q20;2022;020000543;ETS PUB SANTÉ MENTALE DE L'AISNE;020000295;M3050;1;1;;;;;;;1;1;;2;;;;;2;2;
Q20;2022;020000543;;020000295;M9999;28;19;6;8;;;;;25.2;19.3;;26.6;;;17.9;;61;44.5;
Q20;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;M1010;2;;;1;;;;;2;0.86;;0.86;;;2;;3;2.86;
Q20;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;M1180;2;1;1;;;;;;2.5;1;;2;;;1.5;;4;3.5;
Q20;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;M1190;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;M1320;1;;;;;;;;1;;;;;;1;;1;1;
Q20;2022;020000915;SSR JACQUES FICHEUX SAINT-GOBAIN;020003620;M3050;;1;;;;;;;;1;;1;;;;;1;1;
Q20;2022;020000915;;020003620;M9999;6;2;1;1;;;;;6.5;2.86;;4.86;;;4.5;;10;9.36;
Q20;2022;020001061;CH CHÂTEAU-THIERRY;020004404;M1010;2;1;3;;;;;;4.41;1.02;;0.58;;;3.15;1.7;6;5.43;
Q20;2022;020001061;CH CHÂTEAU-THIERRY;020004404;M1030;2;;;;;;;;2.03;;;2.03;;;;;2;2.03;
Q20;2022;020001061;CH CHÂTEAU-THIERRY;020004404;M1031;3;2;;;;;;;3.78;2.03;;2.03;;;1.75;2.03;5;5.81;
Q20;2022;020001061;CH CHÂTEAU-THIERRY;020004404;M1040;;3;2;;;;5;;0.35;2.36;;2.03;;;0.39;0.29;5;2.71;5
Q20;2022;020001061;CH CHÂTEAU-THIERRY;020004404;M1050;0;0;;;;;;;;2.16;;;;;2.16;;0;2.16;
Q20;2022;020001061;CH CHÂTEAU-THIERRY;020004404;M1070;;2;;;;;;;;1.3;;1.02;;;;0.28;2;1.3;
Q20;2022;020001061;CH CHÂTEAU-THIERRY;020004404;M1090;2;1;;;;;1;;1.34;0.55;;1.04;;;0.85;;3;1.89;1
Q20;2022;020001061;CH CHÂTEAU-THIERRY;020004404;M1110;2;1;1;;;;;;2.1;0.31;;;;;1.09;1.32;4;2.41;
Q20;2022;020001061;CH CHÂTEAU-THIERRY;020004404;M1120;;2;1;;;;;;0.47;2.03;;;;;2.03;0.47;3;2.5;
Q20;2022;020001061;CH CHÂTEAU-THIERRY;020004404;M1140;2;3;;;;;;;1.61;3.5;;1.06;;;3.79;0.26;5;5.11;
Q20;2022;020001061;CH CHÂTEAU-THIERRY;020004404;M1150;1;2;;;;;1;;1.07;2.06;;1.02;;;1.09;1.02;3;3.13;1
Q20;2022;020001061;CH CHÂTEAU-THIERRY;020004404;M1160;;2;;1;;;4;3;0.74;1.79;;1.63;;;0.74;0.16;3;2.53;7
Q20;2022;020001061;CH CHÂTEAU-THIERRY;020004404;M1320;2;1;;;;;;;2.25;1.02;;;;;3.27;;3;3.27;
