BOR;AN;FI;RS;FI_EJ;ORG_A1;ORG_B1;ORG_C1;ORG_A2;ORG_B2;ORG_C2;ORG_A24;ORG_B24;ORG_C24;ORG_A3;ORG_B3;ORG_C3;ORG_A6;ORG_B6;ORG_C6;ORG_A7;ORG_B7;ORG_C7;ORG_A8;ORG_B8;ORG_C8;ORG_A10;ORG_B10;ORG_C10;ORG_A11;ORG_B11;ORG_C11;ORG_A17;ORG_A18;ORG_A19;ORG_A20;ORG_A21;ORG_A22;ORG_A23
ORG;2022;100007285;INSTITUT ASCLEPIADE;100011287;;;;;;;;;;;;;;;;;;;;;;14;D;C;;;;0;;;;;;
ORG;2022;100010362;GCS PATCS CRRF PASTEUR 1;100010347;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;AUBE ET SÉZANNAIS;;;;
ORG;2022;100010545;CLINIQUE KORIAN;310025010;;;;;;;;;;;;;;;;;;;;;;6;A;;2;D;;0;;;;;;
ORG;2022;100010578;GCS PATCS - HAD - SSR - TROYES;100010347;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;AUBE ET SÉZANNAIS;;;;
ORG;2022;100010818;GCS HOPITAL PRIVE DE L AUBE SITE CLQ;100010792;;;;;;;;;;;;;;;;;;;;;;10;C;D;;;;1;1;AUBE ET SÉZANNAIS;;;;
ORG;2022;100011477;GCS PATCS CRRF COS PASTEUR 2;100010347;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;AUBE ET SÉZANNAIS;;;;
ORG;2022;110000023;CH CARCASSONNE;110780061;;;;6;A;C;;;;;;;4;A;B;1;D;;;;;96;C;A;10;C;A;;;;;;;
ORG;2022;110000049;CH JP CASSABEL;110780087;1;A;C;3;A;F;1;C;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2022;110000056;CH NARBONNE;110780137;0;;;3;;;0;;;0;;;0;;;0;;;2;;;285;;;27;;;;;;;;;
ORG;2022;110000189;CH LIMOUX QUILLAN SITE DE LIMOUX;110780707;;;;1;C;;;;;;;;;;;;;;;;;11;C;D;;;;;;;;;;
ORG;2022;110000247;CH LEZIGNAN CORBIERES;110780772;;;;1;C;;;;;;;;;;;;;;;;;12;D;C;;;;1;1;GHT DES CH DE PERPIGNAN-NARBONNE-LEZIGNAN-CORBIERES-PORT-LA-NOUVELLE-PRADES;;;;
ORG;2022;110000262;CH FRANCIS VALS PORT LA NOUVELLE;110781010;;;;1;A;;;;;;;;;;;;;;;;;17;A;C;;;;1;1;GHT DES CH DE PERPIGNAN-NARBONNE-LEZIGNAN-CORBIERES-PORT-LA-NOUVELLE-PRADES;;;;
ORG;2022;110002953;HJ PSY GEN PSYCHOTIQUE CH NARBONNE;110780137;0;;;3;;;0;;;0;;;0;;;0;;;2;;;285;;;27;;;;;;;;;
ORG;2022;110003118;CL DU SUD CARCASSONNE;110007341;;;;;;;;;;;;;;;;;;;;;;39;C;D;;;;0;;;;;;
ORG;2022;110004413;AIDER SANTE UAD NARBONNE;340000264;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;110004421;AIDER SANTE UAD CH LIMOUX QUILLAN;340000264;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;110004439;AIDER SANTE UAD TREBES;340000264;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;110004942;LES QUATRE FONTAINES KORIAN NARBONNE;310021324;;;;1;A;D;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;110005048;HAD HOPITAL PRIVE DU GRAND NARBONNE;110000114;;;;;;;;;;;;;;;;;;;;;;18;C;;;;;1;1;GHT DES CH DE PERPIGNAN-NARBONNE-LEZIGNAN-CORBIERES-PORT-LA-NOUVELLE-PRADES;;;;
ORG;2022;110005246;SSR GERIATRIE CH NARBONNE;110780137;0;;;3;;;0;;;0;;;0;;;0;;;2;;;285;;;27;;;;;;;;;
ORG;2022;110005311;AIDER SANTE UDM CH CARCASSONNE;340000264;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;110005394;HAD KORIAN PAYS DES QUATRE VENTS;750056335;;;;;;;;;;;;;;;;;;;;;;31;C;;;;;1;1;OUEST AUDOIS;;;;
ORG;2022;110007259;UDM HOPITAL PRIVE DU GRAND NARBONNE;110000114;;;;;;;;;;;;;;;;;;;;;;4;C;;;;;0;;;;;;
ORG;2022;110007580;CH CARCASSONNE SMUR ANTENNE CASTELNAUD;110780061;;;;;;;;;;;;;;;;;;;;;;1;A;;;;;;;;;;;
ORG;2022;110007598;CH CARCASSONNE SMUR ANTENNE QUILLAN;110780061;;;;;;;;;;;;;;;;;;;;;;1;A;;;;;;;;;;;
ORG;2022;110007630;SSR CTRE LORDAT CASTELNAUDARY;110008810;;;;2;F;A;;;;;;;1;B;;;;;;;;25;C;D;1;C;;0;;;;;;
ORG;2022;110780152;CLINIQUE DE MIREMONT BADENS;110000064;;;;;;;;;;;;;;;;;;;;;;12;C;;;;;0;;;;;;
ORG;2022;110780202;CL KORIAN LA VERNEDE;310021316;;;;;;;;;;;;;;;;;;;;;;10;D;E;;;;0;;;;;;
ORG;2022;110780228;HOPITAL PRIVE DU GRAND NARBONNE;110000114;;;;;;;;;;;;;;;;;;;;;;63;C;A;;;;1;1;GHT DES CH DE PERPIGNAN-NARBONNE-LEZIGNAN-CORBIERES-PORT-LA-NOUVELLE-PRADES;;;;
ORG;2022;110780236;CH LIMOUX QUILLAN SITE DE QUILLAN;110780707;;;;1;C;;;;;;;;;;;;;;;;;11;C;;;;;0;;;;;;
ORG;2022;110780483;POLYCL MONTREAL CARCASSONNE;110000155;3;C;C;1;C;;;;;;;;;;;1;D;;;;;;;;;;;0;;;;;;
ORG;2022;110781283;USLD PECH D'ALCY CH NARBONNE LA COUPE;110780137;0;;;3;;;0;;;0;;;0;;;0;;;2;;;285;;;27;;;;;;;;;
ORG;2022;110786324;USSAP;110786324;;;;4;A;C;;;;;;;;;;;;;;;;22;C;D;;;;0;;;;;;
ORG;2022;110786746;SSR LIMOUX ARAGOU LES TILLEULS USSAP;110786324;;;;1;C;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;
ORG;2022;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;;;;1;A;;;;;4;C;;;;;;;;;;;10;C;;;;;0;;;;;;
ORG;2022;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;;;;;;;;;;;;;;;;;;;;;;23;C;D;;;;0;;;;;;
ORG;2022;120000096;CHI ESPALION ST LAURENT D'OLT;120780101;;;;2;A;C;;;;;;;2;E;;;;;;;;;;;;;;1;1;ROUERGUE;;;;
ORG;2022;120000153;CH MAURICE FENAILLE SEVERAC LE CHATEAU;120780291;;;;1;A;;;;;;;;;;;;;;;;;10;C;;;;;;;;;;;
ORG;2022;120001748;AIDER SANTE UAD UDM DD MILLAU;340000264;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;120004569;CH MILLAU;120004528;;;;1;A;;;;;;;;;;;;;;;;;2;A;C;;;;1;1;EST HÉRAULT ET SUD AVEYRON;;;;
ORG;2022;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;;;;4;A;C;;;;;;;4;A;B;;;;;;;35;C;A;8;C;;1;1;EST HÉRAULT ET SUD AVEYRON;;;;
ORG;2022;120005228;AAIR UAD UDM RODEZ;310000633;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;1;1;ROUERGUE;;;;
ORG;2022;120007554;SSR SITE STE ANNE CH MILLAU;120004528;;;;1;A;;;;;;;;;;;;;;;;;1;A;C;;;;0;;;;;;
ORG;2022;120780135;CTRE SSR LA CLAUZE ST JEAN DELNOUS;120000104;;;;;;;;;;;;;1;B;;;;;;;;40;A;C;;;;1;1;ROUERGUE;;;;
ORG;2022;120780143;CENTRE SSR LES TILLEULS CEIGNAC;120000112;;;;;;;;;;;;;;;;;;;;;;33;C;D;;;;1;1;ROUERGUE;;;;
ORG;2022;120780283;CHS STE MARIE RODEZ;630786754;;;;;;;;;;;;;3;B;E;;;;;;;114;C;E;;;;0;;;;;;
ORG;2022;120783097;USLD CH MILLAU;120004528;;;;1;A;;;;;;;;;;;;;;;;;1;A;C;;;;;;;;;;
ORG;2022;120783618;HAD UDSMA RODEZ;120784616;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;ROUERGUE;EST HÉRAULT ET SUD AVEYRON;;;
ORG;2022;130000235;CHS EDOUARD TOULOUSE;130780554;1;A;;3;A;E;;;;;;;3;A;B;;;;;;;;;;;;;;;;;;;
ORG;2022;130000409;CHI SITE D'AIX EN PROVENCE;130041916;2;A;E;;;;;;;;;;;;;2;D;;1;C;D;515;A;C;;;;;;;;;;
ORG;2022;130000516;CH LOUIS BRUNET D'ALLAUCH;130781339;;;;;;;;;;;;;;;;;;;;;;118;C;D;;;;;;;;;;
ORG;2022;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;;;;;;;;;;;;;;;;;;;;;;158;;;;;;;;;;;;
ORG;2022;130001225;HOPITAL DU PAYS SALONAIS;130782634;;;;1;A;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
ORG;2022;130001258;HOPITAUX PORTES DE CAMARGUE TARASCON;130028228;;;;;;;;;;;;;;;;;;;;;;7;C;A;;;;0;;;;;;
ORG;2022;130001647;INSTITUT PAOLI CALMETTES;130784127;9;C;;2;E;;;;;;;;1;E;;;;;;;;15;C;;0;;;0;;;;;;
ORG;2022;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;1;A;;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2022;130002496;CHS VALVERT MARSEILLE;130786494;1;C;;;;;;;;;;;2;B;;;;;;;;60;C;;;;;0;;;;;;
ORG;2022;130002827;CH JOSEPH IMBERT D'ARLES;130789274;1;C;;1;D;;;;;;;;;;;;;;;;;64;;;;;;;;;;;;
ORG;2022;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;;;;;;;;;;;;;1;A;;;;;;;;1;C;;;;;1;1;BOUCHES-DU-RHÔNE;;;;
ORG;2022;130008048;CLINIQUE SAINT MARTIN SUD MARSEILLE;130043169;;;;1;A;D;;;;;;;;;;;;;;;;3;C;D;;;;0;;;;;;
ORG;2022;130008238;CLINIQUE LA PHOCEANNE SUD;130044118;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;130008253;CLINIQUE DE VITROLLES;130001084;;;;1;E;;;;;;;;;;;;;;;;;10;D;C;;;;0;;;;;;
ORG;2022;130008287;ADPC UNITE D'AUTODIALYSE MARSEILLE 02;130006810;;;;;;;;;;;;;;;;;;;;;;2;C;D;;;;0;;;;;;
ORG;2022;130010648;CLINIQUE SAINT MICHEL;130010648;;;;;;;;;;;;;;;;1;A;;;;;;;;;;;0;;;;;;
ORG;2022;130021819;HAD CLARA SCHUMANN;130021769;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;1;1;ALPES-DE-HAUTE-PROVENCE;;;;
ORG;2022;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;;;;;;;;;;;;;;;;;;;;;;15;C;D;;;;1;1;BOUCHES-DU-RHÔNE;;;;
ORG;2022;130024268;NEPHROCARE SALON CENTRE D'HEMODIALYSE;130050545;;;;;;;;;;;;;;;;;;;;;;3;C;D;;;;0;;;;;;
ORG;2022;130032758;CLINIQUE DE LA POINTE ROUGE USLD;130001514;;;;;;;1;G;;;;;;;;;;;;;;10;C;E;1;G;;0;;;;;;
ORG;2022;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;130006810;;;;;;;;;;;;;;;;;;;;;;9;C;D;;;;0;;;;;;
ORG;2022;130035793;CLINIQUE LES ALPILLES KORIAN GLANUM;130013139;;;;;;;;;;;;;;;;;;;;;;11;;;;;;0;;;;;;
ORG;2022;130035959;ADPC UDM MARSEILLE 05;130006810;;;;;;;;;;;;;;;;;;;;;;3;C;D;;;;0;;;;;;
ORG;2022;130041767;EUROMED CARDIO;130041262;0;;;1;D;;0;;;0;;;0;;;1;A;B;0;;;0;;;0;;;0;;;;;;
ORG;2022;130043318;SSR PEDIATRIQUE VAL PRE VERT;130043300;5;A;;;;;;;;;;;;;;;;;;;;7;A;;;;;0;;;;;;
ORG;2022;130043508;UNITE PEDIATRIQUE POMPONIANA MARSEILLE;250002284;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;BOUCHES-DU-RHÔNE;;;;
ORG;2022;130043664;HOPITAL EUROPEEN;130002157;0;;;1;D;;0;;;0;;;0;;;1;A;B;0;;;103;C;E;0;;;0;;;;;;
ORG;2022;130043854;CSSR VALMANTE SITE HOPITAL EUROPEEN;130037815;;;;;;;;;;;;;;;;1;A;;;;;;;;;;;0;;;;;;
ORG;2022;130044753;CLINIQUE MONTICELLI VELODROME;130810336;;;;;;;;;;;;;;;;1;A;;;;;5;C;;;;;0;;;;;;
ORG;2022;130045263;VILLA IZOI;130007487;;;;;;;;;;;;;;;;;;;;;;2;A;C;;;;0;;;;;;
ORG;2022;130050396;ADPC MARTIGUES SITE CH;130006810;;;;;;;;;;;;;;;;;;;;;;4;C;D;;;;0;;;;;;
ORG;2022;130780083;CLINIQUE MADELEINE REMUZAT;130000060;;;;;;;;;;;;;;;;;;;;;;33;C;D;;;;0;;;;;;
ORG;2022;130781065;CLINIQUE PSYCHIATRIQUE LA JAUBERTE;130000417;0;;;0;;;0;;;0;;;0;;;0;;;0;;;16;C;D;0;;;0;;;;;;
ORG;2022;130781255;HOSPITALITE SAINT THOMAS DE VILLENEUVE;220020739;6;C;E;;;;;;;;;;;;;;;;;;;13;C;;4;G;;0;;;;;;
ORG;2022;130781370;CLINIQUE JEANNE D'ARC;130000532;2;D;C;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;;;;;;;;;;;;;;;;1;A;B;;;;;;;;;;0;;;;;;
ORG;2022;130781768;CLINIQUE KORIAN LES PALMIERS;130000763;;;;;;;;;;;;;1;G;;;;;;;;5;D;C;;;;0;;;;;;
ORG;2022;130781834;CRF NOTRE DAME DU BON VOYAGE;130000805;;;;;;;;;;;;;;;;;;;;;;28;C;;3;D;;0;;;;;;
ORG;2022;130781867;CLINIQUE DE LA CIOTAT;130000813;;;;;;;1;A;D;;;;;;;2;A;;;;;;;;;;;0;;;;;;
ORG;2022;130781917;CLINIQUE PROVENCE AZUR;130000847;0;;;0;;;0;;;0;;;0;;;0;;;0;;;10;C;;8;;;0;;;;;;
ORG;2022;130781925;CENTRE CARDIO VASCULAIRE D'EYGUIERES;920030269;;;;;;;;;;;;;;;;;;;;;;16;C;C;;;;0;;;;;;
ORG;2022;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;0;;;1;E;;0;;;0;;;0;;;1;A;B;0;;;0;;;0;;;0;;;;;;
ORG;2022;130782097;CENTRE DE SIBOURG;130000938;;;;1;;;;;;;;;;;;;;;;;;12;C;D;;;;0;;;;;;
ORG;2022;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;;;;1;E;;;;;;;;;;;1;A;B;;;;;;;;;;0;;;;;;
ORG;2022;130782162;CLINIQUE CHIRURGICALE DE MARTIGUES;130000987;;;;;;;;;;;;;;;;1;A;B;;;;;;;;;;0;;;;;;
ORG;2022;130782444;CLINIQUE DU CHATEAU DE FLORANS;130001100;;;;;;;;;;;;;;;;;;;;;;44;C;;;;;0;;;;;;
ORG;2022;130782451;LE MEDITERRANEE CLINIQUE CASTELLAS;130001118;0;;;0;;;0;;;0;;;0;;;0;;;0;;;12;;;3;;;0;;;;;;
ORG;2022;130782675;CLINIQUE VIGNOLI;130001233;;;;;;;;;;;;;;;;1;A;B;;;;;;;;;;0;;;;;;
ORG;2022;130783764;CLINIQUE MON REPOS;920030269;;;;;;;;;;;;;;;;;;;;;;7;C;D;;;;0;;;;;;
ORG;2022;130784051;HOPITAL PRIVE CLAIRVAL;130037823;;;;;;;;;;;;;1;A;B;;;;;;;;;;;;;0;;;;;;
ORG;2022;130784085;CLINIQUE L'EMERAUDE;920030921;;;;;;;;;;;;;;;;;;;;;;2;A;;;;;0;;;;;;
ORG;2022;130784291;CLINIQUE DES TROIS CYPRES;130001696;;;;;;;;;;;;;;;;1;A;;;;;;;;;;;0;;;;;;
ORG;2022;130784481;DIAVERUM PROVENCE MARSEILLE 8E;130006562;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;130784580;CLINIQUE LA PROVENCALE;920030269;;;;;;;;;;;;;;;;;;;;;;6;D;;;;;0;;;;;;
ORG;2022;130784713;HP MARSEILLE BEAUREGARD VERT COTEAU;130038847;;;;;;;;;;;;;;;;2;A;A;;;;4;C;C;;;;0;;;;;;
ORG;2022;130784812;CLINIQUE SAINT BARNABE;130001985;;;;;;;;;;;;;;;;;;;;;;30;C;E;;;;0;;;;;;
ORG;2022;130785389;CLINIQUE CHANTECLER;130002173;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;;;;
ORG;2022;130785462;LA CHENAIE;130002207;0;;;0;;;0;;;0;;;0;;;0;;;0;;;14;A;C;0;;;0;;;;;;
ORG;2022;130785678;HP MARSEILLE VERT COTEAU BEAUREGARD;130002249;;;;;;;;;;;;;;;;2;A;A;;;;;;;;;;0;;;;;;
ORG;2022;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;;;;;;;;;;;;;2;A;;;;;;;;4;C;;;;;0;;;;;;
ORG;2022;130786742;HIA LAVERAN;750821092;;;;1;G;;;;;;;;;;;;;;;;;138;C;D;27;C;;0;;;;;;
ORG;2022;130786890;HJ LE RELAIS SERENA;130001688;;;;;;;;;;;;;;;;;;;;;;2;C;D;;;;0;;;;;;
ORG;2022;130786924;INST UNIV DE READAP VALMANTE SUD;130037815;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;E;;0;;;0;;;;;;
ORG;2022;130786973;CLINIQUE PSYCHIATRIQUE MEDIAZUR;130002702;;;;;;;;;;;;;;;;;;;;;;4;A;;;;;0;;;;;;
ORG;2022;130787369;CTRE REED FONCT LE GRAND LARGE;130002777;0;;;0;;;0;;;0;;;0;;;0;;;0;;;15;;;11;;;1;2;BOUCHES-DU-RHÔNE;;;;
ORG;2022;130789159;CENTRE CARDIO VASCULAIRE VALMANTE;920030269;22;A;;;;;;;;;;;;;;;;;;;;12;D;C;1;A;;0;;;;;;
ORG;2022;130789357;CLINIQUE READAPT FONCT LES FEUILLADES;130002843;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;130802143;HAD SOINS ASSISTANCE;130804396;;;;;;;;;;;;;;;;1;B;;;;;;;;;;;0;;;;;;
ORG;2022;130806011;CLINIQUE SAINT PAUL DE MAUSOLE;750720534;;;;;;;;;;;;;;;;;;;;;;3;A;C;;;;0;;;;;;
ORG;2022;130806029;NEPHROCARE UDM AUTO PERIT DOM AIX;130050545;;;;;;;;;;;;;;;;;;;;;;3;C;D;;;;0;;;;;;
ORG;2022;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;130016058;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;130806417;ADPC UNITE D'AUTODIALYSE AUBAGNE;130006810;;;;;;;;;;;;;;;;;;;;;;2;C;D;;;;0;;;;;;
ORG;2022;130808843;USLD MARCEL PAGNOL;920030152;1;;;0;;;0;;;0;;;0;;;0;;;0;;;13;;;0;;;0;;;;;;
ORG;2022;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;BOUCHES-DU-RHÔNE;;;;
ORG;2022;130809809;CHP AUBAGNE;130007156;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;130809981;KORIAN MASSILIA LES PINS;750056335;;;;;;;;;;;;;;;;;;;;;;21;E;;;;;0;;;;;;
ORG;2022;130810740;CLINIQUE AXIUM;130007362;1;C;D;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;
ORG;2022;130811102;LA MAISON;130007487;;;;;;;;;;;;;;;;;;;;;;2;A;C;;;;0;;;;;;
ORG;2022;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;;;;;;;;;;;;;;;;1;D;;;;;4;C;;;;;;;;;;;
ORG;2022;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;;;;2;A;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2022;140000209;CHU COTE DE NACRE - CAEN;140000100;;;;5;C;D;2;D;A;;;;1;D;A;;;;;;;751;C;A;;;;;;;;;;
ORG;2022;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;1;D;;1;B;;;;;;;;4;B;A;;;;;;;59;C;A;;;;;;;;;;
ORG;2022;140000258;POLYCLINIQUE DE DEAUVILLE;140000415;;;;;;;;;;;;;;;;1;A;B;;;;;;;;;;0;;;;;;
ORG;2022;140000290;CLINIQUE NOTRE DAME - VIRE;140000449;;;;;;;;;;;;;;;;1;;;;;;21;;;;;;0;;;;;;
ORG;2022;140000373;CENTRE HOSPITALIER DE VIRE;140000159;;;;;;;;;;;;;;;;1;D;;;;;25;C;A;;;;0;;;;;;
ORG;2022;140000456;ETS PUBLIC DE SANTE MENTALE;140000316;;;;1;B;;;;;;;;3;B;A;;;;;;;7;A;C;;;;0;;;;;;
ORG;2022;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;;;;2;C;D;;;;;;;2;E;E;1;A;;;;;131;C;D;;;;0;;;;;;
ORG;2022;140002254;ANIDER - HEROUVILLE SAINT CLAIR;140000852;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;
ORG;2022;140002452;CLINIQUE DE LA MISERICORDE - CAEN;140025800;;;;;;;;;;;;;;;;1;D;D;;;;;;;;;;0;;;;;;
ORG;2022;140004136;UNITE PSYCHIATRIQUE - CH BAYEUX;140000092;;;;1;G;;;;;;;;1;A;;1;D;;;;;;;;;;;;;;;;;
ORG;2022;140016155;HAD DE BAYEUX;140000092;;;;1;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2022;140016759;POLYCLINIQUE DU PARC - CAEN;140003146;;;;;;;;;;;;;;;;1;D;;;;;;;;;;;0;;;;;;
ORG;2022;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;;;;;;;;;;;;;;;;;;;;;;115;C;D;;;;0;;;;;;
ORG;2022;140017278;INSTITUT MEDECINE PHYSIQUE ET READAPTA;610787285;;;;;;;;;;;;;;;;;;;;;;6;C;;;;;0;;;;;;
ORG;2022;140017401;UNITE SOINS LONGUE DUREE - CH BAYEUX;140000092;;;;1;G;;;;;;;;1;A;;1;D;;;;;;;;;;;;;;;;;
ORG;2022;140018730;POLYCLINIQUE DE LISIEUX;140000423;;;;;;;;;;;;;;;;1;B;A;;;;;;;;;;0;;;;;;
ORG;2022;140019175;CRF MANOIR D' APRIGNY - BAYEUX;930019484;;;;;;;;;;;;;;;;;;;;;;3;C;;;;;0;;;;;;
ORG;2022;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;;;;1;G;;;;;;;;1;A;;1;D;;;;;;;;;;;;;;;;;
ORG;2022;140025362;SSR GÉRIATRIQUE CHAMP FLEURY;140000092;;;;1;G;;;;;;;;1;A;;1;D;;;;;;;;;;;;;;;;;
ORG;2022;140026410;CH COTE FLEURIE - SITE DE CRICQUEBOEUF;140026279;1;C;;;;;1;A;;;;;;;;1;D;;1;C;;;;;;;;;;;;;;
ORG;2022;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;;;;;;;;;;;;;;;;1;B;A;;;;;;;;;;0;;;;;;
ORG;2022;140027434;ANIDER - HONFLEUR;140000852;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;
ORG;2022;140027681;CMPR LA CLAIRIERE - HEROUVILLE STCLAIR;610787764;;;;;;;;;;;;;;;;;;;;;;39;C;D;1;A;;1;1;NORMANDIE CENTRE;;;;
ORG;2022;140030891;UNITE RADIOTHERAPIE EXTERNE CFB;140000639;;;;;;;;;;;;;;;;;;;;;;1;;;;;;0;;;;;;
ORG;2022;150000024;CH DE CONDAT EN FENIERS;150780047;;;;1;A;;;;;;;;4;D;A;;;;;;;;;;;;;;;;;;;
ORG;2022;150000032;CH DE SAINT-FLOUR;150780088;;;;1;C;;;;;1;C;;1;A;;;;;1;C;;130;A;C;;;;;;;;;;
ORG;2022;150000040;CH HENRI MONDOR;150780096;;;;;;;;;;;;;;;;;;;;;;38;A;C;;;;0;;;;;;
ORG;2022;150000149;CH PIERRE RAYNAL;150780393;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2022;150000164;CH DE MAURIAC;150780468;;;;;;;;;;;;;;;;;;;;;;15;C;A;;;;;;;;;;
ORG;2022;150002608;CLINIQUE DU SOUFFLE LES CLARINES;660006370;;;;1;;;;;;;;;;;;;;;;;;22;A;D;;;;0;;;;;;
ORG;2022;150003713;SELARL U2R - SITE CMC DE TRONQUIERES;630011831;;;;;;;;;;;;;;;;1;;;;;;3;;;;;;0;;;;;;
ORG;2022;150780120;CLINIQUE DU HAUT CANTAL;150000065;;;;1;D;;;;;;;;;;;;;;;;;28;D;;1;G;;1;1;CANTAL;;;;
ORG;2022;150780708;CENTRE MEDICAL M. DELORT;870015336;;;;;;;;;;;;;;;;;;;;;;1;D;;;;;0;;;;;;
ORG;2022;150780773;SERVICE DE PSYCHIATRIE - CH ST FLOUR;150780088;;;;;;;;;;;;;;;;;;;;;;10;C;C;;;;;;;;;;
ORG;2022;150782944;CENTRE DE READAPTATION DE MAURS;150002566;;;;;;;;;;;;;;;;;;;;;;17;C;A;;;;0;;;;;;
ORG;2022;160000170;CLINIQUE SAINT JOSEPH ANGOULEME;160000204;;;;;;;;;;;;;;;;;;;;;;13;C;;;;;0;;;;;;
ORG;2022;160000188;CH DE LA ROCHEFOUCAULD;160000121;;;;1;A;;;;;;;;;;;;;;;;;;;;;;;1;1;CHARENTE;;;;
ORG;2022;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;0;;;2;A;;1;C;D;;;;3;A;B;4;B;D;1;C;;258;A;C;;;;;;;;;;
ORG;2022;160000279;CLINIQUE DE COGNAC;160000212;;;;;;;;;;;;;;;;3;A;B;;;;1;C;;;;;0;;;;;;
ORG;2022;160000303;CH HOPITAUX SUD-CHARENTE;160006037;1;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2022;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;;;;1;A;;;;;;;;;;;;;;;;;24;C;;;;;1;1;CHARENTE;;;;
ORG;2022;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;;;;1;A;;;;;;;;1;A;;;;;;;;;;;;;;;;;;;;
ORG;2022;160000345;CH CAMILLE CLAUDEL - LA COURONNE;160000501;;;;2;A;D;;;;;;;7;A;D;;;;;;;15;C;;;;;;;;;;;
ORG;2022;160002036;HAD MUTUALISTE;160009908;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;CHARENTE;;;;
ORG;2022;160006110;AURA POITOU-CH - LA COURONNE;860000348;;;;;;;;;;;;;;;;;;;;;;2;C;D;;;;0;;;;;;
ORG;2022;160008231;KORIAN VILLA BLEUE - JARNAC;160001038;;;;0;;;;;;1;G;;;;;;;;;;;6;A;C;;;;0;;;;;;
