BOR;AN;FI;GRP;RS;FI_ET;RS_ET;FI_EJ
STB;2019;050000991;09;CENTRE MEDICAL CHANT'OURS;;;050000546
STB;2019;050001064;09;CENTRE MEDICAL LA DURANCE;;;050000561
STB;2019;050002351;09;CENTRE RHONE AZUR GAP;;;130037815
STB;2019;060000163;04;CH SAINT MAUR SAINT ETIENNE TINEE;;;060780327
STB;2019;060000296;09;LA MAISON DU MINEUR;;;060780640
STB;2019;060000304;04;CENTRE HOSPITALIER DE BREIL SUR ROYA;;;060780657
STB;2019;060000411;04;CH DU PAYS DE LA ROUDOULE PUGET;;;060780780
STB;2019;060000478;04;CENTRE HOSPITALIER DE GRASSE;060787801;CMP HOPITAL LE PETIT PARIS;060780897
STB;2019;060000486;04;CH SAINT ELOI DE SOSPEL;;;060780905
STB;2019;060000494;04;CH SAINT LAZARE DE TENDE;;;060780921
STB;2019;060000510;04;CH D'ANTIBES JUAN LES PINS;060019965;CMP ANTIBES MIRABEAU;060780954
STB;2019;060000510;04;CH D'ANTIBES JUAN LES PINS;060020054;CMP VALLAURIS;060780954
STB;2019;060000510;04;CH D'ANTIBES JUAN LES PINS;060023702;USLD CH ANTIBES JUAN LES PINS;060780954
STB;2019;060000510;04;CH D'ANTIBES JUAN LES PINS;060024569;CMP VENCE LES CARIATIDES;060780954
STB;2019;060000510;04;CH D'ANTIBES JUAN LES PINS;060024577;CMP VALBONNE;060780954
STB;2019;060000510;04;CH D'ANTIBES JUAN LES PINS;060787819;CMP VENCE LE RIOU;060780954
STB;2019;060000510;04;CH D'ANTIBES JUAN LES PINS;060788304;CMP CATTP ANTIBES LE PROXIMA;060780954
STB;2019;060000536;04;HOPITAL SAINT ANTOINE;;;060006889
STB;2019;060000544;04;CH DE CANNES SIMONE VEIL;060019957;CMP LE SHOAN;060780988
STB;2019;060000544;04;CH DE CANNES SIMONE VEIL;060024890;HOPITAL DE JOUR PSY LES BOSQUETS;060780988
STB;2019;060000544;04;CH DE CANNES SIMONE VEIL;060024908;HOPITAL DE JOUR PSY ISOLA BELLA;060780988
STB;2019;060000544;04;CH DE CANNES SIMONE VEIL;060787777;HJ CMP CATTP LES VIOLETTES;060780988
STB;2019;060000544;04;CH DE CANNES SIMONE VEIL;060788320;CMP ADULTE;060780988
STB;2019;060000544;04;CH DE CANNES SIMONE VEIL;060788338;CMP LES 4 COINS;060780988
STB;2019;060000544;04;CH DE CANNES SIMONE VEIL;060788791;CMP CATTP IJ LA PARENTHESE;060780988
STB;2019;060000551;04;USLD POLE SANTE VALLAURIS GOLFE JUAN;;;060781010
STB;2019;060001625;04;CENTRE JEAN CHANTON ROQUEBILLIERE;;;060006889
STB;2019;060002102;04;CH LA PALMOSA DE MENTON;060790631;CH LA PALMOSA SLD DE MENTON;060791761
STB;2019;060005469;09;L'OLIVERAIE DES CAYRONS;;;920030269
STB;2019;060006558;09;HAD ARNAULT TZANCK;;;060798865
STB;2019;060010899;04;INSTITUT UNIVERSITAIRE FACE ET COU;;;060785011
STB;2019;060015328;09;LES AIRELLES;;;060015278
STB;2019;060019213;09;USLD DOLCE FARNIENTE;;;060005188
STB;2019;060021094;09;CLINIQUE VILLA ROMAINE;;;060024619
STB;2019;060021201;09;CENTRE DE CONVALESCENCE ATLANTIS;;;060000155
STB;2019;060021417;09;HOPITAL PRIVE CANNES OXFORD;;;060000221
STB;2019;060023694;09;HOPITAL DE JOUR CERES;;;060023686
STB;2019;060024395;04;CHU DE NICE ANTENNE SMUR SITE CH;;;060785011
STB;2019;060024411;04;CHU DE NICE ANTENNE SMUR SITE HPNCL;;;060785011
STB;2019;060780145;09;CLINIQUE SAINT DOMINIQUE;;;060000049
STB;2019;060780186;09;LES LAURIERS ROSES CHAINES DE VIE 06;;;060006939
STB;2019;060780277;09;CLINIQUE SAINTE BRIGITTE;;;920030269
STB;2019;060780343;09;E3S SAINT JEAN;;;060000171
STB;2019;060780350;09;KORIAN LES HELLENIDES;;;750056335
STB;2019;060780392;09;POLE ANTIBES SAINT JEAN;;;060000205
STB;2019;060780442;09;CLINIQUE SAINT FRANCOIS;;;060000213
STB;2019;060780459;09;CRF ORSAC MONT FLEURI;;;010783009
STB;2019;060780491;09;INSTITUT ARNAULT TZANCK;;;060790797
STB;2019;060780517;09;POLYCLINIQUE SAINT JEAN;;;060000239
STB;2019;060780525;15;CLINIQUE LE VAL D'ESTREILLES;;;060000247
STB;2019;060780541;15;CLINIQUE LA GRANGEA;;;060000262
STB;2019;060780558;09;CLINIQUE LES CADRANS SOLAIRES;;;750720575
STB;2019;060780590;09;CLINIQUE DU PALAIS;;;060000270
STB;2019;060780665;09;CLINIQUE DU MERIDIEN;;;060000312
STB;2019;060780715;09;CLINIQUE SAINT GEORGE;;;060000361
STB;2019;060780723;09;CLINIQUE DU PARC IMPERIAL;;;060004959
STB;2019;060780749;15;CLINIQUE SAINT LUC;;;060000395
STB;2019;060780756;09;POLYCLINIQUE SANTA MARIA;;;060000403
STB;2019;060780947;09;HOP PEDIATRIQUES DE NICE CHU LENVAL;;;060800174
STB;2019;060780996;15;CHS SAINTE MARIE NICE;060019643;CMP DU CHS SAINTE MARIE;630786754
STB;2019;060780996;15;CHS SAINTE MARIE NICE;060019650;CMP CENTRE JEAN CHANTON;630786754
STB;2019;060780996;15;CHS SAINTE MARIE NICE;060020021;CMP HLM POINT DU JOUR;630786754
STB;2019;060780996;15;CHS SAINTE MARIE NICE;060020047;CMP LE REMBRANDT;630786754
STB;2019;060780996;15;CHS SAINTE MARIE NICE;060020666;HJ PSY MAISON D'ARRET CHS SAINTE MARIE;630786754
STB;2019;060780996;15;CHS SAINTE MARIE NICE;060024916;HOPITAL DE JOUR PSY LE BELLAGIO;630786754
STB;2019;060780996;15;CHS SAINTE MARIE NICE;060024924;HOPITAL DE JOUR PSY SAINTE BEATRICE;630786754
STB;2019;060780996;15;CHS SAINTE MARIE NICE;060024932;HOPITAL DE JOUR PSY SITE CONGRES;630786754
STB;2019;060780996;15;CHS SAINTE MARIE NICE;060024940;HJ PSY ATELIER THERAPEUTIQUE AGRICOLE;630786754
STB;2019;060780996;15;CHS SAINTE MARIE NICE;060787587;CMP HJ PSY MENTON SAINT MICHEL;630786754
STB;2019;060780996;15;CHS SAINTE MARIE NICE;060787686;CMP BEAUSOLEIL;630786754
STB;2019;060780996;15;CHS SAINTE MARIE NICE;060787827;CMP MICHEL ANGE;630786754
STB;2019;060780996;15;CHS SAINTE MARIE NICE;060787835;CMP HJ PSY SAINTE AGATHE;630786754
STB;2019;060780996;15;CHS SAINTE MARIE NICE;060787876;CMP LE PANTE NICE;630786754
STB;2019;060780996;15;CHS SAINTE MARIE NICE;060788239;CMP LES EAUX VIVES;630786754
STB;2019;060780996;15;CHS SAINTE MARIE NICE;060788379;CMP HJ PSY CAGNES SUR MER;630786754
STB;2019;060780996;15;CHS SAINTE MARIE NICE;060788577;CMP HJ PSY MARECHAL JOFFRE;630786754
STB;2019;060781200;09;CLINIQUE SAINT ANTOINE;;;060000635
STB;2019;060781374;09;INSTITUT POLYCLINIQUE DE CANNES;;;060000718
STB;2019;060781929;15;CLINIQUE DE LA COSTIERE;;;060000858
STB;2019;060785003;04;CHU DE NICE HOPITAL PASTEUR;060020013;CMP LE PROMONTOIRE;060785011
STB;2019;060785003;04;CHU DE NICE HOPITAL PASTEUR;060788262;CMP HJ LES MOULINS CHU NICE;060785011
STB;2019;060785219;09;CLINIQUE PLEIN CIEL;;;060780608
STB;2019;060785227;09;CLINIQUE SOINS SUITE READAPT ST BASILE;;;060780608
STB;2019;060785243;09;HAD DE NICE ET REGION;;;060001484
STB;2019;060788957;04;CHU DE NICE HOPITAL DE CIMIEZ;060793775;CHU DE NICE SLD DE L'HOPITAL DE CIMIEZ;060785011
STB;2019;060789195;04;CHU DE NICE HOPITAL DE L'ARCHET;;;060785011
STB;2019;060789674;09;CENTRE HELIO MARIN;;;130037815
STB;2019;060790177;04;CHU DE NICE CTRE CONVALESCENCE TENDE;060004918;CHU DE NICE USLD DE TENDE;060785011
STB;2019;060790680;04;CH DE GRASSE CENTRE DE LONG SEJOUR;;;060780897
STB;2019;060790862;09;CALME;;;060001997
STB;2019;060791746;09;CLINIQUE DE L'ESTAGNOL;;;060024627
STB;2019;060791811;09;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060793239;HOP PRIVE GERIATRIQUE LES SOURCES SLD;060010808
STB;2019;060794013;09;CTRE CARDIO MEDICO CHIRURGICAL TZANCK;;;060790797
STB;2019;060794021;04;CH DE CANNES CENTRE DE MOYEN SEJOUR;060790185;CH DE CANNES SIMONE VEIL SLD;060780988
STB;2019;060798881;09;MAISON DE CONVALESCENCE LA SERENA;;;060798873
STB;2019;060800166;09;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;;;060780608
STB;2019;060800174;05;FONDATION LENVAL;060019262;HJ AGORA CENTER CAGNES SUR MER;060800174
STB;2019;060800174;05;FONDATION LENVAL;060019973;HJ LENVAL SECTEUR 06I04;060800174
STB;2019;060800174;05;FONDATION LENVAL;060019981;CMP LA TRINITE;060800174
STB;2019;060800174;05;FONDATION LENVAL;060020005;CMP COSTANZO 06I05;060800174
STB;2019;060800174;05;FONDATION LENVAL;060781069;HJ COSTANZO 06I05;060800174
STB;2019;060800174;05;FONDATION LENVAL;060787678;CMP MENTON;060800174
STB;2019;060800174;05;FONDATION LENVAL;060787769;CMP CAGNES SUR MER;060800174
STB;2019;060800174;05;FONDATION LENVAL;060787785;CMP PLACE DU CARRET;060800174
STB;2019;060800174;05;FONDATION LENVAL;060787793;CMP DE CARROS;060800174
STB;2019;060800174;05;FONDATION LENVAL;060788254;CMP DU PARC;060800174
STB;2019;060800174;05;FONDATION LENVAL;060788759;HJ JEUNES ENFANTS LENVAL SECTEUR 06I03;060800174
STB;2019;060800174;05;FONDATION LENVAL;060789203;CMP L'AMARANTE;060800174
STB;2019;060800174;05;FONDATION LENVAL;060791472;HJ LA CARAVELLE;060800174
STB;2019;060800174;05;FONDATION LENVAL;060793908;HJ INTERSECTORIEL POUR ADOLESCENTS;060800174
STB;2019;060800182;09;UNITE DE DIETETIQUE SOMEDI;;;060002912
STB;2019;070000013;04;CENTRE HOSPITALIER DES VALS D'ARDECHE;;;070002878
STB;2019;070000021;04;CENTRE HOSPITALIER DE JOYEUSE;;;070007927
STB;2019;070000039;04;CENTRE HOSPITALIER VALLON PONT D'ARC;;;070780119
STB;2019;070000047;04;CENTRE HOSPITALIER VILLENEUVE DE BERG;070784939;USLD HOPITAL DE VILLENEUVE DE BERG;070780127
STB;2019;070000062;04;CENTRE HOSPITALIER DE BOURG ST ANDEOL;;;070005558
STB;2019;070000070;04;CENTRE HOSPITALIER DU CHEYLARD;;;070780150
STB;2019;070000096;09;HOPITAL DE MOZE;;;070780184
STB;2019;070000112;04;CENTRE HOSPITALIER LEOPOLD OLLIER;;;070007927
STB;2019;070000146;04;CENTRE HOSPITALIER DE LARGENTIERE;;;070004742
STB;2019;070000179;04;CENTRE HOSPITALIER ARDECHE NORD;;;070780358
STB;2019;070000187;04;CENTRE HOSPITALIER DE LAMASTRE;;;070780366
STB;2019;070000195;04;CENTRE HOSPITALIER DE TOURNON;;;070780374
STB;2019;070000203;04;CENTRE HOSPITALIER DE SAINT-FELICIEN;;;070780382
STB;2019;070000484;04;CENTRE HOSPITALIER BOIS VERT;;;070005566
STB;2019;070000609;04;CENTRE HOSPITALIER D'AUBENAS;;;070005566
STB;2019;070005046;14;CH DROME-VIVARAIS - HDJ/CMP ADU GUIL.;070003108;CH DROME-VIVARAIS CMPCATTP ADU TOURNON;260003264
STB;2019;070005046;14;CH DROME-VIVARAIS - HDJ/CMP ADU GUIL.;070785225;CH DROME-VIVARAIS - CMP ENF GUILHERAND;260003264
STB;2019;070006804;04;SSR LEON ROUVEYROL;;;070005566
STB;2019;070780168;09;CLINIQUE DU VIVARAIS SAINT DOMINIQUE;;;070000088
STB;2019;070780226;09;SSR FILIERIS DES VANS;;;750050759
STB;2019;070780234;09;CENTRE SSR LE CHATEAU;;;750721300
STB;2019;070780242;09;MAISON DE CONVALESCENCE CONDAMINE;;;070000120
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070002399;CMP ADULTES PRIVAS;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070003199;CMP ADULTES LE CHEYLARD;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070003348;CATTP ADULTES AUBENAS;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070004593;HOPITAL DE JOUR ADULTES LE TEIL;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070005061;HOPITAL DE JOUR ADULTE AUBENAS;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070005269;CATTP ENFANTS LA PETITE BOBINE GG;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070005277;CMP ENFANTS LAMASTRE;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070005285;CMP ENFANTS LE TEIL;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070005301;CATTP ENFANTS PRIVAS;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070005319;CMP ENFANTS LA VOULTE;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070006465;HOPITAL DE JOUR ENFANTS PRIVAS;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070006812;CATTP ENFANTS -LE FIL DE SOI- BSA;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070006820;CATTP RESTAURANT THERAPEUTIQUE ANNONAY;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070006838;HOPITAL DE JOUR ADULTES VILLA SOPHIE;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070006846;HOPITAL DE JOUR ADULTES PRIVAS;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070007042;CATTP ADULTES LE FIL D'ARIANE;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070785183;CMP ADULTES ANNONAY;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070785209;CMP NOTRE DAME DE SION AUBENAS;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070785217;CMP ENFANTS ANNONAY;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070785241;CMP ENFANTS LE CHEYLARD;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070785258;CMP ADULTES LAMASTRE;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070785266;CMP ENFANTS AUBENAS;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070785282;CMP ADULTES LARGENTIERE;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070785290;CMP ADULTES LE TEIL;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070785308;CMP ENFANTS PRIVAS;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070785316;CMP ENFANTS BOURG-SAINT-ANDEOL;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070785456;HOPITAL DE JOUR ENFANTS ANNONAY;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070785464;HOPITAL DE JOUR ENFANTS AUBENAS;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070786355;CLINIQUE JOSEPH CHIRON;630786754
STB;2019;070780317;15;CHS SAINTE-MARIE PRIVAS;070786363;HOPITAL DE JOUR ADULTES ANNONAY;630786754
STB;2019;070780390;04;CENTRE HOSPITALIER DE SERRIERES;;;070000211
STB;2019;070780424;09;CLINIQUE PASTEUR;;;070000245
STB;2019;070783824;04;MAISON DE CURE DU MONTOULON;;;070002878
STB;2019;070784517;04;LONG SÉJOUR CH DE PRIVAS;;;070002878
STB;2019;070784897;09;CENTRE DE POST-CURE CROIX BLEUE VIRAC;;;750820680
STB;2019;080000110;04;CENTRE HOSPITALIER DE SEDAN;080006075;USLD DE L'HOPITAL DE SEDAN;080000037
STB;2019;080000136;09;CLINIQUE DE LA POINTE;;;920030269
STB;2019;080000219;04;CENTRE HOSPITALIER DE RETHEL;;;080001969
STB;2019;080000250;09;CRF POUR ADULTES;;;540019726
STB;2019;080000268;09;SOINS DE SUITE SAINT JULIEN;;;540019726
STB;2019;080000276;04;CENTRE HOSPITALIER DE VOUZIERS;080010564;USLD - SMTI VOUZIERS;080001969
STB;2019;080000284;04;CENTRE HOSPITALIER DE FUMAY;;;080000060
STB;2019;080000300;04;CENTRE HOSPITALIER DE NOUZONVILLE;;;080000078
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080001613;CMP - CATTP - HJ -L-HELIOTROPE-;080000086
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080001621;HOPITAL DE JOUR -VOLTAIRE-;080000086
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080001647;CMP CATTP HJ REVIN -LE VAL DE MEUSE-;080000086
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080001654;CMP - CATTP - HJ CAMILLE CLAUDEL;080000086
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080001696;CMP - CATTP LOUIS HACHETTE;080000086
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080001704;CMP SEDAN;080000086
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080001712;CATTP SEDAN;080000086
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080001746;CMP- CATTP -HJ -LES CHARMETTES-;080000086
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080001787;CMP-CATTP -LES TOURNELLES-;080000086
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080001795;CMP DE REVIN - CH BELAIR;080000086
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080001803;CMP DE GIVET - CH BELAIR;080000086
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080001837;APPARTEMENT THERAPEUTIQUE LES SOURCES;080000086
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080001845;APPARTEMENTS THERAPEUTIQ LOUIS JOUVET;080000086
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080001860;CAT LA CLE DES VENTS;080000086
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080005853;HOPITAL DE JOUR -LES TOURNELLES-;080000086
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080005861;HOPITAL DE JOUR -L'ARCHE-;080000086
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080006273;CMP - CATTP - HJ -CASPEA-;080000086
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080006356;HOPITAL DE JOUR;080000086
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080007172;CMP CATTP HJ REVIN -LA FARANDOLE-;080000086
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080007180;CATTP - HJ RETHEL;080000086
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080007206;CATTP-HJ UNITE POUR ADOLESCENTS;080000086
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080009343;CMP;080000086
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080009384;CATTP - HJ -FOREST-;080000086
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080010051;CMP - CATTP HJ AQUARELLE;080000086
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080010069;CMP;080000086
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080010531;ATELIERS THERAPEUTIQUES;080000086
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080010549;ATELIER THERAPEUTIQUES;080000086
STB;2019;080000318;14;CENTRE HOSPITALIER BELAIR;080010556;CATTP - HJ -MILLEPERTUIS-;080000086
STB;2019;080000425;04;CH CHARLEVILLE - HOPITAL MANCHESTER;;;080000615
STB;2019;080002140;09;CRF POUR ENFANTS DE WARNECOURT;;;540019726
STB;2019;080005960;04;CENTRE DE SANTE-LONG SEJOUR;;;080000615
STB;2019;080008279;04;HAD GHSA RETHEL-VOUZIERS;;;080001969
STB;2019;080009814;04;ANTENNE DE SMUR - CH CHARLEVILLE;;;080000615
STB;2019;080010267;09;GCS TERRITORIAL ARDENNE NORD IMPLAN1;;;080010242
STB;2019;080010465;09;GCS TERRIT ARDEN NORD SITE CH SEDAN;;;080010242
STB;2019;080010473;09;GCS TERRIT ARDEN NORD SITE CH CHARLEVI;;;080010242
STB;2019;080010523;09;CLINIQUE DU PARC;;;920030269
STB;2019;090000019;04;CH ST LOUIS AX LES THERMES;;;090180019
STB;2019;090000175;04;CHIVAL SITE FOIX;;;090781774
STB;2019;090000183;04;CH ARIEGE COUSERANS SITE ST LIZIER;090002932;HJ PSY GENERALE GIRONS CH ARIEGE COUS;090781816
STB;2019;090000183;04;CH ARIEGE COUSERANS SITE ST LIZIER;090003146;CMP ADULTES SAINT-GIRONS CHAC;090781816
STB;2019;090000183;04;CH ARIEGE COUSERANS SITE ST LIZIER;090003799;HJ PSY INF JUV L'HERM CHAC;090781816
STB;2019;090000183;04;CH ARIEGE COUSERANS SITE ST LIZIER;090003823;USLD ST LIZIER CH ARIEGE COUSERANS;090781816
STB;2019;090000183;04;CH ARIEGE COUSERANS SITE ST LIZIER;090783473;CMP/CATTP PAMIERS CHAC;090781816
STB;2019;090000183;04;CH ARIEGE COUSERANS SITE ST LIZIER;090784521;CMP /CATTP ADULTES LAVELANET CHAC;090781816
STB;2019;090000183;04;CH ARIEGE COUSERANS SITE ST LIZIER;090784554;HJ PSY GENERALE PAMIERS CH ARIEGE COUS;090781816
STB;2019;090000183;04;CH ARIEGE COUSERANS SITE ST LIZIER;090784570;CMP ADULTE FOIX HAUTE ARIEGE CHAC;090781816
STB;2019;090000183;04;CH ARIEGE COUSERANS SITE ST LIZIER;090784596;CMP DU COUSERANS PIJ CHAC;090781816
STB;2019;090000183;04;CH ARIEGE COUSERANS SITE ST LIZIER;090784638;CATTP ORRY PIJ ST GIRONS CHAC;090781816
STB;2019;090001629;04;CHIVAL SITE LAVELANET;;;090781774
STB;2019;090002841;04;CHIVAL SSR SITE PAMIERS;;;090781774
STB;2019;100000082;09;CLINIQUE DU PAYS DE SEINE;;;100001148
STB;2019;100000090;04;CENTRE HOSPITALIER DE TROYES;;;100000017
STB;2019;100000108;14;EPSMA;100002369;CMP-CATTP ENFANTS;100000033
STB;2019;100000108;14;EPSMA;100002419;CMP-CATTP ENFANTS DE ROMILLY/SEINE;100000033
STB;2019;100000108;14;EPSMA;100002468;CENTRE DE JOUR;100000033
STB;2019;100000108;14;EPSMA;100002518;CMP-CATTP ENFANTS DE BAR/SEINE;100000033
STB;2019;100000108;14;EPSMA;100002559;CMP-CATTP-HOPITAL DE JOUR- CH BRIENNE;100000033
STB;2019;100000108;14;EPSMA;100002609;CMP-CATTP ADULTES - CH DE BRIENNE;100000033
STB;2019;100000108;14;EPSMA;100004225;CMP-CATTP - CHS BRIENNE;100000033
STB;2019;100000108;14;EPSMA;100004233;CMP-CATTP-HOSPITALISATION A DOMICILE;100000033
STB;2019;100000108;14;EPSMA;100004241;CMP - CATTP DE BAR/SEINE - CHS BRIENNE;100000033
STB;2019;100000108;14;EPSMA;100004258;CMP - CATTP BAR-SUR-AUBE - CHS BRIENNE;100000033
STB;2019;100000108;14;EPSMA;100005388;CATTP - HDJ ADULTES TROYES-NORD;100000033
STB;2019;100000108;14;EPSMA;100005404;CENTRE DE POST-CURE;100000033
STB;2019;100000108;14;EPSMA;100005487;HOP DE JOUR - CMP - CATTP ENFANTS;100000033
STB;2019;100000108;14;EPSMA;100006451;HDJ- CENTRE PC - UATP DE ROMILLY/SEINE;100000033
STB;2019;100000108;14;EPSMA;100009174;CMP-CATTP ADULTE NORD;100000033
STB;2019;100000108;14;EPSMA;100009182;CLINIQUE PSYCHIATRIQUE DE L'AUBE;100000033
STB;2019;100000116;04;CENTRE HOSPITALIER DE BAR SUR AUBE;100006048;USLD HOPITAL LOCAL BAR-SUR-AUBE;100000041
STB;2019;100000124;09;POLYCLINIQUE MONTIER LA CELLE;;;100009075
STB;2019;100000140;04;CENTRE HOSPITALIER DE BAR-SUR-SEINE;100005917;USLD EHPAD HL BAR-SUR-SEINE;100000058
STB;2019;100000157;09;POLYCLINIQUE DES URSULINES;;;100009075
STB;2019;100000199;04;CENTRE HOSPITALIER DE ROMILLY/SEINE;;;100006279
STB;2019;100000801;04;HOPITAL LOCAL DE NOGENT-SUR-SEINE;100001197;USLD HL NOGENT-SUR-SEINE;100006279
STB;2019;100002351;09;CLINIQUE DE CHAMPAGNE;;;100000561
STB;2019;100006493;04;SECTION MOYEN SEJOUR - CH DE TROYES;100006444;USLD EHPAD CH DE TROYES;100000017
STB;2019;100007285;09;CENTRE DE REEDUCATION FONCTIONNELLE;;;140017617
STB;2019;100007699;04;HAD GHAM;;;100006279
STB;2019;100009364;04;MCO COMTE HENRI - CH DE TROYES;;;100000017
STB;2019;100009380;04;UNITE D'ALCOOLOGIE JEAN SCHIFFER;;;100000017
STB;2019;100010206;04;ANTENNE SMUR DE BAR SUR AUBE;;;100000017
STB;2019;100010362;09;GCS PATCS CRRF PASTEUR 1;;;100010347
STB;2019;100010545;09;CLINIQUE KORIAN;;;310025010
STB;2019;100010578;09;GCS PATCS - HAD-TROYES;;;100010347
STB;2019;100010818;09;GCS ES CLINIQUE DE CHAMPAGNE;;;100010792
STB;2019;100010933;09;GCS PATCS CRRF PASTEUR 2;;;100010347
STB;2019;110000023;04;CH CARCASSONNE;;;110780061
STB;2019;110000049;04;CH JEAN PIERRE CASSABEL;110787322;USLD CH CASTELNAUDARY;110780087
STB;2019;110000056;04;CH NARBONNE HOTEL DIEU;;;110780137
STB;2019;110000189;04;CH LIMOUX QUILLAN SITE DE LIMOUX;;;110780707
STB;2019;110000247;04;CH LEZIGNAN CORBIERES;110787363;USLD CH LEZIGNAN;110780772
STB;2019;110000262;04;CH FRANCIS VALS;;;110781010
STB;2019;110002953;14;CH NARBONNE HJ PSY ADULTE PSYCHOTIQUE;110003308;CH NARBONNE CMP PSY ADULTES ENFANTS;110780137
STB;2019;110002953;14;CH NARBONNE HJ PSY ADULTE PSYCHOTIQUE;110003381;CH NARBONNE CMP PSY INFANTO JUVENILE;110780137
STB;2019;110002953;14;CH NARBONNE HJ PSY ADULTE PSYCHOTIQUE;110006996;CH NARBONNE HJ PSY ADULTE ALCOOLIQUE;110780137
STB;2019;110002953;14;CH NARBONNE HJ PSY ADULTE PSYCHOTIQUE;110781291;CLINIQUE PSY SAINTE THERESE;110780137
STB;2019;110002953;14;CH NARBONNE HJ PSY ADULTE PSYCHOTIQUE;110787256;CH NARBONNE HJ ELISE SAUNIER;110780137
STB;2019;110002953;14;CH NARBONNE HJ PSY ADULTE PSYCHOTIQUE;110788072;CH NARBONNE CMP PSY ENF ADO;110780137
STB;2019;110002953;14;CH NARBONNE HJ PSY ADULTE PSYCHOTIQUE;110788114;CH NARBONNE HJ BROSSOLETTE;110780137
STB;2019;110003118;09;CLINIQUE DU SUD;;;110007341
STB;2019;110004942;09;SSR LES QUATRE FONTAINES KORIAN;;;310021324
STB;2019;110005048;09;HAD NARBONNE HAD;;;110000114
STB;2019;110005246;04;SSR GERIATRIE CH NARBONNE;;;110780137
STB;2019;110005394;09;HAD KORIAN PAYS DES QUATRE VENTS;;;750056335
STB;2019;110006137;04;USLD LES RIVES D'ODE;;;110780061
