BOR;AN;FI;RS;FI_EJ;COVID19_A1;COVID19_A36;COVID19_A2;COVID19_A3;COVID19_A4;COVID19_A5;COVID19_B1;COVID19_B36;COVID19_B2;COVID19_B3;COVID19_B4;COVID19_B5;COVID19_C1;COVID19_C36;COVID19_C2;COVID19_C3;COVID19_C4;COVID19_C5;COVID19_D1;COVID19_D36;COVID19_D2;COVID19_D3;COVID19_E1;COVID19_E2;COVID19_E3;COVID19_E4;COVID19_E5;COVID19_A6;COVID19_A7;COVID19_A8;COVID19_A9;COVID19_A10;COVID19_A37;COVID19_A11;COVID19_A12;COVID19_A13;COVID19_A14;COVID19_A15;COVID19_A16;COVID19_A17;COVID19_A18;COVID19_A19;COVID19_B10;COVID19_B37;COVID19_B11;COVID19_B12;COVID19_B13;COVID19_B14;COVID19_B15;COVID19_B16;COVID19_B17;COVID19_B18;COVID19_B19;COVID19_C10;COVID19_C37;COVID19_C11;COVID19_C12;COVID19_C13;COVID19_C14;COVID19_C15;COVID19_C16;COVID19_C17;COVID19_C18;COVID19_C19;COVID19_D10;COVID19_D37;COVID19_D11;COVID19_D12;COVID19_D13;COVID19_D14;COVID19_D15;COVID19_D16;COVID19_D17;COVID19_D18;COVID19_D19;COVID19_E10;COVID19_E37;COVID19_E11;COVID19_E12;COVID19_E13;COVID19_E14;COVID19_E15;COVID19_E16;COVID19_E17;COVID19_E18;COVID19_E19;COVID19_F12;COVID19_F13;COVID19_F14;COVID19_F15;COVID19_F16;COVID19_F17;COVID19_A20;COVID19_A21;COVID19_A22;COVID19_A23;COVID19_B20;COVID19_B21;COVID19_B22;COVID19_B23;COVID19_C20;COVID19_C21;COVID19_C22;COVID19_C23;COVID19_D20;COVID19_D21;COVID19_D22;COVID19_D23;COVID19_A24;COVID19_A25;COVID19_A26;COVID19_A27;COVID19_A28;COVID19_A29;COVID19_A30;COVID19_A31;COVID19_B24;COVID19_B25;COVID19_B26;COVID19_B27;COVID19_B28;COVID19_B29;COVID19_B30;COVID19_B31;COVID19_C24;COVID19_C25;COVID19_C26;COVID19_C27;COVID19_C28;COVID19_C29;COVID19_C30;COVID19_C31;COVID19_D24;COVID19_D25;COVID19_D26;COVID19_D27;COVID19_D28;COVID19_D29;COVID19_D30;COVID19_D31;COVID19_A32;COVID19_A33;COVID19_A34;COVID19_A35
COVID19;2020;030000095;CH DE BOURBON L'ARCHAMBAULT;030780126;3;;4;112;;0;;;;;;;12;;19;249;;0;;;;;15;23;361;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;030000160;CENTRE HOSPITALIER SPECIALISE D'AINAY;030780282;0;;;;0;;10;;1;12;0;0;0;;;;0;;0;;0;0;10;1;12;0;0;0;;;;0;;0;;;;;;;;;0;;0;;;;;;;;;0;;0;;;;;;;;;0;;0;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
COVID19;2020;030001689;CENTRE DE RADIOTHERAPIE JOSEPH BELOT;030005821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;030002208;CH DPT COEUR DU BOURBONNAIS TRONGET;030002158;;;;;;;;;;;;;32;décembre;129;2761;;0;;;;;32;129;2761;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.99;;;;6.71;;;;7.8;;;;7.78;;;;0;0;0;0;;;;;0;0;1;0;;;;;0;0;0;0;;;;;0;0;0;1;;;;;0;0;;
COVID19;2020;030780548;POLYCLINIQUE LA PERGOLA;030000194;6;novembre;39;367;;0;;;;;;;2;novembre;10;119;;0;;;;;8;49;486;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;0.8;;;;1.1;;;;0.73;;;;0.51;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;1;1;1;0
COVID19;2020;030781116;HOPITAL PRIVE SAINT-FRANCOIS;030000426;10;décembre;75;800;0;1;;;;;;;4;;7;140;;0;;;;;14;82;940;0;1;7;1;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;9;mars;0;1342;22;7957;129;22;16;0;2;;;;0;0;0;0;0;0;0;0;;;;;;;1;4;;;10;;;;10;;;;5;;;;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0
COVID19;2020;030785430;POLYCLINIQUE SAINT-ODILON;030785422;30;novembre;76;1133;;;;;;;;;;;;;;;;;;;30;76;1133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.09;0.3;;;2.37;;;;1.58;;;;1.19;;;;1;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;;;;
COVID19;2020;040000069;CHI MANOSQUE SITE FORCALQUIER;040780215;;;;;;;;;;;;;10;novembre;25;513;;0;;;;;10;25;513;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;040000093;CHI DE MANOSQUE LOUIS RAFFALLI;040780215;36;novembre;1410;11215;;0;;;;;;;;;;;;;;;;;36;1410;11215;;0;;;0;0;8;novembre;8;374;104;1585;488;101;68;0;20;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;4;;3;128;5;595;24;5;3;0;2;;;;0;0;0;0;0;0;0;0;1;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;040000119;EPS LUMIERE DE RIEZ;040780231;;;2;22;;0;;;;;;;;;0;0;;0;;;;;;2;22;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;040000135;CHI DES ALPES DU SUD SITE DE SISTERON;050002948;37;;569;1625;;0;;;;;;;37;;94;1190;;0;;;;;74;663;2815;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;040000911;CENTRE HOSPITALIER DE DIGNE LES BAINS;040788879;23;;488;4489;;166;6;octobre;4;43;;;;;;;;;;;;;29;492;4532;;166;;;0;6;8;avril;10;120;31;1555;438;31;12;0;15;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;4;avril;4;122;19;513;82;19;10;0;3;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.03;;0.44;;11.58;0.22;2.26;;5.87;;0.27;;3.76;;0.34;;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;1;1;1
COVID19;2020;040780389;CLINIQUE MEDICALE JEAN GIONO;040000192;;;;;;;;;;;;;10;mai;43;983;;0;;;;;10;43;983;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;4;;;;6;;;;;;;;0;0;0;0;;;;;1;0;0;0;;;;;1;0;0;0;;;;;0;0;0;0;;;;;0;0;;
COVID19;2020;040780405;CENTRE DES CARMES;040000168;;;;;;;;;;;;;41;novembre;269;5072;0;0;;;;;41;269;5072;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;1;;;;;0;1;0;1;;;;;0;;;1;;;;;0;0;;0;;;;;0;1;1;0
COVID19;2020;040780488;CRF DE HAUTE PROVENCE L'EAU VIVE;040000200;;;;;;;;;;;;;39;novembre;59;962;0;1;;;;;39;59;962;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;;
COVID19;2020;040780520;KORIAN LE VERDON;750056335;;;;;;;;;;;;;10;;14;254;;0;;;;;10;14;254;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;;;;2;;;;2;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
COVID19;2020;040782021;CTRE SOINS DE SUITE READAPT LE COUSSON;130037815;;;;;;;;;;;;;6;avril;25;281;;0;;;;;6;25;281;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;;;0.2;;;;0.5;;;;0.4;;;;1;0;0;0;;;;;1;0;1;0;;;;;0;0;1;0;;;;;1;0;0;;;;;;0;0;;
COVID19;2020;040784860;CENTRE D'HEMODIALYSE DES ALPES;920033503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.05;0.16;;;;;;;;;;;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;1;;;;;0;0;;
COVID19;2020;050000041;CENTRE MEDICAL RHONE AZUR BRIANCON;130037815;;;;;;;;;;;;;13;avril;81;1936;5;106;;;;;13;81;1936;5;106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;;;;2;;;;1;;;;0;0;0;1;;;;;0;0;0;1;;;;;0;0;0;0;;;;;0;0;0;0;;;;;1;1;1;0
COVID19;2020;050000058;CENTRE MEDICAL RIO VERT;050000033;;;;;;;;;;;;;14;novembre;55;842;;0;;;;;14;55;842;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0.31;;;;1.92;;;;1.51;;;;2.99;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
COVID19;2020;050000066;CENTRE MEDICAL LA SOURCE;050000082;;;;;;;;;;;;;9;novembre;48;1102;;0;;;;;9;48;1102;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;;;;0.92;;;;0.92;;;;0.46;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;;
COVID19;2020;050000132;CH BUECH DURANCE;050007145;;;;;;;1;avril;0;68;;;;;;;;;;;;;1;0;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.52;;;;0.54;;;;0.41;;;;;;;;;;;;0;0;0;0;;;;;0;0;1;0;;;;;0;0;0;0;;;;;;;;
COVID19;2020;050000231;CH DES ESCARTONS DE BRIANCON;050000116;43;avril;851;5071;1;20;;;;;;;;;;;;;;;;;43;851;5071;1;20;;;4;0;;;;162;53;810;430;51;32;0;10;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;11;;;201;22;775;102;22;13;0;4;;;;0;0;0;0;0;0;0;0;;;;;;;1.4;;1.4;;7.85;;5.85;;1.95;;;;5.7;;;;;;;;0;0;0;1;0;0;1;1;1;0;0;1;;;;;0;0;0;0;;;;;0;0;0;0;0;0;;
COVID19;2020;050000256;CENTRE HOSPITALIER D'EMBRUN;050000124;12;octobre;300;2821;;0;;;;;;;11;novembre;28;442;;0;;;;;23;328;3263;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;2.98;;;;2.89;;;;0.67;;;;;;;;;;;;0;0;1;1;;;;;0;0;0;1;;;;;0;0;0;1;;;;;;;;
COVID19;2020;050000298;LA GUISANE;050000496;;;;;;;;;;;;;48;octobre;47;1285;;;;;;;48;47;1285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;0;6;0.01;0;0;;;;;29;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
COVID19;2020;050000348;CHI DES ALPES DU SUD SITE DE GAP;050002948;307;;2694;17075;;0;;;;;;;30;;52;647;;0;;;;;337;2746;17722;;0;;;3;0;25;;;379;137;2718;1281;135;77;1;25;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;10;;;1078;169;3754;629;167;103;1;11;;;;0;0;0;0;0;0;0;0;;;;;;;0.44;0;0;0;9.75;0;2.73;0;8.13;0;0.5;0;6.75;0;0.27;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;050000488;LES ACACIAS CTRE MALADIES RESP ALLERG;050000678;;;;;;;;;;;;;48;octobre;56;1831;;0;;;;;48;56;1831;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;;;;1;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;050000637;CLINIQUE MONTJOY;050001163;;;;;;;;;;;;;29;octobre;202;1419;;0;;;;;29;202;1419;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;3;;;;2;;;;4;;;;0;0;0;1;;;;;0;0;1;1;;;;;0;0;1;1;;;;;0;0;0;0;;;;;0;0;;
COVID19;2020;050000991;CENTRE MEDICAL CHANT'OURS;050000546;;;;;;;;;;;;;15;décembre;177;2653;;0;;;;;15;177;2653;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;050001064;CENTRE MEDICAL LA DURANCE;050000561;;;;;;;;;;;;;44;janvier;54;885;;0;;;;;44;54;885;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;6;;;;3;;;;3;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;1;;;;;0;1;1;0
COVID19;2020;050002351;CENTRE RHONE AZUR GAP;130037815;;;;;;;;;;;;;1;octobre;1;4;;19;;;;;1;1;4;;19;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;;;0.1;;;;0.1;;;;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;1;0;;
COVID19;2020;060000296;LA MAISON DU MINEUR;060780640;;;;;;;;;;;;;10;;58;1331;;0;;;;;10;58;1331;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;060000304;CENTRE HOSPITALIER DE BREIL SUR ROYA;060780657;4;;50;651;;0;;;;;;;2;;28;318;;0;;;;;6;78;969;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;060000478;CENTRE HOSPITALIER DE GRASSE;060780897;;;1797;5113;;10;;;;;;;;;26;471;;0;;;;;;1823;5584;;10;;;0;0;12;octobre;;329;62;1627;447;62;30;0;16;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;160;20;415;37;19;6;0;1;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;6.38;;;;4.27;;;;1.27;;;;0;0;;0;0;0;;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;;0;;1;0;0;;0;0;0;;
COVID19;2020;060000486;CH SAINT ELOI DE SOSPEL;060780905;4;décembre;57;794;;0;;;;;;;1;;32;247;;0;;;;;5;89;1041;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;060000510;CH D'ANTIBES JUAN LES PINS;060780954;47;avril;2272;15221;;4;;;;;;;25;novembre;25;158;;0;;;;;72;2297;15379;;4;;;0;0;10;avril;;415;123;3086;1024;118;54;1;19;;;;0;0;0;0;0;0;0;0;2;avril;;623;38;1724;117;33;22;0;1;2;avril;;479;47;2531;269;41;19;0;1;;;;0;0;0;0;0;0;0;0;;;;;;;14.81;;4.43;;41.32;;15.83;;52.35;;8.63;;53.48;;7.67;;1;0;0;0;1;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;;
COVID19;2020;060000528;CENTRE ANTOINE LACASSAGNE;060780962;8;;414;4929;0;3;;;;;;;;;;;;;;;;;8;414;4929;0;3;;;0;6;0;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;243;35;3383;662;34;8;0;1;0;;0;268;17;2420;261;17;7;0;0;0;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;060000544;CH DE CANNES SIMONE VEIL;060780988;62;avril;4264;21606;;540;8;avril;5;43;;;;;;;;;;;;;70;4269;21649;;540;19;1;0;2;14;avril;14;524;129;2677;987;126;59;0;40;;;;0;0;0;0;0;0;0;0;4;avril;0;1245;182;3081;463;176;94;0;7;1;avril;0;171;15;431;32;15;4;0;1;;;;0;0;0;0;0;0;0;0;1;0;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;060000551;USLD POLE SANTE VALLAURIS GOLFE JUAN;060781010;;;;;;;;;;;;;;;;;;;3;;1;2;3;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;
COVID19;2020;060001625;CENTRE JEAN CHANTON ROQUEBILLIERE;060006889;;;83;785;;0;;;;;;;;;30;285;;0;;;;;;113;1070;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;
COVID19;2020;060002102;CH LA PALMOSA DE MENTON;060791761;25;octobre;634;3474;;0;;;;;;;20;;41;333;;0;28;novembre;28;;73;703;3807;;0;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;1.28;;;;5;;;;1.06;;;;3.67;;;;0;0;0;0;;;;;0;0;1;0;;;;;0;0;1;0;;;;;1;0;0;0;;;;;1;1;1;0
COVID19;2020;060005469;L'OLIVERAIE DES CAYRONS;920030269;;;;;;;;;;;;;15;décembre;52;1219;;0;;;;;15;52;1219;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;060010899;INSTITUT UNIVERSITAIRE FACE ET COU;060785011;;;0;0;;38;;;;;;;;;;;;;;;;;;0;0;;38;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;060010949;AGAHTIR UDM ANTIBES;060790540;;;0;0;;0;;;;;;;;;;;;;;;;;;0;0;;0;;;47;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;1.65;;;;0.31;;;;1.7;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;0;0;;;;;0;0;;
COVID19;2020;060021201;CENTRE DE CONVALESCENCE ATLANTIS;060000155;;;;;;;;;;;;;12;;49;967;;0;;;;;12;49;967;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;060021276;AGAHTIR CENTRE HEMODIALYSE ET UDM NICE;060790540;;;0;0;;0;;;;;;;;;;;;;;;;;;0;0;;0;;;182;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;060021342;CTRE COBALTH TRAIT HTE ENERG SITE CLIN;060003621;0;;;;0;;;;;;;;;;;;;;;;;;0;;;0;;0;0;0;12;0;;0;;;;;;;;;0;;0;;;;;;;;;0;;0;;;;;;;;;0;;0;;;;;;;;;0;;0;;;;;;;;;0;0;0;0;0;0;0;5.75;0;0;0;0;0;0;0;0;0;0;24.68;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
COVID19;2020;060021417;HOPITAL PRIVE CANNES OXFORD;060000221;15;;189;2004;;2;;;;;;;;;;;;;;;;;15;189;2004;;2;;;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;1;;;23;1;201;8;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;9;;4;6;;3;;5;;3;;4;;4;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
COVID19;2020;060780145;CLINIQUE SAINT DOMINIQUE;060000049;;;;;;;;;;;;;23;mai;731;27519;;0;;;;;23;731;27519;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.8;;;;5.63;;;;6.67;;;;2.77;;;;0;0;0;0;;;;;0;0;0;1;;;;;0;0;0;1;;;;;0;0;0;0;;;;;0;0;;
COVID19;2020;060780186;LES LAURIERS ROSES CHAINES DE VIE 06;060006939;;;;;;;;;;;;;11;avril;56;1488;;0;;;;;11;56;1488;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;;;;0.76;0.68;;;0.2;0.7;;;;0.18;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;;
COVID19;2020;060780277;CLINIQUE SAINTE BRIGITTE;920030269;;;;;;;;;;;;;20;décembre;40;884;;0;;;;;20;40;884;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;060780343;E3S SAINT JEAN;060000171;;;;;;;;;;;;;5;;24;511;;0;;;;;5;24;511;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;060780350;KORIAN LES HELLENIDES;750056335;;;;;;;;;;;;;3;novembre;1;30;;0;;;;;3;1;30;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;7;;;;9;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;060780392;POLE ANTIBES SAINT JEAN;060000205;;;;;;;;;;;;;21;novembre;271;2517;;0;;;;;21;271;2517;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID19;2020;060780459;CRF ORSAC MONT FLEURI;010783009;;;;;;;;;;;;;19;;2;67;;0;;;;;19;2;67;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;0;0;0;;;;;0;0;0;0;;;;;0;0;0;1;;;;;0;0;;
