BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;DISU;DISHU
IMAGES_P;2020;130001647;INSTITUT PAOLI CALMETTES;130784127;N4130;50;9;56.8;0;1;;
IMAGES_P;2020;130001647;INSTITUT PAOLI CALMETTES;130784127;N4160;4;;4;;;;
IMAGES_P;2020;130001647;INSTITUT PAOLI CALMETTES;130784127;NAUT;25;5;30.45;;;;
IMAGES_P;2020;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;M1160;;3;1.8;0;1;0;0
IMAGES_P;2020;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;N4130;11;1;11.8;1;0;;
IMAGES_P;2020;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;N4160;1;;0.66;;;;
IMAGES_P;2020;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;NAUT;6;;6;;;;
IMAGES_P;2020;130002827;CH JOSEPH IMBERT D'ARLES;130789274;N4130;14;5;18.12;1;;;
IMAGES_P;2020;130002827;CH JOSEPH IMBERT D'ARLES;130789274;N4160;1;0;1;;;;
IMAGES_P;2020;130002827;CH JOSEPH IMBERT D'ARLES;130789274;NAUT;7;2;9.23;;;;
IMAGES_P;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;M1160;2;5;5;0;1;0;0
IMAGES_P;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;N4130;15;13;24.39;1;0;;
IMAGES_P;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;N4160;1;;1;;;;
IMAGES_P;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;NAUT;3;5;7.55;;;;
IMAGES_P;2020;130037922;HOP PRIVE DE LA RESIDENCE DU PARC;130037823;M1160;5;;5;0;1;0;0
IMAGES_P;2020;130037922;HOP PRIVE DE LA RESIDENCE DU PARC;130037823;M1210;2;;2;0;0;;
IMAGES_P;2020;130037922;HOP PRIVE DE LA RESIDENCE DU PARC;130037823;N4130;17;;17;0;1;;
IMAGES_P;2020;130037922;HOP PRIVE DE LA RESIDENCE DU PARC;130037823;N4160;1;;1;;;;
IMAGES_P;2020;130037922;HOP PRIVE DE LA RESIDENCE DU PARC;130037823;NAUT;25;;25;;;;
IMAGES_P;2020;130041767;EUROMED CARDIO;130041262;N4130;6;0;3.44;0;1;;
IMAGES_P;2020;130041767;EUROMED CARDIO;130041262;N4160;1;0;1;;;;
IMAGES_P;2020;130041767;EUROMED CARDIO;130041262;NAUT;4;0;3.8;;;;
IMAGES_P;2020;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;M1160;;21;5.6;0;1;0;1
IMAGES_P;2020;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;N4130;4;0;4;0;1;;
IMAGES_P;2020;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;N4160;1;0;1;;;;
IMAGES_P;2020;130042526;KORIAN LES TROIS TOURS;310021399;M1160;;1;0.1;0;0;0;0
IMAGES_P;2020;130042526;KORIAN LES TROIS TOURS;310021399;N4130;1;;1;0;0;;
IMAGES_P;2020;130043664;HOPITAL EUROPEEN;130002157;N4130;21;2;13.24;;;;
IMAGES_P;2020;130043664;HOPITAL EUROPEEN;130002157;N4160;2;0;1.52;;;;
IMAGES_P;2020;130043664;HOPITAL EUROPEEN;130002157;NAUT;23;0;17.07;;;;
IMAGES_P;2020;130780521;APHM HOPITAL NORD;130786049;M1160;7;10;9.78;1;1;;
IMAGES_P;2020;130780521;APHM HOPITAL NORD;130786049;M1210;1;1;1.74;0;0;;
IMAGES_P;2020;130780521;APHM HOPITAL NORD;130786049;MAUT;;2;0.45;;;;
IMAGES_P;2020;130780521;APHM HOPITAL NORD;130786049;N4130;89;5;90.91;1;1;;
IMAGES_P;2020;130780521;APHM HOPITAL NORD;130786049;N4160;4;1;2.76;;;;
IMAGES_P;2020;130780521;APHM HOPITAL NORD;130786049;NAUT;18;9;19.74;;;;
IMAGES_P;2020;130781438;CLINIQUE DE PROVENCE BOURBONNE;130000557;N4130;;1;0.31;0;0;;
IMAGES_P;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;M1160;2;17;10.5;0;1;0;1
IMAGES_P;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;M1210;2;;2;0;1;;
IMAGES_P;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;N4130;21;;21.04;0;1;;
IMAGES_P;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;N4160;2;;2;;;;
IMAGES_P;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;NAUT;17;;18.4;;;;
IMAGES_P;2020;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;M1160;3;;3;0;1;0;0
IMAGES_P;2020;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;N4130;7;;7;1;0;;
IMAGES_P;2020;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;NAUT;6;;6;;;;
IMAGES_P;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;M1160;7;3;5.78;1;0;;
IMAGES_P;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;N4130;23;3;26.06;;;;
IMAGES_P;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;N4160;2;0;0.98;;;;
IMAGES_P;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;NAUT;9;4;11.71;;;;
IMAGES_P;2020;130783293;APHM HOPITAL LA TIMONE;130786049;M1160;16;16;16.21;1;1;;
IMAGES_P;2020;130783293;APHM HOPITAL LA TIMONE;130786049;M1210;2;4;2.84;;;;
IMAGES_P;2020;130783293;APHM HOPITAL LA TIMONE;130786049;MAUT;2;16;4.69;;;;
IMAGES_P;2020;130783293;APHM HOPITAL LA TIMONE;130786049;N4130;128;7;130.22;1;1;;
IMAGES_P;2020;130783293;APHM HOPITAL LA TIMONE;130786049;N4160;8;;7.31;;;;
IMAGES_P;2020;130783293;APHM HOPITAL LA TIMONE;130786049;NAUT;19;5;20.48;;;;
IMAGES_P;2020;130783327;CLINIQUE BOUCHARD;130001415;M1160;;22;6.3;0;1;;
IMAGES_P;2020;130783327;CLINIQUE BOUCHARD;130001415;N4130;7;14;8.52;0;1;;
IMAGES_P;2020;130783327;CLINIQUE BOUCHARD;130001415;N4160;;1;0.5;;;;
IMAGES_P;2020;130783327;CLINIQUE BOUCHARD;130001415;NAUT;7;3;8.29;;;;
IMAGES_P;2020;130783665;CLINIQUE DE BONNEVEINE;130043722;M1160;;3;3.35;0;0;0;0
IMAGES_P;2020;130783665;CLINIQUE DE BONNEVEINE;130043722;N4130;3;1;3;0;0;;
IMAGES_P;2020;130783665;CLINIQUE DE BONNEVEINE;130043722;NAUT;3;;3.5;;;;
IMAGES_P;2020;130783723;CLINIQUE JUGE;130001456;M1160;1;3;1.56;0;0;;
IMAGES_P;2020;130783723;CLINIQUE JUGE;130001456;N4130;2;0;2;0;1;;
IMAGES_P;2020;130783723;CLINIQUE JUGE;130001456;N4160;1;0;1.02;;;;
IMAGES_P;2020;130783723;CLINIQUE JUGE;130001456;NAUT;2;0;2.04;;;;
IMAGES_P;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M1160;8;1;8.5;0;1;0;0
IMAGES_P;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;M1210;2;2;3;0;0;;
IMAGES_P;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;N4130;27;2;28;0;1;;
IMAGES_P;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;N4160;2;1;2.8;;;;
IMAGES_P;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;NAUT;31;3;34;;;;
IMAGES_P;2020;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;M1160;7;3;6.64;1;0;;
IMAGES_P;2020;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;N4130;27;3;28.73;0;1;;
IMAGES_P;2020;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;N4160;2;;1.81;;;;
IMAGES_P;2020;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;NAUT;9;;9;;;;
IMAGES_P;2020;130784598;CLINIQUE SAINT MARTIN MARSEILLE;130001852;M1160;;1;0.21;;;;
IMAGES_P;2020;130784598;CLINIQUE SAINT MARTIN MARSEILLE;130001852;N4130;;1;0.19;;;;
IMAGES_P;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;M1160;;11;5.5;0;1;1;
IMAGES_P;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;N4130;8;3;9.44;;1;;
IMAGES_P;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;N4160;;1;0.5;;;;
IMAGES_P;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;NAUT;10;;8.82;;;;
IMAGES_P;2020;130784903;CLINIQUE LA PHOCEANNE;130002041;M1160;;1;0.1;;0;0;0
IMAGES_P;2020;130784903;CLINIQUE LA PHOCEANNE;130002041;N4130;;1;0.21;0;0;;
IMAGES_P;2020;130785389;CLINIQUE CHANTECLER;130002173;M1160;;3;0.7;0;1;0;0
IMAGES_P;2020;130785389;CLINIQUE CHANTECLER;130002173;N4130;2;;2;0;1;;
IMAGES_P;2020;130785389;CLINIQUE CHANTECLER;130002173;NAUT;1;1;1.5;;;;
IMAGES_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;M1160;3;17;10.6;0;0;0;
IMAGES_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;M1210;;;;1;1;;
IMAGES_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;N4130;54;2;44.39;1;1;;
IMAGES_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;N4160;2;1;2.35;;;;
IMAGES_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;NAUT;49;6;40.29;;;;
IMAGES_P;2020;130785678;HOPITAL PRIVE VERT COTEAU BEAUREGARD;130002249;M1160;;9;4.5;0;1;;
IMAGES_P;2020;130785678;HOPITAL PRIVE VERT COTEAU BEAUREGARD;130002249;N4130;6;;5.2;0;1;;
IMAGES_P;2020;130785678;HOPITAL PRIVE VERT COTEAU BEAUREGARD;130002249;N4160;;1;0.5;;;;
IMAGES_P;2020;130785678;HOPITAL PRIVE VERT COTEAU BEAUREGARD;130002249;NAUT;11;;10.14;;;;
IMAGES_P;2020;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;M1160;;4;3;0;1;0;0
IMAGES_P;2020;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;N4130;4;3;6;0;1;;
IMAGES_P;2020;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;N4160;1;;1;;;;
IMAGES_P;2020;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;NAUT;4;;4;;;;
IMAGES_P;2020;130786742;HIA LAVERAN;750821092;M1160;6;;6;1;0;0;0
IMAGES_P;2020;130786742;HIA LAVERAN;750821092;N4130;21;;19.3;1;1;;
IMAGES_P;2020;130786742;HIA LAVERAN;750821092;N4160;1;;1;;;;
IMAGES_P;2020;130786742;HIA LAVERAN;750821092;NAUT;1;;1;;;;
IMAGES_P;2020;130786932;CENTRE DE REEDUCATION PAUL CEZANNE;130002660;N4130;;1;0.26;;;;
IMAGES_P;2020;130789159;CENTRE CARDIO VASCULAIRE VALMANTE;920030269;M1160;;1;0.11;0;0;0;0
IMAGES_P;2020;130789159;CENTRE CARDIO VASCULAIRE VALMANTE;920030269;M1210;;;;0;1;;
IMAGES_P;2020;130789159;CENTRE CARDIO VASCULAIRE VALMANTE;920030269;N4130;;1;0.17;0;0;;
IMAGES_P;2020;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;M1160;2;5;4.12;;;;
IMAGES_P;2020;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;N4130;14;1;15;;;;
IMAGES_P;2020;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;N4160;1;;1;;;;
IMAGES_P;2020;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;NAUT;7;1;7.1;;;;
IMAGES_P;2020;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;N4130;;4;0.6;0;0;;
IMAGES_P;2020;130810740;CLINIQUE AXIUM;130007362;M1160;3;30;3.8;0;1;0;0
IMAGES_P;2020;130810740;CLINIQUE AXIUM;130007362;N4130;5;;5;0;1;;
IMAGES_P;2020;130810740;CLINIQUE AXIUM;130007362;N4160;1;0;1;;;;
IMAGES_P;2020;130810740;CLINIQUE AXIUM;130007362;NAUT;6;0;6;;;;
IMAGES_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M1160;1;1;2.75;;1;1;1
IMAGES_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N4130;15;2;15.91;;;;
IMAGES_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N4160;1;0;1;;;;
IMAGES_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;NAUT;8;2;9.01;;;;
IMAGES_P;2020;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;M1160;;1;0.2;0;0;;
IMAGES_P;2020;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;N4130;2;3;3.49;0;0;;
IMAGES_P;2020;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;N4160;;1;0.1;;;;
IMAGES_P;2020;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;NAUT;1;1;1.9;;;;
IMAGES_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;M1160;18;12;13.93;0;1;1;1
IMAGES_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;M1210;4;2;3.13;0;0;;
IMAGES_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;N4130;85;13;89.3;1;0;;
IMAGES_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;N4160;6;;5.48;;;;
IMAGES_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;NAUT;37;9;41.85;;;;
IMAGES_P;2020;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;M1160;1;2;2.81;;;;
IMAGES_P;2020;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;N4130;8;3;10.83;;;;
IMAGES_P;2020;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;N4160;;1;0.4;;;;
IMAGES_P;2020;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;NAUT;3;3;5.35;;;;
IMAGES_P;2020;140000373;CENTRE HOSPITALIER DE VIRE;140000159;M1160;1;2;1.2;;;0;0
IMAGES_P;2020;140000373;CENTRE HOSPITALIER DE VIRE;140000159;N4130;4;1;4.58;;;;
IMAGES_P;2020;140000373;CENTRE HOSPITALIER DE VIRE;140000159;N4160;;1;0.21;;;;
IMAGES_P;2020;140000373;CENTRE HOSPITALIER DE VIRE;140000159;NAUT;;1;0.5;;;;
IMAGES_P;2020;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;M1160;5;7;6.89;0;1;0;0
IMAGES_P;2020;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;M1210;5;2;5.32;0;1;;
IMAGES_P;2020;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;N4130;24;4;25.34;0;1;;
IMAGES_P;2020;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;N4160;1;;1;;;;
IMAGES_P;2020;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;NAUT;19;1;20.56;;;;
IMAGES_P;2020;140002452;CLINIQUE DE LA MISERICORDE - CAEN;140025800;M1160;6;;1.24;;;;
IMAGES_P;2020;140002452;CLINIQUE DE LA MISERICORDE - CAEN;140025800;N4130;2;4;3.15;0;0;;
IMAGES_P;2020;140002452;CLINIQUE DE LA MISERICORDE - CAEN;140025800;N4160;1;;0.25;;;;
IMAGES_P;2020;140002452;CLINIQUE DE LA MISERICORDE - CAEN;140025800;NAUT;3;2;5.59;;;;
IMAGES_P;2020;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;M1160;3;6;8;0;1;0;0
IMAGES_P;2020;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;N4130;12;2;11.12;;1;;
IMAGES_P;2020;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;N4160;1;;1;;;;
IMAGES_P;2020;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;NAUT;11;2;7.38;;;;
IMAGES_P;2020;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;M1160;;7;2.23;0;1;;
IMAGES_P;2020;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;N4130;5;4;5.17;0;1;;
IMAGES_P;2020;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;N4160;0;1;0.5;;;;
IMAGES_P;2020;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;NAUT;1;1;1.71;;;;
IMAGES_P;2020;150000032;CH DE SAINT-FLOUR;150780088;M1160;2;0;2;0;0;0;0
IMAGES_P;2020;150000032;CH DE SAINT-FLOUR;150780088;N4130;8;1;9.93;;;;
IMAGES_P;2020;150000032;CH DE SAINT-FLOUR;150780088;N4160;1;0;1;;;;
IMAGES_P;2020;150000032;CH DE SAINT-FLOUR;150780088;NAUT;11;0;10.18;;;;
IMAGES_P;2020;150000040;CH HENRI MONDOR;150780096;M1160;3;1;3.56;0;1;1;1
IMAGES_P;2020;150000040;CH HENRI MONDOR;150780096;N4130;14;4;18.31;0;0;;
IMAGES_P;2020;150000040;CH HENRI MONDOR;150780096;N4160;;1;0.9;;;;
IMAGES_P;2020;150000040;CH HENRI MONDOR;150780096;NAUT;9;2;10.06;;;;
IMAGES_P;2020;150000164;CH DE MAURIAC;150780468;N4130;5;;4.83;;1;;
IMAGES_P;2020;150000180;CH DE MURAT;150780500;N4130;1;;0.1;0;0;;
IMAGES_P;2020;150000180;CH DE MURAT;150780500;NAUT;1;;1;;;;
IMAGES_P;2020;150780120;CLINIQUE DU HAUT CANTAL;150000065;N4130;0;1;0.5;0;0;;
IMAGES_P;2020;150780120;CLINIQUE DU HAUT CANTAL;150000065;NAUT;0;1;0.1;;;;
IMAGES_P;2020;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;M1160;5;;5;0;1;;
IMAGES_P;2020;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;M1210;;2;1.6;;0;;
IMAGES_P;2020;160000170;CLINIQUE SAINT-JOSEPH;160000204;M1160;;12;1;;;1;1
IMAGES_P;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;M1160;8;1;8.51;1;0;0;1
IMAGES_P;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;M1210;2;1;2.51;;;;
IMAGES_P;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;MAUT;0;0;0.05;;;;
IMAGES_P;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;N4130;33;8;38.27;1;1;;
IMAGES_P;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;N4160;2;0;1.83;;;;
IMAGES_P;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;NAUT;16;5;17.23;;;;
IMAGES_P;2020;160000303;CH HOPITAUX SUD-CHARENTE - BARBEZIEUX;160006037;M1160;2;;2.51;;1;0;0
IMAGES_P;2020;160000303;CH HOPITAUX SUD-CHARENTE - BARBEZIEUX;160006037;N4130;5;1;5.85;;1;;
IMAGES_P;2020;160000303;CH HOPITAUX SUD-CHARENTE - BARBEZIEUX;160006037;NAUT;2;1;2.91;;;;
IMAGES_P;2020;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;M1160;3;;3;0;1;0;0
IMAGES_P;2020;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;N4130;9;;8.54;0;1;;
IMAGES_P;2020;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;NAUT;3;;2.49;;;;
IMAGES_P;2020;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;M1160;2;1;2.2;0;1;0;0
IMAGES_P;2020;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;N4130;4;1;5.5;0;0;;
IMAGES_P;2020;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;N4160;;1;0.2;;;;
IMAGES_P;2020;160015368;CHI DU PAYS DE COGNAC;160014411;M1160;2;;2;0;1;0;0
IMAGES_P;2020;160015368;CHI DU PAYS DE COGNAC;160014411;MAUT;;;0.16;;;;
IMAGES_P;2020;160015368;CHI DU PAYS DE COGNAC;160014411;N4130;9;1;9.97;0;1;;
IMAGES_P;2020;160015368;CHI DU PAYS DE COGNAC;160014411;NAUT;13;;11.21;;;;
IMAGES_P;2020;170000038;CENTRE HOSPITALIER JONZAC;170780050;M1160;;0;1.08;0;1;1;0
IMAGES_P;2020;170000038;CENTRE HOSPITALIER JONZAC;170780050;N4130;9;;9;0;1;;
IMAGES_P;2020;170000038;CENTRE HOSPITALIER JONZAC;170780050;N4160;;1;0.07;;;;
IMAGES_P;2020;170000038;CENTRE HOSPITALIER JONZAC;170780050;NAUT;;;0.18;;;;
IMAGES_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;M1160;7;2;8.77;0;1;;
IMAGES_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N4130;29;15;36.52;;;;
IMAGES_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N4160;2;;2.06;;;;
IMAGES_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;NAUT;24;5;24.51;;;;
IMAGES_P;2020;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;M1160;;1;0.2;0;0;0;0
IMAGES_P;2020;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;N4130;6;1;6.37;0;0;;
IMAGES_P;2020;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;NAUT;2;1;3.06;;;;
IMAGES_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;M1160;2;3;3.37;0;;0;0
IMAGES_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N4130;20;1;20.29;0;0;;
IMAGES_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;NAUT;2;0;1.62;;;;
IMAGES_P;2020;170000129;CENTRE HOSPITALIER ROYAN;170780191;M1160;1;4;2.72;0;1;1;1
IMAGES_P;2020;170000129;CENTRE HOSPITALIER ROYAN;170780191;N4130;8;2;9.08;0;1;;
IMAGES_P;2020;170000129;CENTRE HOSPITALIER ROYAN;170780191;N4160;1;;1;;;;
IMAGES_P;2020;170000129;CENTRE HOSPITALIER ROYAN;170780191;NAUT;7;2;8.11;;;;
IMAGES_P;2020;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;M1160;5;3;5.46;0;1;0;0
IMAGES_P;2020;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;N4130;16;5;19.98;;1;;
IMAGES_P;2020;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;N4160;1;;1;;;;
IMAGES_P;2020;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;NAUT;10;2;11.81;;;;
IMAGES_P;2020;170000178;CENTRE HOSPITALIER BOSCAMNANT;170780266;M1160;;1;0.01;0;0;0;0
IMAGES_P;2020;170000178;CENTRE HOSPITALIER BOSCAMNANT;170780266;N4130;;1;0.4;0;0;;
IMAGES_P;2020;170780563;ETAB. DE SOINS PASTEUR - ROYAN;170000251;M1160;2;;2;;;;
IMAGES_P;2020;170780563;ETAB. DE SOINS PASTEUR - ROYAN;170000251;N4130;6;;6;;;;
IMAGES_P;2020;170780563;ETAB. DE SOINS PASTEUR - ROYAN;170000251;N4160;1;;1;;;;
IMAGES_P;2020;170780563;ETAB. DE SOINS PASTEUR - ROYAN;170000251;NAUT;6;;6;;;;
IMAGES_P;2020;170780621;POLYCLINIQUE SAINT GEORGES;170000285;M1160;;5;0.5;0;0;1;1
IMAGES_P;2020;170780621;POLYCLINIQUE SAINT GEORGES;170000285;N4130;;3;1.61;0;0;;
IMAGES_P;2020;180000010;CH BOURGES - JACQUES COEUR;180000028;M1160;1;2;3.76;0;1;0;0
IMAGES_P;2020;180000010;CH BOURGES - JACQUES COEUR;180000028;N4130;14;13;24.7;1;1;;
IMAGES_P;2020;180000010;CH BOURGES - JACQUES COEUR;180000028;N4160;1;;1;;;;
IMAGES_P;2020;180000010;CH BOURGES - JACQUES COEUR;180000028;NAUT;5;3;6.81;;;;
IMAGES_P;2020;180000200;CH DE VIERZON;180000051;M1160;1;1;1.1;1;;0;0
IMAGES_P;2020;180000200;CH DE VIERZON;180000051;M1210;0;0;0;1;0;;
IMAGES_P;2020;180000200;CH DE VIERZON;180000051;MAUT;0;1;0.23;;;;
IMAGES_P;2020;180000200;CH DE VIERZON;180000051;N4130;14;0;11.98;0;0;;
IMAGES_P;2020;180000200;CH DE VIERZON;180000051;N4160;0;1;0.2;;;;
IMAGES_P;2020;180000200;CH DE VIERZON;180000051;NAUT;3;3;4.37;;;;
IMAGES_P;2020;180000283;CH SAINT AMAND-MONTROND;180000069;M1160;;1;0.24;0;1;1;1
IMAGES_P;2020;180000283;CH SAINT AMAND-MONTROND;180000069;N4130;5;;5;1;0;;
IMAGES_P;2020;180000283;CH SAINT AMAND-MONTROND;180000069;NAUT;2;;2;;;;
IMAGES_P;2020;180000358;CLINIQUE DES GRAINETIERES;180000739;M1160;1;;1;0;0;0;0
IMAGES_P;2020;180000358;CLINIQUE DES GRAINETIERES;180000739;N4130;2;0;2.09;0;0;;
IMAGES_P;2020;180000358;CLINIQUE DES GRAINETIERES;180000739;NAUT;1;0;1;;;;
IMAGES_P;2020;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;M1160;2;2;2.68;0;1;1;1
IMAGES_P;2020;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;MAUT;4;2;1.8;;;;
IMAGES_P;2020;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;N4130;16;8;21.28;1;1;;
IMAGES_P;2020;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;N4160;1;;0.9;;;;
IMAGES_P;2020;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;NAUT;11;4;12.88;;;;
IMAGES_P;2020;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;M1160;3;;3;0;1;1;0
IMAGES_P;2020;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;N4130;13;5;16.41;1;0;;
IMAGES_P;2020;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;N4160;;;0.61;;;;
IMAGES_P;2020;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;NAUT;7;2;7;;;;
IMAGES_P;2020;190000091;CENTRE HOSPITALIER D'USSEL;190000075;M1160;1;0;1.67;0;1;;
IMAGES_P;2020;190000091;CENTRE HOSPITALIER D'USSEL;190000075;N4130;5;3;7.87;0;1;;
IMAGES_P;2020;190000091;CENTRE HOSPITALIER D'USSEL;190000075;N4160;1;0;1;;;;
IMAGES_P;2020;190000091;CENTRE HOSPITALIER D'USSEL;190000075;NAUT;6;1;6.25;;;;
