BOR;AN;FI;RS;FI_EJ;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACTNUI;ACTINT
IMAGES;2020;120004569;CH MILLAU;120004528;SCAN;1;1;2532;;12;7795;65;0
IMAGES;2020;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;MAMM;1;;;;;;;
IMAGES;2020;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;RADIO;2;2;1060;;;6199;45;0
IMAGES;2020;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;SCAN;1;1;1639;;;2481;62;0
IMAGES;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;CAM;3;3;441;;80;5708;;
IMAGES;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;IRM;2;2;2029;50;89;5301;88;0
IMAGES;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;LITHO;1;1;52;;;;;
IMAGES;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;MAMM;1;1;;;;1386;;
IMAGES;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;RADIO;4;4;14497;76;1371;24237;921;
IMAGES;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;SCAN;2;2;8683;119;207;17520;637;1
IMAGES;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;TOMO;1;1;191;;77;5141;;
IMAGES;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;VASC;2;2;2208;180;481;150;11;1
IMAGES;2020;130000433;CHS MONTPERRIN;130781131;RADIO;1;1;68;;;;;1
IMAGES;2020;130000516;CH LOUIS BRUNET D'ALLAUCH;130781339;RADIO;3;3;2955;;;1186;;1
IMAGES;2020;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;IRM;1;1;102;;;2828;67;0
IMAGES;2020;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;RADIO;3;3;5576;;;12146;264;1
IMAGES;2020;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;SCAN;1;1;5558;;;5974;208;1
IMAGES;2020;130001225;HOPITAL DU PAYS SALONNAIS;130782634;RADIO;3;3;5286;;;17004;342;1
IMAGES;2020;130001225;HOPITAL DU PAYS SALONNAIS;130782634;SCAN;1;1;6050;;;11555;393;1
IMAGES;2020;130001225;HOPITAL DU PAYS SALONNAIS;130782634;dtIRM2;0;;;;;;;1
IMAGES;2020;130001647;INSTITUT PAOLI CALMETTES;130784127;CAM;1;1;1657;;;2692;0;0
IMAGES;2020;130001647;INSTITUT PAOLI CALMETTES;130784127;IRM;2;2;1592;;;13660;126;0
IMAGES;2020;130001647;INSTITUT PAOLI CALMETTES;130784127;MAMM;2;2;;;;15556;;
IMAGES;2020;130001647;INSTITUT PAOLI CALMETTES;130784127;RADIO;1;1;4037;;;341;;0
IMAGES;2020;130001647;INSTITUT PAOLI CALMETTES;130784127;SCAN;3;3;19268;;;23702;325;1
IMAGES;2020;130001647;INSTITUT PAOLI CALMETTES;130784127;TOMO;2;2;422;;;7792;0;0
IMAGES;2020;130001647;INSTITUT PAOLI CALMETTES;130784127;VASC;2;2;6582;;;946;6;1
IMAGES;2020;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;RADIO;2;2;3688;;;12198;;1
IMAGES;2020;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;SCAN;1;1;3317;;;9077;;1
IMAGES;2020;130002827;CH JOSEPH IMBERT D'ARLES;130789274;IRM;1;1;336;;;1633;;0
IMAGES;2020;130002827;CH JOSEPH IMBERT D'ARLES;130789274;RADIO;4;4;6464;;;12315;;0
IMAGES;2020;130002827;CH JOSEPH IMBERT D'ARLES;130789274;SCAN;2;2;4363;;;6618;;0
IMAGES;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;IRM;1;1;513;14;;5347;69;0
IMAGES;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;MAMM;1;1;;;;879;;
IMAGES;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;RADIO;4;4;5432;58;;10051;265;0
IMAGES;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;SCAN;1;1;5945;89;;7632;240;1
IMAGES;2020;130037922;HOP PRIVE DE LA RESIDENCE DU PARC;130037823;CAM;2;2;116;;5259;;;0
IMAGES;2020;130037922;HOP PRIVE DE LA RESIDENCE DU PARC;130037823;IRM;1;1;340;;22883;;;0
IMAGES;2020;130037922;HOP PRIVE DE LA RESIDENCE DU PARC;130037823;LITHO;1;;;;;;;
IMAGES;2020;130037922;HOP PRIVE DE LA RESIDENCE DU PARC;130037823;RADIO;2;2;2321;;12458;;16;
IMAGES;2020;130037922;HOP PRIVE DE LA RESIDENCE DU PARC;130037823;SCAN;1;1;847;;24813;;0;1
IMAGES;2020;130041767;EUROMED CARDIO;130041262;VASC;2;2;3576;;;;6;1
IMAGES;2020;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;IRM;1;1;67;;;;;
IMAGES;2020;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;LITHO;1;0;0;;;;;
IMAGES;2020;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;MAMM;1;0;;;;;;
IMAGES;2020;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;RADIO;2;2;412;;;;;
IMAGES;2020;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;SCAN;1;1;411;;;;;
IMAGES;2020;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;VASC;2;2;3841;;;;;
IMAGES;2020;130042526;KORIAN LES TROIS TOURS;310021399;RADIO;1;1;1704;;;;;0
IMAGES;2020;130043664;HOPITAL EUROPEEN;130002157;IRM;3;;;;;;;0
IMAGES;2020;130043664;HOPITAL EUROPEEN;130002157;LITHO;1;1;254;;1;0;9;1
IMAGES;2020;130043664;HOPITAL EUROPEEN;130002157;MAMM;2;2;;;;4316;;
IMAGES;2020;130043664;HOPITAL EUROPEEN;130002157;RADIO;4;4;12563;;394;27363;375;1
IMAGES;2020;130043664;HOPITAL EUROPEEN;130002157;SCAN;3;;;;;;;1
IMAGES;2020;130043664;HOPITAL EUROPEEN;130002157;VASC;1;1;1025;;1;113;4;1
IMAGES;2020;130780521;APHM HOPITAL NORD;130786049;CAM;2;2;712;;;3021;;0
IMAGES;2020;130780521;APHM HOPITAL NORD;130786049;IRM;2;2;2002;;;7124;9;0
IMAGES;2020;130780521;APHM HOPITAL NORD;130786049;MAMM;1;1;;;;1019;;
IMAGES;2020;130780521;APHM HOPITAL NORD;130786049;RADIO;5;5;10654;;;18834;425;
IMAGES;2020;130780521;APHM HOPITAL NORD;130786049;SCAN;3;3;19192;;;14120;405;1
IMAGES;2020;130780521;APHM HOPITAL NORD;130786049;TOMO;1;1;285;;;2262;;0
IMAGES;2020;130780521;APHM HOPITAL NORD;130786049;VASC;1;1;948;;;353;0;
IMAGES;2020;130780521;APHM HOPITAL NORD;130786049;dtIRM2;1;1;438;;;4163;;0
IMAGES;2020;130781438;CLINIQUE DE PROVENCE BOURBONNE;130000557;RADIO;1;1;568;0;0;0;0;0
IMAGES;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;CAM;2;2;109;0;109;4526;;0
IMAGES;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;IRM;1;1;1175;;12;10265;0;0
IMAGES;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;MAMM;1;1;;;;4274;;
IMAGES;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;RADIO;3;3;8145;;;11989;319;
IMAGES;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;SCAN;1;1;5654;;112;15671;3;1
IMAGES;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;TOMO;1;;;;;;;
IMAGES;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;VASC;3;3;2450;;;1848;;
IMAGES;2020;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;IRM;1;;;;;;;
IMAGES;2020;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;MAMM;1;;;;;;;
IMAGES;2020;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;RADIO;2;;;;;;;
IMAGES;2020;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;SCAN;1;;;;;;;
IMAGES;2020;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;IRM;2;;;;;;;0
IMAGES;2020;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;MAMM;1;;;;;;;
IMAGES;2020;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;RADIO;3;;;;;;;0
IMAGES;2020;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;SCAN;1;;;;;;;0
IMAGES;2020;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;VASC;2;;;;;;;1
IMAGES;2020;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;dtIRM1;1;;;;;;;0
IMAGES;2020;130782162;CLINIQUE CHIRURGICALE DE MARTIGUES;130000987;LITHO;1;;;;;;;
IMAGES;2020;130782162;CLINIQUE CHIRURGICALE DE MARTIGUES;130000987;MAMM;1;;;;;;;
IMAGES;2020;130782162;CLINIQUE CHIRURGICALE DE MARTIGUES;130000987;RADIO;1;;;;;;;
IMAGES;2020;130782162;CLINIQUE CHIRURGICALE DE MARTIGUES;130000987;SCAN;1;;;;;;;
IMAGES;2020;130782675;CLINIQUE VIGNOLI;130001233;LITHO;1;;;;;;;
IMAGES;2020;130782675;CLINIQUE VIGNOLI;130001233;RADIO;2;;;;;;;
IMAGES;2020;130782675;CLINIQUE VIGNOLI;130001233;VASC;1;;;;;;;
IMAGES;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;IRM;1;1;1087;;;4180;;0
IMAGES;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;RADIO;5;5;8184;;;3106;;1
IMAGES;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;SCAN;1;1;5006;;;6306;9;1
IMAGES;2020;130783293;APHM HOPITAL LA TIMONE;130786049;CAM;4;4;745;;;4966;;0
IMAGES;2020;130783293;APHM HOPITAL LA TIMONE;130786049;IRM;4;4;8062;;;12506;75;1
IMAGES;2020;130783293;APHM HOPITAL LA TIMONE;130786049;MAMM;1;1;;;;1084;;
IMAGES;2020;130783293;APHM HOPITAL LA TIMONE;130786049;RADIO;6;6;18425;;;26219;727;1
IMAGES;2020;130783293;APHM HOPITAL LA TIMONE;130786049;SCAN;4;4;46491;;;16677;925;1
IMAGES;2020;130783293;APHM HOPITAL LA TIMONE;130786049;TOMO;1;1;1061;;;3649;;0
IMAGES;2020;130783293;APHM HOPITAL LA TIMONE;130786049;VASC;4;4;6851;;;702;15;1
IMAGES;2020;130783293;APHM HOPITAL LA TIMONE;130786049;dtIRM2;2;2;1429;;;7577;;0
IMAGES;2020;130783327;CLINIQUE BOUCHARD;130001415;IRM;1;1;181;;;7961;;1
IMAGES;2020;130783327;CLINIQUE BOUCHARD;130001415;MAMM;1;1;;;;1791;;
IMAGES;2020;130783327;CLINIQUE BOUCHARD;130001415;RADIO;3;3;2228;;;3237;;
IMAGES;2020;130783327;CLINIQUE BOUCHARD;130001415;SCAN;1;1;1030;;;11471;;1
IMAGES;2020;130783665;CLINIQUE DE BONNEVEINE;130043722;MAMM;1;1;;;;1260;;
IMAGES;2020;130783665;CLINIQUE DE BONNEVEINE;130043722;RADIO;4;4;545;;;9147;;
IMAGES;2020;130783665;CLINIQUE DE BONNEVEINE;130043722;SCAN;1;;;;;;;
IMAGES;2020;130783723;CLINIQUE JUGE;130001456;RADIO;3;3;3387;;;10120;;
IMAGES;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;CAM;3;2;375;;7962;;;0
IMAGES;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;IRM;2;1;5926;;32034;;17;0
IMAGES;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;RADIO;3;2;16419;;10341;;182;0
IMAGES;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;SCAN;1;1;14170;;20769;;11;1
IMAGES;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;TOMO;1;1;382;;4868;;;
IMAGES;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;VASC;3;3;2839;;;;;0
IMAGES;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;dtIRM2;1;;;;;;;0
IMAGES;2020;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;IRM;2;2;871;;;9349;;0
IMAGES;2020;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;RADIO;4;4;5926;;;11900;;1
IMAGES;2020;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;SCAN;1;1;1127;;;6115;;1
IMAGES;2020;130784598;CLINIQUE SAINT MARTIN MARSEILLE;130001852;RADIO;1;1;208;0;0;0;0;0
IMAGES;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;LITHO;1;1;956;;;;;1
IMAGES;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;MAMM;1;1;;;;3427;;
IMAGES;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;RADIO;2;2;4179;;;10465;0;1
IMAGES;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;SCAN;1;1;3754;;502;8385;0;1
IMAGES;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;VASC;2;2;2677;;;;1;1
IMAGES;2020;130784903;CLINIQUE LA PHOCEANNE;130002041;RADIO;1;1;963;;;;;0
IMAGES;2020;130785389;CLINIQUE CHANTECLER;130002173;IRM;1;1;60;;;5125;;0
IMAGES;2020;130785389;CLINIQUE CHANTECLER;130002173;LITHO;1;1;113;;;;;1
IMAGES;2020;130785389;CLINIQUE CHANTECLER;130002173;RADIO;2;2;1477;;;10047;;0
IMAGES;2020;130785389;CLINIQUE CHANTECLER;130002173;SCAN;1;1;153;;;12504;;0
IMAGES;2020;130785652;HOPITAL SAINT JOSEPH;130014228;IRM;2;2;2645;;;10345;;0
IMAGES;2020;130785652;HOPITAL SAINT JOSEPH;130014228;LITHO;1;1;13;;;;;1
IMAGES;2020;130785652;HOPITAL SAINT JOSEPH;130014228;MAMM;1;1;;;;5930;;
IMAGES;2020;130785652;HOPITAL SAINT JOSEPH;130014228;RADIO;6;6;27391;;;24455;;
IMAGES;2020;130785652;HOPITAL SAINT JOSEPH;130014228;SCAN;2;2;13693;;;17214;;0
IMAGES;2020;130785652;HOPITAL SAINT JOSEPH;130014228;VASC;2;2;1308;;;164;;1
IMAGES;2020;130785678;HOPITAL PRIVE VERT COTEAU BEAUREGARD;130002249;RADIO;2;2;3241;;;11403;4;1
IMAGES;2020;130785678;HOPITAL PRIVE VERT COTEAU BEAUREGARD;130002249;SCAN;1;1;1753;;502;8665;;1
IMAGES;2020;130785678;HOPITAL PRIVE VERT COTEAU BEAUREGARD;130002249;VASC;1;1;126;;;;;1
IMAGES;2020;130786361;POLYCLIN PARC RAMBOT HOP PRIV PROVENCE;130002447;IRM;1;;;;;;;
IMAGES;2020;130786361;POLYCLIN PARC RAMBOT HOP PRIV PROVENCE;130002447;LITHO;1;;;;;;;
IMAGES;2020;130786361;POLYCLIN PARC RAMBOT HOP PRIV PROVENCE;130002447;RADIO;1;;;;;;;
IMAGES;2020;130786361;POLYCLIN PARC RAMBOT HOP PRIV PROVENCE;130002447;SCAN;2;;;;;;;
IMAGES;2020;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;MAMM;2;2;;;;7000;;
IMAGES;2020;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;RADIO;2;2;154;;;8000;2;0
IMAGES;2020;130786742;HIA LAVERAN;750821092;IRM;1;1;524;;;3896;38;
IMAGES;2020;130786742;HIA LAVERAN;750821092;RADIO;4;4;7382;;;15142;324;
IMAGES;2020;130786742;HIA LAVERAN;750821092;SCAN;2;2;6083;;;7400;189;
IMAGES;2020;130786742;HIA LAVERAN;750821092;VASC;1;1;530;;;23;5;
IMAGES;2020;130786932;CENTRE DE REEDUCATION PAUL CEZANNE;130002660;RADIO;1;1;651;;;;;1
IMAGES;2020;130789159;CENTRE CARDIO VASCULAIRE VALMANTE;920030269;RADIO;1;1;653;;;;;
IMAGES;2020;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;RADIO;3;3;8571;;;16632;138;1
IMAGES;2020;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;RADIO;1;1;1504;;;;;
IMAGES;2020;130810740;CLINIQUE AXIUM;130007362;IRM;1;1;137;;;8282;;
IMAGES;2020;130810740;CLINIQUE AXIUM;130007362;LITHO;1;1;125;;;;;
IMAGES;2020;130810740;CLINIQUE AXIUM;130007362;MAMM;1;0;;;;;;
IMAGES;2020;130810740;CLINIQUE AXIUM;130007362;RADIO;8;6;3289;;;;;
IMAGES;2020;130810740;CLINIQUE AXIUM;130007362;SCAN;1;1;721;;;11931;;
IMAGES;2020;130810740;CLINIQUE AXIUM;130007362;VASC;2;2;327;;;;;
IMAGES;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;IRM;2;2;504;1;1;3295;0;
IMAGES;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;MAMM;1;1;;;;448;;
IMAGES;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;RADIO;3;2;4537;34;3;18945;329;
IMAGES;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;SCAN;1;1;3039;48;13;6917;199;
IMAGES;2020;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;RADIO;2;2;863;;;8019;;0
IMAGES;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;CAM;3;3;738;76;;5539;;0
IMAGES;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;IRM;3;3;6306;10;13;8424;38;0
IMAGES;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;RADIO;10;10;25687;113;0;37477;1374;1
IMAGES;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;SCAN;3;3;20705;;;10838;941;1
IMAGES;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;TOMO;1;1;206;24;;3190;;0
IMAGES;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;VASC;3;3;6981;;;2530;19;1
IMAGES;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;dtIRM2;1;1;1322;2;6;3389;;0
IMAGES;2020;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;MAMM;1;1;;;;49;;
IMAGES;2020;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;RADIO;2;2;5502;;;10018;123;1
IMAGES;2020;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;SCAN;1;1;2140;;11;6178;97;1
IMAGES;2020;140000373;CENTRE HOSPITALIER DE VIRE;140000159;RADIO;2;2;3440;248;0;4088;131;
IMAGES;2020;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;CAM;3;3;615;0;8;4552;0;0
IMAGES;2020;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;IRM;1;1;520;0;13;4692;0;0
IMAGES;2020;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;MAMM;1;1;;;;3435;;
IMAGES;2020;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;RADIO;2;2;3206;0;0;691;1;1
IMAGES;2020;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;SCAN;2;2;1547;0;5;6490;2;1
IMAGES;2020;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;TOMO;1;1;54;0;18;3295;0;0
IMAGES;2020;140002452;CLINIQUE DE LA MISERICORDE - CAEN;140025800;RADIO;1;1;1702;125;;10079;;0
IMAGES;2020;140002452;CLINIQUE DE LA MISERICORDE - CAEN;140025800;SCAN;1;0;;;;;;
IMAGES;2020;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;IRM;2;2;366;;;15762;1;0
IMAGES;2020;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;RADIO;3;;;;;;;
IMAGES;2020;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;SCAN;2;2;2373;;;22824;15;1
IMAGES;2020;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;VASC;3;;;;;;;
IMAGES;2020;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;IRM;1;1;378;;;;;
IMAGES;2020;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;RADIO;2;2;6216;;;8545;146;
IMAGES;2020;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;SCAN;1;1;5828;;;;;
IMAGES;2020;150000032;CH DE SAINT-FLOUR;150780088;MAMM;1;1;;;;837;;
IMAGES;2020;150000032;CH DE SAINT-FLOUR;150780088;RADIO;3;3;2695;27;39;10214;106;0
IMAGES;2020;150000032;CH DE SAINT-FLOUR;150780088;SCAN;1;1;2379;20;212;4656;52;0
IMAGES;2020;150000040;CH HENRI MONDOR;150780096;IRM;2;2;873;;4945;6132;42;0
IMAGES;2020;150000040;CH HENRI MONDOR;150780096;MAMM;1;1;;;;1262;;
IMAGES;2020;150000040;CH HENRI MONDOR;150780096;RADIO;3;3;7292;;0;14313;190;0
IMAGES;2020;150000040;CH HENRI MONDOR;150780096;SCAN;1;1;7947;;0;14859;188;0
IMAGES;2020;150000040;CH HENRI MONDOR;150780096;VASC;1;1;1909;;;0;;0
IMAGES;2020;150000040;CH HENRI MONDOR;150780096;dtIRM1;1;1;105;;3101;2510;;0
IMAGES;2020;150000164;CH DE MAURIAC;150780468;RADIO;1;1;1533;;;7971;;
IMAGES;2020;150000180;CH DE MURAT;150780500;RADIO;1;1;504;;;415;;
IMAGES;2020;150780120;CLINIQUE DU HAUT CANTAL;150000065;RADIO;1;1;26;0;0;395;0;0
IMAGES;2020;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;CAM;1;;;;;;;
IMAGES;2020;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;RADIO;4;;;;;;;
IMAGES;2020;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;SCAN;1;;;;;;;
IMAGES;2020;160000170;CLINIQUE SAINT-JOSEPH;160000204;RADIO;2;;;;;;;
IMAGES;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;CAM;2;2;458;;;4904;;0
IMAGES;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;IRM;2;2;593;;;4539;23;0
IMAGES;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;LITHO;1;1;26;;;;;1
IMAGES;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;MAMM;1;1;;;;1482;;
IMAGES;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;RADIO;7;7;6763;;;25876;443;0
IMAGES;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;SCAN;2;2;3070;;;10251;164;1
IMAGES;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;TOMO;1;1;237;;;2695;;
IMAGES;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;VASC;2;2;3722;;;617;;1
IMAGES;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;dtIRM2;1;1;225;;;1583;;0
IMAGES;2020;160000303;CH HOPITAUX SUD-CHARENTE - BARBEZIEUX;160006037;MAMM;1;1;;;;466;;
IMAGES;2020;160000303;CH HOPITAUX SUD-CHARENTE - BARBEZIEUX;160006037;RADIO;2;2;5029;;;10075;;
IMAGES;2020;160000303;CH HOPITAUX SUD-CHARENTE - BARBEZIEUX;160006037;SCAN;1;1;1750;;;2138;;0
IMAGES;2020;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;MAMM;1;1;;;;1983;;
IMAGES;2020;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;RADIO;2;2;1808;46;;11152;57;
IMAGES;2020;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;SCAN;1;1;933;12;;2705;10;
IMAGES;2020;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;MAMM;1;1;;;;775;;
IMAGES;2020;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;RADIO;1;1;906;;;11954;58;
IMAGES;2020;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;SCAN;1;1;792;0;0;3860;23;0
IMAGES;2020;160015368;CHI DU PAYS DE COGNAC;160014411;IRM;1;1;39;;;4355;;0
IMAGES;2020;160015368;CHI DU PAYS DE COGNAC;160014411;MAMM;1;1;;;;2387;;
IMAGES;2020;160015368;CHI DU PAYS DE COGNAC;160014411;RADIO;2;2;2189;;;11034;89;1
IMAGES;2020;160015368;CHI DU PAYS DE COGNAC;160014411;SCAN;1;1;1955;;;7149;36;1
IMAGES;2020;170000038;CENTRE HOSPITALIER JONZAC;170780050;MAMM;1;1;;;;564;;
IMAGES;2020;170000038;CENTRE HOSPITALIER JONZAC;170780050;RADIO;3;3;2976;;;9456;93;1
IMAGES;2020;170000038;CENTRE HOSPITALIER JONZAC;170780050;SCAN;1;1;2610;;;5599;239;1
IMAGES;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;IRM;3;3;2511;;;5145;17;0
IMAGES;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;MAMM;1;1;;;;2076;;
IMAGES;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;RADIO;7;7;23490;;;27473;559;1
IMAGES;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;SCAN;3;3;10063;;;6666;134;1
IMAGES;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;VASC;3;3;1464;;;223;;1
IMAGES;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;dtIRM2;1;1;669;;;1958;;0
IMAGES;2020;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;RADIO;2;2;1908;519;;8226;109;0
IMAGES;2020;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;SCAN;1;1;1615;223;;2928;47;0
IMAGES;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;IRM;1;1;1251;12;;1736;5;
IMAGES;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;MAMM;1;1;;;;454;;
IMAGES;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;RADIO;5;5;15690;150;;14411;371;
IMAGES;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;SCAN;1;1;5896;55;;5073;274;
IMAGES;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;VASC;1;1;944;0;;1;5;
IMAGES;2020;170000129;CENTRE HOSPITALIER ROYAN;170780191;IRM;1;1;282;;;2268;;0
IMAGES;2020;170000129;CENTRE HOSPITALIER ROYAN;170780191;MAMM;1;1;;;;520;;
IMAGES;2020;170000129;CENTRE HOSPITALIER ROYAN;170780191;RADIO;3;3;2086;;;12215;;0
IMAGES;2020;170000129;CENTRE HOSPITALIER ROYAN;170780191;SCAN;1;1;1882;;;5012;;0
IMAGES;2020;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;IRM;2;1;605;;;2876;0;0
