BOR;AN;FI;RS;FI_EJ;PERSO;EFFPLS;EFFPAS;ETPS;NBLIB
HAD_P;2020;130021819;HAD CLARA SCHUMANN;130021769;N2710;;;;2
HAD_P;2020;130021819;HAD CLARA SCHUMANN;130021769;N3120;1;;0.8;
HAD_P;2020;130021819;HAD CLARA SCHUMANN;130021769;N9999;17;3;16.7;108
HAD_P;2020;130021819;HAD CLARA SCHUMANN;130021769;NAUT;3;3;4.2;10
HAD_P;2020;130021819;HAD CLARA SCHUMANN;130021769;Ncoor;9;;7.5;
HAD_P;2020;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;M3050;;1;0.1;13
HAD_P;2020;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;M9999;;4;0.59;13
HAD_P;2020;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;MAUT;;2;0.3;
HAD_P;2020;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;Mcoor;;1;0.19;
HAD_P;2020;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;N2120;;1;0.47;
HAD_P;2020;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;N2210;5;1;6.78;238
HAD_P;2020;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;N2410;;;;53
HAD_P;2020;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;N2510;2;2;4.16;
HAD_P;2020;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;N2710;;;;7
HAD_P;2020;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;N3120;;1;0.16;
HAD_P;2020;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;N9999;11;21;18.2;298
HAD_P;2020;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;NAUT;3;16;5.63;
HAD_P;2020;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;Ncoor;1;;1;
HAD_P;2020;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;M3050;;1;0.2;
HAD_P;2020;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;M9999;;2;0.7;
HAD_P;2020;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;Mcoor;;1;0.5;
HAD_P;2020;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;N2120;1;;1;
HAD_P;2020;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;N2210;;;;42
HAD_P;2020;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;N2410;;;;10
HAD_P;2020;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;N2710;;;;2
HAD_P;2020;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;N3120;;1;0.2;
HAD_P;2020;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;N9999;2;2;2.7;54
HAD_P;2020;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;NAUT;1;;1;
HAD_P;2020;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;Ncoor;;1;0.5;
HAD_P;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;M9999;1;2;1.8;
HAD_P;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;Mcoor;1;2;1.8;
HAD_P;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;N2120;1;;0.32;
HAD_P;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;N2210;10;2;11.9;
HAD_P;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;N2510;4;;3.19;
HAD_P;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;N9999;23;3;22.26;
HAD_P;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;NAUT;8;1;6.85;
HAD_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;M9999;;1;0.84;
HAD_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;Mcoor;;1;0.84;
HAD_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;N2120;1;;1;
HAD_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;N2510;;1;0.68;
HAD_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;N2710;;1;0.3;
HAD_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;N9999;11;3;9.8;
HAD_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;NAUT;6;1;3.69;
HAD_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;Ncoor;4;;4.13;
HAD_P;2020;130802143;HAD SOINS ASSISTANCE;130804396;M9999;;2;1.42;
HAD_P;2020;130802143;HAD SOINS ASSISTANCE;130804396;Mcoor;;2;1.42;
HAD_P;2020;130802143;HAD SOINS ASSISTANCE;130804396;N2120;4;;3.78;
HAD_P;2020;130802143;HAD SOINS ASSISTANCE;130804396;N2710;1;1;1.63;
HAD_P;2020;130802143;HAD SOINS ASSISTANCE;130804396;N3120;2;;1.6;
HAD_P;2020;130802143;HAD SOINS ASSISTANCE;130804396;N9999;7;1;7.01;
HAD_P;2020;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;M9999;;2;1;
HAD_P;2020;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;MAUT;;1;0.4;
HAD_P;2020;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;Mcoor;;1;0.6;
HAD_P;2020;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;N2120;;1;0.5;
HAD_P;2020;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;N2210;;1;0.6;31
HAD_P;2020;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;N2410;;;;15
HAD_P;2020;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;N2460;;;;1
HAD_P;2020;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;N2710;;1;0.2;
HAD_P;2020;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;N9999;5;5;7.3;47
HAD_P;2020;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;NAUT;2;2;3;
HAD_P;2020;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;Ncoor;3;;3;
HAD_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M9999;1;1;1.12;0
HAD_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;MAUT;1;;0.7;0
HAD_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;Mcoor;;1;0.42;
HAD_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N2120;1;0;1;
HAD_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N2210;14;4;12.6;
HAD_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N2410;1;1;0.2;
HAD_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N2510;12;3;11.1;
HAD_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N2710;1;1;0.1;
HAD_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N3120;1;1;0.2;
HAD_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N9999;36;12;30.8;
HAD_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;NAUT;2;1;1.8;
HAD_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;Ncoor;4;1;3.8;
HAD_P;2020;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;M9999;;1;0.27;
HAD_P;2020;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;Mcoor;;1;0.27;
HAD_P;2020;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;N2120;;1;0.2;
HAD_P;2020;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;N2210;3;7;6.75;
HAD_P;2020;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;N2410;;1;0.4;
HAD_P;2020;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;N2510;5;;5;
HAD_P;2020;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;N2710;;1;0.3;
HAD_P;2020;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;N3120;;1;0.18;
HAD_P;2020;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;N9999;8;13;13.43;
HAD_P;2020;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;NAUT;;2;0.6;
HAD_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;M9999;1;;0.05;
HAD_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;Mcoor;1;;0.05;
HAD_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;N2120;1;;0.1;
HAD_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;N2210;3;;2.8;
HAD_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;N9999;4;;2.9;
HAD_P;2020;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;M9999;;2;0.5;
HAD_P;2020;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;Mcoor;;2;0.5;
HAD_P;2020;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;N2120;;2;0.23;
HAD_P;2020;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;N2210;5;1;5.62;
HAD_P;2020;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;N2510;4;1;4.9;
HAD_P;2020;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;N9999;10;5;12.55;
HAD_P;2020;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;NAUT;;1;0.8;
HAD_P;2020;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;Ncoor;1;;1;
HAD_P;2020;140000373;CENTRE HOSPITALIER DE VIRE;140000159;M9999;1;;0.4;
HAD_P;2020;140000373;CENTRE HOSPITALIER DE VIRE;140000159;Mcoor;1;;0.4;
HAD_P;2020;140000373;CENTRE HOSPITALIER DE VIRE;140000159;N2120;;2;0.53;
HAD_P;2020;140000373;CENTRE HOSPITALIER DE VIRE;140000159;N2210;6;1;5.26;
HAD_P;2020;140000373;CENTRE HOSPITALIER DE VIRE;140000159;N2510;5;;5;
HAD_P;2020;140000373;CENTRE HOSPITALIER DE VIRE;140000159;N2710;;1;0.1;
HAD_P;2020;140000373;CENTRE HOSPITALIER DE VIRE;140000159;N9999;11;5;11.73;
HAD_P;2020;140000373;CENTRE HOSPITALIER DE VIRE;140000159;NAUT;;;0.34;
HAD_P;2020;140000373;CENTRE HOSPITALIER DE VIRE;140000159;Ncoor;;1;0.5;
HAD_P;2020;140002619;HAD SANTE CROIX ROUGE - CAEN;750721334;M9999;0;2;1.85;
HAD_P;2020;140002619;HAD SANTE CROIX ROUGE - CAEN;750721334;Mcoor;0;2;1.85;
HAD_P;2020;140002619;HAD SANTE CROIX ROUGE - CAEN;750721334;N2120;4;;3.11;
HAD_P;2020;140002619;HAD SANTE CROIX ROUGE - CAEN;750721334;N2210;9;1;8.4;
HAD_P;2020;140002619;HAD SANTE CROIX ROUGE - CAEN;750721334;N2510;21;5;20.43;
HAD_P;2020;140002619;HAD SANTE CROIX ROUGE - CAEN;750721334;N3120;1;;1;
HAD_P;2020;140002619;HAD SANTE CROIX ROUGE - CAEN;750721334;N9999;47;8;49.17;
HAD_P;2020;140002619;HAD SANTE CROIX ROUGE - CAEN;750721334;NAUT;6;1;9.35;
HAD_P;2020;140002619;HAD SANTE CROIX ROUGE - CAEN;750721334;Ncoor;6;1;6.88;
HAD_P;2020;140016155;HAD DE BAYEUX;140027426;M3050;;1;0.08;31
HAD_P;2020;140016155;HAD DE BAYEUX;140027426;M9999;;4;1;31
HAD_P;2020;140016155;HAD DE BAYEUX;140027426;Mcoor;;3;0.92;
HAD_P;2020;140016155;HAD DE BAYEUX;140027426;N2120;;1;0.75;
HAD_P;2020;140016155;HAD DE BAYEUX;140027426;N2210;;;;129
HAD_P;2020;140016155;HAD DE BAYEUX;140027426;N2410;;;;24
HAD_P;2020;140016155;HAD DE BAYEUX;140027426;N2510;6;10;12.81;
HAD_P;2020;140016155;HAD DE BAYEUX;140027426;N2710;;1;0.47;
HAD_P;2020;140016155;HAD DE BAYEUX;140027426;N3120;1;;1.01;
HAD_P;2020;140016155;HAD DE BAYEUX;140027426;N9999;11;13;19.38;165
HAD_P;2020;140016155;HAD DE BAYEUX;140027426;NAUT;;1;0.3;12
HAD_P;2020;140016155;HAD DE BAYEUX;140027426;Ncoor;4;;4.04;
HAD_P;2020;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;M3050;;1;0.5;
HAD_P;2020;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;M9999;;3;1.75;
HAD_P;2020;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;Mcoor;;2;1.25;
HAD_P;2020;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;N2120;1;;1;
HAD_P;2020;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;N2210;8;;7.93;
HAD_P;2020;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;N2460;;1;0.5;
HAD_P;2020;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;N2510;8;1;8.21;
HAD_P;2020;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;N2710;;1;0.5;
HAD_P;2020;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;N3120;;1;0.4;
HAD_P;2020;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;N9999;18;5;20.9;
HAD_P;2020;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;NAUT;1;;1.15;
HAD_P;2020;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;Ncoor;;1;1.21;
HAD_P;2020;150000040;CH HENRI MONDOR;150780096;M9999;1;;0.6;
HAD_P;2020;150000040;CH HENRI MONDOR;150780096;Mcoor;1;;0.6;
HAD_P;2020;150000040;CH HENRI MONDOR;150780096;N2120;1;1;1.05;
HAD_P;2020;150000040;CH HENRI MONDOR;150780096;N2210;5;;5.22;
HAD_P;2020;150000040;CH HENRI MONDOR;150780096;N2510;3;;2.56;
HAD_P;2020;150000040;CH HENRI MONDOR;150780096;N3120;;1;0.05;
HAD_P;2020;150000040;CH HENRI MONDOR;150780096;N9999;9;3;9;
HAD_P;2020;150000040;CH HENRI MONDOR;150780096;NAUT;;1;0.12;
HAD_P;2020;160002036;HOSP. A DOMICILE - HAD (MUT. 16);160009908;M3050;;1;0.5;125
HAD_P;2020;160002036;HOSP. A DOMICILE - HAD (MUT. 16);160009908;M9999;3;2;3.62;125
HAD_P;2020;160002036;HOSP. A DOMICILE - HAD (MUT. 16);160009908;Mcoor;3;1;3.12;
HAD_P;2020;160002036;HOSP. A DOMICILE - HAD (MUT. 16);160009908;N2210;;;;398
HAD_P;2020;160002036;HOSP. A DOMICILE - HAD (MUT. 16);160009908;N2410;;;;48
HAD_P;2020;160002036;HOSP. A DOMICILE - HAD (MUT. 16);160009908;N2510;24;10;29.9;
HAD_P;2020;160002036;HOSP. A DOMICILE - HAD (MUT. 16);160009908;N2710;;1;0.8;
HAD_P;2020;160002036;HOSP. A DOMICILE - HAD (MUT. 16);160009908;N3120;1;;1;
HAD_P;2020;160002036;HOSP. A DOMICILE - HAD (MUT. 16);160009908;N9999;43;18;56.03;462
HAD_P;2020;160002036;HOSP. A DOMICILE - HAD (MUT. 16);160009908;NAUT;8;3;9.9;16
HAD_P;2020;160002036;HOSP. A DOMICILE - HAD (MUT. 16);160009908;Ncoor;10;4;14.43;
HAD_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;M3050;;1;0.5;
HAD_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;M9999;2;2;3.4;
HAD_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;MAUT;2;;2;
HAD_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;Mcoor;;1;0.9;
HAD_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N2120;2;;2;
HAD_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N2210;6;15;18.91;
HAD_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N2410;;1;0.2;
HAD_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N2510;12;8;16.33;
HAD_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N2710;1;2;1.67;
HAD_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N3120;1;3;3.11;
HAD_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N9999;26;32;48.26;
HAD_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;NAUT;4;3;6.04;
HAD_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;M3050;;;0.1;122
HAD_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;M9999;1;2;2.23;186
HAD_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;MAUT;;2;1.33;64
HAD_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;Mcoor;1;;0.8;
HAD_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N2120;1;;1;
HAD_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N2210;5;2;5.66;365
HAD_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N2410;4;2;5.68;48
HAD_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N2510;12;4;15.68;
HAD_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N9999;26;10;31.23;416
HAD_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;NAUT;4;2;3.21;3
HAD_P;2020;180000010;CH BOURGES - JACQUES COEUR;180000028;M9999;;2;1.01;
HAD_P;2020;180000010;CH BOURGES - JACQUES COEUR;180000028;Mcoor;;2;1.01;
HAD_P;2020;180000010;CH BOURGES - JACQUES COEUR;180000028;N2120;1;;0.98;
HAD_P;2020;180000010;CH BOURGES - JACQUES COEUR;180000028;N2210;8;1;8.39;130
HAD_P;2020;180000010;CH BOURGES - JACQUES COEUR;180000028;N2510;9;1;9.78;
HAD_P;2020;180000010;CH BOURGES - JACQUES COEUR;180000028;N3120;;1;0.32;
HAD_P;2020;180000010;CH BOURGES - JACQUES COEUR;180000028;N9999;19;4;21.27;130
HAD_P;2020;180000010;CH BOURGES - JACQUES COEUR;180000028;NAUT;1;1;1.8;
HAD_P;2020;180008278;KORIAN PAYS DES TROIS PROVINCES;750056335;M3050;;1;0.1;
HAD_P;2020;180008278;KORIAN PAYS DES TROIS PROVINCES;750056335;M9999;;4;1.54;
HAD_P;2020;180008278;KORIAN PAYS DES TROIS PROVINCES;750056335;Mcoor;;3;1.44;
HAD_P;2020;180008278;KORIAN PAYS DES TROIS PROVINCES;750056335;N2120;1;;0.4;
HAD_P;2020;180008278;KORIAN PAYS DES TROIS PROVINCES;750056335;N2510;8;;9.21;
HAD_P;2020;180008278;KORIAN PAYS DES TROIS PROVINCES;750056335;N3120;;1;0.4;
HAD_P;2020;180008278;KORIAN PAYS DES TROIS PROVINCES;750056335;N9999;14;1;16.22;
HAD_P;2020;180008278;KORIAN PAYS DES TROIS PROVINCES;750056335;Ncoor;5;;6.21;
HAD_P;2020;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;M9999;2;;0.38;
HAD_P;2020;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;Mcoor;2;;0.38;
HAD_P;2020;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;N2120;;1;0.5;
HAD_P;2020;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;N2210;21;3;22.83;
HAD_P;2020;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;N2510;20;;19.08;
HAD_P;2020;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;N2710;;1;0.72;
HAD_P;2020;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;N9999;43;5;45.23;
HAD_P;2020;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;NAUT;2;;2.1;
HAD_P;2020;190010629;HAD RELAIS SANTE ONCORESE;190010579;M9999;;1;0.8;
HAD_P;2020;190010629;HAD RELAIS SANTE ONCORESE;190010579;Mcoor;;1;0.8;
HAD_P;2020;190010629;HAD RELAIS SANTE ONCORESE;190010579;N2120;1;;1;
HAD_P;2020;190010629;HAD RELAIS SANTE ONCORESE;190010579;N3120;;1;0.8;
HAD_P;2020;190010629;HAD RELAIS SANTE ONCORESE;190010579;N9999;3;4;5.8;
HAD_P;2020;190010629;HAD RELAIS SANTE ONCORESE;190010579;Ncoor;2;3;4;
HAD_P;2020;210003059;SERVICE D'HOSPITALISATION A DOMICILE;210987400;M3050;;1;0.4;
HAD_P;2020;210003059;SERVICE D'HOSPITALISATION A DOMICILE;210987400;M9999;1;3;1.85;
HAD_P;2020;210003059;SERVICE D'HOSPITALISATION A DOMICILE;210987400;Mcoor;1;2;1.45;
HAD_P;2020;210003059;SERVICE D'HOSPITALISATION A DOMICILE;210987400;N2210;25;5;34.25;
HAD_P;2020;210003059;SERVICE D'HOSPITALISATION A DOMICILE;210987400;N2510;4;3;8.6;
HAD_P;2020;210003059;SERVICE D'HOSPITALISATION A DOMICILE;210987400;N2710;;1;0.4;
HAD_P;2020;210003059;SERVICE D'HOSPITALISATION A DOMICILE;210987400;N3120;;2;1.5;
HAD_P;2020;210003059;SERVICE D'HOSPITALISATION A DOMICILE;210987400;N9999;38;13;52.96;
HAD_P;2020;210003059;SERVICE D'HOSPITALISATION A DOMICILE;210987400;NAUT;4;2;5.56;
HAD_P;2020;210003059;SERVICE D'HOSPITALISATION A DOMICILE;210987400;Ncoor;5;;2.65;
HAD_P;2020;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;M3050;;1;0.1;93
HAD_P;2020;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;M9999;1;1;1.1;93
HAD_P;2020;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;Mcoor;1;;1;
HAD_P;2020;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;N2210;3;;2.84;151
HAD_P;2020;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;N2410;;;;63
HAD_P;2020;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;N2510;6;1;6.72;
HAD_P;2020;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;N2710;;1;0.2;
HAD_P;2020;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;N9999;10;2;10.76;214
HAD_P;2020;210780789;CLINIQUE MUTUALISTE BENIGNE JOLY;210003208;Ncoor;1;;1;
HAD_P;2020;210987657;HOSPICES CIVILS DE BEAUNE;210012175;M9999;;2;0.33;
HAD_P;2020;210987657;HOSPICES CIVILS DE BEAUNE;210012175;MAUT;;2;0.33;
HAD_P;2020;210987657;HOSPICES CIVILS DE BEAUNE;210012175;N2120;1;;1;
HAD_P;2020;210987657;HOSPICES CIVILS DE BEAUNE;210012175;N2210;9;;7.96;
HAD_P;2020;210987657;HOSPICES CIVILS DE BEAUNE;210012175;N2510;4;;3.91;
HAD_P;2020;210987657;HOSPICES CIVILS DE BEAUNE;210012175;N9999;14;1;13.73;
HAD_P;2020;210987657;HOSPICES CIVILS DE BEAUNE;210012175;NAUT;;1;0.86;
HAD_P;2020;210987731;CLCC GEORGES-FRANCOIS LECLERC;210780417;M9999;;1;0.5;
HAD_P;2020;210987731;CLCC GEORGES-FRANCOIS LECLERC;210780417;Mcoor;;1;0.5;
HAD_P;2020;210987731;CLCC GEORGES-FRANCOIS LECLERC;210780417;N2120;1;;1;
HAD_P;2020;210987731;CLCC GEORGES-FRANCOIS LECLERC;210780417;N2210;6;;6;
HAD_P;2020;210987731;CLCC GEORGES-FRANCOIS LECLERC;210780417;N2510;2;;2;
HAD_P;2020;210987731;CLCC GEORGES-FRANCOIS LECLERC;210780417;N9999;10;;9.9;
HAD_P;2020;210987731;CLCC GEORGES-FRANCOIS LECLERC;210780417;NAUT;1;;0.9;
HAD_P;2020;220000368;CENTRE HOSPITALIER LANNION;220000103;M9999;1;;1.13;
HAD_P;2020;220000368;CENTRE HOSPITALIER LANNION;220000103;Mcoor;1;;1.13;
HAD_P;2020;220000368;CENTRE HOSPITALIER LANNION;220000103;N2120;;2;0.75;
HAD_P;2020;220000368;CENTRE HOSPITALIER LANNION;220000103;N2210;2;1;2.75;
HAD_P;2020;220000368;CENTRE HOSPITALIER LANNION;220000103;N2510;5;5;8.94;
HAD_P;2020;220000368;CENTRE HOSPITALIER LANNION;220000103;N2710;;1;0.2;
HAD_P;2020;220000368;CENTRE HOSPITALIER LANNION;220000103;N3120;;1;0.28;
HAD_P;2020;220000368;CENTRE HOSPITALIER LANNION;220000103;N9999;7;12;14;
HAD_P;2020;220000368;CENTRE HOSPITALIER LANNION;220000103;NAUT;;2;1.08;
HAD_P;2020;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;M9999;;1;0.62;
HAD_P;2020;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;Mcoor;;1;0.62;
HAD_P;2020;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;N2120;;;0.2;
HAD_P;2020;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;N2210;2;1;2.47;
HAD_P;2020;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;N2510;3;3;4.25;
HAD_P;2020;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;N9999;5;6;7.78;
HAD_P;2020;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;NAUT;;2;0.86;
HAD_P;2020;220019616;HAD DU PAYS BRIOCHIN;220019608;M3050;;;0.33;
HAD_P;2020;220019616;HAD DU PAYS BRIOCHIN;220019608;M9999;2;;2.85;
HAD_P;2020;220019616;HAD DU PAYS BRIOCHIN;220019608;Mcoor;2;;2.52;
HAD_P;2020;220019616;HAD DU PAYS BRIOCHIN;220019608;N2120;;;0.47;
HAD_P;2020;220019616;HAD DU PAYS BRIOCHIN;220019608;N2210;12;;8.83;
HAD_P;2020;220019616;HAD DU PAYS BRIOCHIN;220019608;N2510;15;3;17.03;
HAD_P;2020;220019616;HAD DU PAYS BRIOCHIN;220019608;N2710;;2;0.42;
HAD_P;2020;220019616;HAD DU PAYS BRIOCHIN;220019608;N3120;1;1;1.4;
HAD_P;2020;220019616;HAD DU PAYS BRIOCHIN;220019608;N9999;32;8;36.33;
HAD_P;2020;220019616;HAD DU PAYS BRIOCHIN;220019608;NAUT;3;1;7.08;
HAD_P;2020;220019616;HAD DU PAYS BRIOCHIN;220019608;Ncoor;1;1;1.1;
