BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;GARDED;ASTDED
PERINAT_P;2020;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;M2050;2;1;1.49;0;1;;
PERINAT_P;2020;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;N2530;3;1;3.86;;;;
PERINAT_P;2020;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;N2800;6;3;7.3;;;;
PERINAT_P;2020;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;N280H;5;3;7.1;;;;
PERINAT_P;2020;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;NAUT;5;;3.1;;;;
PERINAT_P;2020;090001629;CHIVAL SITE LAVELANET;090781774;M1140;;1;0.2;0;0;;
PERINAT_P;2020;090001629;CHIVAL SITE LAVELANET;090781774;M2050;;1;0.1;0;0;;
PERINAT_P;2020;090001629;CHIVAL SITE LAVELANET;090781774;N2800;;2;0.5;;;;
PERINAT_P;2020;090001629;CHIVAL SITE LAVELANET;090781774;NAUT;;2;0.7;;;;
PERINAT_P;2020;100000090;CENTRE HOSPITALIER DE TROYES;100000017;M1030;1;0;1;1;0;1;0
PERINAT_P;2020;100000090;CENTRE HOSPITALIER DE TROYES;100000017;M1140;1;8;8.01;0;1;;
PERINAT_P;2020;100000090;CENTRE HOSPITALIER DE TROYES;100000017;M2050;3;8;7.27;1;1;;
PERINAT_P;2020;100000090;CENTRE HOSPITALIER DE TROYES;100000017;MIVG;0;8;0.1;;;;
PERINAT_P;2020;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N2200;12;7;17.04;;;;
PERINAT_P;2020;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N2340;17;8;22.99;;;;
PERINAT_P;2020;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N2530;22;3;21.63;;;;
PERINAT_P;2020;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N2700;1;1;1.6;;;;
PERINAT_P;2020;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N2800;32;15;43.81;;;;
PERINAT_P;2020;100000090;CENTRE HOSPITALIER DE TROYES;100000017;N280H;29;12;14.81;;;;
PERINAT_P;2020;100000090;CENTRE HOSPITALIER DE TROYES;100000017;NAUT;34;12;41.95;;;;
PERINAT_P;2020;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;M1030;;1;0.42;;;;
PERINAT_P;2020;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;M1140;;1;0.34;;;;
PERINAT_P;2020;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;M2050;1;1;1.2;;;;
PERINAT_P;2020;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;N2200;5;;5.25;;;;
PERINAT_P;2020;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;N2530;12;4;13.95;;;;
PERINAT_P;2020;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;N2800;11;2;12.34;;;;
PERINAT_P;2020;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;NAUT;2;;1.5;;;;
PERINAT_P;2020;100010818;GCS ES CLINIQUE DE CHAMPAGNE SITE CLQ;100010792;M1030;4;;4;;;;
PERINAT_P;2020;100010818;GCS ES CLINIQUE DE CHAMPAGNE SITE CLQ;100010792;M1140;2;1;2.5;;;;
PERINAT_P;2020;100010818;GCS ES CLINIQUE DE CHAMPAGNE SITE CLQ;100010792;M2050;5;0;5;0;1;;
PERINAT_P;2020;100010818;GCS ES CLINIQUE DE CHAMPAGNE SITE CLQ;100010792;MIVG;5;;5;;;;
PERINAT_P;2020;100010818;GCS ES CLINIQUE DE CHAMPAGNE SITE CLQ;100010792;N2200;1;1;1.82;;;;
PERINAT_P;2020;100010818;GCS ES CLINIQUE DE CHAMPAGNE SITE CLQ;100010792;N2340;1;0;1;;;;
PERINAT_P;2020;100010818;GCS ES CLINIQUE DE CHAMPAGNE SITE CLQ;100010792;N2530;7;4;9.66;;;;
PERINAT_P;2020;100010818;GCS ES CLINIQUE DE CHAMPAGNE SITE CLQ;100010792;N2800;9;2;10;;;;
PERINAT_P;2020;100010818;GCS ES CLINIQUE DE CHAMPAGNE SITE CLQ;100010792;N280H;7;2;8;;;;
PERINAT_P;2020;100010818;GCS ES CLINIQUE DE CHAMPAGNE SITE CLQ;100010792;NAUT;2;0;2;;;;
PERINAT_P;2020;110000023;CH CARCASSONNE;110780061;M1030;3;9;2.01;1;0;1;0
PERINAT_P;2020;110000023;CH CARCASSONNE;110780061;M1140;1;6;3.25;0;1;;
PERINAT_P;2020;110000023;CH CARCASSONNE;110780061;M2050;5;9;7.14;1;0;;
PERINAT_P;2020;110000023;CH CARCASSONNE;110780061;MIVG;;9;0.21;;;;
PERINAT_P;2020;110000023;CH CARCASSONNE;110780061;N2200;2;0;2;;;;
PERINAT_P;2020;110000023;CH CARCASSONNE;110780061;N2340;9;0;10.23;;;;
PERINAT_P;2020;110000023;CH CARCASSONNE;110780061;N2530;23;9;29.93;;;;
PERINAT_P;2020;110000023;CH CARCASSONNE;110780061;N2700;1;0;1;;;;
PERINAT_P;2020;110000023;CH CARCASSONNE;110780061;N2800;25;20;36.81;;;;
PERINAT_P;2020;110000023;CH CARCASSONNE;110780061;N280H;4;16;13.06;;;;
PERINAT_P;2020;110000023;CH CARCASSONNE;110780061;NAUT;0;11;5.99;;;;
PERINAT_P;2020;110000049;CH JEAN PIERRE CASSABEL;110780087;M2050;0;1;0.12;0;0;;
PERINAT_P;2020;110000056;CH NARBONNE HOTEL DIEU;110780137;M1030;6;2;8.28;1;0;0;0
PERINAT_P;2020;110000056;CH NARBONNE HOTEL DIEU;110780137;M1140;5;1;4.41;0;1;;
PERINAT_P;2020;110000056;CH NARBONNE HOTEL DIEU;110780137;M2050;4;2;5.21;1;0;;
PERINAT_P;2020;110000056;CH NARBONNE HOTEL DIEU;110780137;N2340;;1;0.06;;;;
PERINAT_P;2020;110000056;CH NARBONNE HOTEL DIEU;110780137;N2800;17;3;18.65;;;;
PERINAT_P;2020;110000056;CH NARBONNE HOTEL DIEU;110780137;N280H;10;8;16.15;;;;
PERINAT_P;2020;110000056;CH NARBONNE HOTEL DIEU;110780137;NAUT;21;3;19.38;;;;
PERINAT_P;2020;110780483;POLYCL MONTREAL;110000155;M1140;2;;2;;;;
PERINAT_P;2020;110780483;POLYCL MONTREAL;110000155;M2050;1;;1;;;;
PERINAT_P;2020;110780483;POLYCL MONTREAL;110000155;N2700;;1;0.1;;;;
PERINAT_P;2020;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;M1030;1;9;3.5;1;0;0;0
PERINAT_P;2020;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;M1140;1;7;4.07;1;0;;
PERINAT_P;2020;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;M2050;6;5;7.5;1;0;;
PERINAT_P;2020;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;MIVG;0;3;0.15;;;;
PERINAT_P;2020;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N2200;0;0;0.33;;;;
PERINAT_P;2020;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N2340;8;8;12.24;;;;
PERINAT_P;2020;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N2530;22;2;21.1;;;;
PERINAT_P;2020;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N2700;0;1;0.07;;;;
PERINAT_P;2020;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N2800;14;17;24.45;;;;
PERINAT_P;2020;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;N280H;14;17;24.45;;;;
PERINAT_P;2020;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;NAUT;11;6;12.59;;;;
PERINAT_P;2020;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;M1030;0;0;0;;1;;0
PERINAT_P;2020;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;M1140;1;1;1.38;;1;;
PERINAT_P;2020;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;M2050;0;6;0.42;;1;;
PERINAT_P;2020;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;N2530;3;4;5.69;;;;
PERINAT_P;2020;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;N2800;10;5;13.02;;;;
PERINAT_P;2020;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;N280H;10;5;13.02;;;;
PERINAT_P;2020;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;NAUT;9;4;10.34;;;;
PERINAT_P;2020;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;M1140;;2;0.28;0;0;;
PERINAT_P;2020;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;M2050;;4;0.6;0;0;;
PERINAT_P;2020;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;N2800;1;1;1.8;;;;
PERINAT_P;2020;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;NAUT;1;1;1.4;;;;
PERINAT_P;2020;120004569;CH MILLAU;120004528;M1030;;1;0.2;0;0;;
PERINAT_P;2020;120004569;CH MILLAU;120004528;M1140;;4;1.56;0;1;;
PERINAT_P;2020;120004569;CH MILLAU;120004528;M2050;;5;2.8;0;1;;
PERINAT_P;2020;120004569;CH MILLAU;120004528;MIVG;;1;0.2;;;;
PERINAT_P;2020;120004569;CH MILLAU;120004528;N2800;7;3;9.82;;;;
PERINAT_P;2020;120004569;CH MILLAU;120004528;N280H;5;3;8.32;;;;
PERINAT_P;2020;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;M1030;;1;0.14;0;1;0;1
PERINAT_P;2020;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;M1140;;4;1.14;0;1;;
PERINAT_P;2020;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;M2050;;2;0.68;0;1;;
PERINAT_P;2020;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;MAUT;;2;0.12;;;;
PERINAT_P;2020;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;N2530;6;1;6.8;;;;
PERINAT_P;2020;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;N2800;5;4;7.74;;;;
PERINAT_P;2020;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;N280H;5;4;7.74;;;;
PERINAT_P;2020;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;NAUT;;2;0.35;;;;
PERINAT_P;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;M1030;0;13;3.54;1;0;1;0
PERINAT_P;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;M1140;0;5;2.15;1;0;;
PERINAT_P;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;M2050;2;19;7.25;1;0;;
PERINAT_P;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;MIVG;0;5;0.61;;;;
PERINAT_P;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2200;13;22;28.03;;;;
PERINAT_P;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2340;14;14;22.3;;;;
PERINAT_P;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2530;19;12;26.57;;;;
PERINAT_P;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2700;3;2;3.59;;;;
PERINAT_P;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2800;21;14;30;;;;
PERINAT_P;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N280H;21;14;30;;;;
PERINAT_P;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;NAUT;47;42;72.11;;;;
PERINAT_P;2020;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;M1030;;;;1;0;0;0
PERINAT_P;2020;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;M1140;2;4;0.77;1;0;;
PERINAT_P;2020;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;M2050;4;4;4.99;1;0;;
PERINAT_P;2020;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;MIVG;;2;0.3;;;;
PERINAT_P;2020;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;N2200;1;1;1.73;;;;
PERINAT_P;2020;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;N2530;23;5;25.09;;;;
PERINAT_P;2020;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;N2700;;1;0.4;;;;
PERINAT_P;2020;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;N2800;13;11;22.34;;;;
PERINAT_P;2020;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;N280H;7;6;12.47;;;;
PERINAT_P;2020;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;NAUT;;1;0.2;;;;
PERINAT_P;2020;130001225;HOPITAL DU PAYS SALONNAIS;130782634;M1030;;7;4.71;1;0;0;0
PERINAT_P;2020;130001225;HOPITAL DU PAYS SALONNAIS;130782634;M1140;4;2;5.81;1;0;;
PERINAT_P;2020;130001225;HOPITAL DU PAYS SALONNAIS;130782634;M2050;;9;5.74;1;0;;
PERINAT_P;2020;130001225;HOPITAL DU PAYS SALONNAIS;130782634;MIVG;;6;0.47;;;;
PERINAT_P;2020;130001225;HOPITAL DU PAYS SALONNAIS;130782634;N2200;1;1;2.25;;;;
PERINAT_P;2020;130001225;HOPITAL DU PAYS SALONNAIS;130782634;N2340;3;12;11.93;;;;
PERINAT_P;2020;130001225;HOPITAL DU PAYS SALONNAIS;130782634;N2530;6;20;21.05;;;;
PERINAT_P;2020;130001225;HOPITAL DU PAYS SALONNAIS;130782634;N2700;;2;0.89;;;;
PERINAT_P;2020;130001225;HOPITAL DU PAYS SALONNAIS;130782634;N2800;16;15;27.01;;;;
PERINAT_P;2020;130001225;HOPITAL DU PAYS SALONNAIS;130782634;N280H;16;15;27.01;;;;
PERINAT_P;2020;130001225;HOPITAL DU PAYS SALONNAIS;130782634;NAUT;11;7;16.9;;;;
PERINAT_P;2020;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;M1140;;3;2.07;0;1;;
PERINAT_P;2020;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;M2050;1;6;3.51;0;1;;
PERINAT_P;2020;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;MIVG;;1;0.5;;;;
PERINAT_P;2020;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;N2530;14;2;15.6;;;;
PERINAT_P;2020;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;N2700;;1;0.4;;;;
PERINAT_P;2020;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;N2800;15;6;19.66;;;;
PERINAT_P;2020;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;N280H;6;;6;;;;
PERINAT_P;2020;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;NAUT;4;4;7.1;;;;
PERINAT_P;2020;130002827;CH JOSEPH IMBERT D'ARLES;130789274;M1140;2;0;2;;1;;
PERINAT_P;2020;130002827;CH JOSEPH IMBERT D'ARLES;130789274;M2050;2;3;2.57;1;;;
PERINAT_P;2020;130002827;CH JOSEPH IMBERT D'ARLES;130789274;N2200;1;0;0.33;;;;
PERINAT_P;2020;130002827;CH JOSEPH IMBERT D'ARLES;130789274;N2340;1;3;2.88;;;;
PERINAT_P;2020;130002827;CH JOSEPH IMBERT D'ARLES;130789274;N2530;15;2;14.78;;;;
PERINAT_P;2020;130002827;CH JOSEPH IMBERT D'ARLES;130789274;N2700;0;1;0.8;;;;
PERINAT_P;2020;130002827;CH JOSEPH IMBERT D'ARLES;130789274;N2800;12;8;17.38;;;;
PERINAT_P;2020;130002827;CH JOSEPH IMBERT D'ARLES;130789274;N280H;12;8;17.38;;;;
PERINAT_P;2020;130002827;CH JOSEPH IMBERT D'ARLES;130789274;NAUT;6;4;8.3;;;;
PERINAT_P;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;M1030;;9;1;1;0;0;0
PERINAT_P;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;M1140;6;3;6.13;1;0;;
PERINAT_P;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;M2050;4;6;6.83;1;0;;
PERINAT_P;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;MIVG;;2;0.1;;;;
PERINAT_P;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;N2200;11;5;14.66;;;;
PERINAT_P;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;N2340;5;5;8.46;;;;
PERINAT_P;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;N2530;17;9;24.47;;;;
PERINAT_P;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;N2800;18;18;30.51;;;;
PERINAT_P;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;N280H;18;18;15.25;;;;
PERINAT_P;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;NAUT;25;24;40.14;;;;
PERINAT_P;2020;130008253;CLINIQUE DE VITROLLES;130001084;M1030;7;;7;1;0;1;0
PERINAT_P;2020;130008253;CLINIQUE DE VITROLLES;130001084;M1140;;8;4;0;1;;
PERINAT_P;2020;130008253;CLINIQUE DE VITROLLES;130001084;M2050;6;;6;1;0;;
PERINAT_P;2020;130008253;CLINIQUE DE VITROLLES;130001084;N2700;;1;0.55;;;;
PERINAT_P;2020;130008253;CLINIQUE DE VITROLLES;130001084;N2800;8;15;15.58;;;;
PERINAT_P;2020;130008253;CLINIQUE DE VITROLLES;130001084;N280H;4;7;8.11;;;;
PERINAT_P;2020;130780521;APHM HOPITAL NORD;130786049;M1030;;2;1.6;;;;
PERINAT_P;2020;130780521;APHM HOPITAL NORD;130786049;M1140;4;5;6.21;;;;
PERINAT_P;2020;130780521;APHM HOPITAL NORD;130786049;M2050;1;12;3.9;;;;
PERINAT_P;2020;130780521;APHM HOPITAL NORD;130786049;MAUT;1;3;1.13;;;;
PERINAT_P;2020;130780521;APHM HOPITAL NORD;130786049;MIVG;;5;0.88;;;;
PERINAT_P;2020;130780521;APHM HOPITAL NORD;130786049;N2200;38;29;49.15;;;;
PERINAT_P;2020;130780521;APHM HOPITAL NORD;130786049;N2340;36;26;50.74;;;;
PERINAT_P;2020;130780521;APHM HOPITAL NORD;130786049;N2530;25;6;25.46;;;;
PERINAT_P;2020;130780521;APHM HOPITAL NORD;130786049;N2700;1;2;2;;;;
PERINAT_P;2020;130780521;APHM HOPITAL NORD;130786049;N2800;8;54;30.09;;;;
PERINAT_P;2020;130780521;APHM HOPITAL NORD;130786049;N280H;8;54;30.09;;;;
PERINAT_P;2020;130780521;APHM HOPITAL NORD;130786049;NAUT;28;57;53.37;;;;
PERINAT_P;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;M1030;;;;0;1;;0
PERINAT_P;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;M1140;;2;1;0;0;;
PERINAT_P;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;M2050;;3;1.5;0;1;;
PERINAT_P;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;MIVG;;3;0.2;;;;
PERINAT_P;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;N2200;1;;0.2;;;;
PERINAT_P;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;N2700;1;;0.1;;;;
PERINAT_P;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;N2800;1;;0.2;;;;
PERINAT_P;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;M1140;9;4;9.71;;;;
PERINAT_P;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;M2050;6;16;8.91;;;;
PERINAT_P;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;MAUT;;7;1.08;;;;
PERINAT_P;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;N2200;54;10;57.28;;;;
PERINAT_P;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;N2340;55;12;59.85;;;;
PERINAT_P;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;N2530;41;2;42.45;;;;
PERINAT_P;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;N2700;4;;3.83;;;;
PERINAT_P;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;N2800;24;38;43.76;;;;
PERINAT_P;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;N280H;24;38;43.76;;;;
PERINAT_P;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;NAUT;58;10;58.78;;;;
PERINAT_P;2020;130783327;CLINIQUE BOUCHARD;130001415;M1030;;13;3;1;0;0;1
PERINAT_P;2020;130783327;CLINIQUE BOUCHARD;130001415;M1140;;8;2;1;0;;
PERINAT_P;2020;130783327;CLINIQUE BOUCHARD;130001415;M2050;;21;4;1;0;;
PERINAT_P;2020;130783327;CLINIQUE BOUCHARD;130001415;MAUT;1;4;1.6;;;;
PERINAT_P;2020;130783327;CLINIQUE BOUCHARD;130001415;MIVG;;9;2;;;;
PERINAT_P;2020;130783327;CLINIQUE BOUCHARD;130001415;N2200;2;3;2.31;;;;
PERINAT_P;2020;130783327;CLINIQUE BOUCHARD;130001415;N2340;2;1;3.07;;;;
PERINAT_P;2020;130783327;CLINIQUE BOUCHARD;130001415;N2530;13;13;16.51;;;;
PERINAT_P;2020;130783327;CLINIQUE BOUCHARD;130001415;N2700;1;;1;;;;
PERINAT_P;2020;130783327;CLINIQUE BOUCHARD;130001415;N2800;10;33;18.68;;;;
PERINAT_P;2020;130783327;CLINIQUE BOUCHARD;130001415;N280H;5;16;9.83;;;;
PERINAT_P;2020;130783327;CLINIQUE BOUCHARD;130001415;NAUT;7;13;13.01;;;;
PERINAT_P;2020;130783665;CLINIQUE DE BONNEVEINE;130043722;M1030;;2;0.25;0;0;;
PERINAT_P;2020;130783665;CLINIQUE DE BONNEVEINE;130043722;M1140;;2;0.5;0;0;;
PERINAT_P;2020;130783665;CLINIQUE DE BONNEVEINE;130043722;M2050;;6;0.69;0;0;;
PERINAT_P;2020;130783665;CLINIQUE DE BONNEVEINE;130043722;N2700;;2;0.2;;;;
PERINAT_P;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;M1030;10;1;10.5;1;;1;
PERINAT_P;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;M1140;;8;4;0;1;;
PERINAT_P;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;M2050;26;;28.5;1;;;
PERINAT_P;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;MIVG;4;1;4.5;;;;
PERINAT_P;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;N2200;10;3;10.18;;;;
PERINAT_P;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;N2340;4;3;8.56;;;;
PERINAT_P;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;N2530;21;2;27.07;;;;
PERINAT_P;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;N2700;;1;0.5;;;;
PERINAT_P;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;N2800;20;10;32.64;;;;
PERINAT_P;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;N280H;17;7;22.54;;;;
PERINAT_P;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;NAUT;1;2;1.53;;;;
PERINAT_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;M1140;2;20;8.3;1;0;;
PERINAT_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;M2050;;31;11.7;1;0;;
PERINAT_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;N2200;6;;5.24;;;;
PERINAT_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;N2530;14;1;12.18;;;;
PERINAT_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;N2700;1;;1;;;;
PERINAT_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;N2800;77;28;80.61;;;;
PERINAT_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;N280H;16;10;19.44;;;;
PERINAT_P;2020;130785652;HOPITAL SAINT JOSEPH;130014228;NAUT;8;;8.44;;;;
PERINAT_P;2020;130786361;POLYCLIN PARC RAMBOT HOP PRIV PROVENCE;130002447;M2050;;2;0.62;0;0;;
PERINAT_P;2020;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;M1030;3;2;4;1;0;;
PERINAT_P;2020;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;M1140;;8;5.5;1;0;;
PERINAT_P;2020;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;M2050;8;;8;1;1;;
PERINAT_P;2020;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;N2200;2;4;5;;;;
PERINAT_P;2020;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;N2340;3;6;6;;;;
PERINAT_P;2020;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;N2530;12;18;24;;;;
PERINAT_P;2020;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;N2700;;2;1;;;;
PERINAT_P;2020;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;N2800;23;15;31.5;;;;
PERINAT_P;2020;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;N280H;17;11;21;;;;
PERINAT_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M1030;;;;1;0;0;
PERINAT_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M1140;1;2;1.53;1;0;;
PERINAT_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M2050;7;5;5.99;1;0;;
PERINAT_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;MIVG;2;2;;;;;
PERINAT_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N2200;3;2;3.83;;;;
PERINAT_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N2340;5;5;7.69;;;;
PERINAT_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N2530;5;1;5.8;;;;
PERINAT_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N2700;0;1;0.16;;;;
PERINAT_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N2800;18;14;26.76;;;;
PERINAT_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N280H;18;14;26.76;;;;
PERINAT_P;2020;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;M2050;;1;0.37;0;0;;
PERINAT_P;2020;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;N2800;;3;1.3;;;;
PERINAT_P;2020;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;NAUT;;2;0.2;;;;
