BOR;AN;FI;RS;FI_EJ;PERSO;SMUR_EFFPL;SMUR_EFFPA;SMUR_ETP;SMUR_COMSU;SAMU_EFFPL;SAMU_EFFPA;SAMU_ETP
SMURSAMU_P;2020;120004569;CH MILLAU;120004528;N9999;14;2;6.5;;;;
SMURSAMU_P;2020;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;M9999;;7;2.79;1;;;
SMURSAMU_P;2020;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;N2120;;1;0.2;1;;;
SMURSAMU_P;2020;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;N2223;2;3;4.74;1;;;
SMURSAMU_P;2020;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;N9999;2;4;4.94;1;;;
SMURSAMU_P;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;M9999;0;10;4.45;1;;;
SMURSAMU_P;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N1220;;3;0.75;1;;;
SMURSAMU_P;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2223;8;2;7.95;0;;;
SMURSAMU_P;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N2500;;6;2.22;;;;
SMURSAMU_P;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;N9999;8;11;10.92;1;;;
SMURSAMU_P;2020;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;M9999;5;1;6;1;;;
SMURSAMU_P;2020;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;N2120;;1;0.1;1;;;
SMURSAMU_P;2020;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;N2223;5;3;7.5;1;;;
SMURSAMU_P;2020;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;N5140;6;;5.87;0;;;
SMURSAMU_P;2020;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;N9999;11;4;13.47;;;;
SMURSAMU_P;2020;130001225;HOPITAL DU PAYS SALONNAIS;130782634;M9999;;8;0.71;1;;;
SMURSAMU_P;2020;130001225;HOPITAL DU PAYS SALONNAIS;130782634;MREG;;8;0.71;1;;;
SMURSAMU_P;2020;130001225;HOPITAL DU PAYS SALONNAIS;130782634;N2120;;1;0.4;1;;;
SMURSAMU_P;2020;130001225;HOPITAL DU PAYS SALONNAIS;130782634;N9999;;1;0.4;1;;;
SMURSAMU_P;2020;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;M9999;7;4;4.8;1;;;
SMURSAMU_P;2020;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;N1220;1;0;0.5;1;;;
SMURSAMU_P;2020;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;N2120;1;;0.5;1;;;
SMURSAMU_P;2020;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;N2223;20;1;5.8;1;;;
SMURSAMU_P;2020;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;N9999;22;1;7.3;1;;;
SMURSAMU_P;2020;130002827;CH JOSEPH IMBERT D'ARLES;130789274;M9999;0;5;2.4;;0;0;0
SMURSAMU_P;2020;130002827;CH JOSEPH IMBERT D'ARLES;130789274;N2223;2;2;3.05;;0;0;0
SMURSAMU_P;2020;130002827;CH JOSEPH IMBERT D'ARLES;130789274;N9999;2;2;3.05;;0;0;0
SMURSAMU_P;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;M9999;;21;7.78;;;;
SMURSAMU_P;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;N1220;1;;1;;;;
SMURSAMU_P;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;N2223;;51;7.71;;;;
SMURSAMU_P;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;N9999;1;51;8.71;;;;
SMURSAMU_P;2020;130044977;APHM ANTENNE SMUR DE MARIGNANE;130786049;M9999;;19;19;;;;
SMURSAMU_P;2020;130044977;APHM ANTENNE SMUR DE MARIGNANE;130786049;MREG;;19;19;;;;
SMURSAMU_P;2020;130044977;APHM ANTENNE SMUR DE MARIGNANE;130786049;N2223;13;;13;;;;
SMURSAMU_P;2020;130044977;APHM ANTENNE SMUR DE MARIGNANE;130786049;N9999;13;;13;;;;
SMURSAMU_P;2020;130044985;APHM ANTENNE SMUR DE LOUVAIN;130786049;M9999;14;;14;;;;
SMURSAMU_P;2020;130044985;APHM ANTENNE SMUR DE LOUVAIN;130786049;MREG;8;;8;;;;
SMURSAMU_P;2020;130044985;APHM ANTENNE SMUR DE LOUVAIN;130786049;N5140;9;;9;;;;
SMURSAMU_P;2020;130044985;APHM ANTENNE SMUR DE LOUVAIN;130786049;N9999;9;9;17.66;;;;
SMURSAMU_P;2020;130044993;APHM ANTENNE SMUR DE PLOMBIERES;130786049;M9999;15;;15;;;;
SMURSAMU_P;2020;130044993;APHM ANTENNE SMUR DE PLOMBIERES;130786049;MREG;8;;8;;;;
SMURSAMU_P;2020;130044993;APHM ANTENNE SMUR DE PLOMBIERES;130786049;N5140;9;;9;;;;
SMURSAMU_P;2020;130044993;APHM ANTENNE SMUR DE PLOMBIERES;130786049;N9999;9;9;17.66;;;;
SMURSAMU_P;2020;130045008;APHM ANTENNE SMUR D'ENDOUME;130786049;M9999;14;;14;;;;
SMURSAMU_P;2020;130045008;APHM ANTENNE SMUR D'ENDOUME;130786049;MREG;6;;6;;;;
SMURSAMU_P;2020;130045008;APHM ANTENNE SMUR D'ENDOUME;130786049;N5140;9;;9;;;;
SMURSAMU_P;2020;130045008;APHM ANTENNE SMUR D'ENDOUME;130786049;N9999;9;9;17.66;;;;
SMURSAMU_P;2020;130045016;APHM ANTENNE SMUR DE MARIGNANE;130786049;M9999;;1;0.7;;;;
SMURSAMU_P;2020;130045016;APHM ANTENNE SMUR DE MARIGNANE;130786049;MREG;;1;0.7;;;;
SMURSAMU_P;2020;130045016;APHM ANTENNE SMUR DE MARIGNANE;130786049;N2223;13;;13;;;;
SMURSAMU_P;2020;130045016;APHM ANTENNE SMUR DE MARIGNANE;130786049;N9999;13;;13;;;;
SMURSAMU_P;2020;130045040;APHM ANTENNE SMUR DE LAVERAN;130786049;M9999;2;2;3.8;;;;
SMURSAMU_P;2020;130045040;APHM ANTENNE SMUR DE LAVERAN;130786049;MREG;2;2;3.8;;;;
SMURSAMU_P;2020;130045040;APHM ANTENNE SMUR DE LAVERAN;130786049;N2223;4;;4;;;;
SMURSAMU_P;2020;130045040;APHM ANTENNE SMUR DE LAVERAN;130786049;N5140;5;;5;;;;
SMURSAMU_P;2020;130045040;APHM ANTENNE SMUR DE LAVERAN;130786049;N9999;9;;9;;;;
SMURSAMU_P;2020;130780521;APHM HOPITAL NORD;130786049;M9999;3;4;5.3;;;;
SMURSAMU_P;2020;130780521;APHM HOPITAL NORD;130786049;MREG;3;4;5.3;;;;
SMURSAMU_P;2020;130780521;APHM HOPITAL NORD;130786049;N2223;6;1;6.8;;;;
SMURSAMU_P;2020;130780521;APHM HOPITAL NORD;130786049;N5140;6;;6;;;;
SMURSAMU_P;2020;130780521;APHM HOPITAL NORD;130786049;N9999;12;1;12.8;;;;
SMURSAMU_P;2020;130783293;APHM HOPITAL LA TIMONE;130786049;M1140;;4;2.5;;;;
SMURSAMU_P;2020;130783293;APHM HOPITAL LA TIMONE;130786049;M9999;12;25;14.79;;11;30;15.78
SMURSAMU_P;2020;130783293;APHM HOPITAL LA TIMONE;130786049;N1220;1;;1;;64;3;59.71
SMURSAMU_P;2020;130783293;APHM HOPITAL LA TIMONE;130786049;N2120;1;1;1.71;;;;0.25
SMURSAMU_P;2020;130783293;APHM HOPITAL LA TIMONE;130786049;N2223;31;3;32.19;;;1;0.5
SMURSAMU_P;2020;130783293;APHM HOPITAL LA TIMONE;130786049;N2500;;;;;2;;2.12
SMURSAMU_P;2020;130783293;APHM HOPITAL LA TIMONE;130786049;N5140;33;1;32.37;;;;
SMURSAMU_P;2020;130783293;APHM HOPITAL LA TIMONE;130786049;N9999;68;5;68.28;;68;5;64.08
SMURSAMU_P;2020;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;M1140;;4;3.1;;;;
SMURSAMU_P;2020;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;M9999;;4;3.1;;;;
SMURSAMU_P;2020;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;N2223;8;;8;;;;
SMURSAMU_P;2020;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;N9999;10;;10;;;;
SMURSAMU_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M9999;4;1;2.49;1;;;
SMURSAMU_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N1220;;;;1;;;
SMURSAMU_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N2120;0;1;0.25;1;;;
SMURSAMU_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N2223;4;3;4;1;;;
SMURSAMU_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N2500;2;5;4;;;;
SMURSAMU_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N5140;;;;1;;;
SMURSAMU_P;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;N9999;6;9;8.25;;;;
SMURSAMU_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;M9999;11;5;9.19;1;5;2;3.8
SMURSAMU_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;MREG;;;;0;5;2;3.8
SMURSAMU_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;N1220;1;1;0.35;0;18;3;18.94
SMURSAMU_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;N2120;3;;1.32;0;;;
SMURSAMU_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;N2223;15;6;15.08;0;;;
SMURSAMU_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;N2500;;;;;2;;2
SMURSAMU_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;N5140;18;;18;0;1;;0.32
SMURSAMU_P;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;N9999;37;7;34.75;0;21;3;21.26
SMURSAMU_P;2020;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;M9999;1;1;3.03;;;;
SMURSAMU_P;2020;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;N2223;;11;1.19;;;;
SMURSAMU_P;2020;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;N9999;;13;2.77;;;;
SMURSAMU_P;2020;140000373;CENTRE HOSPITALIER DE VIRE;140000159;M9999;2;1;2.43;1;;;
SMURSAMU_P;2020;140000373;CENTRE HOSPITALIER DE VIRE;140000159;N2120;1;;0.2;1;;;
SMURSAMU_P;2020;140000373;CENTRE HOSPITALIER DE VIRE;140000159;N2223;14;6;5;1;;;
SMURSAMU_P;2020;140000373;CENTRE HOSPITALIER DE VIRE;140000159;N5140;11;1;5.8;1;;;
SMURSAMU_P;2020;140000373;CENTRE HOSPITALIER DE VIRE;140000159;N9999;26;7;11;1;;;
SMURSAMU_P;2020;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;M9999;;15;4.04;1;;;
SMURSAMU_P;2020;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;N1220;;2;0.2;1;;;
SMURSAMU_P;2020;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;N2120;;1;0.1;1;;;
SMURSAMU_P;2020;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;N2223;;19;5.66;1;;;
SMURSAMU_P;2020;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;N9999;;36;9.52;1;;;
SMURSAMU_P;2020;140026410;CH COTE FLEURIE - SITE DE CRICQUEBOEUF;140026279;M9999;3;;2.5;1;;;
SMURSAMU_P;2020;140026410;CH COTE FLEURIE - SITE DE CRICQUEBOEUF;140026279;N1220;1;;0.5;1;;;
SMURSAMU_P;2020;140026410;CH COTE FLEURIE - SITE DE CRICQUEBOEUF;140026279;N2223;2;;2.95;1;;;
SMURSAMU_P;2020;140026410;CH COTE FLEURIE - SITE DE CRICQUEBOEUF;140026279;N2500;4;;3.04;;;;
SMURSAMU_P;2020;140026410;CH COTE FLEURIE - SITE DE CRICQUEBOEUF;140026279;N5140;4;;3.15;1;;;
SMURSAMU_P;2020;140026410;CH COTE FLEURIE - SITE DE CRICQUEBOEUF;140026279;N9999;11;;9.64;1;;;
SMURSAMU_P;2020;150000032;CH DE SAINT-FLOUR;150780088;M9999;2;1;2.6;1;;;
SMURSAMU_P;2020;150000032;CH DE SAINT-FLOUR;150780088;N2223;13;0;6.52;1;;;
SMURSAMU_P;2020;150000032;CH DE SAINT-FLOUR;150780088;N9999;13;0;6.52;1;;;
SMURSAMU_P;2020;150000040;CH HENRI MONDOR;150780096;M9999;16;1;8.45;1;16;;5.9
SMURSAMU_P;2020;150000040;CH HENRI MONDOR;150780096;MREG;;;;;16;;5.9
SMURSAMU_P;2020;150000040;CH HENRI MONDOR;150780096;N1220;;;;;8;1;7.4
SMURSAMU_P;2020;150000040;CH HENRI MONDOR;150780096;N2120;;3;0.4;;;2;0.25
SMURSAMU_P;2020;150000040;CH HENRI MONDOR;150780096;N2223;2;8;5.36;;;;
SMURSAMU_P;2020;150000040;CH HENRI MONDOR;150780096;N2500;1;;1;;;;
SMURSAMU_P;2020;150000040;CH HENRI MONDOR;150780096;N5140;5;;4.89;;2;;2
SMURSAMU_P;2020;150000040;CH HENRI MONDOR;150780096;N9999;8;11;11.74;;10;3;9.65
SMURSAMU_P;2020;150000164;CH DE MAURIAC;150780468;M9999;;2;1;;;;
SMURSAMU_P;2020;150000164;CH DE MAURIAC;150780468;N2500;;6;0.59;;;;
SMURSAMU_P;2020;150000164;CH DE MAURIAC;150780468;N9999;;6;0.59;;;;
SMURSAMU_P;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;M9999;5;10;6.7;;5;10;3.99
SMURSAMU_P;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;N1220;1;0;0.5;;15;1;14.69
SMURSAMU_P;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;N2120;0;2;0.45;;1;0;0.45
SMURSAMU_P;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;N2223;1;2;2.01;;0;0;0
SMURSAMU_P;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;N5140;10;1;10.16;;2;0;1.36
SMURSAMU_P;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;N9999;12;5;13.12;;18;1;16.5
SMURSAMU_P;2020;160000303;CH HOPITAUX SUD-CHARENTE - BARBEZIEUX;160006037;M9999;1;;1;1;;;
SMURSAMU_P;2020;160000303;CH HOPITAUX SUD-CHARENTE - BARBEZIEUX;160006037;N2223;1;;1;1;;;
SMURSAMU_P;2020;160000303;CH HOPITAUX SUD-CHARENTE - BARBEZIEUX;160006037;N5140;5;;3.93;1;;;
SMURSAMU_P;2020;160000303;CH HOPITAUX SUD-CHARENTE - BARBEZIEUX;160006037;N9999;6;;6;1;;;
SMURSAMU_P;2020;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;M9999;5;6;2.17;1;;;
SMURSAMU_P;2020;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;N1220;1;;0.25;1;;;
SMURSAMU_P;2020;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;N2120;1;;0.25;1;;;
SMURSAMU_P;2020;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;N2223;7;;1.63;1;;;
SMURSAMU_P;2020;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;N9999;9;;2.13;;;;
SMURSAMU_P;2020;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;M9999;3;1;1.03;1;;;
SMURSAMU_P;2020;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;N1220;1;;0.25;;;;
SMURSAMU_P;2020;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;N2223;5;1;1.46;1;;;
SMURSAMU_P;2020;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;N2500;4;1;1.22;;;;
SMURSAMU_P;2020;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;N9999;11;3;3.4;1;;;
SMURSAMU_P;2020;160015368;CHI DU PAYS DE COGNAC;160014411;M9999;5;;3.1;1;;;
SMURSAMU_P;2020;160015368;CHI DU PAYS DE COGNAC;160014411;N2120;1;;0.29;0;;;
SMURSAMU_P;2020;160015368;CHI DU PAYS DE COGNAC;160014411;N2223;3;;2.6;1;;;
SMURSAMU_P;2020;160015368;CHI DU PAYS DE COGNAC;160014411;N2500;1;;0.26;;;;
SMURSAMU_P;2020;160015368;CHI DU PAYS DE COGNAC;160014411;N5140;2;;2;0;;;
SMURSAMU_P;2020;160015368;CHI DU PAYS DE COGNAC;160014411;N9999;7;;5.15;0;;;
SMURSAMU_P;2020;170000038;CENTRE HOSPITALIER JONZAC;170780050;M9999;3;1;5.45;1;;;
SMURSAMU_P;2020;170000038;CENTRE HOSPITALIER JONZAC;170780050;MREG;;;;1;;;
SMURSAMU_P;2020;170000038;CENTRE HOSPITALIER JONZAC;170780050;N1220;;;;1;;;
SMURSAMU_P;2020;170000038;CENTRE HOSPITALIER JONZAC;170780050;N2120;;;0.33;1;;;
SMURSAMU_P;2020;170000038;CENTRE HOSPITALIER JONZAC;170780050;N2223;6;;6.21;1;;;
SMURSAMU_P;2020;170000038;CENTRE HOSPITALIER JONZAC;170780050;N5140;2;;2.16;1;;;
SMURSAMU_P;2020;170000038;CENTRE HOSPITALIER JONZAC;170780050;N9999;8;;8.7;;;;
SMURSAMU_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;M9999;22;23;32.45;1;22;23;32.45
SMURSAMU_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N1220;;;;;14;6;18.62
SMURSAMU_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N2120;;3;0.64;;;2;0.58
SMURSAMU_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N2223;4;14;11.47;;;;
SMURSAMU_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N2500;;;;;4;5;8.81
SMURSAMU_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N5140;12;1;12.76;;;;
SMURSAMU_P;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N9999;16;18;24.87;;18;13;28.02
SMURSAMU_P;2020;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;M9999;5;1;2.86;1;;;
SMURSAMU_P;2020;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;N1220;1;;0.1;1;;;
SMURSAMU_P;2020;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;N2120;1;;0.25;;;;
SMURSAMU_P;2020;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;N2223;3;;3.06;1;;;
SMURSAMU_P;2020;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;N5140;3;;2.88;1;;;
SMURSAMU_P;2020;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;N9999;8;;6.29;1;;;
SMURSAMU_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;M9999;14;1;4.05;1;;;
SMURSAMU_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N1220;2;;0.25;1;;;
SMURSAMU_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N2120;2;;0.82;;;;
SMURSAMU_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N2223;41;6;14.59;1;;;
SMURSAMU_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N2500;2;;2.01;;;;
SMURSAMU_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N5140;11;;10.66;1;;;
SMURSAMU_P;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N9999;58;6;28.46;1;;;
SMURSAMU_P;2020;170000129;CENTRE HOSPITALIER ROYAN;170780191;M9999;4;4;1;;;;
SMURSAMU_P;2020;170000129;CENTRE HOSPITALIER ROYAN;170780191;N2120;1;;0.05;;;;
SMURSAMU_P;2020;170000129;CENTRE HOSPITALIER ROYAN;170780191;N2223;23;;2.39;;;;
SMURSAMU_P;2020;170000129;CENTRE HOSPITALIER ROYAN;170780191;N2500;2;;1;;;;
SMURSAMU_P;2020;170000129;CENTRE HOSPITALIER ROYAN;170780191;N5140;5;;4.98;;;;
SMURSAMU_P;2020;170000129;CENTRE HOSPITALIER ROYAN;170780191;N9999;31;1;8.42;;;;
SMURSAMU_P;2020;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;M9999;;39;5.76;1;;;
SMURSAMU_P;2020;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;N2120;;1;0.25;1;;;
SMURSAMU_P;2020;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;N2223;;34;5.7;1;;;
SMURSAMU_P;2020;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;N2500;3;6;4.63;;;;
SMURSAMU_P;2020;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;N5140;;;0.67;0;;;
SMURSAMU_P;2020;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;N9999;3;41;11.25;;;;
SMURSAMU_P;2020;170024590;CH ROCHEFORT - SITE ST PIERRE OLERON;170780225;M9999;;24;0.71;;;;
SMURSAMU_P;2020;170024590;CH ROCHEFORT - SITE ST PIERRE OLERON;170780225;N2223;;4;0.8;;;;
SMURSAMU_P;2020;170024590;CH ROCHEFORT - SITE ST PIERRE OLERON;170780225;N2500;;5;0.8;;;;
SMURSAMU_P;2020;170024590;CH ROCHEFORT - SITE ST PIERRE OLERON;170780225;N9999;;9;1.6;;;;
SMURSAMU_P;2020;180000010;CH BOURGES - JACQUES COEUR;180000028;M9999;;10;5.8;1;;10;5.2
SMURSAMU_P;2020;180000010;CH BOURGES - JACQUES COEUR;180000028;MREG;;;;;;10;5.2
SMURSAMU_P;2020;180000010;CH BOURGES - JACQUES COEUR;180000028;N1220;;;;;14;1;14.61
SMURSAMU_P;2020;180000010;CH BOURGES - JACQUES COEUR;180000028;N2120;;1;0.5;1;;1;0.4
SMURSAMU_P;2020;180000010;CH BOURGES - JACQUES COEUR;180000028;N2223;;56;9.03;1;;;
SMURSAMU_P;2020;180000010;CH BOURGES - JACQUES COEUR;180000028;N2500;1;;1.25;;1;1;2.51
SMURSAMU_P;2020;180000010;CH BOURGES - JACQUES COEUR;180000028;N5140;8;;8.01;0;;;
SMURSAMU_P;2020;180000010;CH BOURGES - JACQUES COEUR;180000028;N9999;9;57;18.79;1;15;3;17.64
SMURSAMU_P;2020;180000200;CH DE VIERZON;180000051;M9999;0;9;3.52;;0;0;0
SMURSAMU_P;2020;180000200;CH DE VIERZON;180000051;N2120;0;1;0.21;1;0;0;0
SMURSAMU_P;2020;180000200;CH DE VIERZON;180000051;N2223;0;19;4.54;1;0;0;0
SMURSAMU_P;2020;180000200;CH DE VIERZON;180000051;N9999;0;22;5;1;0;0;0
SMURSAMU_P;2020;180000283;CH SAINT AMAND-MONTROND;180000069;M9999;4;;3.03;1;;;
SMURSAMU_P;2020;180000283;CH SAINT AMAND-MONTROND;180000069;N2223;;6;3.6;;;;
SMURSAMU_P;2020;180000283;CH SAINT AMAND-MONTROND;180000069;N9999;;6;3.6;;;;
SMURSAMU_P;2020;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;M9999;9;6;5.6;1;;;
SMURSAMU_P;2020;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;N1220;1;;1;1;;;
SMURSAMU_P;2020;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;N2120;1;;0.2;1;;;
SMURSAMU_P;2020;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;N2223;6;;5.81;1;;;
SMURSAMU_P;2020;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;N5140;12;;11.79;0;;;
SMURSAMU_P;2020;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;N9999;20;;18.8;1;;;
SMURSAMU_P;2020;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;M9999;10;2;3.84;1;8;2;1.39
SMURSAMU_P;2020;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;MREG;;;;1;8;2;1.39
SMURSAMU_P;2020;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;N1220;;3;0.8;;14;1;14.61
SMURSAMU_P;2020;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;N2120;;1;0.11;;;1;0.34
SMURSAMU_P;2020;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;N2223;4;;4;;;;
SMURSAMU_P;2020;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;N2500;;1;0.92;;;1;0.08
SMURSAMU_P;2020;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;N5140;4;1;4.9;;;1;0.1
SMURSAMU_P;2020;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;N9999;8;6;10.73;;14;4;15.14
SMURSAMU_P;2020;190010892;CH TULLE - ANTENNE SMUR USSEL;190000059;M9999;1;2;2.4;0;;;
SMURSAMU_P;2020;190010892;CH TULLE - ANTENNE SMUR USSEL;190000059;MREG;1;2;2.4;;;;
SMURSAMU_P;2020;190010892;CH TULLE - ANTENNE SMUR USSEL;190000059;N2120;0;0;0.17;;;;
SMURSAMU_P;2020;190010892;CH TULLE - ANTENNE SMUR USSEL;190000059;N2223;4;0;4.83;;;;
SMURSAMU_P;2020;190010892;CH TULLE - ANTENNE SMUR USSEL;190000059;N5140;6;0;6;;;;
SMURSAMU_P;2020;190010892;CH TULLE - ANTENNE SMUR USSEL;190000059;N9999;10;0;11;;;;
SMURSAMU_P;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;M1140;1;9;3.7;0;;;
SMURSAMU_P;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;M9999;33;14;11.77;1;;13;3.72
SMURSAMU_P;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;N1220;1;1;2.04;;35;5;37.5
SMURSAMU_P;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;N2120;1;2;1.73;;;;
SMURSAMU_P;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;N2223;11;22;20.46;;;;
SMURSAMU_P;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;N2500;1;;1;;;;
SMURSAMU_P;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;N5140;18;2;18.81;;;;
SMURSAMU_P;2020;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;N9999;32;27;44.04;;35;5;37.5
SMURSAMU_P;2020;210987657;HOSPICES CIVILS DE BEAUNE;210012175;M9999;;;;1;;;
SMURSAMU_P;2020;210987657;HOSPICES CIVILS DE BEAUNE;210012175;N1220;;;;1;;;
SMURSAMU_P;2020;210987657;HOSPICES CIVILS DE BEAUNE;210012175;N2223;;;;1;;;
SMURSAMU_P;2020;210987657;HOSPICES CIVILS DE BEAUNE;210012175;N5140;6;;5.93;;;;
