BOR;AN;FI;RS;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;EFFPL_MED;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFSP;EFFPL_INFNS;EFFPA_INFNS;ETP_INFNS;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPL_APNM;EFFPA_APNM;ETP_APNM
REA;2020;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;SITOT;16;5840;1180;;;4448;;;;;;;;;;;;;;;;;;;;;
REA;2020;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;SIUNV;8;2920;539;;;2018;;;;6;2;5.27;0;4;0.94;1;7;6.96;6;2;7.6;0;0;0;0;1;0.09
REA;2020;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;SURVADU;3;1095;185;;;439;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2020;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;USIC;8;2920;641;;;2430;;;;0;11;6;0;1;0.58;10;7;13.24;8;1;8.36;0;0;0;0;2;0.81
REA;2020;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;SURVADU;7;2553;307;;;2044;;;;1;0;1;0;1;0.5;11;1;10.99;2;3;3.39;0;0;0;0;1;0.05
REA;2020;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;SURVADU;0;240;34;;;200;;;;;5;0.35;;1;0.1;1;1;1.5;1;1;1.5;;;;;;
REA;2020;120004569;CH MILLAU;120004528;SURVADU;5;1830;326;;;1429;;;;;3;1.2;1;;0.5;7;;6.25;7;1;7.39;;;;;;
REA;2020;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;SURVADU;4;1460;186;;;1191;;;;;1;0.45;0;1;0.14;;3;1.27;3;3;5.47;;;;;3;0.7
REA;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;AUTSI;2;464;96;;;806;;;;0;3;0.25;;;;3;;2.66;3;;3;;;;;1;0.12
REA;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;REAADU;20;7763;639;656;36;5655;9;39;108;2;8;6.28;;1;0.4;40;8;37.74;22;3;21.09;;1;0.9;1;2;1.58
REA;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;SITOT;22;7692;2450;;;6703;;;;;;;;;;;;;;;;;;;;;
REA;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;SIUNV;4;1464;649;;;1130;;;;0;3;0.32;;;;4;4;4.67;1;3;3.18;;;;;;
REA;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;SURVADU;0;450;142;;;428;;;;0;8;2.45;1;;1;7;4;10.28;10;1;10.69;;;;;1;0.5
REA;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;SURVENF;4;1464;461;;;901;;;;0;5;0.72;2;2;2.19;3;1;3.67;5;1;4.39;;;;;4;1.12
REA;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;USIC;16;5764;1705;;;4767;;;;0;10;1.5;;2;0.99;19;8;20.31;9;7;12.36;;;;2;3;2.37
REA;2020;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;REAADU;8;2920;327;333;5;2561;9;43;97;5;4;3.21;;2;0.73;20;8;23.31;18;5;15.06;;;;;;
REA;2020;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;SURVADU;4;1460;137;;;838;;;;4;2;2.14;;1;0.2;7;;6.46;1;2;3.42;;;;;;
REA;2020;130001225;HOPITAL DU PAYS SALONNAIS;130782634;REAADU;8;2920;297;300;7;3776;5;44;84;5;;5;;;;18;13;25.95;11;3;14.42;;1;0.89;4;2;5.6
REA;2020;130001225;HOPITAL DU PAYS SALONNAIS;130782634;SURVADU;4;1460;212;;;839;;;;;;;;;;;;;;;;;;;;;
REA;2020;130001647;INSTITUT PAOLI CALMETTES;130784127;AUTSI;60;21960;1478;;;21781;;;;16;7;18.06;8;;8.25;61;10;63.67;23;;21.83;;;;9;1;9.83
REA;2020;130001647;INSTITUT PAOLI CALMETTES;130784127;REAADU;10;3660;427;472;27;3174;15;40;30;13;4;15.84;1;;0.96;25;3;27.14;14;;12;2;;2;4;;3.88
REA;2020;130001647;INSTITUT PAOLI CALMETTES;130784127;SITOT;60;21960;1478;;;21781;;;;;;;;;;;;;;;;;;;;;
REA;2020;130001647;INSTITUT PAOLI CALMETTES;130784127;SURVADU;10;3660;714;;;3351;;;;9;2;10.56;1;;0.96;12;1;13.37;13;;12;2;;2;4;;3.88
REA;2020;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;REAADU;2;122;12;12;1;85;0;38;6;;;0.2;1;;0.05;1;;0.92;;1;0.4;;;;1;;0.05
REA;2020;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;SURVADU;6;2068;296;;;1566;;;;6;;1.8;1;;0.45;6;;6;6;;5.6;;;;1;;0.45
REA;2020;130002827;CH JOSEPH IMBERT D'ARLES;130789274;REAADU;6;2196;298;307;12;2366;7;43;55;0;4;2.53;1;2;1.08;22;2;18.81;13;0;12.37;0;0;0;0;5;0.7
REA;2020;130002827;CH JOSEPH IMBERT D'ARLES;130789274;SITOT;6;2196;656;;;1653;;;;;;;;;;;;;;;;;;;;;
REA;2020;130002827;CH JOSEPH IMBERT D'ARLES;130789274;SURVADU;3;1098;18;;;54;;;;0;1;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2020;130002827;CH JOSEPH IMBERT D'ARLES;130789274;USIC;6;2196;656;;;1653;;;;0;3;0.75;0;3;0.55;3;12;6.12;3;4;4.15;0;0;0;0;1;0.03
REA;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;REAADU;8;2928;326;340;24;3457;8;42;81;;5;3.5;;1;0.66;;31;17.12;;19;12.2;;5;0.27;;7;4.02
REA;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;SITOT;6;2196;482;;;1378;;;;;;;;;;;;;;;;;;;;;
REA;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;SURVADU;4;1460;130;;;179;;;;;5;1.74;;1;0.33;;31;8.56;;19;6.1;;5;0.13;;7;2
REA;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;USIC;6;2196;482;;;1378;;;;;8;5.19;;1;0.25;;22;6.15;;12;6.15;;;;;8;1.8
REA;2020;130037922;HOP PRIVE DE LA RESIDENCE DU PARC;130037823;REAADU;0;2120;91;93;2;2424;75;56;25;2;;1;1;;1;23;2;32.75;11;;15.67;;;;;;
REA;2020;130037922;HOP PRIVE DE LA RESIDENCE DU PARC;130037823;SURVADU;0;1272;38;;;418;;;;;2;1;;;;;;;;;;;;;;;
REA;2020;130041767;EUROMED CARDIO;130041262;SITOT;12;4392;1032;;;3665;;;;;;;;;;;;;;;;;;;;;
REA;2020;130041767;EUROMED CARDIO;130041262;USIC;12;4392;1032;;;3665;;;;6;1;6.2;2;0;2;11;3;10.35;13;1;10.9;0;0;0;2;0;1.62
REA;2020;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;SITOT;16;5856;1151;;;3887;;;;;;;;;;;;;;;;;;;;;
REA;2020;130042096;GCS CENTRE CARDIO AXIUM RAMBOT;130042062;USIC;16;5856;1151;;;3887;;;;1;;1;1;;1;15;;14.4;7;;7;;;;;;
REA;2020;130043664;HOPITAL EUROPEEN;130002157;REAADU;20;8238;651;698;28;6166;17;45;87;8;0;16.03;;;;82;11;56.6;41;5;26.2;0;0;0;13;0;12.82
REA;2020;130043664;HOPITAL EUROPEEN;130002157;SURVADU;17;6222;713;;;4658;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2020;130050917;GCS CLINIQUE JEANNE D'ARC;130050891;SURVADU;5;1375;20;;;129;;;;3;2;3.53;1;;0.71;6;;4.23;5;;3.53;;;;4;;2.82
REA;2020;130780521;APHM HOPITAL NORD;130786049;AUTSI;2;732;3007;;;1023;;;;;;;;;;;;;;;;;;;;;
REA;2020;130780521;APHM HOPITAL NORD;130786049;REAADU;39;14274;1670;1809;156;13182;15;38;138;20;9;16.47;10;1;8.21;153;4;121.3;109;3;75.62;;;;41;3;29.18
REA;2020;130780521;APHM HOPITAL NORD;130786049;SITOT;14;5124;4864;;;4084;;;;;;;;;;;;;;;;;;;;;
REA;2020;130780521;APHM HOPITAL NORD;130786049;SURVADU;9;3294;630;;;1851;;;;8;8;2.47;3;;0.6;97;1;11.51;65;3;8.3;;;;12;4;5.55
REA;2020;130780521;APHM HOPITAL NORD;130786049;SURVENF;2;732;58;;;153;;;;;3;0.56;;;;;;;;;;;;;;;
REA;2020;130780521;APHM HOPITAL NORD;130786049;USIC;12;4392;1857;;;3061;;;;3;3;2.59;;1;0.21;14;1;13.84;9;5;10.96;;;;;8;3.65
REA;2020;130781370;CLINIQUE JEANNE D'ARC;130000532;SURVADU;0;;19;;;138;;;;3;2;1.18;1;;0.29;6;;1.77;5;;1.47;;;;4;;1.18
REA;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;REAADU;13;4745;373;394;18;3763;16;38;98;4;1;4.5;1;;1;34;;32.71;10;6;13.09;;2;1;2;;0.4
REA;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;SITOT;8;2920;834;;;2448;;;;;;;;;;;;;;;;;;;;;
REA;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;SURVADU;24;8020;1244;;;6804;;;;11;6;14;1;;0.45;23;1;23.76;15;2;13.84;;1;0.5;1;;0.45
REA;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;USIC;8;2920;834;;;2448;;;;7;4;9;1;;0.45;12;3;13.93;4;3;5.31;;1;0.5;1;;0.45
REA;2020;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;REAADU;0;0;16;16;0;198;50;37;6;3;2;4.5;;;;2;;0.8;1;;0.4;;;;3;;0.8
REA;2020;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;SURVADU;4;1460;327;;;2399;;;;3;2;4.5;1;;0.33;6;;6;6;;6;;1;0.3;;;
REA;2020;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;SITOT;8;2920;1026;;;3054;;;;;;;;;;;;;;;;;;;;;
REA;2020;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;SURVADU;16;5856;585;;;4086;;;;3;7;6;1;1;1.1;14;4;15.4;8;2;8.8;;2;0.5;;;
REA;2020;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;USIC;8;2920;1026;;;3054;;;;2;10;6;1;1;1.1;6;2;6.6;6;2;6.6;;6;0.5;;1;0.8
REA;2020;130782162;CLINIQUE CHIRURGICALE DE MARTIGUES;130000987;SURVADU;5;1740;48;;;522;;;;;4;0.8;;1;0.4;;12;5.8;;4;0.8;;1;0.3;;2;0.15
REA;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;AUTSI;12;4156;660;;;3750;;;;;3;0.4;;1;0.2;20;1;18.22;12;;11.84;;;;;;0.23
REA;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;SITOT;12;4156;660;;;3750;;;;;;;;;;;;;;;;;;;;;
REA;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;SURVADU;4;1460;210;;;755;;;;;2;0.61;;;;;;;;;;;;;1;;0.4
REA;2020;130783293;APHM HOPITAL LA TIMONE;130786049;AUTSI;2;732;1801;;;551;;;;;;;;;;;;;;;;;;;;;
REA;2020;130783293;APHM HOPITAL LA TIMONE;130786049;REAADU;62;23678;3051;3307;219;22319;15;36;205;19;28;25.81;9;2;10.88;246;9;202.05;163;7;119.67;;;;15;3;15.61
REA;2020;130783293;APHM HOPITAL LA TIMONE;130786049;SITOT;30;9795;4125;;;8994;;;;;;;;;;;;;;;;;;;;;
REA;2020;130783293;APHM HOPITAL LA TIMONE;130786049;SIUNV;8;2509;960;;;2275;;;;;1;0.09;;;;8;5;10.43;9;;8.92;;;;3;;3.26
REA;2020;130783293;APHM HOPITAL LA TIMONE;130786049;SURVADU;73;21064;3591;;;10894;;;;4;10;3.72;;;;38;4;28.45;26;3;13.73;;;;;;
REA;2020;130783293;APHM HOPITAL LA TIMONE;130786049;USIC;20;6554;1364;;;6168;;;;;3;0.9;;;;25;3;27.34;22;3;23.04;;;;;;1.15
REA;2020;130783327;CLINIQUE BOUCHARD;130001415;REAADU;9;3285;215;234;11;2668;23;41;71;;7;2;1;0;1;15;15;21.13;11;30;12.71;;3;0.5;1;1;2.09
REA;2020;130783327;CLINIQUE BOUCHARD;130001415;SURVADU;10;3650;312;;;2276;;;;;8;2;;;;8;1;7.04;2;;2;;3;0.5;;1;0.5
REA;2020;130783665;CLINIQUE DE BONNEVEINE;130043722;SURVADU;4;1460;77;;;338;;;;;7;4.94;2;;2;6;1;6.83;3;;3;;1;0.42;1;;1
REA;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;REAADU;27;9855;1208;1327;10;8320;28;31;156;;;;2;2;2;50;7;66.56;41;1;55.38;;;;;;
REA;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;SITOT;17;5475;1799;;;4649;;;;;;;;;;;;;;;;;;;;;
REA;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;SIUNV;3;1095;556;;;1282;;;;;;;1;1;1;8;1;12.69;5;;10;;;;;;
REA;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;SURVADU;27;9882;1244;;;6197;;;;;;;2;1;3;28;1;28.18;6;;10.81;;;;;;
REA;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;USIC;14;4380;1243;;;3367;;;;;;;1;1;1;12;1;13.7;11;1;14.69;;;;;;
REA;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;REAADU;8;2920;323;341;8;3154;15;40;83;5;;5;1;;1.01;22;3;22.34;5;;5.28;;;;;;
REA;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;SITOT;20;7300;1237;;;5738;;;;;;;;;;;;;;;;;;;;;
REA;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;SURVADU;44;16060;2131;;;13300;;;;8;5;10.5;1;;1;44;10;54.5;17;4;20.1;;;;;;
REA;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;USIC;20;7300;1237;;;5738;;;;3;4;5;;;;23;1;24.3;5;1;6.07;;;;;;
REA;2020;130785652;HOPITAL SAINT JOSEPH;130014228;REAADU;20;7300;1447;1545;55;8713;3;23;287;13;;8.74;;1;0.25;58;;49.66;16;;12.35;;1;0.25;7;;5.33
REA;2020;130785652;HOPITAL SAINT JOSEPH;130014228;SITOT;10;3650;1194;;;2884;;;;;;;;;;;;;;;;;;;;;
REA;2020;130785652;HOPITAL SAINT JOSEPH;130014228;SURVADU;10;3650;1345;;;6843;;;;4;;2.15;;1;0.25;11;2;10.65;8;;6.39;;1;0.25;2;;2.19
REA;2020;130785652;HOPITAL SAINT JOSEPH;130014228;SURVENF;6;2190;711;;;1334;;;;1;;1;;;;;;;;;;;;;;;
REA;2020;130785652;HOPITAL SAINT JOSEPH;130014228;USIC;10;3650;1194;;;2884;;;;;;;;1;0.25;9;8;11.01;2;;1.95;;1;0.25;2;;2.05
REA;2020;130785678;HOPITAL PRIVE VERT COTEAU BEAUREGARD;130002249;REAADU;10;3650;199;208;4;3255;61;37;52;4;2;5;1;;1;15;2;19.11;9;;8.79;;1;0.5;2;;2.16
REA;2020;130785678;HOPITAL PRIVE VERT COTEAU BEAUREGARD;130002249;SURVADU;28;10220;756;;;13043;;;;6;4;8;1;;1;33;2;33.26;10;;9.77;;1;0.5;2;;1.62
REA;2020;130786361;POLYCLIN PARC RAMBOT HOP PRIV PROVENCE;130002447;REAADU;11;4026;313;327;13;3140;8;49;77;1;3;2.7;2;;2;29;;28.06;17;;16.9;;;;5;;2.01
REA;2020;130786361;POLYCLIN PARC RAMBOT HOP PRIV PROVENCE;130002447;SURVADU;11;3894;689;;;3624;;;;;;;;;;;;;;;;;;;;;
REA;2020;130786742;HIA LAVERAN;750821092;REAADU;13;4745;400;419;18;2761;11;45;115;5;1;4.2;1;;0.7;17;;13.2;9;;7;;1;0.15;3;;2
REA;2020;130786742;HIA LAVERAN;750821092;SURVADU;0;0;227;;;727;;;;1;1;;;;;9;;7.5;5;;4;;1;0.05;1;;0.8
REA;2020;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;AUTSI;7;1480;34;;;1739;;;;;6;1.02;11;1;10.66;7;5;9.22;4;4;7.32;;;;;2;0.32
REA;2020;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;REAENF;16;5856;863;925;77;4251;34;;;15;7;12.86;22;1;17.46;39;2;30.86;32;2;29.22;;;;3;1;2.39
REA;2020;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;SITOT;7;1480;34;;;1739;;;;;;;;;;;;;;;;;;;;;
REA;2020;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;SURVENF;32;10016;1289;;;9312;;;;2;2;1.7;10;16;10.28;19;21;14.91;10;26;14.27;;;;;9;3.24
REA;2020;130810740;CLINIQUE AXIUM;130007362;REAADU;10;3650;234;239;11;3694;47;47;61;2;5;3;1;0;1;18;2;19.6;7;2;8.4;;2;1;;;
REA;2020;130810740;CLINIQUE AXIUM;130007362;SURVADU;13;4745;390;;;2188;;;;2;5;3;1;0;1;10;0;10;5;2;6.75;;;;;;
REA;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;REAADU;8;2692;265;272;15;2075;12;36;36;5;0;2.94;;1;0.6;14;7;21.25;13;4;15.73;;;;1;3;2.44
REA;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;SITOT;4;1332;290;;;1153;;;;;;;;;;;;;;;;;;;;;
REA;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;SIUNV;4;1332;290;;;1153;;;;5;0;1.8;;;;;;;;;;;;;;;
REA;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;SURVADU;9;3491;603;;;2274;;;;11;1;2.01;;1;0.4;5;3;7.28;5;4;6.92;;;;;1;0.26
REA;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;AUTSI;22;7835;755;;;6966;;;;6;;1.62;1;;1;16;11;22.08;20;4;16.03;;;;1;;2.44
REA;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;REAADU;60;21900;2046;2128;131;15445;13;36;152;17;1;12.22;8;;6.63;107;29;128.31;79;6;81.1;;;;6;8;19.52
REA;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;REAENF;8;2920;219;222;12;1931;19;;;3;2;4;7;5;9.56;3;;2.3;4;4;5.85;;;;4;2;2.81
REA;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;SITOT;52;18785;3422;;;17012;;;;;;;;;;;;;;;;;;;;;
REA;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;SIUNV;10;3650;896;;;3648;;;;2;;0.9;1;;0.5;7;3;7.28;6;5;8.31;;;;;1;0.57
REA;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;SURVADU;30;10950;2097;;;7750;;;;12;1;1.69;1;;1;26;10;33.45;17;5;21.21;;;;1;1;1.7
REA;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;SURVENF;14;5110;588;;;3832;;;;2;0;1.3;6;7;8.04;6;6;7.83;5;2;5.77;;;;2;;0.69
REA;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;USIC;20;7300;1771;;;6398;;;;;;;1;;1;8;14;19.39;12;7;15.97;;;;1;;1.99
REA;2020;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;SURVADU;5;1830;610;;;1581;;;;;1;0.52;;1;0.2;5;2;6.05;6;1;6.39;;;;2;;1.18
REA;2020;140000290;CLINIQUE NOTRE DAME - VIRE;140000449;SURVADU;4;1460;209;;;406;;;;;;;;1;0.1;16;;4.8;14;;4.8;;;;;;
REA;2020;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;SURVADU;7;2331;312;;;1143;;;;6;2;1.45;2;;0.21;24;6;11.6;12;4;4.19;;;;4;2;1.38
REA;2020;140016759;POLYCLINIQUE DU PARC - CAEN;140003146;REAADU;5;291;8;8;0;70;38;25;2;1;15;12.2;5;1;4.8;;;;3;3;4.8;;;;;;
REA;2020;140016759;POLYCLINIQUE DU PARC - CAEN;140003146;SURVADU;10;3650;711;;;2078;;;;1;15;12.2;;1;0.5;6;6;9.6;3;3;4.8;;;;2;1;2.4
REA;2020;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;REAADU;15;5475;1052;1075;9;3897;6;24;144;12;;12;;1;0.5;20;11;27.53;8;1;7.94;;;;;;
REA;2020;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;SITOT;8;2920;740;;;2417;;;;;;;;;;;;;;;;;;;;;
REA;2020;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;SURVADU;8;2920;910;;;1871;;;;6;;6;;;;6;3;7.52;5;1;5.21;;;;;;
REA;2020;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;USIC;8;2920;740;;;2417;;;;9;6;9;;;;;;;;;;;;;;;
REA;2020;140018730;POLYCLINIQUE DE LISIEUX;140000423;SURVADU;4;1460;56;;;125;;;;1;;1;;;;4;;4;4;;4;;;;;;
REA;2020;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;REAADU;8;2928;319;323;19;1921;2;33;53;3;1;4.67;1;;1;16;2;17.17;11;1;11.88;;;;;;
REA;2020;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;SURVADU;0;0;29;;;177;;;;;;;;;;;;;;;;;;;;;
REA;2020;140026410;CH COTE FLEURIE - SITE DE CRICQUEBOEUF;140026279;SURVADU;5;1825;400;;;1592;;;;;;;;;;;;;;;;;;;;;
REA;2020;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;SURVADU;6;2190;121;;;746;;;;;3;0.3;;;;;4;2;;4;2;;;;;;
REA;2020;150000032;CH DE SAINT-FLOUR;150780088;SURVADU;4;1564;184;;;937;;;;2;2;0.99;1;;0.53;6;;6.47;6;;5.95;;;;3;;2.56
REA;2020;150000040;CH HENRI MONDOR;150780096;REAADU;8;3078;403;426;20;2707;12;38;118;4;;2.9;;2;1.62;25;5;23.51;15;5;16.41;;;;1;3;1.44
REA;2020;150000040;CH HENRI MONDOR;150780096;SITOT;7;2555;722;;;1805;;;;;;;;;;;;;;;;;;;;;
REA;2020;150000040;CH HENRI MONDOR;150780096;SURVADU;5;2105;280;;;872;;;;5;;1;;1;0.19;6;;6.01;4;2;5.83;;;;;;
REA;2020;150000040;CH HENRI MONDOR;150780096;USIC;7;2555;722;;;1805;;;;3;;1;;1;0.25;5;4;7.02;4;;4;;;;;1;0.4
REA;2020;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;AUTSI;8;2920;203;;;1539;;;;1;;1;;1;0.5;15;;15;7;;7;;;;4;;4
REA;2020;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;REAADU;2;730;97;102;4;1331;53;41;36;1;;1;;;;;;;;;;;;;;;
REA;2020;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;SITOT;8;2920;203;;;1539;;;;;;;;;;;;;;;;;;;;;
REA;2020;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;SURVADU;12;4380;448;;;4299;;;;1;;1;;1;0.5;8;2;9.11;11;1;11.8;;;;2;;2
REA;2020;160000170;CLINIQUE SAINT-JOSEPH;160000204;SURVADU;8;2928;307;;;812;;;;2;;2;;;;2;1;2.35;2;1;2.35;1;;0.25;;;
REA;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;REAADU;18;5412;529;531;23;2964;20;41;36;6;1;5.97;1;1;1.15;29;6;31.52;21;0;20.56;0;0;0;1;1;1.25
REA;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;SITOT;18;6570;1546;;;5072;;;;;;;;;;;;;;;;;;;;;
REA;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;SIUNV;4;1460;466;;;1363;;;;2;0;0.8;4;1;3.65;4;1;3.65;;3;1.89;0;0;0;3;0;1.13
REA;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;SURVADU;0;1176;184;;;778;;;;6;0;1.28;0;0;0;3;0;3;4;0;3.1;0;0;0;0;3;2.29
REA;2020;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;USIC;14;5110;1080;;;3709;;;;1;0;1;2;;0.55;15;6;17.39;13;5;10.45;0;0;0;4;0;2.88
REA;2020;160000303;CH HOPITAUX SUD-CHARENTE - BARBEZIEUX;160006037;SURVADU;4;1464;670;;;1020;;;;4;;4;;1;0.1;4;1;4.02;6;1;6.8;;;;;;
REA;2020;160000311;CENTRE HOSPITALIER CONFOLENS;160000485;SURVADU;3;1098;100;;;461;;;;2;2;0.28;1;0;0.12;10;3;1.24;14;2;1.68;1;0;0.01;9;1;0.74
REA;2020;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;SURVADU;3;1095;674;;;754;;;;3;1;0.77;0;0;0;5;1;1.16;5;1;0.96;0;0;0;1;0;0.2
REA;2020;160013207;CENTRE CLINICAL SA;160001632;SURVADU;4;1460;358;;;1438;;;;;10;1;1;;1;4;;4;4;;4;;1;0.1;;;
REA;2020;160015368;CHI DU PAYS DE COGNAC;160014411;SURVADU;6;2196;275;;;1636;;;;4;;4.11;1;;0.4;8;;6.38;8;;6.71;;;;1;;0.5
REA;2020;170000038;CENTRE HOSPITALIER JONZAC;170780050;SURVADU;4;852;132;;;607;;;;;;0.56;;;;;;;;;;;;;;;
REA;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;REAADU;16;7149;590;620;22;4776;12;47;69;0;9;6.55;0;3;1.57;0;54;36.2;0;35;25.36;;;;0;9;6.05
REA;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;SITOT;20;7320;2008;;;5723;;;;;;;;;;;;;;;;;;;;;
REA;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;SIUNV;8;2928;868;;;2384;;;;0;8;2.58;0;1;0.5;5;2;7.03;5;2;6.65;;;;1;4;2.89
REA;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;SURVADU;6;1964;285;;;1007;;;;0;7;1.35;0;3;0.44;0;54;10.8;0;35;7.58;;;;0;4;1.1
REA;2020;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;USIC;12;4392;1140;;;3339;;;;0;12;0.7;1;0;1;6;10;11.2;1;14;7.86;;;;2;6;3.31
REA;2020;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;SURVADU;6;2196;330;;;1680;;;;2;1;0.48;3;;1.37;4;1;4.11;3;;3.71;;;;4;;1.4
REA;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;REAADU;14;5252;493;504;21;4160;19;48;71;8;1;6.28;1;1;1.32;43;10;37.72;30;6;25.61;8;2;1.21;8;0;0.33
REA;2020;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;SITOT;16;5856;1830;;;5441;;;;;;;;;;;;;;;;;;;;;
