BOR;AN;FI;RS;FI_EJ;ORG_A1;ORG_B1;ORG_C1;ORG_A2;ORG_B2;ORG_C2;ORG_A24;ORG_B24;ORG_C24;ORG_A3;ORG_B3;ORG_C3;ORG_A6;ORG_B6;ORG_C6;ORG_A7;ORG_B7;ORG_C7;ORG_A8;ORG_B8;ORG_C8;ORG_A10;ORG_B10;ORG_C10;ORG_A11;ORG_B11;ORG_C11;ORG_A17;ORG_A18;ORG_A19;ORG_A20;ORG_A21;ORG_A22;ORG_A23;ORG_A12;GCS_PM;GHT_PM;AUT_PM;GCS_PARA;GHT_PARA;AUT_PARA;GCS_ADMTECLOG;GHT_ADMTECLOG;AUT_ADMTECLOG
ORG;2020;080000276;CENTRE HOSPITALIER DE VOUZIERS;080001969;;;;2;A;C;;;;;;;1;B;;;;;;;;61;A;C;;;;;;;;;;;;0.2;;;17.6;;1;4.38;;
ORG;2020;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;1;C;;1;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.25;1.96;;1.77;31.47;;;25.87;;
ORG;2020;080002140;CRF POUR ENFANTS DE WARNECOURT;540019726;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;NORD ARDENNES;;;;;;;;;;;;;;
ORG;2020;080008568;UNITE DE DIALYSE MEDICALISEE;510000953;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;080010465;GCS TERRIT ARDEN NORD SITE CH SEDAN;080010242;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;NORD ARDENNES;;;;;;;;;;;;;;
ORG;2020;080010473;GCS TERRIT ARDEN NORD SITE CH CHARLEVI;080010242;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;NORD ARDENNES;;;;;;;;;;;;;;
ORG;2020;080011257;GCS ES HAD DES ARDENNES SITE RETHEL;080011224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;;;17.61;;;1;;
ORG;2020;080011265;GCS ES HAD ARDENNES SITE CHARLEVILLE;080011224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.15;;;23.7;;;2;;
ORG;2020;090000019;CH ST LOUIS AX LES THERMES;090180019;;;;1;D;;;;;;;;1;B;;;;;;;;;;;;;;;;;;;;;0.1;;0.55;;;;;;0.75;
ORG;2020;090000175;CHIVAL SITE FOIX;090781774;;;;1;D;;;;;;;;;;;1;D;;;;;347;A;B;;;;1;1;PYRÉNÉES ARIÉGEOISES;;;;;0.4;;0.2;;;;;;3.82;4.08
ORG;2020;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.73;;;8.4;;;1.7;;
ORG;2020;090002833;AAIR UAD UDM PAMIERS;310000633;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;;0;;;;;;;;;
ORG;2020;100000082;CLINIQUE DU PAYS DE SEINE;100001148;;;;;;;;;;;;;;;;1;A;;;;;1;C;;;;;0;;;;;;;0.05;;;;;;;;;
ORG;2020;100000090;CENTRE HOSPITALIER DE TROYES;100000017;;;;2;D;;;;;;;;1;A;;1;D;;;;;180;A;C;;;;;;;;;;;1.92;;3.21;7.11;;2;14.27;0.4;16.28;77.77
ORG;2020;100000108;EPSMA;100000033;;;;;;;;;;;;;1;A;;;;;;;;;;;;;;1;1;AUBE ET SÉZANNAIS;;;;;;;;;;;;;;
ORG;2020;100000116;CENTRE HOSPITALIER DE BAR SUR AUBE;100000041;;;;1;B;;;;;;;;1;A;;;;;;;;8;D;;;;;;;;;;;;;;;;;;;;;
ORG;2020;100000140;CENTRE HOSPITALIER DE BAR-SUR-SEINE;100000058;;;;;;;;;;;;;1;A;;;;;;;;1;D;;;;;;;;;;;;;;;;;;;;;
ORG;2020;100006550;UNITE DE DIALYSE DE ROSIERES PRES TROY;510000953;0;;;;;;;;;;;;;;;;;;;;;1;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;100007285;INSTITUT ASCLEPIADE;100011287;0;;;0;;;0;;;0;;;0;;;0;;;0;;;14;D;C;0;;;0;;;;;;;;0;0;0;0;0;0;0;0;0
ORG;2020;100010362;GCS PATCS CRRF PASTEUR 1;100010347;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;AUBE ET SÉZANNAIS;;;;;0;;;;;;;;;
ORG;2020;100010545;CLINIQUE KORIAN;310025010;0;;;0;;;0;;;0;;;0;;;0;;;0;;;5;;;0;;;0;;;;;;;0.1;0;0;0;0;0;0;0;0;0
ORG;2020;100010578;GCS PATCS - HAD-TROYES;100010347;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;AUBE ET SÉZANNAIS;;;;;;;;;;;;;;
ORG;2020;100010818;GCS ES CLINIQUE DE CHAMPAGNE SITE CLQ;100010792;;;;;;;;;;;;;;;;1;A;B;;;;10;C;D;;;;1;1;AUBE ET SÉZANNAIS;;;;;1;2.25;;;0.2;;;0.1;;
ORG;2020;100010933;GCS PATCS CRRF PASTEUR 2;100010347;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;AUBE ET SÉZANNAIS;;;;;0;;;;;;;;;
ORG;2020;110000023;CH CARCASSONNE;110780061;;;;4;C;A;;;;;;;;;;1;D;;;;;210;C;A;13;C;A;;;;;;;;0.9;7.47;0.1;0.8;18.76;;10.95;86.97;0.35;2.95
ORG;2020;110000049;CH JEAN PIERRE CASSABEL;110780087;1;A;;3;A;F;1;C;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;2.18;0.85;;;1.25;;;5.67
ORG;2020;110000056;CH NARBONNE HOTEL DIEU;110780137;;;;3;A;C;;;;;;;;;;;;;6;C;;248;A;B;20;C;D;0;;;;;;;;;;7.53;;;4;;;1.92
ORG;2020;110000189;CH LIMOUX QUILLAN SITE DE LIMOUX;110780707;;;;1;C;;;;;;;;;;;;;;;;;11;C;D;;;;;;;;;;;;;;;;;;;;
ORG;2020;110000247;CH LEZIGNAN CORBIERES;110780772;;;;1;C;;;;;;;;;;;;;;;;;8;C;D;;;;0;;;;;;;0;;;;;;;;0.2;
ORG;2020;110000262;CH FRANCIS VALS;110781010;;;;1;A;;;;;;;;;;;;;;;;;12;A;C;;;;1;1;GHT DES CH DE PERPIGNAN-NARBONNE-LEZIGNAN-CORBIERES-PORT-LA-NOUVELLE-PRADES;;;;;0.05;;;0.2;;;;;0.1;
ORG;2020;110003118;CL DU SUD;110007341;;;;;;;;;;;;;;;;;;;;;;39;C;D;;;;0;;;;;;;0.05;;;;;;;;;
ORG;2020;110004413;AIDER SANTE UAD NARBONNE;340000264;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;0;;;;;;;;;
ORG;2020;110004421;AIDER SANTE UAD LIMOUX QUILLAN;340000264;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;0;;;;;;;;;
ORG;2020;110004942;SSR LES QUATRE FONTAINES KORIAN;310021324;;;;1;A;D;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0.5;;;;;;;5.5;;
ORG;2020;110005048;HAD NARBONNE HAD;110000114;;;;;;;;;;;;;;;;;;;;;;18;C;;;;;1;1;GHT DES CH DE PERPIGNAN-NARBONNE-LEZIGNAN-CORBIERES-PORT-LA-NOUVELLE-PRADES;;;;;;;;;;;;;;
ORG;2020;110005311;AIDER SANTE UDM CH CARCASSONNE;340000264;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;0;;;;;;;;;
ORG;2020;110005394;HAD KORIAN PAYS DES QUATRE VENTS;750056335;;;;;;;;;;;;;;;;;;;;;;31;C;C;;;;1;1;OUEST AUDOIS;;;;;1;;;;;;;;;
ORG;2020;110007259;UDM POLYCL LE LANGUEDOC;110000114;;;;;;;;;;;;;;;;;;;;;;4;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;110007580;CH CARCASSONNE SMUR ANTENNE CASTELNAUD;110780061;;;;;;;;;;;;;;;;;;;;;;1;A;;;;;;;;;;;;;;;;;;;;;
ORG;2020;110007598;CH CARCASSONNE SMUR ANTENNE QUILLAN;110780061;;;;;;;;;;;;;;;;;;;;;;1;A;;;;;;;;;;;;;;;;;;;;;
ORG;2020;110007630;SSR CENTRE DE LORDAT;110008810;;;;2;F;A;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0.1;;;;;;;0.1;;0.47
ORG;2020;110780152;CLINIQUE DE MIREMONT;110000064;0;;;0;;;0;;;0;;;0;;;0;;;0;;;13;;;;;;0;;;;;;;0.1;;;0.23;;;;;;
ORG;2020;110780194;CL SSR CHRISTINA;330050899;;;;1;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2020;110780202;CL KORIAN LA VERNEDE;310021316;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;;;;0.1;;;0.1;;;0.1;;;0.1
ORG;2020;110780228;POLYCL LE LANGUEDOC;110000114;;;;;;;;;;;;;;;;;;;;;;62;C;A;;;;1;1;GHT DES CH DE PERPIGNAN-NARBONNE-LEZIGNAN-CORBIERES-PORT-LA-NOUVELLE-PRADES;;;;;;;;;;;;;;
ORG;2020;110780236;CH LIMOUX QUILLAN SITE DE QUILLAN;110780707;;;;1;C;;;;;;;;;;;;;;;;;11;C;D;;;;;;;;;;;;;;;;;;;;
ORG;2020;110780483;POLYCL MONTREAL;110000155;3;C;C;1;C;;;;;;;;;;;1;D;;;;;;;;;;;0;;;;;;;0.3;;;;;;;0.5;;
ORG;2020;110786324;ASM;110786324;;;;4;A;C;;;;;;;;;;;;;;;;14;C;D;;;;0;;;;;;;;;;0.84;;;3.81;1.58;;1
ORG;2020;110786746;SSR LIMOUX ARAGOU LES TILLEULS;110786324;;;;1;C;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;;;;;0.5;;;0.3;;;
ORG;2020;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;;;;1;A;;;;;4;C;;;;;;;;;;;18;C;;;;;;;;;;;;;;0.44;;;;;;1.23;
ORG;2020;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;;;;;;;;;;;;;;;;;;;;;;23;C;D;;;;;;;;;;;0.1;;0.9;0.4;;;;;0.13;
ORG;2020;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.87;0.32;;0.02;0.24
ORG;2020;120000088;CH ETIENNE RIVIE ST GENIEZ D'OLT;120780093;;;;1;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;;;;;;0.04;
ORG;2020;120000096;CHI ESPALION ST LAURENT D'OLT;120780101;;;;2;A;C;;;;;;;2;E;;;;;;;;;;;;;;1;1;ROUERGUE;;;;;0.1;;0.8;;;1.8;;;2.35;
ORG;2020;120000153;CH MAURICE FENAILLE SEVERAC LE CHATEAU;120780291;;;;1;A;;;;;;;;;;;;;;;;;10;C;A;;;;1;1;EST HÉRAULT ET SUD AVEYRON;;;;;0;0;0;0;0;0;0;0;0;0
ORG;2020;120000237;CHI VALLON SALLES LA SOURCE;120780481;;;;1;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.05;;;;;;;;;
ORG;2020;120001748;AIDER SANTE UAD UDM MILLAU;340000264;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;;0;;;;;;;;;
ORG;2020;120004569;CH MILLAU;120004528;;;;1;A;;;;;;;;;;;;;;;;;2;A;C;;;;;;;;;;;0.5;;;;;;;5.4;;
ORG;2020;120004668;CH EMILE BOREL ST AFFRIQUE;120004619;;;;4;A;C;;;;;;;4;B;A;;;;;;;23;C;A;8;C;;1;1;EST HÉRAULT ET SUD AVEYRON;;;;;0.5;;;;;;0.89;0.5;;
ORG;2020;120007554;SSR SITE STE ANNE CH MILLAU;120004528;;;;1;A;;;;;;;;;;;;;;;;;1;A;C;;;;;;;;;;;;;;;;;;5.4;;
ORG;2020;120007786;AAIR UAD UDM ST REMY;310000633;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;120780135;CENTRE SSR LA CLAUZE;120000104;;;;;;;;;;;;;1;B;;0;;;;;;34;A;C;;;;1;1;ROUERGUE;;;;;0.2;;;0.01;;;6.44;;;
ORG;2020;120780143;CSSR LES TILLEULS CEIGNAC;120000112;;;;;;;;;;;;;;;;;;;;;;16;C;;;;;0;;;;;;;0;;0.2;;;0.2;;;;
ORG;2020;120780283;CHS STE MARIE;630786754;;;;;;;;;;;;;3;B;E;;;;;;;83;C;E;;;;0;;;;;;;0.25;;;;;;;;;
ORG;2020;120783097;USLD CH MILLAU;120004528;;;;1;A;;;;;;;;;;;;;;;;;1;A;C;;;;;;;;;;;;;;;;;;5.4;;
ORG;2020;120783618;HAD UDSMA RODEZ;120784616;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;ROUERGUE;EST HÉRAULT ET SUD AVEYRON;;;;0.1;;;;;;;;;
ORG;2020;130000235;CHS EDOUARD TOULOUSE;130780554;;;;1;A;;;;;;;;3;A;B;;;;;;;;;;1;E;;;;;;;;;1.5;;;;;;;2.7;0.12;
ORG;2020;130000409;CHI SITE D'AIX EN PROVENCE;130041916;2;A;E;;;;;;;;;;;;;2;D;;;;;508;A;C;;;;0;;;;;;;0.6;;3.36;3.89;;;1.51;1.9;0.59;2.08
ORG;2020;130000516;CH LOUIS BRUNET D'ALLAUCH;130781339;;;;1;C;;;;;;;;1;A;;;;;;;;;;;;;;0;;;;;;;;;0;;;0;;;0.11;
ORG;2020;130000565;CENTRE HOSPITALIER GENERAL D'AUBAGNE;130781446;;;;;;;;;;;;;;;;;;;;;;96;;;;;;0;;;;;;;0.06;;;;;;;;0.11;0.5
ORG;2020;130001225;HOPITAL DU PAYS SALONNAIS;130782634;;;;1;A;;;;;;;;;;;1;D;;;;;;;;;;;0;;;;;;;0;;;;;;;;;
ORG;2020;130001258;HOPITAUX PORTES DE CAMARGUE TARASCON;130028228;;;;;;;;;;;;;0;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;
ORG;2020;130001647;INSTITUT PAOLI CALMETTES;130784127;1;E;;2;C;;;;;;;;1;E;;;;;;;;34;C;D;6;C;G;0;;;;;;;0.2;;;3.23;;;;;;
ORG;2020;130002215;CENTRE HOSPITALIER GENERAL LA CIOTAT;130785512;1;;;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.11;
ORG;2020;130002496;CHS VALVERT MARSEILLE;130786494;1;C;;;;;;;;;;;2;B;;;;;;;;43;C;;;;;0;;;;;;;;2.87;;;7.68;;;0.97;;
ORG;2020;130002827;CH JOSEPH IMBERT D'ARLES;130789274;;;;1;D;;;;;;;;;;;;;;;;;47;;;;;;;;;;;;;1;;;1;;;;;;1.11
ORG;2020;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;130789316;;;;;;;;;;;;;1;A;;;;;;;;1;C;;;;;0;;;;;;;0;;;;;;;;0.11;
ORG;2020;130008048;CLINIQUE SAINT MARTIN SUD MARSEILLE;130043169;;;;1;A;D;;;;;;;;;;;;;;;;3;C;D;;;;0;;;;;;;0.02;;;;;;;0.5;;
ORG;2020;130008238;CLINIQUE LA PHOCEANNE SUD;130044118;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;130008253;CLINIQUE DE VITROLLES;130001084;;;;1;E;;;;;;;;;;;1;A;B;;;;;;;;;;0;;;;;;;1;0;0;0;0;0;0;0;0;0
ORG;2020;130021488;HAD BOUCHES DU RHONE EST;130021439;0;;;0;;;0;;;0;;;0;;;1;A;;0;;;1;;;0;;;0;;;;;;;0.18;0;;;0;;;0;;
ORG;2020;130021819;HAD CLARA SCHUMANN;130021769;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;1;1;ALPES-DE-HAUTE-PROVENCE;;;;;;;;;;;;;;
ORG;2020;130022619;SANTE ET SOLIDARITE BOUCHES DU RHONE;130045339;;;;;;;;;;;;;;;;;;;;;;2;C;D;;;;0;;;;;;;;;;;;;;;;
ORG;2020;130032758;CLINIQUE DE LA POINTE ROUGE USLD;130001514;;;;1;C;;;;;;;;;;;;;;;;;5;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;130035793;CLINIQUE LES ALPILLES KORIAN GLANUM;130013139;;;;;;;;;;;;;;;;;;;;;;11;C;;;;;0;;;;;;;0.2;;;;;;;;;
ORG;2020;130037922;HOP PRIVE DE LA RESIDENCE DU PARC;130037823;;;;;;;;;;;;;;;;;;;;;;49;D;C;;;;0;;;;;;;;;;;;;;;;
ORG;2020;130041767;EUROMED CARDIO;130041262;;;;1;D;;;;;;;;1;G;;1;A;B;;;;19;C;D;1;D;;0;;;;;;;;0.88;;;;;;;;
ORG;2020;130043318;SSR PEDIATRIQUE VAL PRE VERT;130043300;5;A;;;;;;;;;;;;;;;;;;;;7;A;;;;;0;;;;;;;1;;;;;;;;;
ORG;2020;130043664;HOPITAL EUROPEEN;130002157;;;;1;D;;;;;;;;1;G;;1;A;B;;;;19;C;D;1;D;;0;;;;;;;;4.12;;;11.51;;;5.05;;
ORG;2020;130043854;CSSR VALMANTE SITE HOPITAL EUROPEEN;130037815;;;;;;;;;;;;;;;;1;A;D;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;130044753;CLINIQUE MONTICELLI VELODROME;130810336;;;;;;;;;;;;;;;;1;A;;;;;5;C;;;;;0;;;;;;;0;;;;;;;;;
ORG;2020;130045263;VILLA IZOI;130007487;;;;;;;;;;;;;;;;;;;;;;2;A;C;;;;0;;;;;;;0;;;;;;;;;
ORG;2020;130780083;CLINIQUE MADELEINE REMUZAT;130000060;;;;;;;;;;;;;;;;;;;;;;32;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;130781065;CLINIQUE PSYCHIATRIQUE LA JAUBERTE;130000417;;;;;;;;;;;;;;;;;;;;;;11;C;D;;;;0;;;;;;;0.1;0;0;0;0;0;0;0;0;0
ORG;2020;130781370;CLINIQUE JEANNE D'ARC;130000532;2;D;C;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0.83;;;36.51;;;12.74;;
ORG;2020;130781479;HOPITAL PRIVE LA CASAMANCE;130000599;;;;;;;;;;;;;;;;1;A;B;;;;87;C;D;;;;0;;;;;;;0.01;;;;;;;;;
ORG;2020;130781834;CRF NOTRE DAME DU BON VOYAGE;130000805;;;;;;;;;;;;;;;;;;;;;;28;;;3;;;0;;;;;;;0;0;;;0;;;0;;
ORG;2020;130781867;CLINIQUE DE LA CIOTAT;130000813;;;;1;D;;;;;;;;;;;2;A;;;;;;;;;;;0;;;;;;;2;0.1;;0.1;1;;;6;;6
ORG;2020;130781917;CTRE MEDICAL DIETETIQUE PROVENCE AZUR;130000847;0;;;0;;;0;;;0;;;0;;;0;;;0;;;10;C;;7;C;;0;;;;;;;0;;;;;;;;;
ORG;2020;130781925;CENTRE CARDIO VASCULAIRE D'EYGUIERES;920030269;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;130782071;CLINIQUE DE L'ETANG DE L'OLIVIER;130002454;0;;;1;E;;0;;;0;;;0;;;1;A;B;0;;;0;;;0;;;0;;;;;;;0;0;;;0;;;0;;
ORG;2020;130782097;CENTRE DE SIBOURG;130000938;;;;1;;;;;;;;;;;;;;;;;;12;C;D;;;;0;;;;;;;0;1;;;3.19;;;;;
ORG;2020;130782147;CLINIQUE GENERALE DE MARIGNANE;130000979;;;;1;E;;;;;;;;;;;1;A;B;;;;;;;;;;0;;;;;;;1;0;0;0;0;0;0;0;0;0
ORG;2020;130782162;CLINIQUE CHIRURGICALE DE MARTIGUES;130000987;;;;;;;;;;;;;;;;1;A;B;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;130782444;CLINIQUE DU CHATEAU DE FLORANS;130001100;;;;;;;;;;;;;;;;;;;;;;58;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;130782675;CLINIQUE VIGNOLI;130001233;0;;;1;E;;0;;;0;;;0;;;1;A;B;0;;;0;;;0;;;0;;;;;;;1;;;;;;;;;
ORG;2020;130783475;CLINIQUE L'ANGELUS;690795331;0;;;0;;;0;;;0;;;0;;;0;;;0;;;3;A;D;0;;;0;;;;;;;0;;;;;;;;;
ORG;2020;130784051;HOPITAL PRIVE CLAIRVAL;130037823;;;;;;;;;;;;;1;A;B;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;130784481;CENTRE DE DIALYSE DIAVERUM MARSEILLE 8;130006562;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2020;130784549;CLINIQUE DE POST CURE PSY LA BASTIDE;130001811;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;1;;;;;;;;;1
ORG;2020;130784580;CLINIQUE LA PROVENCALE;920030269;;;;;;;;;;;;;;;;;;;;;;6;D;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;;;;;;;;;;;;;;;;2;A;;;;;;;;;;;0;;;;;;;4;;;0.2;;;2;;;18
ORG;2020;130784812;CLINIQUE SAINT BARNABE;130001985;;;;;;;;;;;;;;;;;;;;;;30;C;E;;;;0;;;;;;;0.2;;;;;;;;;
ORG;2020;130785389;CLINIQUE CHANTECLER;130002173;0;;;1;E;;0;;;0;;;0;;;1;A;;;;;;;;;;;0;;;;;;;;;;;;;;1.22;;
ORG;2020;130785462;LA CHENAIE;130002207;;;;;;;;;;;;;;;;;;;;;;14;C;D;;;;0;;;;;;;0.01;;;;;;;;;
ORG;2020;130785678;HOPITAL PRIVE VERT COTEAU BEAUREGARD;130002249;;;;;;;;;;;;;;;;2;A;;;;;;;;;;;0;;;;;;;2;;;0.1;;;2;;;9
ORG;2020;130785983;CLINIQUE SAINT CHRISTOPHE;130002306;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0.2;;;;;;;;;
ORG;2020;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;;;;1;A;;;;;;;;1;A;;;;;;;;4;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;130786742;HIA LAVERAN;750821092;;;;2;G;;;;;;;;1;;;;;;;;;200;C;D;3;C;;;;;;;;;1;;;1;;;;;;
ORG;2020;130786924;INST UNIV DE READAP VALMANTE SUD;130037815;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;E;;0;;;0;;;;;;;0;0;0;1;0;0;0;0;0;0
ORG;2020;130786973;CLINIQUE PSYCHIATRIQUE MEDIAZUR;130002702;;;;;;;;;;;;;;;;;;;;;;4;A;;;;;0;;;;;;;1;;;;;;;;;
ORG;2020;130787369;CTRE REED FONCT LE GRAND LARGE;130002777;1;C;;;;;;;;;;;;;;;;;;;;10;C;;11;C;;1;2;BOUCHES-DU-RHÔNE;BOUCHES-DU-RHÔNE;;;;0.15;;;;;;;;;
ORG;2020;130789159;CENTRE CARDIO VASCULAIRE VALMANTE;920030269;19;A;A;1;A;A;;;;2;A;A;;;;;;;;;;;;;;;;0;;;;;;;0.2;;;0.1;;;;;;
ORG;2020;130789357;CLINIQUE READAPT FONCT LES FEUILLADES;130002843;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0.05;0.5;;;0.9;;;;;
ORG;2020;130802143;HAD SOINS ASSISTANCE;130804396;;;;;;;;;;;;;;;;1;B;A;;;;;;;;;;0;;;;;;;0;;;0.8;;;;;;
ORG;2020;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;130016058;;;;;;;;;;;;;;;;;;;;;;1;C;D;;;;0;;;;;;;0;;;;;;;;;
ORG;2020;130809981;KORIAN MASSILIA LES PINS;750056335;;;;;;;;;;;;;;;;;;;;;;20;D;;;;;0;;;;;;;0.01;;;;;;;;;
ORG;2020;130811102;LA MAISON;130007487;;;;;;;;;;;;;;;;;;;;;;2;A;C;;;;0;;;;;;;;;;;;;;;;
ORG;2020;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;;;;;;;;;;;;;;;;1;D;;;;;5;C;;;;;;;;;;;;;;;;1.85;;;;;
ORG;2020;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;;;;2;A;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2020;140000209;CHU COTE DE NACRE - CAEN;140000100;0;;;4;;;0;;;0;;;1;;;0;;;0;;;630;;;;;;;;;;;;;0.8;14.11;1.7;;7.1;;;10.17;16.55;
ORG;2020;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;1;D;;1;B;;;;;;;;4;B;A;;;;;;;75;C;A;;;;;;;;;;;;;;3.75;1.75;;4.45;;0.62;2.9
ORG;2020;140000290;CLINIQUE NOTRE DAME - VIRE;140000449;;;;;;;;;;;;;;;;;;;;;;9;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;140000373;CENTRE HOSPITALIER DE VIRE;140000159;;;;3;D;A;;;;;;;;;;1;D;;;;;;;;;;;;;;;;;;;2.7;1.92;1;;;6.5;11.18;1;
ORG;2020;140000456;ETS PUBLIC DE SANTE MENTALE;140000316;;;;1;B;;;;;;;;3;B;A;;;;;;;7;A;C;;;;0;;;;;;;1;;;;;;;;;
ORG;2020;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;;;;1;C;D;;;;1;A;;;;;1;A;;;;;137;C;D;;;;0;;;;;;;5;;;4.8;;;0.23;;;1.8
ORG;2020;140002254;ANIDER - HEROUVILLE SAINT CLAIR;140000852;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;140002452;CLINIQUE DE LA MISERICORDE - CAEN;140025800;;;;;;;;;;;;;;;;1;D;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;140004136;UNITE PSYCHIATRIQUE - CH BAYEUX;140000092;;;;1;G;;;;;;;;1;A;;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2020;140004383;CHR GEORGES CLEMENCEAU - CAEN;140000100;;;;4;;;;;;;;;1;;;;;;;;;630;;;;;;1;;;;;;;0.8;14.11;1.7;;7.1;;;10.17;16.55;
ORG;2020;140012196;UNITE SOINS LONGUE DUREE - CHU CAEN;140000100;;;;4;;;;;;;;;1;;;;;;;;;630;;;;;;;;;;;;;0.8;14.11;1.7;;7.1;;;10.17;16.55;
ORG;2020;140015975;CENTRE SSR THALATTA - LES VILLANDIERES;310021092;;;;;;;;;;;;;;;;;;;;;;15;C;;;;;0;;;;;;;0.05;;;;;;;;;
ORG;2020;140016155;HAD DE BAYEUX;140027426;;;;1;G;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2020;140016759;POLYCLINIQUE DU PARC - CAEN;140003146;;;;;;;;;;;;;;;;1;D;;;;;;;;;;;0;;;;;;;1;;;;;;;;;1.5
ORG;2020;140017278;INSTITUT MEDECINE PHYSIQUE ET READAPTA;610787285;;;;;;;;;;;;;;;;;;;;;;5;C;;;;;0;;;;;;;0;;;;;;;;;
ORG;2020;140017401;UNITE SOINS LONGUE DUREE - CH BAYEUX;140000092;;;;1;G;;;;;;;;1;A;;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2020;140019175;CRF MANOIR D' APRIGNY - BAYEUX;930019484;;;;;;;;;;;;;;;;;;;;;;3;C;E;;;;0;;;;;;;0;;;1.03;;;3.9;;;
