BOR;AN;FI;RS;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;JOU_ST;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL_PA;NB_CMP_SEUL_PL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;FIL_TPL;FIL_PLA;EFFPL_PKT;EFFPA_PKT;ETP_PKT;EFFPL_MED;EFFPA_MED;ETP_MED;GAR_SEN;AST_SEN;EFFPL_PNM;EFFPA_PNM;ETP_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_ASS;ETP_REE;ETP_EDU;HPLEFFPL_PKT;HPLEFFPA_PKT;HPLETP_PKT;HPLEFFPL_MED;HPLEFFPA_MED;HPLETP_MED;HPLEFFPL_PNM;HPLEFFPA_PNM;HPLETP_PNM;HPLETP_INF;HPLETP_AID;HPLETP_PSY;HPLETP_ASS;HPLETP_REE;HPLETP_EDU
PSY;2020;080000318;CENTRE HOSPITALIER BELAIR;080000086;GEN;;4;;;186;4;18;;;;67890;65;6;2;2066;52503;750;5647;;;;0;9010;0;1237;;8;4;7;42051;5033;2584;9061;4985;715;;5769;3970;1262;54;9;5;10.28;2;6;5.07;0;1;348;48;380.43;222.55;79.55;13.74;;;10.12;5;3;5.02;1;6;3.64;226;31;255.38;125.17;79.23;1.95;;;6.17
PSY;2020;080000318;CENTRE HOSPITALIER BELAIR;080000086;INF;;1;;;8;;;;;;2928;45;;;73;1002;;;;;;0;4370;0;0;;4;1;5;13887;86;2323;35;32;1072;35;1282;794;58;;3;2;3.28;;2;0.34;0;1;56;11;74.59;45.72;;8.09;;2;13.88;;;0.33;;;0.05;;;10.05;9.78;;0.16;;;
PSY;2020;080000318;CENTRE HOSPITALIER BELAIR;080000086;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0.2;;;;;;;1;0.25;;;0.25;;;;;;;;;;;;;;;;;;
PSY;2020;080000318;;080000086;TOT;1;;5;1;194;4;18;;;;70818;110;6;2;2139;53505;750;5647;;;;0;13380;0;1237;;12;5;12;55938;5119;4907;9096;5017;1787;35;7051;4722;1377;54;11;8;13.76;2;7;5.41;;;404;60;455.27;268.27;79.55;22.08;;2;24;5;3;5.35;1;6;3.69;226;31;265.43;134.95;79.23;2.11;;;6.17
PSY;2020;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;GEN;;2;;;88;12;0;0;0;0;31638;30;5;0;854;28489;2277;0;0;0;0;10;2410;5;0;0;4;1;2;38725;763;901;1689;330;3888;0;4772;4160;538;61;8;6;10.78;0;3;1.53;0;1;179;32;189.71;103.08;28.74;11.07;;3.23;4.74;6;0;5.72;;;;95;9;97.76;57.96;24.51;1.73;;1.42;2.52
PSY;2020;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;INF;;1;;;7;7;;;0;0;2562;20;0;0;81;1767;0;;;0;0;0;1322;0;0;0;3;1;1;12455;0;67;46;3;684;58;1151;1060;63;9;4;0;3.59;;;;0;1;50;12;54.68;26.86;3.17;7.7;;3.92;5.8;1;0;0.8;;;;21;3;20.36;12.66;3.17;0.5;;0.4;1.92
PSY;2020;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;PEN;;;;;0;;;;;;0;0;;0;;;;;;;;;;;;0;0;;;;;;1997;;;;;;;;1;0;0.1;;;;;;4;1;1.48;1.29;;0.19;;;;;;;;;;;;;;;;;;
PSY;2020;090000183;;090781816;TOT;1;;1;1;95;19;0;0;0;0;34200;50;5;0;935;30256;2277;0;0;0;0;10;3732;5;0;0;7;2;3;51180;763;968;3732;333;4572;58;5866;5196;600;70;13;6;14.47;;3;1.53;;;233;45;245.87;131.23;31.91;18.96;;7.15;10.54;7;0;6.52;;;;116;12;118.12;70.62;27.68;2.23;;1.82;4.44
PSY;2020;100000108;EPSMA;100000033;GEN;;4;;;145;9;;20;;;53070;86;;;1215;48873;2142;;6505;;;;10231;;;;7;1;6;16544;163;36513;4386;1565;4606;;5896;2833;875;152;16;7;18.58;2;;1.5;1;1;332;33;354.5;183.09;95.72;20.12;;2.05;4.46;11;2;8.61;2;;1.5;247;13;248.2;105.39;94.72;3.22;;1;2.69
PSY;2020;100000108;EPSMA;100000033;INF;;2;;;6;;;;;;2196;36;;;122;1893;;;;;;9;3258;;;;7;1;6;14961;671;14103;316;112;35;64;2471;1557;70;66;5;1;6.3;;;;0;0;81;22;96.21;48.71;1;18.41;;7.46;14.75;;;0.5;;;;21;;19.2;13.73;1;0.84;;;1.5
PSY;2020;100000108;EPSMA;100000033;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;2866;;;;480;480;;;;;0.16;;;;;;6;;;0.13;;5.5;;;;;;;;;;;;;;;;;;
PSY;2020;100000108;;100000033;TOT;1;;;1;151;9;;20;;;55266;122;;;1337;50766;2142;;6505;;;9;13489;;;3;14;2;12;31505;834;50616;7568;1677;4641;64;8268;4299;934;218;21;8;25.04;2;;1.5;;;413;55;450.71;231.93;96.72;44.03;;9.51;19.21;11;2;9.11;2;;1.5;268;13;267.4;119.12;95.72;4.06;;1;4.19
PSY;2020;110002953;CH NARBONNE HJ PSY ADULTE PSYCHOTIQUE;110780137;GEN;;1;;;49;1;5;;;;17885;20;0;;460;10874;365;808;;;;;2531;;;2;;;;10578;;;984;2;1091;0;2211;1857;354;0;6;;5.33;;1;0.5;0;1;87;6;65.92;42.42;5.41;3.23;;1;6;6;;3.2;;1;0.5;62;6;39.21;31.6;5.41;1;;0.6;0.6
PSY;2020;110002953;CH NARBONNE HJ PSY ADULTE PSYCHOTIQUE;110780137;INF;;1;;;;;;;;;;18;0;;;;;;;;;;2950;;;2;;;;7566;;;39;28;757;153;1053;1053;;;6;1;5.85;1;;0.41;0;1;35;11;30.4;9.6;0;5.62;;4.73;4.42;0;;;;;;0;;;;;;;;
PSY;2020;110002953;;110780137;TOT;1;;2;0;49;1;5;;;;17885;38;0;;460;10874;365;808;;;;;5481;;;4;;;;18144;;;1023;30;1848;153;3264;2910;354;0;12;1;11.18;1;1;0.91;;;122;17;96.32;52.02;5.41;8.85;;5.73;10.42;6;;3.2;;1;0.5;62;6;39.21;31.6;5.41;1;;0.6;0.6
PSY;2020;110780152;CLINIQUE DE MIREMONT;110000064;GEN;;;;;70;;;;;;25620;;;;505;25629;;;;;;;;;;;;;;;;;;;;;375;;375;;3;;3;;2;0.9;;;;;48.8;16;8.5;1.7;;;;;;;;;;;;;;;;;;
PSY;2020;110780152;;110000064;TOT;0;;;0;70;;;;;;25620;;;;505;25629;;;;;;;;;;;;;;;;;;;;;375;;375;;3;;3;;2;0.9;;;;;48.8;16;8.5;1.7;;;;;;;;;;;;;;;;;;
PSY;2020;110786324;ASM;110786324;GEN;;4;;;194;;;;;;62234;42;;;1533;51638;;;;;;;4806;;;1;6;;4;39812;;4116;3824;2915;7768;2;5903;4641;1053;44;11;13;18.06;2;6;3.29;0;1;219;64;289.76;210.57;37.26;16.1;;3.63;22.2;2;10;7.47;2;6;2.79;114;37;156.81;109.98;33.68;3.5;;;9.65
PSY;2020;110786324;ASM;110786324;INF;;1;;;10;;;;;;3405;20;2;;101;2284;;;;;;;1718;10;;1;3;;2;8644;;163;56;3;40;21;899;752;58;0;1;6;3.65;0;1;0.16;0;1;39;17;57.36;34.33;4.5;6.15;;4.65;7.73;0;1;0.89;0;1;0.09;17;4;20.66;13.11;4.48;0.7;;;2.45
PSY;2020;110786324;ASM;110786324;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;110786324;;110786324;TOT;1;;1;1;204;;;;;;65639;62;2;;1634;53922;;;;;;;6524;10;;2;9;;6;48456;;4279;3881;2918;7808;23;6733;5358;1109;44;12;18;21.71;2;7;3.45;;;258;81;347.12;244.9;41.76;22.25;;8.28;29.93;2;11;8.36;2;7;2.88;131;41;177.47;123.09;38.16;4.2;;;12.1
PSY;2020;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;INF;;1;;;5;;;;;;1830;28;;;183;1897;;;;;;;2131;;;2;4;;3;13625;;2523;56;236;97;134;1396;955;60;;0;4;3.77;0;0;0.05;;;35;29;48.84;13.6;7;3.85;;3.87;16.73;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2020;120000039;;120780044;TOT;1;;2;0;5;;;;;;1830;28;;;183;1897;;;;;;;2131;;;2;4;;3;13625;;2523;56;236;97;134;1396;955;60;;0;4;3.77;0;0;0.05;;;35;29;48.84;13.6;7;3.85;;3.87;16.73;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2020;120004569;CH MILLAU;120004528;GEN;;1;;;22;;;;;;8052;21;2;1;388;7157;;;;;;;3217;0;482;;2;1;1;19556;;4596;4407;;189;;1148;784;266;;1;2;2;;;;0;1;26;4;29.89;18.11;9.51;0.08;;1;0.68;1;2;2;;;;26;4;29.89;18.11;9.51;0.08;;1;0.68
PSY;2020;120004569;CH MILLAU;120004528;INF;;1;;;;;;;;;;6;;;22;;;;;;;57;719;;;;3;1;;4842;;;;;8;;437;401;22;;1;1;1.5;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;120004569;;120004528;TOT;1;;;0;22;;;;;;8052;27;2;1;410;7157;;;;;;57;3936;0;482;;5;2;1;24398;;4596;4407;;197;;2585;1185;288;;2;3;3.5;;;;;;26;4;29.89;18.11;9.51;0.08;;1;0.68;1;2;2;;;;26;4;29.89;18.11;9.51;0.08;;1;0.68
PSY;2020;120780283;CHS STE MARIE;630786754;GEN;;4;;;224;40;5;;4;;81984;115;1;;2672;69596;11160;818;;984;;;8369;0;;2;6;8;9;45649;6914;23361;21764;3575;446;12;9022;7017;1673;27;7;18;20.3;4;8;9.09;1;1;523;156;624.87;305.14;88;12.13;;5.55;13.64;7;15;10.71;3;6;5.94;285;107;344.35;191.9;82.67;3.79;;1.59;6.86
PSY;2020;120780283;CHS STE MARIE;630786754;INF;;0;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;0;;;;;;9;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2020;120780283;CHS STE MARIE;630786754;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;274;274;;;;2;0.2;;;;;;6;1;0.83;0.55;;0.28;;;;;;;;;;;;;;;;;;
PSY;2020;120780283;;630786754;TOT;1;;3;1;224;40;5;;4;;81984;115;1;;2672;69596;11160;818;;984;;;8369;0;;2;6;8;9;45649;6914;23361;21764;3575;446;12;9251;7246;1673;27;7;18;20.5;4;8;9.09;;;523;156;625.7;305.69;88;12.41;;5.55;13.64;7;15;10.71;3;6;5.94;285;107;344.35;191.9;82.67;3.79;;1.59;6.86
PSY;2020;130000235;CHS EDOUARD TOULOUSE;130780554;GEN;;6;;;219;20;;;8;;80154;148;14;2;1449;62583;5438;;;1760;;30;13999;82;778;0;7;5;7;69469;24798;46423;4964;1819;10012;0;8347;6799;863;64;14;23;27.49;0;3;2.22;;;493;67;525.32;304.23;61.04;32.28;;8.58;37.91;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2020;130000235;CHS EDOUARD TOULOUSE;130780554;INF;;2;;;;;;;4;;;52;;;;;;;;1131;;;2382;;;0;8;4;3;23046;10854;306;2240;269;954;160;2536;2315;;;7;11;13.64;0;0;0.08;;;114;26;120.48;44.03;3.99;25.04;;9.03;29.08;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2020;130000235;;130780554;TOT;1;;8;1;219;20;;;12;;80154;200;14;2;1449;62583;5438;;;2891;;30;16381;82;778;0;15;9;10;92515;35652;46729;7204;2088;10966;160;10678;8984;863;64;21;34;41.13;0;3;2.3;;;606;93;645.8;348.26;65.03;57.32;;17.61;66.99;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2020;130000433;CHS MONTPERRIN;130781131;GEN;;6;;;301;20;19;;11;;101136;127;12;;2504;80122;2192;4508;;1854;;;12281;217;;;12;21;8;71877;10837;21423;8056;249;13884;84;14992;12487;1606;30;40;13;44.84;;3;2.72;1;1;558;87;583.85;392.85;73.94;24.95;;2.5;25.78;29;3;18.57;;2;1.93;293;36;292.3;170.76;57.09;5.61;;2.1;7.31
PSY;2020;130000433;CHS MONTPERRIN;130781131;INF;;3;;;10;2;;;;;3660;53;;;68;2224;152;;;;;16;2725;;;1;10;2;5;32651;4583;3029;1715;1915;1226;336;3647;3400;57;;12;11;16.39;;;0.18;1;1;106;50;132.79;40.13;3;36.1;;16.09;32.97;3;2;1.68;;;;16;3;17.91;14.7;;;;;3.22
PSY;2020;130000433;CHS MONTPERRIN;130781131;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;3060;27581;;;;2411;2338;;;7;2;6.52;;;;;;28;2;23.84;11.66;;10.62;;0.45;1.12;;;;;;;;;;;;;;;
PSY;2020;130000433;;130781131;TOT;1;;5;1;311;22;19;;11;;104796;180;12;;2572;82346;2344;4508;;1854;;16;15006;217;;1;22;23;16;104528;15420;27512;37352;2164;15110;420;18210;15562;1659;30;59;26;67.75;;3;2.9;;;692;139;740.48;444.64;76.94;71.67;;19.04;59.87;32;5;20.25;;2;1.93;309;39;310.21;185.46;57.09;5.61;;2.1;10.53
PSY;2020;130002496;CHS VALVERT MARSEILLE;130786494;GEN;;4;;;141;0;4;;8;;50051;126;;;1149;35246;0;123;;1728;0;0;14744;;;;5;8;6;54029;26833;16459;2654;2921;14867;0;6085;4786;743;17;26;5;30.28;;;;1;1;242;18;248.98;214.94;3.05;15.9;;0.8;15;13;;9.74;;;;176;10;179.7;123.87;9.05;3.51;;0.3;5.57
PSY;2020;130002496;CHS VALVERT MARSEILLE;130786494;INF;;2;;;;;;;;;;29;;;;0;;;;0;0;0;1597;;;1;6;3;3;33709;21548;18472;720;204;2027;633;2881;2793;0;0;11;1;11.28;;;;0;0;66;14;72.47;30.91;1.23;22.43;;13.18;17;;;;;;;;;;;;;;;
PSY;2020;130002496;;130786494;TOT;1;;4;0;141;0;4;;8;;50051;155;;;1149;35246;0;123;;1728;0;0;16341;;;1;11;11;9;87738;48381;34931;3374;3125;16894;633;8825;7428;743;17;37;6;41.56;;;;;;308;32;321.45;245.85;4.28;38.33;;13.98;32;13;;9.74;;;;176;10;179.7;123.87;9.05;3.51;;0.3;5.57
PSY;2020;130002827;CH JOSEPH IMBERT D'ARLES;130789274;GEN;;1;;;33;4;;;;;12078;10;;;681;9741;1;;;;;;1187;;;;4;;3;19782;;7746;;;1397;;2372;1924;427;0;4;2;6.59;1;0;1.7;;;65;17;72.73;48.81;12.26;4.82;;0;4.6;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2020;130002827;CH JOSEPH IMBERT D'ARLES;130789274;INF;;1;;;;;;;;;;10;;;;;;;;;;;412;;;;4;;3;9732;;1095;;;;;465;434;;;2;1;2.62;0;0;0;;;31;10;34.5;9.76;0;8.24;;6.32;9.18;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2020;130002827;;130789274;TOT;1;;;0;33;4;;;;;12078;20;;;681;9741;1;;;;;;1599;;;;8;;6;29514;;8841;;;1397;;2820;2346;427;;6;2;9.21;1;0;1.7;;;95;26;107.23;58.57;12.26;13.06;;6.32;13.78;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2020;130010648;CLINIQUE SAINT MICHEL;130010648;GEN;;;;;84;;;;;;30660;10;5;;236;29118;;;;;;;2076;2162;;;;;;;;;;;;;236;;236;31;;8;;;1;;0;0;50;9;25.34;15.84;4.49;1.44;;;3.56;;8;;;1;;46;6;22.65;14.24;4.49;1;;;2.63
PSY;2020;130010648;;130010648;TOT;0;;;0;84;;;;;;30660;10;5;;236;29118;;;;;;;2076;2162;;;;;;;;;;;;;236;;236;31;;8;;;1;;;;50;9;25.34;15.84;4.49;1.44;;;3.56;;8;;;1;;46;6;22.65;14.24;4.49;1;;;2.63
PSY;2020;130780273;MAISON DE SANTE DE SAINTE MARTHE;130000151;GEN;;0;;;72;;;;;;24169;12;5;1;384;24169;;;;;;;1025;69;3220;;;;;;;;;;;;183;;;;0;;;;;;0;0;15;32;37.3;11.5;8.4;1.2;;;1;;;;;;;;;;;;;;;
PSY;2020;130780273;;130000151;TOT;0;;0;0;72;;;;;;24169;12;5;1;384;24169;;;;;;;1025;69;3220;;;;;;;;;;;;183;;;;0;;;;;;;;15;32;37.3;11.5;8.4;1.2;;;1;;;;;;;;;;;;;;;
PSY;2020;130780521;APHM HOPITAL NORD;130786049;PEN;;;;;40;;;;;;13140;;;;245;10730;;;;;;;;;;;;;;;;;;;;;179;;179;;3;1;3.91;;;;;;64;4;65.38;38.47;20.49;2;;1.52;1.9;;;;;;;;;;;;;;;
PSY;2020;130780521;;130786049;TOT;0;;;0;40;;;;;;13140;;;;245;10730;;;;;;;;;;;;;;;;;;;;;179;;179;;3;1;3.91;;;;;;64;4;65.38;38.47;20.49;2;;1.52;1.9;;;;;;;;;;;;;;;
PSY;2020;130781065;CLINIQUE PSYCHIATRIQUE LA JAUBERTE;130000417;GEN;;;;;75;0;0;0;0;0;24355;15;0;0;629;24355;0;0;0;0;0;0;3475;0;0;0;0;0;0;0;0;0;0;0;0;0;644;0;514;0;0;6;3.85;0;2;1.23;0;0;23;15;33.04;16.4;11.09;1.5;;4.11;0;0;5;3.45;0;2;1.23;20;13;29.13;14.4;11.09;1;;2.69;0
PSY;2020;130781065;;130000417;TOT;0;;;0;75;0;0;0;0;0;24355;15;0;0;629;24355;0;0;0;0;0;0;3475;0;0;0;0;0;0;0;0;0;0;0;0;0;644;0;514;0;0;6;3.85;0;2;1.23;;;23;15;33.04;16.4;11.09;1.5;;4.11;0;0;5;3.45;0;2;1.23;20;13;29.13;14.4;11.09;1;;2.69;0
PSY;2020;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;GEN;;3;;;117;0;0;0;0;0;39635;56;3;1;1387;31907;;;;;;;4749;;586;0;3;9;1;18048;17386;7822;0;0;3204;0;5587;4486;412;2;19;18;23.65;;2;0.48;;;175;46;190.85;164.29;;17.01;;2.09;0.37;;;;;;;;;;;;;;;
PSY;2020;130783236;;130786049;TOT;1;;1;0;117;0;0;0;0;0;39635;56;3;1;1387;31907;;;;;;;4749;;586;0;3;9;1;18048;17386;7822;0;0;3204;0;5587;4486;412;2;19;18;23.65;;2;0.48;;;175;46;190.85;164.29;;17.01;;2.09;0.37;;;;;;;;;;;;;;;
PSY;2020;130783764;CLINIQUE MON REPOS;920030269;GEN;;;;;275;;;;;;100650;15;;;1442;95871;;;;;;;3274;;;;;;;;;;;;;;1207;;1099;55;3;3;4.21;2;12;7.67;0;0;;;164.42;54.19;27.7;5.01;;6.16;3.46;3;3;4.21;2;12;7.67;;;78.08;25.86;11.02;0.77;;0.93;1.47
PSY;2020;130783764;;920030269;TOT;0;;;0;275;;;;;;100650;15;;;1442;95871;;;;;;;3274;;;;;;;;;;;;;;1207;;1099;55;3;3;4.21;2;12;7.67;;;;;164.42;54.19;27.7;5.01;;6.16;3.46;3;3;4.21;2;12;7.67;;;78.08;25.86;11.02;0.77;;0.93;1.47
PSY;2020;130784085;CLINIQUE L'EMERAUDE;920030921;GEN;;;;;192;;;;;;70272;30;13;;1055;68056;;;;;;;8580;60;;;;;;;;;;;;;993;;820;82;3;2;3.63;6;4;6.7;0;0;;;117.95;50.99;25.4;4.92;;3.31;5;;;;;;;;;;;;;;;
PSY;2020;130784085;CLINIQUE L'EMERAUDE;920030921;INF;;;;;14;;;;;;5124;15;1;;196;4709;;;;;;;2996;5;;;;;;;;;;;;;199;;135;;;1;0.6;;1;0.53;0;0;;;6.94;5;1.41;0.63;;0.76;1.03;;;;;;;;;;;;;;;
PSY;2020;130784085;;920030921;TOT;0;;;0;206;;;;;;75396;45;14;;1251;72765;;;;;;;11576;65;;;;;;;;;;;;;1925;;1526;82;3;3;4.23;6;5;7.23;;;;;124.89;55.99;26.81;5.55;;4.07;6.03;;;;;;;;;;;;;;;
PSY;2020;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;GEN;;3;;;106;;;;;;26570;58;;;987;26570;;;;;;;553;;;;4;8;;5360;26781;;;;1684;;6182;4581;630;2;12;18;16.62;;2;1.07;;;138;19;148.68;94.56;36.12;12.04;;2;3.96;;;;;;;;;;;;;;;
PSY;2020;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;INF;;2;;;14;;;;;;3264;49;;;84;3264;;;;;;;5856;;;;2;5;;12613;10588;;;;2720;;3123;2725;75;;15;5;12.66;;3;1.43;;;57;9;58.76;27.35;3;11.61;;3.59;8.41;;;;;;;;;;;;;;;
PSY;2020;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;PEN;;;;;;;;;;;;39;;;;;;;;;;;8353;;;;;;;;;;;;;;;;;;5;7;7.5;;2;0.5;;;27;4;27.25;16.57;0.21;6.85;;1.9;1.72;;;;;;;;;;;;;;;
PSY;2020;130784234;;130786049;TOT;1;;1;1;120;;;;;;29834;146;;;1071;29834;;;;;;;14762;;;;6;13;;17973;37369;;;;4404;;11350;10283;705;2;32;30;36.78;;7;3;;;222;32;234.69;138.48;39.33;30.5;;7.49;14.09;;;;;;;;;;;;;;;
PSY;2020;130784291;CLINIQUE DES TROIS CYPRES;130001696;GEN;;;;;91;;;;;;33215;10;5;;438;31797;;;;;;;1344;75;;;;;;;;;;;;;438;;438;;;;;;;;1;1;33;8;33.53;20.71;8.45;2.83;;0.24;1.3;;;;;;;;;;;;;;;
PSY;2020;130784291;CLINIQUE DES TROIS CYPRES;130001696;INF;;;;;22;;;;;;8030;12;6;;184;6820;;;;;;;1724;45;;;;;;;;;;;;;184;;184;;;;;;;;1;1;29;9;32.31;13.28;11.23;3.03;;0.59;4.14;;;;;;;;;;;;;;;
PSY;2020;130784291;;130001696;TOT;0;;;0;113;;;;;;41245;22;11;;622;38617;;;;;;;3068;120;;;;;;;;;;;;;622;;622;;;;;;;;;;62;17;65.84;33.99;19.68;5.86;;0.83;5.44;;;;;;;;;;;;;;;
PSY;2020;130784549;CLINIQUE DE POST CURE PSY LA BASTIDE;130001811;GEN;;;;;;;;84;;;;;;;;;;;30367;;;;;;;;;;;;;;;;;;84;;84;;;2;1.04;;;;;;;;;12.8;4;1;;1;1;;;;;;;;;;;;;;;
PSY;2020;130784549;;130001811;TOT;0;;;0;;;;84;;;;;;;;;;;30367;;;;;;;;;;;;;;;;;;84;;84;;;2;1.04;;;;;;;;;12.8;4;1;;1;1;;;;;;;;;;;;;;;
PSY;2020;130784606;CLINIQUE SAINT ROCH MONTFLEURI;130001860;GEN;;;;;209;;;;;;76285;12;6;;869;72007;;;;;;;2251;1619;;;;;;;;;;;;;867;;622;;;14;;1;;;;1;;;87.33;38.64;23.71;3.04;;3.26;1;;;;;;;;;;34.64;23.71;1.7;;1.41;1
PSY;2020;130784606;;130001860;TOT;0;;;0;209;;;;;;76285;12;6;;869;72007;;;;;;;2251;1619;;;;;;;;;;;;;867;;622;;;14;;1;;;;;;;87.33;38.64;23.71;3.04;;3.26;1;;;;;;;;;;34.64;23.71;1.7;;1.41;1
PSY;2020;130784697;CLINIQUE DES QUATRE SAISONS;130001902;GEN;;;;;100;;;;;;36500;12;10;;304;31935;;;;;;;3010;3637;;;;;;;;;;;;;323;;234;117;;13;1.53;;4;0.33;0;1;33;50;35.95;22.81;5.71;2.76;;1.17;3.5;;;;;;;;;;;;;;;
PSY;2020;130784697;;130001902;TOT;0;;;0;100;;;;;;36500;12;10;;304;31935;;;;;;;3010;3637;;;;;;;;;;;;;323;;234;117;;13;1.53;;4;0.33;;;33;50;35.95;22.81;5.71;2.76;;1.17;3.5;;;;;;;;;;;;;;;
PSY;2020;130786015;CLINIQUE VALFLEUR;130002322;GEN;;;;;80;;;;;;29280;;;;172;29363;;;;;;;;;;;;;;;;;;;;;153;;;;;5;2.5;;2;2.22;0;1;10;21;21.73;19.2;0;1;;0;1.53;;;;;;;;;;;;;;;
PSY;2020;130786015;;130002322;TOT;0;;;0;80;;;;;;29280;;;;172;29363;;;;;;;;;;;;;;;;;;;;;153;;;;;5;2.5;;2;2.22;;;10;21;21.73;19.2;0;1;;0;1.53;;;;;;;;;;;;;;;
PSY;2020;130786742;HIA LAVERAN;750821092;GEN;;;;;14;;;;;;5110;1;0;;198;4372;;;;;;;480;351;;;;1;;;6130;;;645;;;2051;1885;140;0;3;;3;;;;0;1;26;0;26;11;9;2;;0;0.5;3;;;;;;26;;26;11;9;2;;0;0.5
PSY;2020;130786742;;750821092;TOT;0;;;0;14;;;;;;5110;1;0;;198;4372;;;;;;;480;351;;;;1;;;6130;;;645;;;2051;1885;140;0;3;;3;;;;;;26;;26;11;9;2;;0;0.5;3;;;;;;26;;26;11;9;2;;0;0.5
PSY;2020;130786890;HJ LE RELAIS SERENA;130001688;INF;;;;;8;;;;;;2920;25;;;160;2401;;;;;;;1660;;;;;;;;;;;;;;72;0;28;3;1;2;2.13;;1;0.05;0;1;18;9;22.79;12.5;2.59;1;;2.2;4.5;;3;1;;1;0.05;14;9;16.94;10.5;2.59;0.5;;0.6;2.75
PSY;2020;130786890;;130001688;TOT;0;;;0;8;;;;;;2920;25;;;160;2401;;;;;;;1660;;;;;;;;;;;;;;72;0;28;3;1;2;2.13;;1;0.05;;;18;9;22.79;12.5;2.59;1;;2.2;4.5;;3;1;;1;0.05;14;9;16.94;10.5;2.59;0.5;;0.6;2.75
PSY;2020;130786973;CLINIQUE PSYCHIATRIQUE MEDIAZUR;130002702;GEN;;;;;75;;;;;;27375;;;;185;26306;;;;;;;;;;;;;;;;;;;;;185;;185;;;3;1.16;;1;0.51;0;0;19;17;24.82;11.87;8.8;2.14;;1;1;;;;;;;;;;;;;;;
PSY;2020;130786973;;130002702;TOT;0;;;0;75;;;;;;27375;;;;185;26306;;;;;;;;;;;;;;;;;;;;;185;;185;;;3;1.16;;1;0.51;;;19;17;24.82;11.87;8.8;2.14;;1;1;;;;;;;;;;;;;;;
PSY;2020;130790157;CH DE MARTIGUES HOPITAL DU VALLON;130789316;GEN;;3;;;75;2;0;0;0;0;27450;45;0;0;937;27162;277;;;;;0;8667;0;;2;4;1;3;34076;10934;6624;4465;1288;11783;0;5748;5172;453;26;16;6;19.36;;;;;;;;172.5;108.21;10.82;15.18;;0;21.52;8;12;14.48;;;;;;89.15;53.71;10.73;6.65;;0;4.17
PSY;2020;130790157;CH DE MARTIGUES HOPITAL DU VALLON;130789316;INF;;1;;;0;0;;;;;;10;0;0;;;;;;;;;1208;;;1;4;1;;6750;1070;0;31;765;558;52;968;946;;;1;3;3.48;;;;;;;;46.7;12.2;0.08;12.84;;3.92;9.99;;;;;;;;;;;;;;;
PSY;2020;130790157;;130789316;TOT;1;;1;0;75;2;0;0;0;0;27450;55;0;0;937;27162;277;;;;;0;9875;0;;3;8;2;3;40826;12004;6624;4496;2053;12341;52;6716;6118;453;26;17;9;22.84;;;;;;;;219.2;120.41;10.9;28.02;;3.92;31.51;8;12;14.48;;;;;;89.15;53.71;10.73;6.65;;0;4.17
