BOR;AN;FI;RS;FI_EJ;PHARMA_A1;PHARMA_A2;PHARMA_A3;PHARMA_A4;PHARMA_A5;PHARMA_A6;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A36;PHARMA_A8;PHARMA_B8;PHARMA_C8;PHARMA_D8;PHARMA_E8;PHARMA_A9;PHARMA_B9;PHARMA_C9;PHARMA_D9;PHARMA_E9;PHARMA_A10;PHARMA_A11;PHARMA_A12;PHARMA_A13;PHARMA_A14;PHARMA_A16;PHARMA_A17;PHARMA_A18;PHARMA_A19;PHARMA_A20;PHARMA_A21;PHARMA_A22;PHARMA_A23;PHARMA_A24;PHARMA_A25;PHARMA_A26;PHARMA_A27;PHARMA_A28;PHARMA_A29;PHARMA_A30;PHARMA_A31;PHARMA_A32;PHARMA_A33;PHARMA_A34;PHARMA_A35;PHARMA_B29;PHARMA_B30;PHARMA_B31;PHARMA_B32;PHARMA_B33;PHARMA_B34;PHARMA_B35;PHARMA_C29;PHARMA_C30;PHARMA_C31;PHARMA_C32;PHARMA_C33;PHARMA_C34;PHARMA_C35;PHARMA_D29;PHARMA_E29
PHARMA;2020;060780145;CLINIQUE SAINT DOMINIQUE;060000049;0;;;;;;;;101;;;0;;;;;;;;;;;495572;1;101;101;101;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;1;;;;;;;1;;;1.05;;;;1.52;;;0;0
PHARMA;2020;060780277;CLINIQUE SAINTE BRIGITTE;920030269;0;;;;;;;;126;;;0;;;;;;;;;;;123862;1;126;126;126;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;1;;;1;;;;1;;;1.04;;;;1.87;;;0;0
PHARMA;2020;060780343;E3S SAINT JEAN;060000171;1;3;1;;0;0;;;58;;;1;1;1;1;1;1;0;0;0;0;0;41622;1;58;58;58;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;3;;;;;;;0.34;;;;;;;0;0
PHARMA;2020;060780392;POLE ANTIBES SAINT JEAN;060000205;0;;;;0;0;;;97;;;1;1;1;1;1;1;0;0;0;0;0;78615;1;97;97;97;0;;;0;0;0;0;;;0;0;0;0;;;;;;;;3;;;;;;;1.5;;;;;;;0;0
PHARMA;2020;060780442;CLINIQUE SAINT FRANCOIS;060000213;0;;;;0;0;30;61;;;;0;;;;;;;;;;;207700;1;91;91;61;0;0;;1;0;0;0;;;1;1;0;0;1;1;;;2;1;;;;;;;;;1;1;;;2;0.5;;0;0
PHARMA;2020;060780459;CRF ORSAC MONT FLEURI;010783009;0;;;;;;;;85;;;0;;;;;;;;;;;95000;1;85;85;85;0;0;0;0;1;0;0;;;0;0;0;0;;;;;1;;;1;;;;1;;;0.72;;;;1.1;;;0;0
PHARMA;2020;060780491;INSTITUT ARNAULT TZANCK;060790797;0;;;;0;0;196;;;;;0;;;;;;;;;;;1792832;1;186;178;178;0;0;0;1;1;0;1;30;0;1;1;0;1;1;;;1;7;12;1;1;;;;;;;1.46;;;1;6.38;11.04;1.33;0;0
PHARMA;2020;060780517;POLYCLINIQUE SAINT JEAN;060000239;1;1;1;;;;190;;;;;1;1;1;1;1;1;0;0;0;0;0;1031262;1;190;190;169;1;0;0;1;1;1;0;;;1;1;0;2;;;;;;10;;3;;;;;1;;1.51;;;;;11.42;;0;1
PHARMA;2020;060780525;CLINIQUE LE VAL D'ESTREILLES;060000247;0;;;;0;0;;64;;;;0;;;;;;;;;;;34225;1;64;64;64;0;0;0;0;1;0;0;;;0;0;0;0;;;;1;0;;5;1;;;;1;;1;0.57;;;1;0.63;;5.57;0;0
PHARMA;2020;060780541;CLINIQUE LA GRANGEA;060000262;0;;;;0;0;;67;;;;0;;;;;;;;;;;;1;67;67;67;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.66;;;;;;;0;1
PHARMA;2020;060780558;CLINIQUE LES CADRANS SOLAIRES;750720575;0;;;;0;0;;;103;;;0;;;;;;;;;;;75677;1;103;103;103;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.95;;;;1.07;;;0;0
PHARMA;2020;060780590;CLINIQUE DU PALAIS;060000270;0;;;;;;54;;;;;0;;;;;;;;;;;548472;1;54;54;54;1;0;0;1;1;0;0;;;0;0;0;0;1;;;;1;;;;;;;;;;1;;;;1;;;0;1
PHARMA;2020;060780665;CLINIQUE DU MERIDIEN;060000312;0;;;;1;0;;;69;;;0;;;;;;;;;;;53272;1;69;69;69;0;0;0;0;1;0;0;;;0;0;0;0;;;;;1;;;1;;;;;;;0.55;;;;1;;;0;0
PHARMA;2020;060780715;CLINIQUE SAINT GEORGE;060000361;0;;;;;;256;;;;;0;;;;;;;;;;;7632631;1;256;256;256;1;0;0;1;1;1;0;;;1;1;0;1;3;1;1;;4;;1;;;;;1;;;3;0.3;0.3;;4.4;;1;0;1
PHARMA;2020;060780723;CLINIQUE DU PARC IMPERIAL;060004959;0;;;;0;0;87;;;;;0;;;;;;;;;;;299044;1;87;87;87;1;0;0;1;1;0;0;;;0;0;0;1;2;0;1;;4;1;0;1;1;;;2;;0;2.23;0.23;1;;5.5;1;;0;0
PHARMA;2020;060780749;CLINIQUE SAINT LUC;060000395;1;1;1;;0;0;;82;;;;0;;;;;;;;;;;29857;1;82;82;82;0;0;0;0;1;0;0;;;0;0;0;0;;;;;1;;;1;;;;;;;0.25;;;;1;;;0;0
PHARMA;2020;060780756;POLYCLINIQUE SANTA MARIA;060000403;0;;;;;;104;;;;;0;;;;;;;;;;;272899;1;104;104;104;0;0;0;1;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.86;;;;1.72;;;0;0
PHARMA;2020;060780947;HOP PEDIATRIQUES DE NICE CHU LENVAL;060800174;0;;;;1;1;96;20;;;;0;;;;;;;;;;;1780267;1;111;;;1;1;1;1;1;1;0;;;1;1;1;1;;;;;3;2;;2;;;;2;4;;1.9;;;;4.54;5.22;;0;0
PHARMA;2020;060780996;CHS SAINTE MARIE NICE;630786754;0;;;;;;;325;;;48;0;;;;;;;;;;;588529;1;373;373;373;0;0;0;0;1;0;1;30;;0;0;0;;2;;;;5;;;;;;;1;;;2;;;;5.5;;;0;0
PHARMA;2020;060781200;CLINIQUE SAINT ANTOINE;060000635;0;;;;1;0;97;;;;;0;;;;;;;;;;;213217;1;97;97;97;0;0;0;1;0;0;0;;;1;1;0;1;1;1;;;;;;;;;;2;;;1;0.15;;;1.27;;;0;0
PHARMA;2020;060781374;INSTITUT POLYCLINIQUE DE CANNES;060000718;0;;;;;;;;170;;;0;;;;;;;;;;;373577;1;170;170;170;0;0;0;1;1;0;0;;;0;0;0;0;;;;;2;;;1;;;;;;;0.57;;;;2;;;0;0
PHARMA;2020;060781929;CLINIQUE DE LA COSTIERE;060000858;1;3;1;;;;;75;;;;0;;;;;;;;;;;72214;1;75;75;75;0;0;0;0;1;0;0;;;0;0;0;0;;;;;1;;;1;;;;;;;0.5;;;;1;;;0;0
PHARMA;2020;060785003;CHU DE NICE HOPITAL PASTEUR;060785011;1;4;1;;0;1;571;70;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;;;;1;1;1;1;1;1;0;;;1;1;1;0;15;3;;1;35;71;10;4;0;;;8;8;6;16.29;2.16;;0.03;37.49;64.86;14.03;1;0
PHARMA;2020;060788957;CHU DE NICE HOPITAL DE CIMIEZ;060785011;1;4;1;;0;0;73;;130;75;;1;0;0;0;0;0;0;0;0;0;0;;1;;;;;;;1;1;1;0;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;0;0
PHARMA;2020;060789195;CHU DE NICE HOPITAL DE L'ARCHET;060785011;1;4;1;;0;0;438;0;24;0;0;1;0;0;0;0;0;0;0;0;0;0;45606716;1;1530;1607;1607;1;1;1;1;1;1;0;;;0;0;0;0;12;;;1;22;15;2;5;;;;9;2;;13.4;;;0.01;25.12;14.72;1.26;0;0
PHARMA;2020;060789674;CENTRE HELIO MARIN;130037815;0;;;;;;;;140;;;0;;;;;;;;;;;107215;1;140;140;140;0;0;0;0;1;0;0;;;0;0;0;0;2;;;;4;;;;;;;;;;1.17;;;;3.06;;;0;0
PHARMA;2020;060790177;CHU DE NICE CTRE CONVALESCENCE TENDE;060785011;1;4;1;;0;0;;;80;40;;1;0;0;0;0;0;0;0;0;0;0;;1;;;;1;1;1;1;1;1;0;;;0;0;0;0;1;;;;1;;;0;;;;;;;1.02;;;;1;;;0;1
PHARMA;2020;060790862;C.A.L.M.E.;060001997;0;;;;0;0;;;45;;;0;;;;;;;;;;;27402;0;;;;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.15;;;;;;;0;0
PHARMA;2020;060791746;CLINIQUE DE L'ESTAGNOL;060024627;0;;;;0;0;;;109;;;0;;;;;;;;;;;323615;1;109;109;109;0;0;0;1;1;0;0;;;0;0;0;0;1;;;1;1;;;1;;;;;;;0.83;;;1;1;;;0;0
PHARMA;2020;060791811;HOPITAL PRIVE GERIATRIQUE LES SOURCES;060010808;0;;;;1;0;96;0;59;75;;0;;;;;;;;;;;490695;1;212;230;230;0;0;0;0;1;0;0;;;0;0;0;0;2;;;;4;;;;;;;;2;;2.07;;;;4.04;0.65;;0;0
PHARMA;2020;060792090;AGAHTIR DIALYSE A DOMICILE NICE;060790540;0;;;;1;;;;;;;0;;;;;;;;;;;810252;1;56;56;56;0;0;0;0;1;0;1;;31;0;0;0;0;1;;;;;;;1;;;;;;;1.9;;;;;;;0;0
PHARMA;2020;060792926;CENTRE D'HEMDIALYSE DE LA RIVIERA;920033636;0;;;;;;;;;;;0;;;;;;;;;;;224481;1;19;19;19;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.29;;;;0.47;;;0;0
PHARMA;2020;060798881;MAISON DE CONVALESCENCE LA SERENA;060798873;0;;;;;;;;104;;;1;1;1;1;1;1;0;0;0;0;0;132842;1;104;104;104;0;0;0;0;0;0;0;;;0;0;0;;;;;;;;;1;;;;;;;0.5;;;;;;;0;0
PHARMA;2020;060800166;HP A. TZANCK MOUGINS SOPHIA ANTIPOLIS;060780608;0;;;;1;0;222;;108;;;0;;;;;;;;;;;9211220;1;330;330;330;1;0;1;1;1;1;0;;;1;1;0;2;3;1;1;;12;2;;;;;;1;;;3;0.5;1;;12.41;2.15;;0;0
PHARMA;2020;060800182;UNITE DE DIETETIQUE SOMEDI;060002912;0;;;;0;0;;;130;;;0;;;;;;;;;;;132548;1;130;130;130;0;0;0;0;0;0;0;;;0;0;0;0;1;;;1;;;;1;;;;1;;;1.18;;;1;0.85;;;0;1
PHARMA;2020;070000013;CH DES VALS D'ARDECHE;070002878;1;4;0;;1;;116;0;22;60;204;0;;;;;;;;;;;1482777;1;198;192;264;1;0;0;1;1;1;0;;;1;0;0;2;4;;;;5;3;1;;;;;7;;;2.19;;;;8.63;3.27;1.09;0;1
PHARMA;2020;070000021;CH DE JOYEUSE;070007927;0;;;;1;0;15;;18;;;0;;;;;;;;;;;16295;1;33;33;33;;;;0;0;0;0;;;0;0;0;0;;;;1;0;;;1;;;;3;;;0.6;;;0.5;1.44;;;0;0
PHARMA;2020;070000039;CH DE VALLON PONT D'ARC;070780119;1;3;0;;;;16;;10;;;0;;;;;;;;;;;24829;1;26;26;26;0;0;0;0;0;0;0;;;0;0;0;0;;;;;1;;1;2;;;;;;;0.5;;;;0.25;;0.1;0;0
PHARMA;2020;070000047;CH DE VILLENEUVE DE BERG;070780127;1;3;0;1;;;12;;30;75;217;1;0;1;0;0;0;0;0;0;0;0;207946;1;334;334;222;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;3;;;;5;;;1.04;;;;2.72;;;0;0
PHARMA;2020;070000062;CH DE BOURG SAINT ANDEOL;070005558;0;;;;0;0;8;;22;;191;0;;;;;;;;;;;153113;1;213;213;191;0;0;0;0;1;0;0;;;0;0;0;;;;;;1;1;;5;;;;;;1;0.94;;;;1;1;0.06;0;0
PHARMA;2020;070000070;CH DU CHEYLARD;070780150;0;;;;1;0;20;;15;;99;0;;;;;;;;;;;70258;1;35;35;35;0;0;0;0;1;1;0;;;0;0;0;0;;;;;1;;;1;;;;;;;0.8;;;;1;;;0;0
PHARMA;2020;070000096;HOPITAL DE MOZE;070780184;0;;;;1;;8;;17;;80;1;0;1;0;0;0;0;0;0;0;0;;1;105;105;105;0;0;0;0;1;1;0;;;0;0;0;0;;;;;;;;1;;;;2;;;0.55;;;;1.5;;;0;0
PHARMA;2020;070000112;CH LEOPOLD OLLIER;070007927;0;;;;1;0;15;;;;;0;;;;;;;;;;;18960;1;15;15;15;;;;0;0;0;0;;;0;0;0;0;;;;;5;;;1;;;1;5;;;0.15;;;0.03;7.08;;;0;0
PHARMA;2020;070000146;CH DE LARGENTIERE;070004742;1;1;0;;;;8;;35;;;1;1;1;0;0;0;0;0;0;0;0;71402;1;43;43;43;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;1;;;;2;;;0.25;;;;1;;;0;1
PHARMA;2020;070000179;CH ARDECHE NORD;070780358;0;;;;0;0;224;0;17;0;200;0;;;;;;;;;;;;1;435;435;200;1;0;0;1;1;1;0;;;1;1;0;1;5;1;1;0;5;7;1;0;0;0;0;4;4;1;2.2;0.37;0.5;0;7.06;10.21;1.81;0;1
PHARMA;2020;070000187;CH DE LAMASTRE;070780366;0;;;;0;0;12;0;27;0;0;0;;;;;;;;;;;29444;1;39;39;39;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0.61;0;0;0;1.54;0;0;0;0
PHARMA;2020;070000195;CH DE TOURNON SUR RHONE;070780374;0;;;;;;36;0;23;0;144;0;;;;;;;;;;;137142;1;203;203;197;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;;;;;;;;3;;;1.19;;;;2.1;;;0;0
PHARMA;2020;070000203;CH DE SAINT FELICIEN;070780382;0;;;;;;11;0;24;0;103;0;;;;;;;;;;;52437;1;35;35;35;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;1;;;;2;;;0.76;;;;1.57;;;0;0
PHARMA;2020;070000609;CH D'AUBENAS;070005566;1;3;0;;1;;206;;144;;325;0;;;;;;;;;;;2159000;1;0;0;325;1;0;0;1;1;1;1;24;;1;1;0;0;7;1;;1;7;7;1;;;;;5;2;;6.03;0.5;;1;10.24;9.08;1;0;1
PHARMA;2020;070780168;CLINIQUE DU VIVARAIS SAINT DOMINIQUE;070000088;0;;;;;;;;;;;0;;;;;;;;;;;142408;1;59;59;59;0;0;0;1;1;0;0;;;0;0;0;0;;;;;;;;1;0;0;;1;;;0.63;;;;0.61;;;0;0
PHARMA;2020;070780226;SSR FILIERIS DES VANS;750050759;0;;;;;;;;60;;;1;0;0;0;0;0;1;1;1;1;1;82736;1;60;60;60;0;0;0;0;1;0;0;;;0;0;0;0;;;;;1;;;1;;;;;;;0.3;;;;1;;;0;0
PHARMA;2020;070780317;CHS SAINTE-MARIE PRIVAS;630786754;0;;;;1;;;251;;;94;0;;;;;;;;;;;354452;1;334;345;115;0;0;0;0;1;1;0;;;0;0;0;0;1;;;;1;;;1;;;;2;1;1;1.48;;;;2.6;0.8;0.53;0;0
PHARMA;2020;070780390;CH DE SERRIERES;070000211;1;4;0;;;;;;33;;69;0;;;;;;;;;;;60563;1;102;102;102;0;0;0;0;1;0;0;;;0;0;0;0;;;;0;0;0;0;1;;;;2;;;0.6;;;;1;;;0;0
PHARMA;2020;070780424;CLINIQUE PASTEUR;070000245;0;;;;1;0;176;;;;;0;;;;;;;;;;;888184;1;176;176;126;0;0;0;1;1;0;0;;;1;1;0;0;1;;;1;8;1;;1;1;;;3;;;1.5;0.2;;1;8.29;1;;0;0
PHARMA;2020;080000219;CENTRE HOSPITALIER DE RETHEL;080001969;1;4;0;8;0;1;99;;38;20;;0;;;;;;;;;;;706515;1;157;157;38;0;0;0;1;1;0;1;18;0;0;0;0;2;4;0;0;0;4;1;0;1;0;0;0;0;0;0;2.37;0;0;0;3.33;1;0;0;0
PHARMA;2020;080000250;CRF POUR ADULTES;540019726;0;;;;0;1;;;131;;;0;;;;;;;;;;;154943;1;131;131;131;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;2;;;0.9;;;;1.74;;;1;1
PHARMA;2020;080000318;CENTRE HOSPITALIER BELAIR;080000086;1;4;0;;1;0;;210;;;68;0;;;;;;;;;;;261012;1;284;278;86;0;0;0;1;1;0;0;;;0;0;0;0;2;;;1;5;;1;2;;;;;1;;2.55;;;0.2;4.44;0.59;1;0;1
PHARMA;2020;080000425;CH CHARLEVILLE - HOPITAL MANCHESTER;080011174;1;4;1;;1;1;593;;83;108;637;0;;;;;;;;;;;11010848;1;;;;1;0;0;1;1;1;0;;;1;1;0;2;12;1;2;1;13;21;7;6;1;;;15;3;;11.88;0.9;1.7;0.96;24.69;23.1;6.39;0;1
PHARMA;2020;080010473;GCS TERRIT ARDEN NORD SITE CH CHARLEVI;080010242;1;1;1;;0;0;68;;;;;0;;;;;;;;;;;755855;1;68;68;68;0;0;0;1;1;0;1;50;2;0;0;0;0;1;;;;3;;;1;;;;;;;1.4;;;;3;;;0;1
PHARMA;2020;080011265;GCS ES HAD ARDENNES SITE CHARLEVILLE;080011224;1;1;0;1;0;0;121;;;;;1;1;1;1;1;1;0;0;0;0;0;760000;1;121;121;121;0;0;0;1;1;0;0;;;0;0;0;1;1;;;;4;3;;1;;;;;1;;1.25;;;;4;3.25;;1;1
PHARMA;2020;090000019;CH ST LOUIS AX LES THERMES;090180019;1;4;0;;;;0;0;50;0;62;0;;;;;;;;;;;57200;1;112;112;112;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.5;;;;0.5;;;0;0
PHARMA;2020;090000175;CHIVAL SITE FOIX;090781774;1;4;0;;0;0;287;;79;;353;0;;;;;;;;;;;7422600;1;707;714;447;1;0;0;1;1;1;1;45;;1;1;0;2;6;;;;12;9;4;1;;;1;7;1;;6.08;0.5;;0.9;17.81;9.35;3.61;0;1
PHARMA;2020;090000183;CH ARIEGE COUSERANS SITE ST LIZIER;090781816;1;4;;;1;;72;94;62;20;107;0;;;;;;;;;;;669737;1;332;332;318;0;;;1;1;1;0;;;1;0;0;;2;;;;4;2;1;1;;;;4;;3;2.69;;;;6.38;0.47;3.57;0;1
PHARMA;2020;100000082;CLINIQUE DU PAYS DE SEINE;100001148;0;;;;;;46;;;;;0;;;;;;;;;;;44339;1;46;46;3;0;0;0;1;1;0;0;;;1;0;0;1;1;;;;;;;;;;;1;;;1;;;;0.69;;;0;0
PHARMA;2020;100000090;CENTRE HOSPITALIER DE TROYES;100000017;0;;;;;;503;;70;70;293;0;;;;;;;;;;;19500000;1;975;910;287;1;0;0;1;1;1;1;75;;0;0;0;0;5;0;5;1;23;7;2;5;0;5;0;4;2;1;9.57;0.04;1.44;1;23.13;6.66;3.55;0;1
PHARMA;2020;100000108;EPSMA;100000033;0;;;;;;;189;;;68;0;;;;;;;;;;;335942;1;189;189;125;0;0;0;0;1;0;0;;;0;0;0;;3;;;;3;;1;;;;;3;;;2.13;;;;5.57;;1;0;0
PHARMA;2020;100000116;CENTRE HOSPITALIER DE BAR SUR AUBE;100000041;1;3;0;;;;8;;22;30;130;0;;;;;;;;;;;135902;1;190;190;190;0;0;0;0;1;1;0;;;0;0;0;0;;;;;1;;;1;;;;2;;;0.86;;;;2.12;;;0;0
PHARMA;2020;100000124;POLYCLINIQUE MONTIER LA CELLE;100009075;0;;;;;;;;;;;0;;;;;;;;;;;216368;0;;;;0;0;;1;1;0;0;;;1;1;1;;2;;;;2;;;;;;;;;;2;0.5;;;2;;;0;0
PHARMA;2020;100000140;CENTRE HOSPITALIER DE BAR-SUR-SEINE;100000058;0;;;;1;1;10;;23;30;175;0;;;;;;;;;;;266509;1;238;238;238;0;0;0;1;1;0;0;;;0;0;0;0;;;;;1;;;1;;;;1;;;0.81;;;;1.77;;;0;0
PHARMA;2020;100000199;CENTRE HOSPITALIER DE ROMILLY/SEINE;100006279;1;4;0;5;1;;98;0;73;40;315;0;;;;;;;;;;;6300631;1;324;219;109;0;0;0;0;1;1;1;40;0;0;0;0;0;2;0;0;0;6;0;0;0;0;0;0;0;0;0;2;0;0;0;5.87;0;0;0;0
PHARMA;2020;100010362;GCS PATCS CRRF PASTEUR 1;100010347;1;3;1;;;;;;65;;;1;1;1;1;1;1;0;0;0;0;0;155791;1;65;65;65;1;0;0;1;1;1;1;0;0;0;0;0;0;;;;;;;;1;;;;1;;;0.9;;;;0.5;;;0;1
PHARMA;2020;100010545;CLINIQUE KORIAN;310025010;0;;;;;;;;70;;;0;;;;;;;;;;;85613;1;70;70;70;0;0;0;0;1;0;0;;;0;0;0;0;0;0;0;0;0;;;2;0;0;1;3;;;0.74;0;0;0.33;0.51;;;0;0
PHARMA;2020;100010578;GCS PATCS - HAD-TROYES;100010347;1;1;1;;;;50;;;;;0;;;;;;;;;;;487994;1;50;50;50;0;0;0;0;1;0;1;50;0;1;0;0;0;;;;;;;;1;;;;1;;;0.5;;;;0.5;;;1;1
PHARMA;2020;100010818;GCS ES CLINIQUE DE CHAMPAGNE SITE CLQ;100010792;0;;;;;;117;;;;;0;;;;;;;;;;;1307752;1;117;117;0;1;0;0;1;1;0;0;;;0;0;0;0;1;;;;4;;1;1;;;;0;;0;1.91;;;;4;;1;0;0
PHARMA;2020;100010933;GCS PATCS CRRF PASTEUR 2;100010347;1;3;1;;;;;;24;;;1;1;1;1;1;1;0;0;0;0;0;24533;1;24;24;24;1;0;0;1;1;1;1;0;0;0;0;0;0;;;;;;;;1;;;;1;;;0.9;;;;0.5;;;0;1
PHARMA;2020;110000023;CH CARCASSONNE;110780061;1;1;0;6;1;1;366;;;30;260;1;0;0;0;0;0;1;1;1;1;1;10171966;1;656;656;584;1;0;1;1;1;1;0;;;1;1;1;2;6;0;1;1;17;17;2;3;2;1;0;8;3;;7.11;1.5;1.5;0.74;20.65;16.47;2;0;1
PHARMA;2020;110000049;CH JEAN PIERRE CASSABEL;110780087;1;4;0;;;;25;;25;30;120;1;0;1;0;1;0;0;1;0;1;0;171309;1;202;200;200;0;0;0;1;1;1;0;;;0;0;1;0;0;0;0;0;1;0;0;2;2;0;0;4;0;0;1.44;1.44;0;0;3.16;0;0;0;0
PHARMA;2020;110000056;CH NARBONNE HOTEL DIEU;110780137;0;;;;1;0;255;54;30;90;84;0;;;;;;;;;;;3500000;1;498;498;144;0;0;0;1;1;1;0;;;1;1;1;1;8;0;0;1;11;12;2;3;0;0;0;2;2;0;9.53;0;0;0.93;12.08;13.91;2;0;1
PHARMA;2020;110000189;CH LIMOUX QUILLAN SITE DE LIMOUX;110780707;0;;;;1;1;30;;29;;;1;1;1;1;1;1;0;0;0;0;0;64016;1;59;59;59;1;0;0;0;1;0;0;;;0;0;0;0;1;;;;1;;;;;;;1;;1;1;;;;1.9;;0.6;0;0
PHARMA;2020;110000247;CH LEZIGNAN CORBIERES;110780772;0;;;;1;0;39;0;37;30;189;0;;;;;;;;;;;221636;1;295;295;30;0;0;0;0;1;0;1;10;0;0;0;0;0;0;0;0;0;2;0;1;2;0;0;0;0;0;;1;0;0;0;2;0;0.5;0;1
PHARMA;2020;110000262;CH FRANCIS VALS;110781010;1;4;0;4;0;0;;;40;;60;1;1;1;1;0;0;0;0;0;0;0;75659;1;100;100;100;0;0;0;0;1;0;0;;;0;0;0;;;;;;;;;1;;;;2;;;0.7;;;;1.2;;;0;1
PHARMA;2020;110003118;CL DU SUD;110007341;0;;;;0;0;;;73;;;0;;;;;;;;;;;81906;1;73;73;73;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;1;2;;1;0.57;;;0.03;1.12;;0.03;0;0
PHARMA;2020;110004942;SSR LES QUATRE FONTAINES KORIAN;310021324;0;;;;;;;;77;;;0;;;;;;;;;;;118698;1;77;77;77;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.5;;;;0.5;;;0;1
PHARMA;2020;110780152;CLINIQUE DE MIREMONT;110000064;0;;;;;;;70;;;;0;;;;;;;;;;;62530;1;70;70;70;0;0;0;1;1;0;0;;;0;0;0;0;;;;;;;;1;;;1;1;;;0.5;;;0.5;0.5;;;0;0
PHARMA;2020;110780194;CL SSR CHRISTINA;330050899;0;;;;;;0;0;66;0;0;0;;;;;;;;;;;111000;1;0;66;66;0;0;0;0;0;0;0;;;0;0;0;0;;;;1;;;;1;;;;;;;0.8;;;1;;;;0;0
PHARMA;2020;110780202;CL KORIAN LA VERNEDE;310021316;0;;;;;;;;87;;;0;;;;;;;;;;;75000;1;87;87;87;0;0;0;1;1;0;0;;;0;0;0;0;;;;;;;;1;;;;2;;;0.8;;;;1;;;0;0
PHARMA;2020;110780228;POLYCL LE LANGUEDOC;110000114;0;;;;1;0;;;;;;0;;;;;;;;;;;6483289;1;175;116;116;1;0;0;1;1;1;1;32;;1;0;0;0;3;1;1;;5;;;;;;;6;;1;3.01;0.2;1;;8.78;;1.02;0;0
PHARMA;2020;110780236;CH LIMOUX QUILLAN SITE DE QUILLAN;110780707;0;;;;1;0;12;0;15;0;0;1;1;1;1;1;1;0;0;0;0;0;20215;1;27;27;27;0;0;0;0;1;0;0;;;0;0;0;;1;;;;;;;;;;;;;;1;;;;;;;0;0
PHARMA;2020;110780483;POLYCL MONTREAL;110000155;0;;;;;;65;;;;;0;;;;;;;;;;;432423;0;65;65;35;0;0;0;1;1;0;0;;;1;1;0;0;1;;;;3;;;;;;;;1;;1.19;;;;3.77;0.5;;0;0
PHARMA;2020;110786324;ASM;110786324;0;;;;1;;;204;44;30;312;0;;;;;;;;;;;531306;1;590;590;330;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;4;;;;9;;;1.82;;;;4.42;;;0;0
PHARMA;2020;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;0;;;;1;;311;5;40;30;139;0;;;;;;;;;;;12262500;1;525;525;22;1;0;0;1;1;1;0;;;1;0;0;0;4;0;0;0;12;12;2;1;0;0;0;5;1;2;5.4;0;0;0.1;13.56;10.97;3.1;0;1
PHARMA;2020;120000054;CH VILLEFRANCHE SITE CHARTREUSE;120780069;1;4;0;;1;;;;;;;0;;;;;;;;;;;1630195;1;380;380;200;1;0;0;1;1;1;0;;;1;0;0;;0;0;0;0;7;2;2;4;0;0;1;0;5;0;2.73;0;0;0.5;6.4;5.66;2;0;1
PHARMA;2020;120000070;CH PIERRE DELPECH DECAZEVILLE;120780085;0;;;;1;0;36;;35;30;100;0;;;;;;;;;;;234477;1;186;184;63;0;0;0;1;1;1;0;;;1;0;0;0;;;;;2;;;3;;;1;1;;;1.83;;;0.1;2.7;;;0;0
PHARMA;2020;120000088;CH ETIENNE RIVIE ST GENIEZ D'OLT;120780093;0;;;;;;6;;24;30;124;0;;;;;;;;;;;165801;1;184;184;184;0;0;0;0;1;0;0;;;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;2;0;0;1.51;0;0;0;2.23;0;0;0;0
PHARMA;2020;120000096;CHI ESPALION ST LAURENT D'OLT;120780101;0;;;;1;;13;0;85;0;150;0;;;;;;;;;;;171958;1;248;178;178;0;0;0;0;1;1;0;;;0;0;0;0;0;0;0;0;2;0;0;3;0;0;0;1;0;0;1.2;0;0;0;2.38;0;0;0;0
PHARMA;2020;120000153;CH MAURICE FENAILLE SEVERAC LE CHATEAU;120780291;1;4;0;;;;;;41;40;;0;;;;;;;;;;;85264;1;81;81;81;0;0;0;0;1;1;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.6;;;;0.6;;;0;0
