BOR;AN;FI;RS;FI_EJ;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtHAD;dtHAD80;dtHAD18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM;GDE
URGENCES2;2023;850000118;CLINIQUE SAINT CHARLES;850013244;GEN;168;336;1;IAO;16599;805;3305;;;;;;;;;;;;;;6;2190;771;141;695;1;0;
URGENCES2;2023;850000142;CHD SITE LA ROCHE SUR YON;850000019;GEN;493;1577;1;IAO;44789;7598;5809;9856;3716;268;4;0;;0;0;;1204;256;44;;13;4745;11986;5498;6895;1;1;
URGENCES2;2023;850000142;CHD SITE LA ROCHE SUR YON;850000019;PED;168;270;1;IAO;12041;;;;;;;;;;;;;;;3957;0;0;1304;1028;279;;;
URGENCES2;2023;850000175;CH LVO - SITE DE CHALLANS;850009010;GEN;343;897;1;IAO;28881;4662;3789;5446;2249;59;260;9;;0;;;7;5;;;3;1095;1210;348;927;1;1;
URGENCES2;2023;850000209;CHD-SITE DE LUCON;850000019;GEN;168;280;1;IAO;9388;1718;1205;3597;1234;29;11;9;;;;;216;48;5;;0;;2493;1367;1305;1;1;
URGENCES2;2023;850000225;CHD - SITE DE MONTAIGU;850000019;GEN;99;180;1;IAO;7471;948;1590;567;288;0;0;0;0;;;;;;;;0;0;976;966;10;1;1;
URGENCES2;2023;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;GEN;391;784;1;IAO;24785;3961;3701;5140;822;720;;;;;;;1780;285;249;;11;4015;6996;3591;3684;0;0;
URGENCES2;2023;850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE;850000035;GEN;168;301;1;IAO;17075;2193;3567;5321;1529;458;1;1;0;;;;1010;;;;4;1460;1860;1860;0;;;
URGENCES2;2023;860000025;CHU DE POITIERS - SITE CHATELLERAULT;860014208;GEN;224;525;1;IAO;22201;3089;4014;4080;1665;59;;;;;;;;;;;6;2190;2418;543;2213;1;0;
URGENCES2;2023;860000058;CHU DE POITIERS - SITE DE MONTMORILLON;860014208;GEN;168;336;0;;8190;1440;1295;1425;668;21;;;;;;;;;;;1;365;315;87;235;1;0;
URGENCES2;2023;860000223;CHU LA MILETRIE;860014208;GEN;586;1232;;IAOMAO;44266;6563;1970;16070;4420;343;;;;;;;650;;;;2;730;11219;6208;5512;1;1;
URGENCES2;2023;860000223;CHU LA MILETRIE;860014208;PED;224;504;1;IAO;16224;;;;;;;;;;;;;;;2962;4;1460;2783;1242;1614;;;
URGENCES2;2023;860010321;POLYCLINIQUE DE POITIERS;860010313;GEN;;401;1;IAO;14739;1560;2041;2116;469;83;;;;;;;436;;;;4;1460;845;259;646;0;1;
URGENCES2;2023;870000064;C H U DUPUYTREN LIMOGES;870000015;GEN;506;1260;1;IAO;46216;6971;984;9348;2653;102;121;66;0;3;2;0;1689;441;6;;11;3647;7285;1308;8058;1;1;
URGENCES2;2023;870000098;CENTRE HOSPITALIER SAINT JUNIEN;870000023;GEN;168;284;1;IAO;13747;2060;2113;1801;818;6;10;9;;;;;;;;;3;1095;2037;557;1823;1;1;
URGENCES2;2023;870000270;CTRE HOSPITALIER J BOUTARD ST YRIEIX;870000031;GEN;168;168;1;IAO;9801;1752;1509;1419;775;1;2;2;0;0;0;0;354;61;36;;1;365;645;63;663;1;0;
URGENCES2;2023;870000288;CLINIQUE FRANCOIS CHENIEUX;870017415;GEN;266;746;1;IAO;26205;3129;1635;6016;1652;52;;;;;;;;;;;6;2190;1353;730;704;1;1;
URGENCES2;2023;870014859;HOPITAL DE LA MERE ET DE L'ENFANT;870000015;PED;210;489;1;IAO;26451;;;;;;;;;;;;;;;2491;6;2190;1719;626;1116;;;
URGENCES2;2023;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;880007059;GEN;506;1092;1;IAOMAO;40354;4285;13320;5976;1776;1097;;;;;;;;;;;12;4380;8143;1899;7458;1;1;
URGENCES2;2023;880000047;CHI HMV - SITE SAINT DIE DES VOSGES;880009147;GEN;336;840;1;IAO;26860;2425;5364;;;;;;;;;;;;;;6;2190;2017;321;1991;1;0;
URGENCES2;2023;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;880007299;GEN;336;416;1;IAO;15080;2337;2632;5000;1669;392;;;;;;;192;25;20;;4;1460;1748;648;1224;1;1;
URGENCES2;2023;880000062;CENTRE HOSPITALIER DE REMIREMONT;880780093;GEN;359;672;1;IAO;19844;2748;4033;2486;868;416;;;;;;;;;;;4;1451;1406;422;1078;0;1;
URGENCES2;2023;880000070;CHI DE L'OUEST VOSGIEN SITE DE VITTEL;880007299;GEN;168;259;0;;7750;891;1295;1354;471;39;;;;;;;48;;6;;2;;217;143;74;;;
URGENCES2;2023;890975527;CH AUXERRE;890000037;GEN;854;812;1;IAO;44184;5536;4047;8418;2877;53;;;;;;;1543;711;1;;11;4015;2477;273;2958;1;1;
URGENCES2;2023;890975527;CH AUXERRE;890000037;PED;168;373;1;IAO;16827;;;;;;;;;;;;;;;1442;3;1095;507;329;183;;;
URGENCES2;2023;890975535;CH AVALLON;890000409;GEN;168;235;0;;12819;1445;2314;1617;620;9;9;4;;;;;218;65;30;;2;730;454;236;255;1;0;
URGENCES2;2023;890975543;CH JOIGNY;890000417;GEN;168;168;1;IAO;18269;3920;3262;2436;;;;;;;;;136;;;;3;1085;957;546;425;1;0;
URGENCES2;2023;890975550;CH SENS;890970569;GEN;312;312;1;IAO;35761;4835;176;3775;1392;5;8;6;;;;;114;18;;;10;2314;3186;820;2649;1;1;
URGENCES2;2023;890975550;CH SENS;890970569;PED;200;252;1;IAO;15906;;;;;;;;;;;;;;;1038;;;0;0;0;;;
URGENCES2;2023;890975568;CENTRE HOSPITALIER DU TONNERROIS;890000433;GEN;192;252;1;IAO;11925;819;1516;1301;404;0;;;;;;;337;;;;2;730;274;100;202;1;1;
URGENCES2;2023;900003039;HNFC SITE TREVENANS;900000365;GEN;952;1148;1;IAOMAO;108114;12734;23827;23922;6494;2294;;;;;;;;;;;10;3278;5234;1687;4583;1;1;
URGENCES2;2023;910000272;CH D ARPAJON;910110014;GEN;479;;1;IAO;32909;;;;;;;;;;;;;;;;6;2190;2564;899;1867;0;1;
URGENCES2;2023;910000272;CH D ARPAJON;910110014;PED;168;;1;IAO;13254;;;;;;;;;;;;;;;1302;1;365;536;294;249;;;
URGENCES2;2023;910000280;CH DOURDAN ETAMPES SITE DOURDAN;910019447;GEN;275;424;0;;17479;1445;9781;1923;669;590;;;;;;;;;;;4;1460;1147;277;1018;1;1;
URGENCES2;2023;910000298;CENTRE HOSPITALIER DE LONGJUMEAU;910110055;GEN;557;924;1;IAO;41751;4316;996;7160;2291;90;;;;;;;;;;;14;5048;3628;663;3614;1;;
URGENCES2;2023;910000298;CENTRE HOSPITALIER DE LONGJUMEAU;910110055;PED;196;565;1;IAO;31899;;;;;;;;;;;;;;;1746;4;1460;672;256;473;;;
URGENCES2;2023;910000306;CH D ORSAY;910110055;GEN;448;588;1;IAO;26570;3203;924;4192;1346;47;;;;;;;;;;;6;2190;2207;326;2117;;;
URGENCES2;2023;910000306;CH D ORSAY;910110055;PED;37;158;1;IAO;3918;;;;;;;;;;;;;;;91;1;0;88;87;1;;;
URGENCES2;2023;910001973;CH DOURDAN ETAMPES SITE ETAMPES;910019447;GEN;231;420;0;;24105;2216;3821;1539;555;68;;;;;;;;;;;5;1825;1579;374;1459;1;1;
URGENCES2;2023;910018423;CENTRE HOSPITALIER DE JUVISY SUR ORGE;910110055;GEN;258;588;1;IAO;22177;1968;3053;1844;772;21;;;;;;;;;;;6;2190;1817;306;1601;1;1;
URGENCES2;2023;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;GEN;830;2436;1;IAO;83772;5942;7863;19074;3296;230;;;;;;;;;;;24;8760;8474;1204;9903;1;1;
URGENCES2;2023;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;PED;255;924;1;IAO;24996;;;;;;;;;;;;;;;2829;4;;1497;551;1220;;;
URGENCES2;2023;910300144;CMCO D EVRY;910000447;GEN;168;336;1;IAO;22996;1212;2152;1369;0;0;0;0;0;0;0;0;0;0;0;;5;1825;464;156;323;1;1;
URGENCES2;2023;910300219;HOPITAL PRIVE JACQUES CARTIER;910003888;GEN;373;611;1;IAO;24600;2914;2198;1759;439;5;;;;;;;1214;615;13;;6;2190;2205;316;2249;1;0;
URGENCES2;2023;910300300;HOPITAL PRIVE DU VAL D YERRES;910000538;GEN;168;252;1;IAO;19988;2138;2700;2086;;;0;0;0;0;0;0;0;0;0;;4;1460;1381;649;803;1;1;
URGENCES2;2023;910803543;HOPITAL PRIVE CLAUDE GALIEN;910017615;GEN;228;564;1;IAO;29125;2272;5378;2025;356;150;;;;;;;;;;;5;1825;1089;485;720;;;
URGENCES2;2023;920000577;CH DE NANTERRE;920110020;GEN;330;609;1;IAO;25283;1328;761;2025;746;15;432;4;7;;;;;;;;4;1460;975;150;1077;1;1;
URGENCES2;2023;920000585;CH RIVES DE SEINE SITE NEUILLY S/SEINE;920026374;GEN;420;735;1;IAO;25896;2428;4031;2494;845;16;;;;;;;;;;;5;1825;805;173;637;1;1;
URGENCES2;2023;920000585;CH RIVES DE SEINE SITE NEUILLY S/SEINE;920026374;PED;323;2856;1;IAO;23293;;;;;;;;;;;;;;;2196;3;1095;868;396;527;;;
URGENCES2;2023;920000619;CH DES QUATRE VILLES SITE ST CLOUD;920009909;GEN;260;336;1;IAO;22997;3169;1341;3536;1414;31;;;;;;;112;;;;4;1460;1563;269;1574;1;1;
URGENCES2;2023;920000643;INSTITUT FRANCO BRITANNIQUE KLEBER;750720468;GEN;358;672;1;IAO;32472;3633;3466;;303;;;;;;;;;;208;;7;2555;2366;226;2488;0;;
URGENCES2;2023;920000650;HOPITAL FOCH;920150059;GEN;515;1195;1;IAOMAO;33730;3943;736;10497;2020;25;54;;;;;;306;;;;5;1825;1321;985;348;1;1;
URGENCES2;2023;920100013;HU OUEST SITE AMBROISE PARE APHP;750712184;GEN;462;1024;1;IAO;42392;5859;1741;8757;3316;177;109;72;;;;;1147;428;;;18;6570;6958;1863;5793;1;1;
URGENCES2;2023;920100013;HU OUEST SITE AMBROISE PARE APHP;750712184;PED;264;1436;1;IAO;21122;;;;;;;;;;;;;;;1602;4;336;558;319;245;;;
URGENCES2;2023;920100021;HU PARIS SUD SITE ANTOINE BECLERE APHP;750712184;GEN;516;1260;1;IAO;33352;3930;1859;8725;2463;289;64;17;2;;;;1006;349;14;;22;6292;7165;1523;8976;1;1;
URGENCES2;2023;920100021;HU PARIS SUD SITE ANTOINE BECLERE APHP;750712184;PED;382;2176;1;IAO;29833;;;;;;;;;;;;;;;3475;6;2190;2907;1757;1171;;;
URGENCES2;2023;920100039;HU PARIS NORD SITE BEAUJON APHP;750712184;GEN;448;1008;1;IAO;34770;4377;992;2270;650;4;;;;;;;1302;494;12;;10;3650;4722;635;5200;1;1;
URGENCES2;2023;920100047;HU PARIS NORD SITE LOUIS MOURIER APHP;750712184;GEN;540;980;1;IAOMAO;41351;3150;1665;4990;1455;86;11;1;0;;;;334;63;7;;10;3650;4766;628;4429;1;1;
URGENCES2;2023;920100047;HU PARIS NORD SITE LOUIS MOURIER APHP;750712184;PED;588;756;1;IAOMAO;36208;;;;;;;;;;;;;;;2910;9;3285;2645;844;1901;;;
URGENCES2;2023;920120011;HIA PERCY;750821092;GEN;336;252;1;IAO;16887;2363;229;3669;1050;22;103;;;;;;994;402;1;;5;1830;1787;211;1804;1;1;
URGENCES2;2023;920300043;HOPITAL PRIVE D ANTONY;920001526;GEN;630;1208;1;IAO;69809;6885;9217;5540;1895;99;;;;;;;;;;;11;4015;2699;157;3270;1;;
URGENCES2;2023;920300597;CLINIQUE DE MEUDON LA FORET;920000940;GEN;168;175;1;IAO;16889;1903;2686;1048;363;26;;;;;;;54;17;3;;4;1460;650;637;13;1;1;
URGENCES2;2023;930000286;GHI LE RAINCY MONTFERMEIL;930021480;GEN;580;788;1;IAOMAO;45251;3853;4570;6281;1961;49;;;;;;;;45;17;;15;5475;520;114;651;1;0;
URGENCES2;2023;930000286;GHI LE RAINCY MONTFERMEIL;930021480;PED;503;172;1;IAO;8173;;;;;;;;;;;;;;;786;;;0;0;0;;;
URGENCES2;2023;930000302;CHI ANDRE GREGOIRE;930110036;GEN;450;840;1;IAO;53180;4545;4668;5228;1833;;;;;;;;1519;439;11;;11;3285;2870;169;3263;;;
URGENCES2;2023;930000302;CHI ANDRE GREGOIRE;930110036;PED;504;1008;1;IAO;21821;;;;;;;;;;;;;;;3627;3;1095;126;23;142;;;
URGENCES2;2023;930000328;CH GENERAL DELAFONTAINE;930110051;GEN;44;36;1;IAO;63798;2971;2328;5730;1138;87;;;;;;;;;;;8;2920;3391;1237;2474;;;
URGENCES2;2023;930000328;CH GENERAL DELAFONTAINE;930110051;PED;44;36;1;IAO;33819;;;;;;;;;;;;;;;3460;7;2555;0;0;0;;;
URGENCES2;2023;930000336;CHI ROBERT BALLANGER;930110069;GEN;1552;486;1;IAO;75071;3556;30515;9705;1801;2677;536;5;14;0;;;0;;;;12;4380;5422;575;9738;0;0;
URGENCES2;2023;930000336;CHI ROBERT BALLANGER;930110069;PED;340;208;1;IAO;29764;;;;;;;;;;;;;;;2611;0;0;0;0;0;;;
URGENCES2;2023;930100037;HU PARIS SITE AVICENNE APHP;750712184;GEN;732;1008;1;IAOMAO;44761;3602;897;8009;;;;;;;;;566;;;;12;4380;5192;613;5112;1;1;
URGENCES2;2023;930100045;HU PARIS SITE JEAN VERDIER APHP;750712184;GEN;392;840;1;IAO;30627;1329;1322;1925;;;;;;;;;540;;;;10;3650;1805;200;1632;1;1;
URGENCES2;2023;930100045;HU PARIS SITE JEAN VERDIER APHP;750712184;PED;405;756;1;IAO;31490;;;;;;;;;;;;;;;2300;7;2555;1333;249;1154;;;
URGENCES2;2023;930300025;HOPITAL EUROPEEN LA ROSERAIE;930000393;GEN;252;420;1;IAO;29598;1143;2354;1300;94;13;;;;;;;5;;;;6;2190;1762;1067;710;1;1;
URGENCES2;2023;930300066;HOPITAL PRIVE DE L EST PARISIEN;930000401;GEN;252;420;1;IAO;22531;1610;2004;;;;;;;;;;;;;;4;;1;1;0;1;0;
URGENCES2;2023;930300082;CENTRE MEDICO CHIRURGICAL FLOREAL;930000419;GEN;228;210;1;IAO;23697;1016;2245;;;;;;;;;;;;;;0;0;0;0;0;1;0;
URGENCES2;2023;930300116;HOPITAL PRIVE DE LA SEINE SAINT DENIS;930000427;GEN;224;420;1;IAO;28461;1162;2549;1299;277;15;;;;;;;172;21;3;;3;1095;0;0;0;1;1;
URGENCES2;2023;930300553;CLINIQUE DE L ESTREE;930000633;GEN;252;494;1;IAO;43494;1829;5200;2916;96;536;;;;;;;313;43;11;;7;2255;619;279;356;1;1;
URGENCES2;2023;930300595;HOPITAL PRIVE DU VERT GALANT;930000658;GEN;270;284;1;IAO;42156;1860;9330;1562;242;185;0;0;0;0;0;0;133;0;0;;4;1460;229;57;176;1;1;
URGENCES2;2023;940000573;CHI DE CRETEIL;940110018;GEN;632;1840;0;;36083;4318;109;18199;3110;4858;0;0;0;0;0;0;0;0;0;;12;4380;5955;1098;6029;0;1;
URGENCES2;2023;940000573;CHI DE CRETEIL;940110018;PED;583;455;0;;37130;;;;;;;;;;;;;;;4858;4;1460;1880;781;1230;;;
URGENCES2;2023;940000599;CHI LUCIE ET RAYMOND AUBRAC;940110042;GEN;877;1957;1;IAO;60057;6047;2363;18051;3484;30690;64;;0;0;0;0;471;53;0;;11;4015;4711;552;5542;1;1;
URGENCES2;2023;940000599;CHI LUCIE ET RAYMOND AUBRAC;940110042;PED;154;357;1;IAO;34020;;;;;;;;;;;;;;;30690;7;2555;1459;363;1355;;;
URGENCES2;2023;940000649;HOPITAL SAINT CAMILLE;940150014;GEN;690;1279;1;IAO;49041;5461;1701;12009;3338;188;;;;;;;;;;;12;4380;11983;3910;9255;1;1;
URGENCES2;2023;940000649;HOPITAL SAINT CAMILLE;940150014;PED;269;588;1;IAO;38945;;;;;;;;;;;;;;;2535;6;2190;2489;1631;872;;;
URGENCES2;2023;940100027;HU HENRI MONDOR SITE HENRI MONDOR APHP;750712184;GEN;840;1512;1;IAO;56808;6684;1003;8999;2071;34;1141;693;14;0;0;0;894;96;11;;21;6438;9367;3617;6531;1;1;
URGENCES2;2023;940100043;HU PARIS SUD SITE KREMLIN BICETRE APHP;750712184;GEN;1056;1344;1;IAO;60857;5863;1714;12428;3298;172;125;47;2;;;;1526;473;5;;21;7665;9763;1083;13513;1;1;
URGENCES2;2023;940100043;HU PARIS SUD SITE KREMLIN BICETRE APHP;750712184;PED;530;1476;1;IAO;32327;;;;;;;;;;;;;;;3090;10;2714;2530;496;2378;;;
URGENCES2;2023;940120017;HIA BEGIN;750821092;GEN;312;588;1;IAO;23224;2952;402;4326;1344;42;;;;;;;;;;;10;3650;2535;494;2369;1;1;
URGENCES2;2023;940300031;HOPITAL PRIVE PAUL D EGINE;940000706;GEN;266;733;1;IAO;23079;;;;;;;;;;;;;;;;7;2555;516;77;614;1;1;
URGENCES2;2023;940300270;HOPITAL PRIVE ARMAND BRILLARD;940000771;GEN;228;392;1;IAO;19641;1980;2558;;;;;;;;;;;;;;4;1460;602;109;564;1;1;
URGENCES2;2023;940300445;CLINIQUE DU SUD;940000854;GEN;168;223;1;IAO;24239;768;4739;989;;;13;;;;;;;;;;3;1095;109;60;57;0;1;
URGENCES2;2023;940300569;HOPITAL PRIVE DE VITRY SITE PASTEUR;940000912;GEN;231;588;0;;23820;656;4413;;;;;;;;;;;;;;4;1460;696;499;224;1;1;
URGENCES2;2023;950000307;CH VICTOR DUPOUY;950110015;GEN;1176;2184;1;IAO;73720;6559;8858;7788;2765;90;145;5;0;0;0;0;408;;;;14;5110;5915;2905;3765;1;1;
URGENCES2;2023;950000307;CH VICTOR DUPOUY;950110015;PED;230;186;1;IAO;23046;;;;;;;;;;;;;;;1225;2;730;1677;1146;533;;;
URGENCES2;2023;950000315;HOPITAL NOVO SITE BEAUMONT SUR OISE;950110080;GEN;408;672;1;IAO;33568;2657;9980;2937;980;352;0;0;0;;;;;;;;6;2190;1936;325;1946;1;1;
URGENCES2;2023;950000323;GHEM SIMONE VEIL SITE EAUBONNE;950013870;GEN;939;1512;1;IAOMAO;53653;7429;6711;7417;3148;75;18;0;0;43;30;0;463;150;27;;18;3215;5815;1373;6531;1;1;
URGENCES2;2023;950000323;GHEM SIMONE VEIL SITE EAUBONNE;950013870;PED;337;672;1;IAO;23843;;;;;;;;;;;;;;;4707;12;3215;3833;1876;2061;;;
URGENCES2;2023;950000331;CH GENERAL DE GONESSE;950110049;GEN;854;1092;1;IAO;64183;4039;6777;7045;1837;17;603;1;0;0;0;0;141;21;1;;10;3650;2415;95;2697;1;1;
URGENCES2;2023;950000331;CH GENERAL DE GONESSE;950110049;PED;466;924;1;IAO;32485;;;;;;;;;;;;;;;4360;6;2190;2250;914;1442;;;
URGENCES2;2023;950000349;HOPITAL NOVO SITE MAGNY;950110080;GEN;208;168;0;;12142;655;3811;473;200;1;0;;;;;;;;;;2;730;329;187;159;0;0;
URGENCES2;2023;950000364;CH NOVO SITE RENE DUBOS;950110080;GEN;858;1428;1;IAO;57898;5617;6790;8949;2429;188;2;;;;;;;;;;19;6439;2712;383;3891;0;1;
URGENCES2;2023;950000364;CH NOVO SITE RENE DUBOS;950110080;PED;336;504;1;IAO;27736;;;;;;;;;;;;;;;3826;5;1825;665;433;245;;;
URGENCES2;2023;950300244;CHP SAINTE MARIE OSNY;950045468;GEN;228;481;1;IAO;41271;2236;8527;1783;;;;;;;;;;;;;4;1460;132;61;72;1;1;
URGENCES2;2023;950300277;HOPITAL PRIVE NORD PARISIEN;950000547;GEN;182;318;1;IAO;23417;658;1184;500;;;;;;;;;60;;;;8;2920;624;429;263;1;1;
URGENCES2;2023;950807982;CLINIQUE CLAUDE BERNARD;950001636;GEN;288;504;1;IAO;32644;2242;5366;1330;316;17;;;;;;;140;23;8;;4;1460;323;235;88;1;1;
URGENCES2;2023;970100392;CENTRE HOSPITALIER DE LA BASSE -TERRE;970100178;GEN;420;616;1;IAO;26378;2489;6057;4106;1077;555;0;0;0;0;0;0;622;58;39;;9;3285;1628;69;2183;1;1;
URGENCES2;2023;970100400;C.H. LOUIS CONSTANT FLEMING;970100186;GEN;336;504;1;IAO;16848;381;3983;2172;264;125;46;0;0;0;0;0;0;0;0;;2;730;632;106;772;1;0;
URGENCES2;2023;970100426;C.H. STE MARIE;970100202;GEN;336;504;1;IAO;5347;637;1181;851;;;;;;;;;196;;;;2;730;603;292;356;1;0;
URGENCES2;2023;970100442;C.H.U. DE POINTE-A-PITRE/ABYMES;970100228;GEN;574;1225;1;IAO;48328;6662;1317;13655;;;;;;;;;;;;;8;2920;6357;774;7409;1;1;
URGENCES2;2023;970100442;C.H.U. DE POINTE-A-PITRE/ABYMES;970100228;PED;168;504;1;IAO;27547;;;;;;;;;;;;;;;1779;4;1460;658;35;679;;;
URGENCES2;2023;970107249;CLINIQUE LES EAUX CLAIRES;970100731;GEN;210;294;1;IAO;28821;1520;1655;3737;214;152;;;;;;;;;;;10;3650;2013;1601;459;1;1;
URGENCES2;2023;970211215;CHU DE MARTINIQUE SITE P.ZOBDA QUITMAN;970211207;GEN;924;1502;1;IAO;45307;6470;1476;12395;;;;;;;;;552;;;;23;;1907;449;1727;;;
URGENCES2;2023;970211223;CHU DE MARTINIQUE SITE DE TRINITE;970211207;GEN;480;658;1;IAOMAO;16860;2573;1066;;;;;;;;;;;;;;5;1825;524;98;468;0;1;
URGENCES2;2023;970211256;CHU DE MARTINIQUE SITE MERE ENFANT;970211207;GEN;273;997;;;15070;;;;;;;;;;;;;;;;3;1095;808;792;25;0;;
URGENCES2;2023;970211256;CHU DE MARTINIQUE SITE MERE ENFANT;970211207;PED;273;997;1;IAO;25292;;;;;;;;;;;;;;;3453;3;1095;1592;760;841;;;
URGENCES2;2023;970300026;CENTRE HOSPITALIER DE CAYENNE;970302022;GEN;693;1344;1;IAOMAO;49550;1231;16523;6274;345;1444;38195;6;87;;;;95;17;4;;4;1460;2150;1497;1751;1;1;
URGENCES2;2023;970300083;CENTRE HOSPITALIER  FRANCK-JOLY;970302121;GEN;476;756;1;IAO;43531;129;12271;11931;;;226;;;;;;;;;;6;60;53;18;57;0;1;
URGENCES2;2023;970305637;CENTRE HOSPITALIER INTERCOM DE KOUROU;970305629;GEN;168;168;1;IAO;19409;370;6202;2959;137;765;0;0;0;0;0;0;117;4;30;;5;1825;1669;787;998;1;1;
URGENCES2;2023;970400024;CHU SITE FELIX GUYON (SAINT DENIS);970408589;GEN;446;975;1;IAO;37596;3680;2401;10685;1898;147;1;;;;;;;;;;18;6570;5708;749;6034;1;1;
URGENCES2;2023;970400024;CHU SITE FELIX GUYON (SAINT DENIS);970408589;PED;189;336;1;IAO;13034;;;;;;;;;;;;;;;2880;6;2190;1834;512;1478;;;
URGENCES2;2023;970400057;CHU SITE SUD (SAINT PIERRE);970408589;GEN;485;1176;1;IAO;50041;6162;2713;15273;2772;255;747;8;3;;;;;;;;23;8395;7252;2206;5667;1;;
URGENCES2;2023;970400057;CHU SITE SUD (SAINT PIERRE);970408589;PED;216;35;1;IAO;17115;;;;;;;;;;;;;;;3529;4;1460;1278;373;1005;;;
URGENCES2;2023;970400065;CH OUEST REUNION;970421038;GEN;450;903;1;IAO;37589;3300;12;11884;2027;0;;;;;;;;;;;6;1766;2854;1242;1731;1;1;
URGENCES2;2023;970400065;CH OUEST REUNION;970421038;PED;54;336;1;IAO;13876;;;;;;;;;;;;;;;3363;4;1460;2453;1461;1006;;;
URGENCES2;2023;970400073;GHER (SAINT-BENOIT);970403606;GEN;168;33;1;IAO;33250;2217;7741;9171;1482;1106;;;;;;;547;25;112;;8;2920;5358;2583;3110;0;1;
URGENCES2;2023;980500011;CHM;980500003;GEN;927;1251;1;IAOMAO;58710;442;24373;5871;375;14508;;;;;;;;;;;18;6570;5910;1567;7721;0;0;
