BOR;AN;FI;RS;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;EFFLIB_PKT;ETPSAL_PKT;EFFLIB_MED;ETPSAL_MED;GAR_SEN;AST_SEN;EFFLIB_PNM;ETPSAL_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_REE;ETP_EDU
PSY;2023;110786324;USSAP;110786324;GEN;;4;;;200;;;;;;63875;52;;;1702;49891;;;;;;10213;;;7;;9;49694;;6679;9549;224;11373;5;7189;5760;;18.83;;2.33;0;1;;310.7;195.14;33.47;14.8;1.33;20.65
PSY;2023;110786324;USSAP;110786324;INF;;1;;;10;;;;;;3650;20;;;133;2688;;;;;;2811;;;3;;3;20622;;185;831;104;29;191;1381;1175;;3.06;;0.14;0;1;;68.02;36.45;4.37;8.72;3.59;8.28
PSY;2023;110786324;USSAP;110786324;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;9;7;;0.13;;;;;;;;;;;
PSY;2023;110786324;USSAP;110786324;TOT;1;;1;1;210;;;;;;67525;72;;;1835;52579;;;;;;13024;;;10;;12;70316;;6864;10389;328;11402;196;8413;6855;;22.02;;2.47;;;;378.72;231.59;37.84;23.52;4.92;28.93
PSY;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;INF;;1;;;5;;;;;;1825;28;;;286;1620;;;;;;3814;;;6;;3;;;;;;;;;;;3.63;;0.6;0;1;;50.43;14.16;7;3.63;3.35;18.49
PSY;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;120780044;TOT;1;;2;0;5;;;;;;1825;28;;;286;1620;;;;;;3814;;;6;;3;;;;;;;;;;;3.63;;0.6;;;;50.43;14.16;7;3.63;3.35;18.49
PSY;2023;120004569;CH MILLAU;120004528;GEN;;1;;;22;;;;;;8030;21;2;1;485;7316;;;;;;4465;0;301;2;3;1;13111;1692;1217;3391;143;512;6;1415;1060;;1.27;;;;;;72.16;39.13;0;4;2;10.13
PSY;2023;120004569;CH MILLAU;120004528;INF;;1;;;;;;;;;;6;;;;;;;;;;898;;;1;2;1;2334;1467;93;216;35;5;93;538;481;;1.5;;;;;;25.85;6;0;4.05;2.77;8.95
PSY;2023;120004569;CH MILLAU;120004528;TOT;1;;0;0;22;;;;;;8030;27;2;1;485;7316;;;;;;5363;0;301;3;5;2;15445;3159;1310;3607;178;517;99;1929;1526;;2.77;;;;;;98.01;45.13;0;8.05;4.77;19.08
PSY;2023;120780283;CHS STE MARIE RODEZ;630786754;GEN;;4;;;199;40;5;;4;;72635;115;1;;2414;63133;10650;889;;1028;;15056;0;;8;8;9;45267;3353;24504;14392;7337;684;26;9445;7502;;20.05;1;5.12;1;1;;497.22;284.55;86.57;15.11;6.36;14.04
PSY;2023;120780283;CHS STE MARIE RODEZ;630786754;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1260;;;;328;328;;0.2;;;;;;0.72;0.42;;0.3;;
PSY;2023;120780283;CHS STE MARIE RODEZ;630786754;TOT;1;;3;1;199;40;5;;4;;72635;115;1;;2414;63133;10650;889;;1028;;15056;0;;8;8;9;45267;3353;24504;15652;7337;684;26;9714;7771;;20.25;1;5.12;;;;497.94;284.97;86.57;15.41;6.36;14.04
PSY;2023;130000235;CHS EDOUARD TOULOUSE;130780554;GEN;;6;;;169;20;;;8;;61685;147;10;1;1365;53862;5474;;;1843;;15640;0;976;7;5;7;67041;17493;55442;11756;1394;9787;7;8406;6869;0;28.25;0;3.39;;;0;508.94;267.1;75.81;36.59;13.85;34.85
PSY;2023;130000235;CHS EDOUARD TOULOUSE;130780554;INF;;2;;;;;;;4;;;52;;;;;;;;;;3346;;;8;4;3;26895;7857;30;1162;98;2144;151;2973;2787;0;12.8;0;0.02;;;0;109.46;40.66;0;24.38;9.13;25.04
PSY;2023;130000235;CHS EDOUARD TOULOUSE;130780554;TOT;1;;8;1;169;20;;;12;;61685;199;10;1;1365;53862;5474;;;1843;;18986;0;976;15;9;10;93936;25350;55472;12918;1492;11931;158;11160;9515;0;41.05;0;3.41;;;0;618.4;307.76;75.81;60.97;22.98;59.89
PSY;2023;130000433;CHS MONTPERRIN;130781131;GEN;;6;;;259;0;19;;11;;89943;113;12;;2116;76979;0;3962;;2061;;20083;0;;10;27;12;65340;14167;24311;8385;180;15837;16;16465;14029;;50.62;;9.04;1;1;3;663.36;408.2;114.27;29.05;6.27;29.28
PSY;2023;130000433;CHS MONTPERRIN;130781131;INF;;3;;;;0;;;;;0;53;;;;;;;;;;2941;;;10;8;5;35007;9721;2690;2088;162;1047;54;3866;3700;;11.76;;1.24;1;1;0;150.14;38.31;2.71;42.28;21.4;40.18
PSY;2023;130000433;CHS MONTPERRIN;130781131;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38950;;;;2922;2871;;4.47;;0.6;;;0;27.75;13.96;0;10.85;0.8;1.82
PSY;2023;130000433;CHS MONTPERRIN;130781131;TOT;1;;5;1;259;0;19;;11;;89943;166;12;;2116;76979;0;3962;;2061;;23024;0;;20;35;17;100347;23888;27001;49423;342;16884;70;20002;17459;;66.85;;10.88;;;3;841.25;460.47;116.98;82.18;28.47;71.28
PSY;2023;130002496;CHS VALVERT MARSEILLE;130786494;GEN;;4;;;141;0;0;;8;;51203;126;;;1683;39118;;;;2540;;20900;;;6;8;5;38462;6589;24009;848;691;10877;0;6756;6558;;26.78;;;1;1;;302.79;215.02;4.06;17.42;2.35;15.1
PSY;2023;130002496;CHS VALVERT MARSEILLE;130786494;INF;;2;;;;;;;;;;36;;;;;;;;;;3195;;;5;3;3;36891;21827;12469;1022;158;1814;365;3546;3546;;14.2;;0.27;0;0;;110.03;39.82;1;25.08;13.95;18.44
PSY;2023;130002496;CHS VALVERT MARSEILLE;130786494;TOT;1;;4;0;141;0;0;;8;;51203;162;;;1683;39118;;;;2540;;24095;;;11;11;8;75353;28416;36478;1870;849;12691;365;10044;9857;;40.98;;0.27;;;;412.82;254.84;5.06;42.5;16.3;33.54
PSY;2023;130002827;CH JOSEPH IMBERT D'ARLES;130789274;GEN;;1;;;33;0;;;;;12045;10;;;457;9600;0;;;;;1590;;;4;;2;18328;;14259;995;18;1612;18;2958;2589;;4.21;;;;;;61.72;44.83;10.12;4;;2.77
PSY;2023;130002827;CH JOSEPH IMBERT D'ARLES;130789274;INF;;1;;;;;;;;;;10;;;;;;;;;;650;;;5;;3;8430;;725;96;24;124;269;622;571;;3.62;;0.72;;;;42.48;11.53;;12.99;6.84;11.12
PSY;2023;130002827;CH JOSEPH IMBERT D'ARLES;130789274;TOT;1;;;0;33;0;;;;;12045;20;;;457;9600;0;;;;;2240;;;9;;5;26758;;14984;1091;42;1736;287;3541;3121;;7.83;;0.72;;;;104.2;56.36;10.12;16.99;6.84;13.89
PSY;2023;130010648;CLINIQUE SAINT MICHEL;130010648;GEN;;;;;84;;;;;;30660;10;9;;202;28280;;;;;;3598;2096;;;;;;;;;;;;325;;2;1;;0.5;0;0;;42.5;15;4;1.55;1;1.5
PSY;2023;130010648;CLINIQUE SAINT MICHEL;130010648;TOT;0;;;0;84;;;;;;30660;10;9;;202;28280;;;;;;3598;2096;;;;;;;;;;;;202;;2;1;;0.5;;;;42.5;15;4;1.55;1;1.5
PSY;2023;130780273;CLINIQUE SAINTE MARTHE SAINT JOSEPH;130000151;GEN;;;;;75;;;;;;23375;12;4;1;301;24149;;;;;;1761;34;4461;;;;;;;;;;;421;;0;5;0;0.51;0;0;;26.63;13.53;8.81;1.95;0.47;1.87
PSY;2023;130780273;CLINIQUE SAINTE MARTHE SAINT JOSEPH;130000151;TOT;0;;;0;75;;;;;;23375;12;4;1;301;24149;;;;;;1761;34;4461;;;;;;;;;;;420;;0;5;0;0.51;;;;26.63;13.53;8.81;1.95;0.47;1.87
PSY;2023;130780521;APHM HOPITAL NORD;130786049;PEN;;;;;40;;;;;;14600;;;;214;9466;;;;;;0;;0;;;;;;;0;;;;162;0;;3.23;;;;;;64.92;39.76;19.44;2;1.92;1.8
PSY;2023;130780521;APHM HOPITAL NORD;130786049;TOT;0;;;0;40;;;;;;14600;;;;214;9466;;;;;;0;;0;;;;;;;0;;;;162;;;3.23;;;;;;64.92;39.76;19.44;2;1.92;1.8
PSY;2023;130781065;CLINIQUE PSYCHIATRIQUE LA JAUBERTE;130000417;GEN;;;;;75;0;0;0;0;0;26829;15;0;0;649;26829;0;0;0;0;0;2524;0;0;;;;;;;;;;;617;0;4;0.3;0;2.11;0;0;1;33.45;16.49;11.08;1.6;3.46;0.82
PSY;2023;130781065;CLINIQUE PSYCHIATRIQUE LA JAUBERTE;130000417;TOT;0;;;0;75;0;0;0;0;0;26829;15;0;0;649;26829;0;0;0;0;0;2524;0;0;;;;;;;;;;;617;0;4;0.3;0;2.11;;;1;33.45;16.49;11.08;1.6;3.46;0.82
PSY;2023;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;GEN;;3;;;97;0;0;0;0;0;33200;60;3;1;1254;26105;0;0;0;0;0;6447;0;871;3;10;1;14665;22263;7770;501;0;21783;0;6614;5554;;28.74;;0.77;0;1;;198.02;165.55;;16.64;1.75;2.8
PSY;2023;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;TOT;1;;1;0;97;0;0;0;0;0;33200;60;3;1;1254;26105;0;0;0;0;0;6447;0;871;3;10;1;14665;22263;7770;501;0;21783;0;6614;5554;;28.74;;0.77;;;;198.02;165.55;;16.64;1.75;2.8
PSY;2023;130783764;CLINIQUE MON REPOS;920030269;GEN;;;;;275;;;;;;100375;15;;;1444;96565;;;;;;2862;;;;;;;;;;;;;1264;;14;0.57;3;3.47;0;0;;143.27;60.08;29.7;4.51;7.14;2.48
PSY;2023;130783764;CLINIQUE MON REPOS;920030269;TOT;0;;;0;275;;;;;;100375;15;;;1444;96565;;;;;;2862;;;;;;;;;;;;;1264;;14;0.57;3;3.47;;;;143.27;60.08;29.7;4.51;7.14;2.48
PSY;2023;130784085;CLINIQUE L'EMERAUDE;920030921;GEN;;;;;192;;;;;;70080;30;13;;1034;68777;;;;;;6681;1078;;;;;;;;;;;;1042;;9;3.77;1;19.84;0;0;;118.76;55.53;23.07;5.26;4.86;4.74
PSY;2023;130784085;CLINIQUE L'EMERAUDE;920030921;INF;;;;;14;;;;;;5110;15;1;;275;5432;;;;;;3042;49;;;;;;;;;;;;233;;;2.3;;;0;0;;15.11;7.06;3.17;0.69;0.61;0.72
PSY;2023;130784085;CLINIQUE L'EMERAUDE;920030921;TOT;0;;;0;206;;;;;;75190;45;14;;1309;74209;;;;;;9723;1127;;;;;;;;;;;;1271;;9;6.07;1;19.84;;;;133.87;62.59;26.24;5.95;5.47;5.46
PSY;2023;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;GEN;;3;;;51;0;0;0;0;0;18948;39;3;0;549;17293;0;0;0;0;0;1075;0;0;3;11;0;3620;29860;8;2013;0;2370;0;6903;4215;;16.88;;1.53;1;1;;115.7;88.23;5.01;15.91;1.4;4.16
PSY;2023;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;INF;;2;;;14;0;;;0;0;4679;39;0;0;419;3584;0;;;0;0;7974;0;0;2;6;0;6553;16127;0;0;0;1941;0;3709;3216;;13.63;;0.73;0;0;;64.44;29.39;3;15.79;3.03;9
PSY;2023;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;PEN;;;;;;;;;;;;39;;;;;;;;;;6911;;;;;;;;;32080;;;;2053;1933;;5.18;;0.05;;;;26.06;16.95;;5.06;1.33;2.72
PSY;2023;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;TOT;1;;1;0;65;0;0;0;0;0;23627;117;3;0;968;20877;0;0;0;0;0;15960;0;0;5;17;0;10173;45987;8;34093;0;4311;0;10612;7431;;35.69;;2.31;;;;206.2;134.57;8.01;36.76;5.76;15.88
PSY;2023;130784291;CLINIQUE DES TROIS CYPRES;130001696;GEN;;;;;94;;;;;;33766;10;6;;401;33766;;;;;;1945;619;;;;;;;;;;;;401;;7;;5;0.75;0;0;;29.17;12.87;5.14;2.35;0.48;2
PSY;2023;130784291;CLINIQUE DES TROIS CYPRES;130001696;INF;;;;;22;;;;;;7241;12;6;;209;7241;;;;;;2903;295;;;;;;;;;;;;209;;5;;;;0;0;;18.51;5.78;4.36;2.78;0.3;4.69
PSY;2023;130784291;CLINIQUE DES TROIS CYPRES;130001696;TOT;0;;;0;116;;;;;;41007;22;12;;610;41007;;;;;;4848;914;;;;;;;;;;;;610;;12;;5;0.75;;;;47.68;18.65;9.5;5.13;0.78;6.69
PSY;2023;130784606;CLINIQUE SAINT ROCH MONTFLEURI;130001860;GEN;;;;;209;;;;;;76285;12;6;;817;70539;;;;;;2562;2314;;;;;;;;;;;;1129;;13;0.74;5;1;;;;;44;25.42;3.27;3.09;2
PSY;2023;130784606;CLINIQUE SAINT ROCH MONTFLEURI;130001860;TOT;0;;;0;209;;;;;;76285;12;6;;817;70539;;;;;;2562;2314;;;;;;;;;;;;1129;;13;0.74;5;1;;;;;44;25.42;3.27;3.09;2
PSY;2023;130784697;CLINIQUE DES QUATRE SAISONS;130001902;GEN;;;;;100;;;;;;36500;12;10;;359;31386;;;;;;5425;3615;;;;;;;;;;;;367;;4;1;1;0.33;0;0;;53.37;23.17;5.17;4.65;;4.06
PSY;2023;130784697;CLINIQUE DES QUATRE SAISONS;130001902;TOT;0;;;0;100;;;;;;36500;12;10;;359;31386;;;;;;5425;3615;;;;;;;;;;;;367;;4;1;1;0.33;;;;53.37;23.17;5.17;4.65;;4.06
PSY;2023;130786015;CLINIQUE VALFLEUR;130002322;GEN;;;;;80;;;;;;29200;;;;236;29055;;;;;;;;;;;;;;;;;;;190;;;1.75;;3.4;0;1;1;41.31;19.2;1;1.01;;2
PSY;2023;130786015;CLINIQUE VALFLEUR;130002322;TOT;0;;;0;80;;;;;;29200;;;;236;29055;;;;;;;;;;;;;;;;;;;190;;;1.75;;3.4;;;1;41.31;19.2;1;1.01;;2
PSY;2023;130786742;HIA LAVERAN;750821092;GEN;;;;;22;;;;;;8030;1;;;227;4589;;;;;;396;;;;1;;;5080;;;;877;;1920;1883;;3.83;;0.25;0;1;;21.22;8.25;10.3;2.67;;
PSY;2023;130786742;HIA LAVERAN;750821092;TOT;0;;;0;22;;;;;;8030;1;;;227;4589;;;;;;396;;;;1;;;5080;;;;877;;1920;1883;;3.83;;0.25;;;;21.22;8.25;10.3;2.67;;
PSY;2023;130786890;HJ LE RELAIS SERENA;130001688;INF;;;;;8;;;;;;2920;25;;;244;1830;;;;;;2134;;;;1;;;137;;;0;;;56;0;;2.2;;0.1;;;;22.88;11.43;2;0.75;2.2;6.5
PSY;2023;130786890;HJ LE RELAIS SERENA;130001688;TOT;0;;;0;8;;;;;;2920;25;;;244;1830;;;;;;2134;;;;1;;;137;;;0;;;56;;;2.2;;0.1;;;;22.88;11.43;2;0.75;2.2;6.5
PSY;2023;130786973;CLINIQUE PSYCHIATRIQUE MEDIAZUR;130002702;GEN;;;;;75;;;;;;27221;;;;229;27221;;;;;;;;;;;;;;;;;;;229;;;1.29;;;0;0;0;41.03;11.93;8.72;2.14;1;1
PSY;2023;130786973;CLINIQUE PSYCHIATRIQUE MEDIAZUR;130002702;TOT;0;;;0;75;;;;;;27221;;;;229;27221;;;;;;;;;;;;;;;;;;;229;;;1.29;;;;;0;41.03;11.93;8.72;2.14;1;1
PSY;2023;130790157;CH DE MARTIGUES HOPITAL DU VALLON;130789316;GEN;;3;;;75;2;;;;;25725;45;;;843;23034;2;;;;;12470;;;7;1;4;25771;7470;6715;3631;993;10060;0;5866;5307;;17.24;;;1;0;;166.52;103.25;9.75;14.47;1;11.21
PSY;2023;130790157;CH DE MARTIGUES HOPITAL DU VALLON;130789316;INF;;1;;;;;;;;;;10;;;;;;;;;;1876;;;5;1;2;11213;1277;417;519;8;1221;40;1557;1535;;3.57;;;1;0;;52.34;9.05;0;13.76;7.83;14.34
PSY;2023;130790157;CH DE MARTIGUES HOPITAL DU VALLON;130789316;TOT;1;;1;0;75;2;;;;;25725;55;;;843;23034;2;;;;;14346;;;12;2;6;36984;8747;7132;4150;1001;11281;40;7266;6685;;20.81;;;;;;218.86;112.3;9.75;28.23;8.83;25.55
PSY;2023;130798002;CLINIQUE LA LAURANNE;130004807;GEN;;4;;;200;;;;;;77000;0;;;969;76634;;;;;;0;;;;;;;;;;;;;969;0;9;2;1;3.32;0;0;;73.75;26;37;1.6;;2.41
PSY;2023;130798002;CLINIQUE LA LAURANNE;130004807;TOT;1;;;0;200;;;;;;77000;0;;;969;76634;;;;;;0;;;;;;;;;;;;;969;;9;2;1;3.32;;;;73.75;26;37;1.6;;2.41
PSY;2023;130804032;ASSOCIATION REGIONALE POUR INTEGRATION;130804032;INF;;;;;;;;;;;;27;;;;;;;;;;1677;;;;;;;;;;;;;53;;;0.9;;;0;0;;16.65;4;1;1;2.1;4.8
PSY;2023;130804032;ASSOCIATION REGIONALE POUR INTEGRATION;130804032;TOT;0;;;0;;;;;;;;27;;;;;;;;;;1677;;;;;;;;;;;;;53;;;0.9;;;;;;16.65;4;1;1;2.1;4.8
PSY;2023;130806011;CLINIQUE SAINT PAUL DE MAUSOLE;750720534;GEN;;;;;67;;;;;;24455;;;;405;24138;;;;;;;;;;;;;;;;;;;361;;3;0.5;;0.5;;1;;30.36;23.08;4.62;1.66;1;
PSY;2023;130806011;CLINIQUE SAINT PAUL DE MAUSOLE;750720534;TOT;0;;;0;67;;;;;;24455;;;;405;24138;;;;;;;;;;;;;;;;;;;361;;3;0.5;;0.5;;;;30.36;23.08;4.62;1.66;1;
PSY;2023;140000209;CHU COTE DE NACRE - CAEN;140000100;GEN;;1;;;45;;;;14;;16425;20;;;1079;16944;;;;582;;452;;;3;1;1;13808;14579;1660;709;20;632;;3742;3164;;11.46;;0.33;0;1;;140.22;63.48;35.96;13.02;0.66;4.46
PSY;2023;140000209;CHU COTE DE NACRE - CAEN;140000100;INF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;;;;;;
PSY;2023;140000209;CHU COTE DE NACRE - CAEN;140000100;TOT;1;;;0;45;;;;14;;16425;20;;;1079;16944;;;;582;;452;;;3;1;1;13808;14579;1660;709;20;632;;3742;3164;;11.46;;0.33;;;;140.22;63.48;35.96;13.02;0.66;4.46
PSY;2023;140000456;ETS PUBLIC DE SANTE MENTALE;140000316;GEN;;6;;;255;;;;;;93075;213;14;13;2180;91017;;;;;;17699;0;885;13;9;6;49256;15201;6871;8609;2109;3028;0;11251;9946;;29.05;;;;;0;642.14;380.18;200.72;24.79;13.78;22.66
PSY;2023;140000456;ETS PUBLIC DE SANTE MENTALE;140000316;INF;;1;;;;;;;;;;50;;;;;;;;;;5601;;;10;4;4;31268;1072;4933;63;8;410;22;3411;3282;;9.93;;;;;0;99.94;45.51;7.96;17.3;13.53;15.62
PSY;2023;140000456;ETS PUBLIC DE SANTE MENTALE;140000316;PEN;;;;;;;;;;;;6;;;;;;;;;;862;;;;;;;;;14872;;;;1392;1366;;3.99;;;;;0;16.69;8.97;0;6.98;0;0.74
PSY;2023;140000456;ETS PUBLIC DE SANTE MENTALE;140000316;TOT;1;;6;1;255;;;;;;93075;269;14;13;2180;91017;;;;;;24162;0;885;23;13;10;80524;16273;11804;23544;2117;3438;22;15911;14405;;42.97;;;;;0;758.77;434.66;208.68;49.07;27.31;39.02
PSY;2023;140004136;UNITE PSYCHIATRIQUE - CH BAYEUX;140000092;GEN;;1;;;30;;;;;;10950;15;;1;346;8999;;;;;;2314;;406;3;3;1;16023;1;846;23212;127;1112;2;2895;2579;;6.35;;0.68;0;1;;80.69;52.11;19.57;3.09;1;2.16
PSY;2023;140004136;UNITE PSYCHIATRIQUE - CH BAYEUX;140000092;INF;;1;;;8;;;;;;2920;40;;;132;1434;;;;;;4604;;;3;3;;12274;2430;;24;31;0;5;1188;1094;;6.09;;;0;1;;91.43;18.75;21.56;12.45;10.46;21.05
PSY;2023;140004136;UNITE PSYCHIATRIQUE - CH BAYEUX;140000092;TOT;1;;;0;38;;;;;;13870;55;;1;478;10433;;;;;;6918;;406;6;6;1;28297;2431;846;23236;158;1112;7;4068;3658;;12.44;;0.68;;;;172.12;70.86;41.13;15.54;11.46;23.21
PSY;2023;140004383;CHR GEORGES CLEMENCEAU - CAEN;140000100;INF;;;;;8;;;;;;2920;6;;;72;3301;;;;;;1559;;;;4;;;10463;;930;36;2625;33;1765;1657;;4.09;;0.6;;;;48.07;15.74;10.4;5.47;3.4;5.87
PSY;2023;140004383;CHR GEORGES CLEMENCEAU - CAEN;140000100;TOT;0;;;0;8;;;;;;2920;6;;;72;3301;;;;;;1559;;;;4;;;10463;;930;36;2625;33;1765;1657;;4.09;;0.6;;;;48.07;15.74;10.4;5.47;3.4;5.87
PSY;2023;150000040;CH HENRI MONDOR;150780096;GEN;;2;;;91;;;;;;33186;37;1;;965;29359;;;;;;5380;39;;;;;;;;;;;;696;;;3.55;;3.26;0;1;;182.68;119.18;18.35;8.2;3.4;5.86
PSY;2023;150000040;CH HENRI MONDOR;150780096;INF;;1;;;;4;;;;;;16;;;;;0;;;;;90;;;;;;;;;;;;;7;;;;;1.6;0;1;;22.4;3.49;;2.51;2.82;9.89
PSY;2023;150000040;CH HENRI MONDOR;150780096;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;480;;;;;143;;;;;;;;;;;;;
PSY;2023;150000040;CH HENRI MONDOR;150780096;TOT;1;;8;1;91;4;;;;;33186;53;1;;965;29359;0;;;;;5470;39;;;;;;;;480;;;;840;143;;3.55;;4.86;;;;205.08;122.67;18.35;10.71;6.22;15.75
PSY;2023;150780773;SERVICE DE PSYCHIATRIE - CH ST FLOUR;150780088;GEN;;1;;;12;7;0;0;0;0;8030;20;0;0;165;3286;0;0;0;0;0;2112;0;0;1;1;1;1686;491;1846;555;104;152;;597;309;;1.75;;;;;0;42.84;24.96;7.7;1.4;1;0.53
PSY;2023;150780773;SERVICE DE PSYCHIATRIE - CH ST FLOUR;150780088;TOT;1;;0;0;12;7;0;0;0;0;8030;20;0;0;165;3286;0;0;0;0;0;2112;0;0;1;1;1;1686;491;1846;555;104;152;;597;309;;1.75;;;;;0;42.84;24.96;7.7;1.4;1;0.53
PSY;2023;150780823;CH ANNEXE CUEILHES;150780096;GEN;;;;;;;;;;;;;;;;;;;;;;;;;3;2;1;11688;8722;2198;8166;2736;109;4;2933;2933;;;;;;1;;;;;;;
PSY;2023;150780823;CH ANNEXE CUEILHES;150780096;INF;;1;;;10;;;;;;2050;6;;;385;1348;;;;;;3385;;;4;1;;3011;4837;;55;324;163;1317;798;700;;1;;;;0;;29.61;11.9;3.82;0.94;0.78;11.17
PSY;2023;150780823;CH ANNEXE CUEILHES;150780096;TOT;1;;;1;10;;;;;;2050;6;;;385;1348;;;;;;3385;;;7;3;1;14699;13559;2198;8221;3060;272;1321;3712;3614;;1;;;;;;29.61;11.9;3.82;0.94;0.78;11.17
PSY;2023;150782944;CENTRE DE READAPTATION DE MAURS;150002566;GEN;;;;;30;0;0;0;0;0;10950;0;0;0;44;7743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;2;0;0;0;0;0;0;21.25;5.5;0;0;0;11.5
PSY;2023;150782944;CENTRE DE READAPTATION DE MAURS;150002566;TOT;0;;;0;30;0;0;0;0;0;10950;0;0;0;44;7743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;2;0;0;0;;;0;21.25;5.5;0;0;0;11.5
PSY;2023;160000345;CH CAMILLE CLAUDEL;160000501;GEN;;4;;;147;0;7;0;0;10;53655;69;0;7;1809;45422;0;0;;;2553;3250;;0;6;3;7;36506;13945;5561;21148;1333;7703;3;10178;9001;;14.1;;3.39;;;;413.46;248.91;79.37;20.25;6.63;9.67
PSY;2023;160000345;CH CAMILLE CLAUDEL;160000501;INF;;2;;;10;1;;;0;0;2920;81;0;6;146;1908;111;;;;;4581;;0;8;1;6;17203;1179;1164;1387;43;56;236;2677;2234;;4.22;;;;;;118.01;47.84;9.07;12.95;9.49;22.53
PSY;2023;160000345;CH CAMILLE CLAUDEL;160000501;PEN;;;;;0;;;;;;0;0;;0;0;0;;;;;;;;;;;;;;;1569;;;;323;323;;;;;;;;;;;;;
PSY;2023;160000345;CH CAMILLE CLAUDEL;160000501;TOT;1;;1;1;157;1;7;0;0;10;56575;150;0;13;1955;47330;111;0;;;2553;7831;;0;14;4;13;53709;15124;6725;24104;1376;7759;239;12739;11127;;18.32;;3.39;;;;531.47;296.75;88.44;33.2;16.12;32.2
PSY;2023;160008231;CLINIQUE VILLA BLEUE;160001038;GEN;;;;;39;;;;;;14331;;;;502;13423;;;;;;;;;;;;;;;;;;;456;;2;;;1;;;2;21.81;10.8;4.56;0.55;;
PSY;2023;160008231;CLINIQUE VILLA BLEUE;160001038;TOT;0;;;0;39;;;;;;14331;;;;502;13423;;;;;;;;;;;;;;;;;;;456;;2;;;1;;;2;21.81;10.8;4.56;0.55;;
PSY;2023;170020994;CATTP - HOPITAL JOUR PSY ADULT - S5;170780175;GEN;;2;;;40;0;0;0;0;0;14600;20;0;1;431;10108;0;0;0;0;0;2811;0;945;2;;2;16257;;1738;3300;518;1544;0;2610;2456;;3.05;;0.6;0;1;;100.14;67.88;0.04;6.12;0.63;4.82
PSY;2023;170020994;CATTP - HOPITAL JOUR PSY ADULT - S5;170780175;INF;;1;;;0;4;;;0;0;0;35;0;0;0;0;67;;;0;0;5458;0;0;5;1;0;13162;1356;;53;16;350;2235;1488;1321;;5.48;;;0;0;;67.18;27.1;;9.3;4.55;15.14
PSY;2023;170020994;CATTP - HOPITAL JOUR PSY ADULT - S5;170780175;PEN;;;;;;;;;;;;;;;0;0;;;;;;0;;0;;;;;;;;;;;143;143;;;;;;;;;;;;;
PSY;2023;170020994;CATTP - HOPITAL JOUR PSY ADULT - S5;170780175;TOT;1;;0;1;40;4;0;0;0;0;14600;55;0;1;431;10108;67;0;0;0;0;8269;0;945;7;1;2;29419;1356;1738;3353;534;1894;2235;4201;3885;;8.53;;0.6;;;;167.32;94.98;0.04;15.42;5.18;19.96
PSY;2023;170780282;MAISON MEDICALE HIPPOCRATE - SAUJON;170000186;GEN;;;;;65;;;;;;23725;;;;443;18324;;;;;;;;;;;;;;;;;;;403;;7;;;1.56;0;0;;19.92;11.81;7.08;0.53;0.5;0
PSY;2023;170780282;MAISON MEDICALE HIPPOCRATE - SAUJON;170000186;TOT;0;;;0;65;;;;;;23725;;;;443;18324;;;;;;;;;;;;;;;;;;;403;;7;;;1.56;;;;19.92;11.81;7.08;0.53;0.5;0
PSY;2023;170780290;VILLA DU PARC - SAUJON;170000194;GEN;;;;;90;;;;;;32850;;;;764;27124;;;;;;;;;;;;;;;;;;;734;;7;;;;0;0;;29.15;17.72;9.62;1.81;0.5;
PSY;2023;170780290;VILLA DU PARC - SAUJON;170000194;TOT;0;;;0;90;;;;;;32850;;;;764;27124;;;;;;;;;;;;;;;;;;;734;;7;;;;;;;29.15;17.72;9.62;1.81;0.5;
