BOR;AN;FI;RS;DIALYSE_AA100;DIALYSE_AA101;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2023;100000090;CENTRE HOSPITALIER DE TROYES;1;1;100000017;TOT;0;;;;;;2329;1;;42;6
DIALYSE;2023;100005958;UNITE D'AUTO-DIALYSE DE ROMILLY;;;510000953;112AX;;;;1;;7;;;;;
DIALYSE;2023;100005958;UNITE D'AUTO-DIALYSE DE ROMILLY;;;510000953;1140X;;;;11;17;2081;;;;;
DIALYSE;2023;100005958;UNITE D'AUTO-DIALYSE DE ROMILLY;0;0;510000953;TOT;0;;;;;;;1;;4;
DIALYSE;2023;100006550;UNITE DE DIALYSE DE ROSIERES PRES TROY;;;510000953;112AX;;;;3;46;233;;;;;
DIALYSE;2023;100006550;UNITE DE DIALYSE DE ROSIERES PRES TROY;;;510000953;1130X;;;;14;43;6254;;;;;
DIALYSE;2023;100006550;UNITE DE DIALYSE DE ROSIERES PRES TROY;;;510000953;1140X;;;;12;42;6057;;;;;
DIALYSE;2023;100006550;UNITE DE DIALYSE DE ROSIERES PRES TROY;;;510000953;1150A;;;;2;2;222;;;;;
DIALYSE;2023;100006550;UNITE DE DIALYSE DE ROSIERES PRES TROY;;;510000953;1210;;;;;35;;;;5346;;
DIALYSE;2023;100006550;UNITE DE DIALYSE DE ROSIERES PRES TROY;;;510000953;121AX;;;;;25;;;;3876;;
DIALYSE;2023;100006550;UNITE DE DIALYSE DE ROSIERES PRES TROY;;;510000953;121CX;;;;9;10;;;;1470;;
DIALYSE;2023;100006550;UNITE DE DIALYSE DE ROSIERES PRES TROY;0;1;510000953;TOT;1;1;8;;;;;1;;17;18
DIALYSE;2023;110000023;CH CARCASSONNE;;;110780061;112BA;;;;27;108;12872;;;;;
DIALYSE;2023;110000023;CH CARCASSONNE;;;110780061;1150A;;;;1;;;;;;;
DIALYSE;2023;110000023;CH CARCASSONNE;;;110780061;122AX;;;;1;1;;;;80;;
DIALYSE;2023;110000023;CH CARCASSONNE;;;110780061;122BX;;;;1;0;;;;19;;
DIALYSE;2023;110000023;CH CARCASSONNE;1;1;110780061;TOT;0;;;;;;1221;;;37;6
DIALYSE;2023;110000023;CH CARCASSONNE;;;110780061;VACAN;;;;1;;;;;;;
DIALYSE;2023;110004413;AIDER SANTE UAD NARBONNE;;;340000264;1140X;;;;10;24;3755;;;;;
DIALYSE;2023;110004421;AIDER SANTE UAD CH LIMOUX QUILLAN;;;340000264;1140X;;;;6;13;2340;;;;;
DIALYSE;2023;110004439;AIDER SANTE UAD TREBES;;;340000264;1140X;;;;10;16;2437;;;;;
DIALYSE;2023;110005311;AIDER SANTE UDM CH CARCASSONNE;;;340000264;112AX;;;;1;4;1006;;;;;
DIALYSE;2023;110005311;AIDER SANTE UDM CH CARCASSONNE;;;340000264;1130X;;;;10;39;5610;;;;;
DIALYSE;2023;110005311;AIDER SANTE UDM CH CARCASSONNE;0;0;340000264;TOT;0;;;;;;0;1;;0;0
DIALYSE;2023;110780228;HOPITAL PRIVE DU GRAND NARBONNE;;;110000114;112AX;;;;2;2;174;;;;;
DIALYSE;2023;110780228;HOPITAL PRIVE DU GRAND NARBONNE;;;110000114;112BA;;;;20;77;11687;;;;;
DIALYSE;2023;110780228;HOPITAL PRIVE DU GRAND NARBONNE;;;110000114;1130X;;;;8;30;4485;;;;;
DIALYSE;2023;110780228;HOPITAL PRIVE DU GRAND NARBONNE;;;110000114;1210;;;;;11;;;;13;;
DIALYSE;2023;110780228;HOPITAL PRIVE DU GRAND NARBONNE;;;110000114;121AX;;;;;10;;;;10;;
DIALYSE;2023;110780228;HOPITAL PRIVE DU GRAND NARBONNE;;;110000114;121CX;;;;3;1;;;;3;;
DIALYSE;2023;110780228;HOPITAL PRIVE DU GRAND NARBONNE;;;110000114;122AX;;;;3;0;;;;52;;
DIALYSE;2023;110780228;HOPITAL PRIVE DU GRAND NARBONNE;;;110000114;122BX;;;;3;11;;;;13;;
DIALYSE;2023;110780228;HOPITAL PRIVE DU GRAND NARBONNE;1;1;110000114;TOT;0;;;;;;658;2;;55;6
DIALYSE;2023;110780228;HOPITAL PRIVE DU GRAND NARBONNE;;;110000114;VACAN;;;;;1;242;;;;;
DIALYSE;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;;;120780044;112AX;;;;1;;0;;;;;
DIALYSE;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;;;120780044;112BA;;;;16;75;10153;;;;;
DIALYSE;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;;;120780044;1210;;;;;10;;;;482;;
DIALYSE;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;;;120780044;121AX;;;;;3;;;;106;;
DIALYSE;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;;;120780044;121CX;;;;;7;;;;376;;
DIALYSE;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;;;120780044;122AX;;;;;;;;;17;;
DIALYSE;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;;;120780044;122BX;;;;;;;;;15;;
DIALYSE;2023;120000039;CH DE RODEZ HOPITAL JACQUES PUEL;1;1;120780044;TOT;0;;;;;;804;1;;53;4
DIALYSE;2023;120001748;AIDER SANTE UAD UDM DD MILLAU;;;340000264;112AX;;;;3;5;1397;;;;;
DIALYSE;2023;120001748;AIDER SANTE UAD UDM DD MILLAU;;;340000264;1130X;;;;11;35;4789;;;;;
DIALYSE;2023;120001748;AIDER SANTE UAD UDM DD MILLAU;;;340000264;1140X;;;;1;;152;;;;;
DIALYSE;2023;120001748;AIDER SANTE UAD UDM DD MILLAU;0;0;340000264;TOT;0;;;;;;0;1;;5;0
DIALYSE;2023;120005228;AAIR UAD UDM RODEZ;;;310000633;1130X;;;;4;8;1207;;;;;
DIALYSE;2023;120005228;AAIR UAD UDM RODEZ;;;310000633;1140X;;;;8;30;3937;;;;;
DIALYSE;2023;120005228;AAIR UAD UDM RODEZ;0;0;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2023;120007786;AAIR UAD UDM DD ST REMY;;;310000633;1130X;;;;4;11;1091;;;;;
DIALYSE;2023;120007786;AAIR UAD UDM DD ST REMY;;;310000633;1140X;;;;8;11;1614;;;;;
DIALYSE;2023;120007786;AAIR UAD UDM DD ST REMY;0;0;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2023;130000409;CHI SITE D'AIX EN PROVENCE;;;130041916;112BA;;;;20;84;11134;;;;;
DIALYSE;2023;130000409;CHI SITE D'AIX EN PROVENCE;;;130041916;1210;;;;;3;;;;136;;
DIALYSE;2023;130000409;CHI SITE D'AIX EN PROVENCE;;;130041916;121AX;;;;;1;;;;48;;
DIALYSE;2023;130000409;CHI SITE D'AIX EN PROVENCE;;;130041916;121CX;;;;2;2;;;;88;;
DIALYSE;2023;130000409;CHI SITE D'AIX EN PROVENCE;;;130041916;122AX;;;;1;;;;;36;;
DIALYSE;2023;130000409;CHI SITE D'AIX EN PROVENCE;;;130041916;122BX;;;;2;0;;;;23;;
DIALYSE;2023;130000409;CHI SITE D'AIX EN PROVENCE;1;1;130041916;TOT;0;;;;;;1180;2;;46;2
DIALYSE;2023;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;;;130789316;112AX;;;;1;8;504;;;;;
DIALYSE;2023;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;;;130789316;112BA;;;;16;73;10008;;;;;
DIALYSE;2023;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;;;130789316;1130X;;;;12;47;6443;;;;;
DIALYSE;2023;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;;;130789316;122BX;;;;1;2;;;;69;;
DIALYSE;2023;130002835;CH DE MARTIGUES HOPITAL DES RAYETTES;1;1;130789316;TOT;0;;;;;;738;1;;64;29
DIALYSE;2023;130008287;ADPC UNITE D'AUTODIALYSE MARSEILLE 02;;;130006810;1140X;;;;14;39;6036;;;;;
DIALYSE;2023;130024268;NEPHROCARE SALON CENTRE D'HEMODIALYSE;;;130050545;112AX;;;;1;;128;;;;;
DIALYSE;2023;130024268;NEPHROCARE SALON CENTRE D'HEMODIALYSE;;;130050545;112BA;;;;7;34;4191;;;;;
DIALYSE;2023;130024268;NEPHROCARE SALON CENTRE D'HEMODIALYSE;;;130050545;1130X;;;;9;25;3773;;;;;
DIALYSE;2023;130024268;NEPHROCARE SALON CENTRE D'HEMODIALYSE;1;0;130050545;TOT;0;;;;;;;1;;18;0
DIALYSE;2023;130034002;DIAVERUM PROVENCE SALON;;;130006562;1130X;;;;21;60;8742;;;;;
DIALYSE;2023;130034002;DIAVERUM PROVENCE SALON;;;130006562;1140X;;;;3;8;1401;;;;;
DIALYSE;2023;130034002;DIAVERUM PROVENCE SALON;0;0;130006562;TOT;0;;;;;;0;;;17;0
DIALYSE;2023;130034044;DIAVERUM PROVENCE MARIGNANE SITE CLIN;;;130006562;1130X;;;;10;44;6411;;;;;
DIALYSE;2023;130034044;DIAVERUM PROVENCE MARIGNANE SITE CLIN;;;130006562;1140X;;;;2;9;1460;;;;;
DIALYSE;2023;130034044;DIAVERUM PROVENCE MARIGNANE SITE CLIN;0;0;130006562;TOT;0;;;;;;0;;;12;0
DIALYSE;2023;130034093;DIAVERUM PROVENCE HE MARSEILLE 3E;;;130006562;1130X;;;;12;48;6952;;;;;
DIALYSE;2023;130034093;DIAVERUM PROVENCE HE MARSEILLE 3E;;;130006562;1140X;;;;2;3;684;;;;;
DIALYSE;2023;130034093;DIAVERUM PROVENCE HE MARSEILLE 3E;;;130006562;1150A;;;;4;3;755;;;;;
DIALYSE;2023;130034093;DIAVERUM PROVENCE HE MARSEILLE 3E;0;0;130006562;TOT;0;;;;;;0;;;26;0
DIALYSE;2023;130034531;DIAVERUM PROVENCE ARLES SITE CH;;;130006562;112BA;;;;24;83;15118;;;;;
DIALYSE;2023;130034531;DIAVERUM PROVENCE ARLES SITE CH;;;130006562;1130X;;;;4;54;7243;;;;;
DIALYSE;2023;130034531;DIAVERUM PROVENCE ARLES SITE CH;1;0;130006562;TOT;0;;;;;;0;0;;39;0
DIALYSE;2023;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;;;130006810;1140X;;;;14;39;5742;;;;;
DIALYSE;2023;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;;;130006810;1150A;;;;14;14;4171;;;;;
DIALYSE;2023;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;;;130006810;1210;;;;;31;;;;1700;;
DIALYSE;2023;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;;;130006810;121AX;;;;;6;;;;351;;
DIALYSE;2023;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;;;130006810;121CX;;;;10;25;;;;1349;;
DIALYSE;2023;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;;;130006810;122AX;;;;0;0;;;;50;;
DIALYSE;2023;130034614;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;0;1;130006810;TOT;0;;;;;;;;;;13
DIALYSE;2023;130035223;BOUCHARD AUTODIALYSE ACTIPOLE 12 MRS;;;130001415;1140X;;;;3;4;463;;;;;
DIALYSE;2023;130035959;ADPC UDM MARSEILLE SITE HOP CONCEPT;;;130006810;112AX;;;;2;5;678;;;;;
DIALYSE;2023;130035959;ADPC UDM MARSEILLE SITE HOP CONCEPT;;;130006810;1130X;;;;14;32;5251;;;;;
DIALYSE;2023;130035959;ADPC UDM MARSEILLE SITE HOP CONCEPT;0;0;130006810;TOT;0;;;;;;;;;3;0
DIALYSE;2023;130036650;ATUP AUTODIALYSE VITROLLES;;;130016058;1140X;;;;18;33;4458;;;;;
DIALYSE;2023;130036650;ATUP AUTODIALYSE VITROLLES;0;0;130016058;TOT;0;;;;;;;;;8;
DIALYSE;2023;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;;;130029218;112AX;;;;1;2;224;;;;;
DIALYSE;2023;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;;;130029218;112BA;;;;25;111;18665;;;;;
DIALYSE;2023;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;;;130029218;1130X;;;;16;44;5272;;;;;
DIALYSE;2023;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;;;130029218;1140X;;;;5;5;662;;;;;
DIALYSE;2023;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;;;130029218;1150A;;;;2;3;767;;;;;
DIALYSE;2023;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;;;130029218;1210;;;;;14;;;;523;;
DIALYSE;2023;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;;;130029218;121AX;;;;;9;;;;248;;
DIALYSE;2023;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;;;130029218;121CX;;;;8;5;;;;275;;
DIALYSE;2023;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;;;130029218;122AX;;;;3;1;;;;218;;
DIALYSE;2023;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;1;1;130029218;TOT;0;;;;;;0;0;;53;3
DIALYSE;2023;130038003;CENTRE D'HEMODIALYSE DE PROVENCE AIX;;;130029218;VACAN;;;;2;43;129;;;;;
DIALYSE;2023;130044845;ATUP AUTO DIALYSE MARSEILLE 13;;;130016058;1140X;;;;12;44;6439;;;;;
DIALYSE;2023;130044845;ATUP AUTO DIALYSE MARSEILLE 13;0;0;130016058;TOT;0;;;;;;;;;7;
DIALYSE;2023;130050396;ADPC MARTIGUES SITE CH;;;130006810;1140X;;;;1;5;647;;;;;
DIALYSE;2023;130780521;APHM HOPITAL NORD;0;0;130786049;TOT;0;;;;;;267;;;;
DIALYSE;2023;130781867;CLINIQUE DE LA CIOTAT;;;130000813;1130X;;;;20;27;4315;;;;;
DIALYSE;2023;130781867;CLINIQUE DE LA CIOTAT;0;0;130000813;TOT;0;;;;;;;;;9;
DIALYSE;2023;130783236;APHM HOPITAL DE LA CONCEPTION;;;130786049;112BA;;;;64;;28832;;;;;
DIALYSE;2023;130783236;APHM HOPITAL DE LA CONCEPTION;;;130786049;122AX;;;;1;;;;;715;;
DIALYSE;2023;130783236;APHM HOPITAL DE LA CONCEPTION;1;1;130786049;TOT;0;;;;;;1916;;;112;11
DIALYSE;2023;130783327;CLINIQUE BOUCHARD;;;130001415;112BA;;;;40;139;19074;;;;;
DIALYSE;2023;130783327;CLINIQUE BOUCHARD;;;130001415;1130X;;;;8;9;980;;;;;
DIALYSE;2023;130783327;CLINIQUE BOUCHARD;;;130001415;1140X;;;;3;8;929;;;;;
DIALYSE;2023;130783327;CLINIQUE BOUCHARD;;;130001415;1210;;;;;29;;;;1421;;
DIALYSE;2023;130783327;CLINIQUE BOUCHARD;;;130001415;121AX;;;;;24;;;;1056;;
DIALYSE;2023;130783327;CLINIQUE BOUCHARD;;;130001415;121CX;;;;1;5;;;;365;;
DIALYSE;2023;130783327;CLINIQUE BOUCHARD;;;130001415;122AX;;;;1;2;;;;296;;
DIALYSE;2023;130783327;CLINIQUE BOUCHARD;;;130001415;122BX;;;;1;1;;;;163;;
DIALYSE;2023;130783327;CLINIQUE BOUCHARD;1;1;130001415;TOT;0;;;;;;63;;;55;16
DIALYSE;2023;130784481;DIAVERUM PROVENCE MARSEILLE 8E;;;130006562;112AX;;;;1;;45;;;;;
DIALYSE;2023;130784481;DIAVERUM PROVENCE MARSEILLE 8E;;;130006562;112BA;;;;71;305;48122;;;;;
DIALYSE;2023;130784481;DIAVERUM PROVENCE MARSEILLE 8E;;;130006562;1130X;;;;1;5;621;;;;;
DIALYSE;2023;130784481;DIAVERUM PROVENCE MARSEILLE 8E;;;130006562;1210;;;;;5;;;;2140;;
DIALYSE;2023;130784481;DIAVERUM PROVENCE MARSEILLE 8E;;;130006562;121AX;;;;;5;;;;2140;;
DIALYSE;2023;130784481;DIAVERUM PROVENCE MARSEILLE 8E;;;130006562;122AX;;;;1;;;;;43;;
DIALYSE;2023;130784481;DIAVERUM PROVENCE MARSEILLE 8E;1;1;130006562;TOT;1;3;151;;;;0;;;120;1
DIALYSE;2023;130785652;HOPITAL SAINT JOSEPH;0;0;130014228;TOT;0;;;;;;242;;;;
DIALYSE;2023;130804297;APHM HOPITAL LA TIMONE ENFANTS;;;130786049;112BE;;;;6;;473;;;;;
DIALYSE;2023;130804297;APHM HOPITAL LA TIMONE ENFANTS;1;0;130786049;TOT;0;;;;;;81;;;;
DIALYSE;2023;130806029;NEPHROCARE UDM AUTO PERIT DOM AIX;;;130006810;112AX;;;;0;0;124;;;;;
DIALYSE;2023;130806029;NEPHROCARE UDM AUTO PERIT DOM AIX;;;130006810;1130X;;;;17;47;7290;;;;;
DIALYSE;2023;130806029;NEPHROCARE UDM AUTO PERIT DOM AIX;;;130006810;1140X;;;;2;6;785;;;;;
DIALYSE;2023;130806029;NEPHROCARE UDM AUTO PERIT DOM AIX;;;130006810;1150A;;;;4;4;907;;;;;
DIALYSE;2023;130806029;NEPHROCARE UDM AUTO PERIT DOM AIX;0;0;130006810;TOT;0;;;;;;;;;2;
DIALYSE;2023;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;;;130016058;112AX;;;;2;2;224;;;;;
DIALYSE;2023;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;;;130016058;1130X;;;;24;85;12969;;;;;
DIALYSE;2023;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;;;130016058;1150A;;;;9;9;2620;;;;;
DIALYSE;2023;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;;;130016058;1210;;;;;9;;;;339;;
DIALYSE;2023;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;;;130016058;121AX;;;;;6;;;;229;;
DIALYSE;2023;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;;;130016058;121CX;;;;3;3;;;;110;;
DIALYSE;2023;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;;;130016058;122AX;;;;1;2;;;;108;;
DIALYSE;2023;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;0;1;130016058;TOT;0;;;;;;;;;24;4
DIALYSE;2023;130806417;ADPC UNITE D'AUTODIALYSE AUBAGNE;;;130006810;1140X;;;;7;4;782;;;;;
DIALYSE;2023;130809809;CTRE D'HEMODIALYSE DE PROVENCE AUBAGNE;;;130007156;112AX;;;;2;0;74;;;;;
DIALYSE;2023;130809809;CTRE D'HEMODIALYSE DE PROVENCE AUBAGNE;;;130007156;112BA;;;;24;313;15240;;;;;
DIALYSE;2023;130809809;CTRE D'HEMODIALYSE DE PROVENCE AUBAGNE;;;130007156;1130X;;;;12;140;7124;;;;;
DIALYSE;2023;130809809;CTRE D'HEMODIALYSE DE PROVENCE AUBAGNE;;;130007156;1140X;;;;6;16;802;;;;;
DIALYSE;2023;130809809;CTRE D'HEMODIALYSE DE PROVENCE AUBAGNE;;;130007156;1150A;;;;1;0;168;;;;;
DIALYSE;2023;130809809;CTRE D'HEMODIALYSE DE PROVENCE AUBAGNE;1;0;130007156;TOT;0;;;;;;0;24;;;
DIALYSE;2023;140000027;CENTRE HOSPITALIER DE LISIEUX;;;140000035;112AX;;;;1;;26;;;;;
DIALYSE;2023;140000027;CENTRE HOSPITALIER DE LISIEUX;;;140000035;112BA;;;;20;;9805;;;;;
DIALYSE;2023;140000027;CENTRE HOSPITALIER DE LISIEUX;;;140000035;1130X;;;;1;;586;;;;;
DIALYSE;2023;140000027;CENTRE HOSPITALIER DE LISIEUX;;;140000035;122AX;;;;1;;;;;34;;
DIALYSE;2023;140000027;CENTRE HOSPITALIER DE LISIEUX;;;140000035;122BX;;;;1;;;;;95;;
DIALYSE;2023;140000027;CENTRE HOSPITALIER DE LISIEUX;1;1;140000035;TOT;0;;;;;;550;1;;62;
DIALYSE;2023;140000209;CHU COTE DE NACRE - CAEN;;;140000100;112AX;;;;2;7;357;;;;;
DIALYSE;2023;140000209;CHU COTE DE NACRE - CAEN;;;140000100;112BA;;;;24;105;16460;;;;;
DIALYSE;2023;140000209;CHU COTE DE NACRE - CAEN;;;140000100;112BE;;;;1;;145;;;;;
DIALYSE;2023;140000209;CHU COTE DE NACRE - CAEN;;;140000100;1130X;;;;8;21;1172;;;;;
DIALYSE;2023;140000209;CHU COTE DE NACRE - CAEN;;;140000100;1210;;;;;47;;;;;;
DIALYSE;2023;140000209;CHU COTE DE NACRE - CAEN;;;140000100;121AX;;;;;33;;;;;;
DIALYSE;2023;140000209;CHU COTE DE NACRE - CAEN;;;140000100;121CX;;;;;14;;;;;;
DIALYSE;2023;140000209;CHU COTE DE NACRE - CAEN;;;140000100;122AX;;;;2;2;;;;2;;
DIALYSE;2023;140000209;CHU COTE DE NACRE - CAEN;;;140000100;122BX;;;;1;12;;;;168;;
DIALYSE;2023;140000209;CHU COTE DE NACRE - CAEN;1;1;140000100;TOT;0;;;;;;1724;4;;60;22
DIALYSE;2023;140002254;ANIDER - HEROUVILLE SAINT CLAIR;;;140000852;1130X;;;;14;41;6328;;;;;
DIALYSE;2023;140002254;ANIDER - HEROUVILLE SAINT CLAIR;;;140000852;1140X;;;;10;42;6616;;;;;
DIALYSE;2023;140002254;ANIDER - HEROUVILLE SAINT CLAIR;;;140000852;1150A;;;;27;27;8300;;;;;
DIALYSE;2023;140002254;ANIDER - HEROUVILLE SAINT CLAIR;;;140000852;1210;;;;;48;;;;2490;;
DIALYSE;2023;140002254;ANIDER - HEROUVILLE SAINT CLAIR;;;140000852;121AX;;;;;32;;;;1684;;
DIALYSE;2023;140002254;ANIDER - HEROUVILLE SAINT CLAIR;;;140000852;121CX;;;;16;16;;;;806;;
DIALYSE;2023;140002254;ANIDER - HEROUVILLE SAINT CLAIR;0;1;140000852;TOT;0;;;;;;;;;;
DIALYSE;2023;140017237;HOPITAL PRIVE ST MARTIN-CAEN;;;140003278;112AX;;;;1;;224;;;;;
DIALYSE;2023;140017237;HOPITAL PRIVE ST MARTIN-CAEN;;;140003278;112BA;;;;24;;11012;;;;;
DIALYSE;2023;140017237;HOPITAL PRIVE ST MARTIN-CAEN;;;140003278;1130X;;;;4;;2109;;;;;
DIALYSE;2023;140017237;HOPITAL PRIVE ST MARTIN-CAEN;;;140003278;122AX;;;;2;;;;;55;;
DIALYSE;2023;140017237;HOPITAL PRIVE ST MARTIN-CAEN;1;1;140003278;TOT;0;;;;;;685;;;45;2
DIALYSE;2023;140027434;ANIDER - HONFLEUR;;;140000852;1140X;;;;10;26;4023;;;;;
DIALYSE;2023;140027434;ANIDER - HONFLEUR;;;140000852;1150A;;;;2;1;411;;;;;
DIALYSE;2023;140027434;ANIDER - HONFLEUR;;;140000852;1210;;;;;11;;;;532;;
DIALYSE;2023;140027434;ANIDER - HONFLEUR;;;140000852;121AX;;;;;4;;;;190;;
DIALYSE;2023;140027434;ANIDER - HONFLEUR;;;140000852;121CX;;;;7;7;;;;342;;
DIALYSE;2023;140027434;ANIDER - HONFLEUR;0;1;140000852;TOT;0;;;;;;;;;;
DIALYSE;2023;140028895;ANIDER - BAYEUX;;;140000852;1140X;;;;12;22;3472;;;;;
DIALYSE;2023;150001758;AURA SANTE SAINT FLOUR;;;630000990;112AX;;;;1;;78;;;;;
DIALYSE;2023;150001758;AURA SANTE SAINT FLOUR;;;630000990;1130X;;;;5;27;4574;;;;;
DIALYSE;2023;150001758;AURA SANTE SAINT FLOUR;;;630000990;1140X;;;;4;2;477;;;;;
DIALYSE;2023;150001758;AURA SANTE SAINT FLOUR;0;0;630000990;TOT;0;;;;;;;;;8;0
DIALYSE;2023;150003416;UNITE DE DIALYSE - CH DE MAURIAC;;;150000271;1130X;;;;7;12;2004;;;;;
DIALYSE;2023;150003416;UNITE DE DIALYSE - CH DE MAURIAC;;;150000271;1140X;;;;1;2;247;;;;;
DIALYSE;2023;150003416;UNITE DE DIALYSE - CH DE MAURIAC;0;0;150000271;TOT;1;1;16;;;;0;;;;
DIALYSE;2023;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;;;150000271;112AX;;;;1;;51;;;;;
DIALYSE;2023;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;;;150000271;112BA;;;;19;73;11128;;;;;
DIALYSE;2023;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;;;150000271;1140X;;;;4;7;1442;;;;;
DIALYSE;2023;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;1;0;150000271;TOT;1;1;;;;;1;;;;
DIALYSE;2023;160000253;CENTRE HOSPITALIER D'ANGOULEME;;;160000451;112AX;;;;2;1;176;;;;;
DIALYSE;2023;160000253;CENTRE HOSPITALIER D'ANGOULEME;;;160000451;112BA;;;;25;110;13981;;;;;
DIALYSE;2023;160000253;CENTRE HOSPITALIER D'ANGOULEME;;;160000451;1130X;;;;8;8;1153;;;;;
DIALYSE;2023;160000253;CENTRE HOSPITALIER D'ANGOULEME;;;160000451;1150A;;;;;0;43;;;;;
DIALYSE;2023;160000253;CENTRE HOSPITALIER D'ANGOULEME;;;160000451;1210;;;;;0;;;;77;;
DIALYSE;2023;160000253;CENTRE HOSPITALIER D'ANGOULEME;;;160000451;121AX;;;;;0;;;;58;;
DIALYSE;2023;160000253;CENTRE HOSPITALIER D'ANGOULEME;;;160000451;121CX;;;;0;0;;;;19;;
DIALYSE;2023;160000253;CENTRE HOSPITALIER D'ANGOULEME;;;160000451;122AX;;;;1;0;;;;55;;
DIALYSE;2023;160000253;CENTRE HOSPITALIER D'ANGOULEME;;;160000451;122BX;;;;0;0;;;;74;;
DIALYSE;2023;160000253;CENTRE HOSPITALIER D'ANGOULEME;1;1;160000451;TOT;0;;;;;;642;1;;39;8
DIALYSE;2023;160000253;CENTRE HOSPITALIER D'ANGOULEME;;;160000451;VACAN;;;;;0;64;;;;;
DIALYSE;2023;160006110;AURA POITOU-CH - LA COURONNE;;;860000348;1130X;;;;24;83;10929;;;;;
DIALYSE;2023;160006110;AURA POITOU-CH - LA COURONNE;;;860000348;1140X;;;;6;0;0;;;;;
DIALYSE;2023;160006110;AURA POITOU-CH - LA COURONNE;;;860000348;1150A;;;;2;2;516;;;;;
DIALYSE;2023;160006110;AURA POITOU-CH - LA COURONNE;;;860000348;1210;;;;;11;;;;480;;
DIALYSE;2023;160006110;AURA POITOU-CH - LA COURONNE;;;860000348;121AX;;;;;4;;;;190;;
DIALYSE;2023;160006110;AURA POITOU-CH - LA COURONNE;;;860000348;121CX;;;;7;7;;;;290;;
DIALYSE;2023;160006110;AURA POITOU-CH - LA COURONNE;0;1;860000348;TOT;0;;;;;;;;;68;12
DIALYSE;2023;160012159;AURA POITOU-CH - CHATEAUBERNARD;;;860000348;1130X;;;;14;30;4093;;;;;
DIALYSE;2023;160012159;AURA POITOU-CH - CHATEAUBERNARD;0;0;860000348;TOT;0;;;;;;;;;32;
DIALYSE;2023;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;;;170024194;112AX;;;;3;;50;;;;;
DIALYSE;2023;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;;;170024194;112BA;;;;24;106;16194;;;;;
DIALYSE;2023;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;;;170024194;1150A;;;;;5;;;;;;
DIALYSE;2023;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;;;170024194;1210;;;;;9;;;;56;;
DIALYSE;2023;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;;;170024194;121CX;;;;0;9;;;;56;;
DIALYSE;2023;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;;;170024194;122AX;;;;0;1;;;;51;;
