BOR;AN;FI;RS;FI_EJ;PALIA_A1;PALIA_A2;PALIA_A3;PALIA_A4;PALIA_A5;PALIA_A6;PALIA_A7;PALIA_A8;PALIA_A9;PALIA_A21;PALIA_A22;PALIA_A23;PALIA_A10;PALIA_A11;PALIA_A12;PALIA_A13;PALIA_A14;PALIA_A15;PALIA_A16;PALIA_A17;PALIA_A18;PALIA_A24;PALIA_A19;PALIA_A20;USP_EFFLIB_PM;USP_EFFLIB_PMPAL;USP_EFFLIB_CADRES;USP_EFFLIB_IDE;USP_EFFLIB_IDEPAL;USP_EFFLIB_AIDES;USP_EFFLIB_PSY;USP_EFFLIB_PNMAUT;USP_ETPSAL_PM;USP_ETPSAL_PMPAL;USP_ETPSAL_CADRES;USP_ETPSAL_IDE;USP_ETPSAL_IDEPAL;USP_ETPSAL_AIDES;USP_ETPSAL_PSY;USP_ETPSAL_PNMAUT;EMSP_EFFLIB_PM;EMSP_EFFLIB_PMPAL;EMSP_EFFLIB_CADRES;EMSP_EFFLIB_IDE;EMSP_EFFLIB_IDEPAL;EMSP_EFFLIB_AIDES;EMSP_EFFLIB_PSY;EMSP_EFFLIB_PNMAUT;EMSP_ETPSAL_PM;EMSP_ETPSAL_PMPAL;EMSP_ETPSAL_CADRES;EMSP_ETPSAL_IDE;EMSP_ETPSAL_IDEPAL;EMSP_ETPSAL_AIDES;EMSP_ETPSAL_PSY;EMSP_ETPSAL_PNMAUT
PALIA;2023;510000169;CENTRE HOSPITALIER LEON BOURGEOIS;510000037;1;5;;;72;0;;;;;;;1;2742;12;7;428;26;71;347;859;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;1;;0.05;1.05;;;1.5;1
PALIA;2023;510000185;POLYCLINIQUE DE COURLANCY;510000532;1;6;0;0;358;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;510000235;CENTRE HOSPITALIER D'EPERNAY;510000060;1;5;;;262;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;510000466;CENTRE HOSPITALIER DE SAINTE-MENEHOULD;510000102;1;2;;;23;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;510000516;INSTITUT GODINOT;510000136;1;10;0;0;157;1;1;6;187;;;;1;1832;1;2;265;0;21;64;386;0;318;75;;;;;;;;;1.17;;0.2;4;;4;;1.15;;;;;;;;;;;;;;;;
PALIA;2023;510002454;HOPITAL SEBASTOPOL CHU REIMS;510000029;0;;;;;1;1;11;264;;;14;1;1573;20;36;1369;130;217;1022;818;0;68;25;;;0;0;0;0;0;0;2;;0.34;7.16;;6.47;1;1.92;;;0;0;0;0;0;0;1.7;;0.26;2.89;;0;0.5;0.5
PALIA;2023;510024979;POLYCLINIQUE REIMS - BEZANNES;510000532;1;5;0;0;136;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;520000027;CENTRE HOSPITALIER DE CHAUMONT;520780032;1;8;2;;105;0;;;;;;;1;1181;10;2;1656;67;481;1108;195;0;36;24;;;;;;;;;;;;;;;;;;;;;;;;;0.67;;;1.15;;;;
PALIA;2023;520000043;CENTRE HOSPITALIER DE LANGRES;520780057;1;5;0;0;99;0;;;;;;;1;2521;9;2;1045;295;250;211;202;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;2;;;1;
PALIA;2023;520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;520780073;0;;;;;0;;;;;;;1;382;;;221;;;;392;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1.8;1;;1;0.4
PALIA;2023;530000017;CH HAUT ANJOU SITE CHATEAU GONTIER;530000025;1;4;4;;31;0;;;;;;;1;1072;18;1;436;23;35;378;434;;1231;30;;;;;;;;;;;;;;;;;;;;;;;;;0.2;;;1;;;0.48;
PALIA;2023;530000132;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;530007202;1;3;;;30;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;530000140;CH ERNEE;530000058;1;5;0;0;38;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;530000165;HOPITAL LOCAL EVRON;530000066;1;4;;;36;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;530000173;CH DU NORD MAYENNE;530000074;1;5;0;0;51;0;;;;;;;1;380;31;3;477;55;83;339;354;0;1096;43804;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.46;;;0.46;0.45
PALIA;2023;530000181;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE;530007202;1;2;;;6;0;;;;;;;1;157;8;10;117;0;48;69;112;0;23;12;;;;;;;;;;;;;;;;;;;;;;;;;0.2;;;1;1;;0.2;
PALIA;2023;530000264;CENTRE HOSPITALIER DE LAVAL;530000371;1;3;;;9;0;;;;;;;1;995;22;3;563;133;129;301;612;;846;1456;;;;;;;;;0;0;0.25;2.09;;0.5;1.5;1;;;;;;;;;0.4;0.4;;;;;;
PALIA;2023;530031962;POLYCLINIQUE DU MAINE;530000975;1;5;;;68;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;540000049;0;;;;;0;;;;;;;1;113;5;1;35;17;18;0;101;0;0;0;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;0;0;0;0;0;0;0;59
PALIA;2023;540000072;MAISON HOSPITALIERE DE BACCARAT;540014081;1;6;0;0;41;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5;;;
PALIA;2023;540000155;CENTRE HOSPITALIER DE LUNEVILLE;540000080;1;4;0;0;115;0;;;;;;;1;468;12;6;246;150;41;55;342;0;34;26;;;;;;;;;;;;;;;;;;;;;;;;;0.88;0.88;0;1;1;0;0.5;0.1
PALIA;2023;540000270;HOPITAL LOCAL DE POMPEY;540003399;0;;;;;0;;;;;;;1;53;7;1;507;7;482;18;97;0;3;42;;;;;;;;;;;;;;;;;;;;;;;;;0.2;;;1.52;;;0.02;0.05
PALIA;2023;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;540000106;1;5;0;0;49;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;540000312;CENTRE HOSPITALIER ST NICOLAS DE PORT;540000114;1;5;5;0;63;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;540000585;SSR DE FLAVIGNY - OHS;540006707;1;13;13;;85;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);570010181;1;7;3;0;308;0;;;;;;;1;449;0;1;0;0;0;0;150;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0.3;0.5;0;0;0.5;0.2
PALIA;2023;540001104;HOPITAL DE JOEUF (ASSPO);570027995;1;8;4;;27;0;;;;;;;1;;;;;;;;;;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.02;;;0.06;
PALIA;2023;540001138;CHRU NANCY - HOPITAL CENTRAL;540023264;1;4;;;48;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE;540003019;1;12;0;0;231;0;;;;;;;1;3180;0;;;;;;783;0;65;165;;;;;;;;;;;;;;;;;;;;;;;;;2.05;1.4;0.2;2.15;1.75;0;1;0.75
PALIA;2023;540002698;CHRU NANCY - HOPITAUX DE BRABOIS;540023264;1;11;;;211;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;540003043;CHRU NANCY - HOPITAL SAINT JULIEN;540023264;0;;;;;1;1;15;335;;;8;1;1722;26;6;43;0;7;0;792;0;63;260;;;;;;;;;0.87;;0.8;10.26;;8.6;1.4;4.1;;;;;;;;;1.08;;0.2;1.88;;;0.9;1.52
PALIA;2023;540020146;CENTRE DE REEDUCATION FLORENTIN;540006707;0;;;;;0;;;;;;;1;5;20;0;44;0;10;34;37;0;6;24;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;;0.4;;;;
PALIA;2023;540026895;HOPITAL PRIVE NANCY LORRAINE;540026739;1;12;0;0;275;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0;;;0
PALIA;2023;550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;550006795;1;8;2;0;113;0;;;;;;;1;2478;9;1;231;18;25;188;409;0;12;38;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;0.43;0.4
PALIA;2023;550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY;550000046;1;3;0;0;87;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;550000434;CH BLD FV SITE BLD;550003354;1;8;3;;104;0;;;;;;;1;982;8;5;30;13;3;14;393;;35;17;;;;;;;;;;;;;;;;;;;;;;;;;1.05;;;3;;;1;0.77
PALIA;2023;560000127;CHBA SITE DE VANNES;560023210;1;7;0;0;147;0;;;;;;;1;2620;41;7;437;108;129;200;673;;84;45;;;;;;;;;;;;;;;;;;;;;;;;;1.13;;0.05;1.79;;;0.6;0.7
PALIA;2023;560000135;GHBS- HÔPITAL DU SCORFF;560005746;1;12;;;232;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;560000143;CHCB- SITE KÉRIO;560014748;0;;;;;1;1;10;294;;;;1;2665;10;1;181;15;33;133;614;0;48;112;;;;;;;;;1;1;0.5;8.48;;7.81;0.6;0.87;;;;;;;;;0.6;0.6;;0.8;;0.63;0.6;0.13
PALIA;2023;560000184;CLINIQUE DES AUGUSTINES;560006017;0;;;;;1;1;10;189;;;20;0;;;;;;;;;;;;;;;;;;;;1.61;1.61;1;8.71;;8.29;0.24;1.26;;;;;;;;;;;;;;;;
PALIA;2023;560000291;CENTRE HOSPITALIER DE BELLE ILE EN MER;560000085;1;2;0;0;16;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;560000366;CENTRE HOSPITALIER GUEMENE SUR SCORFF;560000259;1;6;;;45;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;560000499;CENTRE HOSPITALIER DE BASSE-VILAINE;560002222;1;4;4;0;31;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;560002974;ETABLISSEMENT DE SANTE LE DIVIT;830013678;0;;;;;1;1;10;151;;;;1;72;11;4;791;696;1;94;398;0;0;7;;;;;;;;;2.04;1.84;0.5;8.47;0.77;9.47;0.73;7.44;;;;;;;;;0.78;0.65;0.1;1.56;0.41;0;0.2;0.68
PALIA;2023;560003055;CENTRE DE SOINS DE SUITE KORN-ER-HOUET;440042844;1;5;5;0;80;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;560008799;HÔPITAL PRIVÉ OCÉANE;560013989;1;20;;;468;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;560015422;GHBS SITE DE KERDURAND RIANTEC;560005746;1;4;;;50;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;570000059;CH MARIE-MADELEINE DE FORBACH;570025254;1;5;;;7;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;1;10;10;;63;0;;;;;;;1;0;21;5;426;144;104;178;213;0;0;113;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;1;
PALIA;2023;570000109;NIDERVILLER - CRS SAINT LUC;570000034;1;2;2;;21;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;1;5;2;;69;0;;;;;;;1;971;10;;686;54;28;212;184;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;;;1;;;0.5;0.2
PALIA;2023;570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;570010181;1;7;;;89;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;570000281;HOPITAL D'HAYANGE - CHR;570005165;1;2;;;0;1;1;20;333;;;16;1;1837;28;23;228;98;41;89;800;0;11;8;;;0;0;0;0;0;0;1.81;;1.78;16.65;0;18.17;2;1.4;;;0;0;0;0;0;0;3;;0;2;0;0;1;3
PALIA;2023;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;1;12;;;91;0;;;;;;;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PALIA;2023;570000448;CMSC FILIERIS DE CHARLEVILLE SOUS BOIS;750050759;1;5;5;;32;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;570010181;1;3;0;0;37;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;570000596;HIA LEGOUEST;750821092;1;6;0;0;25;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;570001115;1;6;;;108;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;1;10;;;260;0;;;;;;;1;1351;11;3;117;28;15;74;304;;9;78;;;;;;;;;;;;;;;;;;;;;;;;;1;;0.24;1.62;;0.24;0.6;
PALIA;2023;570000950;CLINIQUE STE ELISABETH DE YUTZ;570030395;1;4;;;17;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;570000968;CH LE SECQ DE CREPY DE BOULAY;570000430;1;3;1;0;86;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;570000992;HOPITAL SAINT JACQUES DE DIEUZE;570000497;1;4;2;0;43;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;570010181;1;2;;;83;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;570009670;HOPITAL ST MAURICE ASSPO;570027995;1;12;4;;154;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;0.72;;1;6.01;;7.4;0.28;6.25;;;;;;;;;;;;;;;;
PALIA;2023;570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;570005165;1;21;;;115;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;580780138;POLYCLINIQUE DU VAL DE LOIRE;580000024;1;3;;;278;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;580972651;CH CHATEAU-CHINON;580780047;1;3;3;0;12;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;580972669;CH CLAMECY;580780070;1;1;;;28;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;580972677;CH COSNE COURS SUR LOIRE;580780088;1;4;0;0;21;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;0;;0;;;;;;;;;;;;;;;;
PALIA;2023;580972685;CH DECIZE;580780096;1;4;;;75;0;;;;;;;1;1757;3;;107;52;55;0;155;;28;3;;;;;;;;;;;;;;;;;;;;;;;;;;;0.05;1;1;;0.35;
PALIA;2023;580972693;HOPITAL PIERRE BEREGOVOY;580780039;0;;;;;1;1;9;371;;;;1;2262;;;10;10;;;448;2;;;;;;;;;;;0.79;0.79;;9.66;;9.2;0;0.5;;;;;;;;;;;;0.15;;0;1.5;1.09
PALIA;2023;590000113;GROUPE HOSPITALIER LOOS HAUBOURDIN;590053120;0;;;;;1;2;10;;127;;20;1;12;30;;818;0;818;;222;;14;78;;;;;;;;;1.57;0.57;0.47;5.57;2.28;11.49;0.54;1.38;;;;;;;;;0.8;0.4;0.07;1.9;1.9;;0.5;0.48
PALIA;2023;590000121;CH SECLIN;590780227;1;6;3;;62;0;;;;;;;1;4054;12;;393;;393;;312;;92;37;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;0.1;2;2;;0.5;0.2
PALIA;2023;590000188;CLCC OSCAR LAMBRET LILLE;590780334;1;14;0;0;356;1;1;11;311;0;0;0;0;;;;;;;;;;;;;;;;;;;;2.7;;1.66;6.66;;4;;;;;;;;;;;;;;;;;;
PALIA;2023;590000337;CH DUNKERQUE;590781415;1;7;;;57;0;;;;;;;1;3343;15;3;203;;203;2;467;;;16;;;;;;;;;;;;;;;;;0;0;;;;;;;1;1;;1;;;1;0.8
PALIA;2023;590000428;CH CAMBRAI;590781605;1;6;;;140;0;;;;;;;1;5506;4;4;456;;;;501;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;2;2;;0.82;1
PALIA;2023;590000436;CH LE CATEAU;590781621;1;2;2;;;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;590000469;CH FOURMIES;590781662;1;;;;;0;;;;;;;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PALIA;2023;590000477;CH LE QUESNOY;590781670;1;5;2;;121;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;590000527;CH AVESNES;590781795;0;;;;;1;2;10;0;115;;8;1;52;22;7;96;8;20;68;45;8;24;0;;;;;;;;;0.7;0.5;0.5;9.01;;8.22;0.5;1.72;;;;;;;;;0.5;0.5;;;;;;0.78
PALIA;2023;590000535;CH DE MAUBEUGE MCO;590781803;1;7;0;0;15;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;590000592;CH DENAIN;590782165;1;6;3;0;167;0;;;;;;;1;3010;11;3;158;2;156;0;269;0;77;0;;;;;;;;;;;;;;;;;;;;;;;;;0.17;0.17;0.2;2.2;2;;0.5;0.56
PALIA;2023;590000618;CH VALENCIENNES;590782215;1;10;3;0;290;1;1;10;290;;;;1;4491;37;4;387;33;171;0;1078;0;51;24;;;;;;;;;2.7;2.7;0.7;8.73;2.36;9.35;1;0.99;;;;;;;;;2.3;2.3;0.1;2.06;1.54;;1;0.75
PALIA;2023;590000691;CH WATTRELOS;590782439;1;2;;;25;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;590000758;CH ARMENTIERES;590782637;1;3;0;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;590000766;CH BAILLEUL;590782645;1;9;4;;85;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;590000774;CH HAZEBROUCK;590782652;1;4;2;;102;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;590001004;CH DOUAI DECHY;590783239;0;;;;;1;1;12;244;0;0;8;1;2933;23;6;53;0;53;0;554;0;63;52;;;;;;;;;3.6;3.6;1;10.33;;10.19;2.23;1.35;;;;;;;;;;;;;;;;
PALIA;2023;590001442;HÔPITAL MARITIME VANCAUWENBERGHE;590784245;0;;;;;1;2;10;;155;;20;0;;;;;;;;;;;;;;;;;;;;1;1;1;7.5;3;9.4;0.4;;;;;;;;;;;;;;;;;
PALIA;2023;590001582;CH INTERCOMMUNAL WASQUEHAL;590785663;1;5;5;;41;0;;;;;;;1;286;30;2;1810;0;1804;1;340;0;60;38;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0.1;2;1;;0.4;0.3
PALIA;2023;590001749;POLYCLINIQUE DE GRANDE SYNTHE;590788956;0;;;;;1;1;10;191;;;;0;;;;;;;;;;;;;;;;;;;;1;1;;7.55;7.55;9.3;0.3;1.95;;;;;;;;;;;;;;;;
PALIA;2023;590008041;POLYCLINIQUE VAUBAN;590008033;0;;;;;1;1;11;251;;;;0;;;;;;;;;;;;;;;;;;;;1.89;0.8;1;15.49;0.7;14.08;0.41;4;;;;;;;;;;;;;;;;
PALIA;2023;590049565;MAISON MEDICALE JEAN XXIII;780020715;0;;;;;1;1;20;256;;;;1;0;39;12;221;73;148;0;211;0;;23;;;;;;;;;2;2;1.74;7.8;;13.6;0.12;;;;;;;;;;1.25;1.25;0.2;2;;;0.5;0.5
PALIA;2023;590052056;GCS GHICL CLINIQUE STE MARIE;590051801;1;4;;;38;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;590780268;HOPITAL PRIVÉ LE BOIS;590053955;0;;;;;1;1;8;220;;;;0;;;;;;;;;;;;;;;;;;;;1.6;1.6;0.5;6.2;;6.6;0.5;;;;;;;;;;;;;;;;;
PALIA;2023;590780284;GCS GHICL HÔPITAL ST PHILIBERT;590051801;1;10;4;;20;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;590782298;POLYCLINIQUE DU PARC;590000675;1;2;2;;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;590782546;SAS CLINIQUE DES PEUPLIERS;590000733;1;8;;;97;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;590782694;CTRE DE CONVALESCENCE PONT BERTIN;750034589;1;2;2;;17;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;590783171;CENTRE DE SSR LES ABEILLES;930019484;1;3;3;;8;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;590783189;UNITE GERONTOLOGIE ET SOINS DE SUITE;590004552;0;;;;;1;2;10;;71;;10;0;;;;;;;;;;;;;;;;;;;;1.02;0.77;0.5;6;2;7;1.12;1.7;;;;;;;;;;;;;;;;
PALIA;2023;590785374;CLINIQUE TEISSIER;620001834;1;7;0;0;111;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;590786984;SSR FILIERIS ESCAUDAIN BOIS DE LA LOGE;750050759;1;2;2;;30;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;590787586;INSTITUT COEUR POUMON CHU LILLE;590780193;1;1;;;50;1;1;12;219;;;;1;4456;1;;6;5;;1;948;;62;57;;;;;;;;;1.87;;0.73;9.69;;9.85;0.5;2.93;;;;;;;;;3.28;;0.5;2.9;;0;1;0.8
PALIA;2023;590790473;SSR FILIERIS LALLAING PLAINE DE SCARPE;750050759;1;10;10;;10;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;590791323;CTRE CONVALESCENCE SSR CH ARMENTIÈRES;590782637;1;2;2;;13;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;1;3;;;;1;1;12;242;;;;1;;;;;;;;;;;;;;;;;;;;4.29;;0.94;12.28;;8.65;0.51;;;;;;;;;;1.6;;;3.2;;;0.8;
PALIA;2023;590801106;HOPITAL VICTOR PROVO;590782421;1;10;;;17;1;1;12;213;;;;1;1599;4;;;;;;311;;;;;;;;;;;;3.34;;;10.75;;8.97;1;2.32;;;;;;;;;;;;;;;;
PALIA;2023;590804696;CENTRE HOSPITALIER DE TOURCOING;590781902;0;;;;;1;1;12;362;;;;1;5375;417;6;1501;;;;557;;12;2;;;;;;;;;2.47;;0.64;10.45;2.8;9.21;;2.3;;;;;;;;;1.3;;0.09;1.5;1.5;;0.5;0.5
PALIA;2023;590809703;CLINIQUE SAINT-ROCH;590004552;0;;;;;1;2;12;;129;0;10;0;;;;;;;;;;;;;;;;;;;;1.16;0.85;2;5;3;7;3.41;1.7;;;;;;;;;;;;;;;;
PALIA;2023;590810784;CLINIQUE ST-ROCH CONVALESCENCE;440052041;1;4;4;0;6;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;0;;0;;0;0;0;;;;;;;;;;;;;;;;
PALIA;2023;590817839;CLINIQUE DU VAL DE LYS;590053955;1;4;4;;74;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;5;;1;20.9;;28.9;1.6;4.9;;;;;;;;;;;;;;;;
PALIA;2023;600000046;CH PONT-SAINTE-MAXENCE;600100127;1;3;3;;7;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;600000053;CH GHPSO SENLIS;600101984;1;4;;;;1;1;12;193;;;;0;;;;;;;;;;;;;;;;;;;;1.7;1.7;;9.03;;7.38;1.2;3.47;;;;;;;;;;;;;;;;
PALIA;2023;600000152;CH CHAUMONT-EN-VEXIN;600100572;1;2;0;0;33;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;600000186;CH CLERMONT;600100648;1;2;0;0;23;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;600000194;CH BEAUVAIS;600100713;1;10;;;525;1;1;10;220;;;16;1;8200;22;14;831;132;696;;993;4;71;325;;;;;;;;;1.4;;0.25;7.8;4;8.8;1;0.4;;;;;;;;;1.4;;0.25;1.8;1;;0.8;0.4
PALIA;2023;600000285;CH CHICN NOYON;600100721;1;5;2;;32;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
